datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
1997-10-01 00:00:00+00:00,11900.0,A,06329500,62.0,A,1990.0,A
1997-10-02 00:00:00+00:00,12200.0,A,06329500,70.0,A,2310.0,A
1997-10-03 00:00:00+00:00,12300.0,A,06329500,78.0,A,2590.0,A
1997-10-04 00:00:00+00:00,12100.0,A,06329500,85.0,A,2780.0,A
1997-10-05 00:00:00+00:00,12100.0,A,06329500,95.0,A,3100.0,A
1997-10-06 00:00:00+00:00,12000.0,A,06329500,156.0,A,5050.0,A
1997-10-07 00:00:00+00:00,11900.0,A,06329500,179.0,A,5750.0,A
1997-10-08 00:00:00+00:00,12100.0,A,06329500,210.0,A,6860.0,A
1997-10-09 00:00:00+00:00,12500.0,A,06329500,280.0,A,9450.0,A
1997-10-10 00:00:00+00:00,12600.0,A,06329500,407.0,A,13800.0,A
1997-10-11 00:00:00+00:00,12900.0,A,06329500,432.0,A,15000.0,A
1997-10-12 00:00:00+00:00,13100.0,A,06329500,292.0,A,10300.0,A
1997-10-13 00:00:00+00:00,13100.0,A,06329500,186.0,A,6580.0,A
1997-10-14 00:00:00+00:00,13300.0,A,06329500,146.0,A,5240.0,A
1997-10-15 00:00:00+00:00,13600.0,A,06329500,144.0,A,5290.0,A
1997-10-16 00:00:00+00:00,13800.0,A,06329500,143.0,A,5330.0,A
1997-10-17 00:00:00+00:00,13800.0,A,06329500,141.0,A,5250.0,A
1997-10-18 00:00:00+00:00,14100.0,A,06329500,134.0,A,5100.0,A
1997-10-19 00:00:00+00:00,13700.0,A,06329500,120.0,A,4440.0,A
1997-10-20 00:00:00+00:00,12500.0,A,06329500,104.0,A,3510.0,A
1997-10-21 00:00:00+00:00,11700.0,A,06329500,88.0,A,2780.0,A
1997-10-22 00:00:00+00:00,11200.0,A,06329500,72.0,A,2180.0,A
1997-10-23 00:00:00+00:00,10800.0,A,06329500,56.0,A,1630.0,A
1997-10-24 00:00:00+00:00,10400.0,A,06329500,54.0,A,1520.0,A
1997-10-25 00:00:00+00:00,9910.0,A,06329500,55.0,A,1470.0,A
1997-10-26 00:00:00+00:00,10000.0,A,06329500,61.0,A,1650.0,A
1997-10-27 00:00:00+00:00,10400.0,A,06329500,67.0,A,1880.0,A
1997-10-28 00:00:00+00:00,10700.0,A,06329500,65.0,A,1880.0,A
1997-10-29 00:00:00+00:00,11100.0,A,06329500,60.0,A,1800.0,A
1997-10-30 00:00:00+00:00,11000.0,A,06329500,60.0,A,1780.0,A
1997-10-31 00:00:00+00:00,11500.0,A,06329500,63.0,A,1960.0,A
1997-11-01 00:00:00+00:00,12100.0,A,06329500,67.0,A,2190.0,A
1997-11-02 00:00:00+00:00,12100.0,A,06329500,70.0,A,2290.0,A
1997-11-03 00:00:00+00:00,12000.0,A,06329500,67.0,A,2170.0,A
1997-11-04 00:00:00+00:00,12200.0,A,06329500,66.0,A,2170.0,A
1997-11-05 00:00:00+00:00,12500.0,A,06329500,68.0,A,2300.0,A
1997-11-06 00:00:00+00:00,12500.0,A,06329500,70.0,A,2360.0,A
1997-11-07 00:00:00+00:00,12300.0,A,06329500,71.0,A,2360.0,A
1997-11-08 00:00:00+00:00,11900.0,A,06329500,68.0,A,2180.0,A
1997-11-09 00:00:00+00:00,11500.0,A,06329500,65.0,A,2020.0,A
1997-11-10 00:00:00+00:00,11000.0,A,06329500,60.0,A,1780.0,A
1997-11-11 00:00:00+00:00,10700.0,A,06329500,51.0,A,1470.0,A
1997-11-12 00:00:00+00:00,10500.0,A,06329500,45.0,A,1280.0,A
1997-11-13 00:00:00+00:00,10300.0,A,06329500,48.0,A,1330.0,A
1997-11-14 00:00:00+00:00,9300.0,"A, e",06329500,75.0,A,1880.0,A
1997-11-15 00:00:00+00:00,9290.0,"A, e",06329500,121.0,A,3040.0,A
1997-11-16 00:00:00+00:00,8690.0,"A, e",06329500,175.0,A,4110.0,A
1997-11-17 00:00:00+00:00,8370.0,"A, e",06329500,225.0,A,5080.0,A
1997-11-18 00:00:00+00:00,8080.0,"A, e",06329500,240.0,A,5230.0,A
1997-11-19 00:00:00+00:00,7900.0,"A, e",06329500,205.0,A,4370.0,A
1997-11-20 00:00:00+00:00,7750.0,"A, e",06329500,154.0,A,3220.0,A
1997-11-21 00:00:00+00:00,8080.0,"A, e",06329500,109.0,A,2380.0,A
1997-11-22 00:00:00+00:00,8340.0,"A, e",06329500,82.0,A,1850.0,A
1997-11-23 00:00:00+00:00,8430.0,"A, e",06329500,85.0,A,1930.0,A
1997-11-24 00:00:00+00:00,8460.0,"A, e",06329500,112.0,A,2560.0,A
1997-11-25 00:00:00+00:00,8420.0,"A, e",06329500,144.0,A,3270.0,A
1997-11-26 00:00:00+00:00,8420.0,"A, e",06329500,167.0,A,3800.0,A
1997-11-27 00:00:00+00:00,8420.0,"A, e",06329500,181.0,A,4120.0,A
1997-11-28 00:00:00+00:00,8420.0,"A, e",06329500,190.0,A,4320.0,A
1997-11-29 00:00:00+00:00,8420.0,"A, e",06329500,195.0,A,4430.0,A
1997-11-30 00:00:00+00:00,8420.0,"A, e",06329500,195.0,A,4430.0,A
1997-12-01 00:00:00+00:00,8340.0,"A, e",06329500,,,,
1997-12-02 00:00:00+00:00,8260.0,"A, e",06329500,,,,
1997-12-03 00:00:00+00:00,8220.0,"A, e",06329500,,,,
1997-12-04 00:00:00+00:00,8110.0,"A, e",06329500,,,,
1997-12-05 00:00:00+00:00,8020.0,"A, e",06329500,,,,
1997-12-06 00:00:00+00:00,7700.0,"A, e",06329500,,,,
1997-12-07 00:00:00+00:00,7500.0,"A, e",06329500,,,,
1997-12-08 00:00:00+00:00,6900.0,"A, e",06329500,,,,
1997-12-09 00:00:00+00:00,6910.0,"A, e",06329500,,,,
1997-12-10 00:00:00+00:00,7000.0,"A, e",06329500,,,,
1997-12-11 00:00:00+00:00,6970.0,"A, e",06329500,,,,
1997-12-12 00:00:00+00:00,7500.0,"A, e",06329500,,,,
1997-12-13 00:00:00+00:00,8000.0,"A, e",06329500,,,,
1997-12-14 00:00:00+00:00,7160.0,"A, e",06329500,,,,
1997-12-15 00:00:00+00:00,7160.0,"A, e",06329500,,,,
1997-12-16 00:00:00+00:00,7020.0,"A, e",06329500,,,,
1997-12-17 00:00:00+00:00,7110.0,"A, e",06329500,,,,
1997-12-18 00:00:00+00:00,7250.0,"A, e",06329500,,,,
1997-12-19 00:00:00+00:00,7310.0,"A, e",06329500,,,,
