datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2016-10-01 00:00:00+00:00,18.5,A,14150000,747.0,A,737.0,A,1310.0,A
2016-10-02 00:00:00+00:00,18.1,A,14150000,745.0,A,734.0,A,1310.0,A
2016-10-03 00:00:00+00:00,17.8,A,14150000,745.0,A,733.0,A,1320.0,A
2016-10-04 00:00:00+00:00,17.4,A,14150000,746.0,A,734.0,A,1330.0,A
2016-10-05 00:00:00+00:00,16.9,A,14150000,747.0,A,744.0,A,1320.0,A
2016-10-06 00:00:00+00:00,16.6,A,14150000,750.0,A,751.0,A,1310.0,A
2016-10-07 00:00:00+00:00,16.5,A,14150000,748.0,A,750.0,A,1290.0,A
2016-10-08 00:00:00+00:00,16.7,A,14150000,746.0,A,752.0,A,1290.0,A
2016-10-09 00:00:00+00:00,16.9,A,14150000,746.0,A,751.0,A,1290.0,A
2016-10-10 00:00:00+00:00,16.7,A,14150000,746.0,A,746.0,A,1300.0,A
2016-10-11 00:00:00+00:00,16.7,A,14150000,748.0,A,748.0,A,1300.0,A
2016-10-12 00:00:00+00:00,16.9,A,14150000,746.0,A,744.0,A,1300.0,A
2016-10-13 00:00:00+00:00,16.7,A,14150000,738.0,A,734.0,A,1300.0,A
2016-10-14 00:00:00+00:00,16.5,A,14150000,738.0,A,734.0,A,1300.0,A
2016-10-15 00:00:00+00:00,16.3,A,14150000,734.0,A,,,1330.0,A
2016-10-16 00:00:00+00:00,15.8,A,14150000,734.0,A,,,1340.0,A
2016-10-17 00:00:00+00:00,15.6,A,14150000,742.0,A,730.0,A,1300.0,A
2016-10-18 00:00:00+00:00,15.4,A,14150000,750.0,A,736.0,A,1290.0,A
2016-10-19 00:00:00+00:00,15.2,A,14150000,753.0,A,739.0,A,1290.0,A
2016-10-20 00:00:00+00:00,15.1,A,14150000,750.0,A,736.0,A,1290.0,A
2016-10-21 00:00:00+00:00,14.9,A,14150000,747.0,A,736.0,A,1280.0,A
2016-10-22 00:00:00+00:00,14.7,A,14150000,744.0,A,735.0,A,1300.0,A
2016-10-23 00:00:00+00:00,14.6,A,14150000,742.0,A,734.0,A,1330.0,A
2016-10-24 00:00:00+00:00,14.3,A,14150000,738.0,A,729.0,A,1350.0,A
2016-10-25 00:00:00+00:00,14.1,A,14150000,744.0,A,735.0,A,1360.0,A
2016-10-26 00:00:00+00:00,14.0,A,14150000,742.0,A,735.0,A,1330.0,A
2016-10-27 00:00:00+00:00,13.7,A,14150000,744.0,A,734.0,A,1340.0,A
2016-10-28 00:00:00+00:00,13.5,A,14150000,743.0,A,732.0,A,2940.0,A
2016-10-29 00:00:00+00:00,13.5,A,14150000,744.0,A,734.0,A,4070.0,A
2016-10-30 00:00:00+00:00,13.3,A,14150000,738.0,A,730.0,A,4030.0,A
2016-10-31 00:00:00+00:00,13.2,A,14150000,742.0,A,732.0,A,3860.0,A
2016-11-01 00:00:00+00:00,13.1,A,14150000,746.0,A,733.0,A,3620.0,A
2016-11-02 00:00:00+00:00,13.0,A,14150000,748.0,A,735.0,A,3630.0,A
2016-11-03 00:00:00+00:00,13.0,A,14150000,751.0,A,738.0,A,3650.0,A
2016-11-04 00:00:00+00:00,13.0,A,14150000,748.0,A,738.0,A,2900.0,A
2016-11-05 00:00:00+00:00,12.8,A,14150000,745.0,A,735.0,A,2130.0,A
2016-11-06 00:00:00+00:00,12.7,A,14150000,747.0,A,740.0,A,2030.0,A
2016-11-07 00:00:00+00:00,12.7,A,14150000,748.0,A,740.0,A,2040.0,A
2016-11-08 00:00:00+00:00,12.6,A,14150000,748.0,A,741.0,A,1970.0,A
2016-11-09 00:00:00+00:00,12.7,A,14150000,750.0,A,742.0,A,2050.0,A
2016-11-10 00:00:00+00:00,12.5,A,14150000,748.0,A,741.0,A,2100.0,A
