date,PREC_DAILY,WTEQ_DAILY
1984-10-01,0.0,0.0
1984-10-02,0.0,0.0
1984-10-03,0.0,0.0
1984-10-04,0.0,0.0
1984-10-05,0.0,0.0
1984-10-06,0.0,0.0
1984-10-07,0.0,0.0
1984-10-08,0.0,0.0
1984-10-09,0.0,0.0
1984-10-10,0.0,0.0
1984-10-11,0.1,0.0
1984-10-12,0.8,0.0
1984-10-13,1.1,0.0
1984-10-14,1.1,0.0
1984-10-15,1.1,0.0
1984-10-16,1.1,0.0
1984-10-17,1.1,0.0
1984-10-18,1.1,0.0
1984-10-19,1.1,0.0
1984-10-20,1.1,0.0
1984-10-21,1.1,0.0
1984-10-22,1.1,0.0
1984-10-23,1.3,0.0
1984-10-24,1.3,0.0
1984-10-25,1.3,0.0
1984-10-26,1.5,0.4
1984-10-27,1.5,0.3
1984-10-28,1.7,0.3
1984-10-29,1.7,0.3
1984-10-30,1.7,0.3
1984-10-31,1.7,0.3
1984-11-01,2.0,0.4
1984-11-02,3.4,1.7
1984-11-03,3.4,1.7
1984-11-04,3.4,2.1
1984-11-05,3.5,2.1
1984-11-06,3.5,2.1
1984-11-07,3.5,2.1
1984-11-08,3.7,2.2
1984-11-09,3.8,2.2
1984-11-10,4.1,2.4
1984-11-11,4.5,2.7
1984-11-12,4.5,2.8
1984-11-13,5.2,3.2
1984-11-14,5.2,3.2
1984-11-15,5.2,3.2
1984-11-16,5.2,3.2
1984-11-17,5.2,3.2
1984-11-18,5.2,3.2
1984-11-19,5.2,3.4
1984-11-20,5.3,3.4
1984-11-21,5.3,3.4
1984-11-22,5.3,3.4
1984-11-23,5.5,3.7
1984-11-24,6.1,4.2
1984-11-25,6.1,4.2
1984-11-26,6.1,4.5
1984-11-27,6.9,4.9
1984-11-28,7.0,5.2
1984-11-29,7.0,5.3
1984-11-30,7.3,5.3
1984-12-01,7.4,5.3
1984-12-02,7.4,5.3
1984-12-03,7.4,5.3
1984-12-04,7.4,5.3
1984-12-05,7.4,5.3
1984-12-06,7.4,5.3
1984-12-07,7.4,5.5
1984-12-08,7.5,5.5
1984-12-09,7.5,5.6
1984-12-10,8.7,6.5
1984-12-11,8.7,6.7
1984-12-12,8.7,6.7
1984-12-13,8.7,6.7
1984-12-14,8.7,6.7
1984-12-15,8.9,6.7
1984-12-16,8.9,6.7
1984-12-17,8.9,6.7
1984-12-18,8.9,6.7
1984-12-19,8.9,6.7
1984-12-20,8.9,6.7
1984-12-21,8.9,6.7
1984-12-22,8.9,6.7
1984-12-23,8.9,6.7
1984-12-24,8.9,6.7
1984-12-25,8.9,6.7
1984-12-26,8.9,6.7
1984-12-27,8.9,6.7
1984-12-28,8.9,6.7
1984-12-29,9.1,6.9
1984-12-30,9.1,6.9
1984-12-31,9.2,6.9
1985-01-01,9.2,6.9
1985-01-02,9.2,6.9
1985-01-03,9.2,6.9
1985-01-04,9.2,7.0
1985-01-05,9.2,7.0
1985-01-06,9.3,7.1
1985-01-07,9.3,7.1
1985-01-08,9.3,7.1
1985-01-09,9.3,7.1
1985-01-10,9.3,7.1
1985-01-11,9.3,7.1
1985-01-12,9.3,7.1
1985-01-13,9.3,7.1
1985-01-14,9.3,7.1
1985-01-15,9.3,7.1
1985-01-16,9.3,7.1
1985-01-17,9.4,7.1
1985-01-18,9.4,7.1
1985-01-19,9.4,7.1
1985-01-20,9.5,7.3
1985-01-21,9.5,7.3
1985-01-22,9.5,7.3
1985-01-23,9.5,7.3
1985-01-24,9.5,7.3
1985-01-25,9.5,7.3
1985-01-26,9.5,7.3
1985-01-27,9.5,7.3
1985-01-28,9.5,7.3
1985-01-29,9.5,7.3
1985-01-30,9.5,7.3
1985-01-31,9.5,7.3
1985-02-01,9.5,7.3
1985-02-02,9.5,7.3
1985-02-03,9.6,7.3
1985-02-04,9.7,7.3
1985-02-05,9.7,7.3
1985-02-06,9.7,7.5
1985-02-07,10.9,8.8
1985-02-08,11.2,9.1
1985-02-09,11.3,9.1
1985-02-10,11.3,9.3
1985-02-11,11.7,9.5
1985-02-12,11.7,9.5
1985-02-13,11.7,9.5
1985-02-14,11.7,9.6
1985-02-15,11.7,9.5
1985-02-16,11.7,9.5
1985-02-17,11.7,9.5
1985-02-18,11.7,9.5
1985-02-19,11.7,9.5
1985-02-20,11.7,9.5
1985-02-21,11.7,9.5
1985-02-22,11.7,9.5
1985-02-23,11.7,9.5
1985-02-24,11.7,9.5
1985-02-25,11.7,9.5
1985-02-26,11.7,9.5
1985-02-27,11.7,9.5
1985-02-28,11.8,9.5
1985-03-01,12.3,10.0
1985-03-02,12.3,10.1
1985-03-03,12.3,10.1
1985-03-04,12.5,10.1
1985-03-05,12.6,10.3
1985-03-06,12.7,10.3
1985-03-07,12.7,10.3
1985-03-08,12.7,10.4
1985-03-09,12.7,10.6
1985-03-10,12.7,10.6
1985-03-11,12.8,10.8
1985-03-12,12.8,10.8
1985-03-13,12.8,10.8
1985-03-14,12.8,10.8
1985-03-15,12.8,10.8
1985-03-16,12.8,10.8
1985-03-17,12.8,10.8
1985-03-18,12.8,10.8
1985-03-19,12.8,10.8
1985-03-20,12.8,10.8
1985-03-21,12.8,10.8
1985-03-22,12.8,10.8
1985-03-23,13.0,10.9
1985-03-24,13.2,10.9
1985-03-25,13.2,10.9
1985-03-26,13.7,11.4
1985-03-27,13.7,11.4
1985-03-28,13.7,11.4
1985-03-29,13.7,11.4
1985-03-30,13.8,11.4
1985-03-31,13.8,11.3
1985-04-01,13.8,11.3
1985-04-02,13.8,11.3
1985-04-03,13.8,10.9
1985-04-04,13.8,10.6
1985-04-05,13.8,10.0
1985-04-06,13.8,9.7
1985-04-07,13.8,9.5
1985-04-08,13.9,9.1
1985-04-09,13.9,8.7
1985-04-10,13.9,8.1
1985-04-11,13.9,7.5
1985-04-12,13.9,6.9
1985-04-13,13.9,6.4
1985-04-14,13.9,5.7
1985-04-15,13.9,5.3
1985-04-16,13.9,4.5
1985-04-17,14.0,3.9
1985-04-18,14.1,3.4
1985-04-19,14.1,3.2
1985-04-20,14.1,3.2
1985-04-21,14.4,3.2
1985-04-22,14.4,3.2
1985-04-23,14.5,3.5
1985-04-24,14.6,3.6
1985-04-25,14.6,3.6
1985-04-26,14.6,3.6
1985-04-27,14.6,2.8
1985-04-28,14.6,1.8
1985-04-29,14.6,1.0
1985-04-30,14.6,0.0
1985-05-01,14.6,0.0
1985-05-02,14.7,0.0
1985-05-03,14.8,0.0
1985-05-04,14.8,0.0
1985-05-05,14.8,0.0
1985-05-06,14.8,0.0
1985-05-07,14.9,0.0
1985-05-08,14.9,0.0
1985-05-09,15.2,0.0
1985-05-10,15.2,0.0
1985-05-11,15.2,0.0
1985-05-12,15.2,0.0
1985-05-13,15.2,0.0
1985-05-14,15.6,0.0
1985-05-15,15.8,0.0
1985-05-16,16.1,0.0
1985-05-17,16.1,0.0
1985-05-18,16.1,0.0
1985-05-19,16.3,0.0
1985-05-20,16.6,0.0
1985-05-21,16.6,0.0
1985-05-22,16.8,0.0
1985-05-23,16.8,0.0
1985-05-24,16.8,0.0
1985-05-25,16.8,0.0
1985-05-26,16.8,0.0
1985-05-27,16.8,0.0
1985-05-28,17.1,0.0
1985-05-29,17.1,0.0
1985-05-30,17.3,0.0
1985-05-31,17.3,0.0
1985-06-01,17.3,0.0
1985-06-02,17.5,0.0
1985-06-03,17.5,0.0
1985-06-04,17.5,0.0
1985-06-05,17.6,0.0
1985-06-06,17.6,0.0
1985-06-07,17.6,0.0
1985-06-08,17.6,0.0
1985-06-09,17.6,0.0
1985-06-10,17.6,0.0
1985-06-11,17.6,0.0
1985-06-12,17.6,0.0
1985-06-13,17.6,0.0
1985-06-14,17.6,0.0
1985-06-15,17.6,0.0
1985-06-16,17.6,0.0
1985-06-17,17.6,0.0
1985-06-18,17.6,0.0
1985-06-19,17.6,0.0
1985-06-20,17.6,0.0
1985-06-21,17.6,0.0
1985-06-22,17.6,0.0
1985-06-23,17.6,0.0
1985-06-24,17.6,0.0
1985-06-25,17.6,0.0
1985-06-26,17.6,0.0
1985-06-27,17.6,0.0
1985-06-28,17.6,0.0
1985-06-29,17.6,0.0
1985-06-30,17.6,0.0
1985-07-01,17.6,0.0
1985-07-02,17.6,0.0
1985-07-03,17.6,0.0
1985-07-04,17.6,0.0
1985-07-05,17.6,0.0
1985-07-06,17.6,0.0
1985-07-07,17.6,0.0
1985-07-08,17.6,0.0
1985-07-09,17.6,0.0
1985-07-10,17.8,0.0
1985-07-11,17.8,0.0
1985-07-12,17.8,0.0
1985-07-13,17.8,0.0
1985-07-14,17.8,0.0
1985-07-15,18.0,0.0
1985-07-16,18.0,0.0
1985-07-17,18.0,0.0
1985-07-18,18.0,0.0
1985-07-19,18.0,0.0
1985-07-20,18.0,0.0
1985-07-21,18.1,0.0
