date,PREC_DAILY,WTEQ_DAILY
1984-10-01,0.2,0.0
1984-10-02,0.2,0.0
1984-10-03,0.2,0.0
1984-10-04,0.2,0.0
1984-10-05,0.4,0.0
1984-10-06,0.4,0.0
1984-10-07,0.4,0.0
1984-10-08,0.4,0.0
1984-10-09,0.4,0.0
1984-10-10,0.4,0.0
1984-10-11,0.8,0.0
1984-10-12,1.0,0.0
1984-10-13,1.3,0.0
1984-10-14,1.3,0.0
1984-10-15,1.3,0.0
1984-10-16,1.5,0.0
1984-10-17,2.4,0.0
1984-10-18,2.4,0.0
1984-10-19,2.5,0.0
1984-10-20,2.6,0.0
1984-10-21,2.6,0.0
1984-10-22,2.6,0.0
1984-10-23,2.6,0.2
1984-10-24,2.7,0.2
1984-10-25,2.7,0.2
1984-10-26,3.3,0.8
1984-10-27,3.3,0.9
1984-10-28,3.4,1.1
1984-10-29,3.6,1.7
1984-10-30,3.6,1.9
1984-10-31,3.6,2.0
1984-11-01,3.6,2.1
1984-11-02,4.0,2.2
1984-11-03,4.1,2.3
1984-11-04,4.1,2.4
1984-11-05,4.1,2.4
1984-11-06,4.4,2.6
1984-11-07,4.4,2.7
1984-11-08,5.4,3.7
1984-11-09,5.4,3.8
1984-11-10,5.9,4.2
1984-11-11,6.0,4.3
1984-11-12,6.0,4.3
1984-11-13,6.5,4.8
1984-11-14,6.5,4.8
1984-11-15,6.7,5.1
1984-11-16,6.7,5.1
1984-11-17,6.7,5.1
1984-11-18,6.9,5.4
1984-11-19,6.9,5.4
1984-11-20,6.9,5.4
1984-11-21,6.9,5.4
1984-11-22,6.9,5.4
1984-11-23,6.9,5.4
1984-11-24,8.2,6.9
1984-11-25,8.2,7.0
1984-11-26,8.5,7.1
1984-11-27,8.8,7.5
1984-11-28,9.1,8.0
1984-11-29,9.2,8.1
1984-11-30,9.6,8.6
1984-12-01,9.7,8.7
1984-12-02,9.7,8.7
1984-12-03,9.7,8.7
1984-12-04,9.7,8.7
1984-12-05,9.7,8.7
1984-12-06,9.7,8.7
1984-12-07,9.7,8.7
1984-12-08,9.7,8.7
1984-12-09,9.7,8.7
1984-12-10,9.7,8.7
1984-12-11,10.1,9.2
1984-12-12,11.0,10.5
1984-12-13,11.3,10.8
1984-12-14,11.3,10.8
1984-12-15,11.8,11.2
1984-12-16,11.9,11.3
1984-12-17,11.9,11.3
1984-12-18,11.9,11.4
1984-12-19,11.9,11.4
1984-12-20,11.9,11.5
1984-12-21,12.0,11.6
1984-12-22,12.0,11.6
1984-12-23,12.0,11.6
1984-12-24,12.0,11.6
1984-12-25,12.0,11.6
1984-12-26,12.0,11.6
1984-12-27,12.0,11.6
1984-12-28,12.0,11.8
1984-12-29,12.1,11.9
1984-12-30,12.1,11.9
1984-12-31,12.3,11.9
1985-01-01,12.3,11.9
1985-01-02,12.3,11.9
1985-01-03,12.3,11.9
1985-01-04,12.3,11.9
1985-01-05,12.3,11.9
1985-01-06,12.3,11.9
1985-01-07,12.3,11.6
1985-01-08,12.3,11.6
1985-01-09,12.7,11.6
1985-01-10,12.8,11.6
1985-01-11,12.8,11.6
1985-01-12,12.8,11.6
1985-01-13,12.8,11.6
1985-01-14,12.8,11.6
