date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2016-10-01,0.1,0.0,50.9,59.5,43.2,0.0
2016-10-02,0.7,0.0,45.5,55.4,40.6,0.0
2016-10-03,1.0,0.0,38.7,41.9,35.4,0.0
2016-10-04,1.1,0.0,36.7,42.8,32.2,0.0
2016-10-05,1.2,0.0,35.1,41.5,30.9,0.0
2016-10-06,1.2,0.0,34.9,39.9,31.3,0.0
2016-10-07,1.3,0.0,39.2,45.0,34.7,0.0
2016-10-08,1.3,0.0,45.1,53.6,37.2,0.0
2016-10-09,1.3,0.0,48.2,55.9,40.6,0.0
2016-10-10,1.3,0.0,47.7,53.4,43.0,0.0
2016-10-11,1.3,0.0,39.4,47.1,28.8,0.0
2016-10-12,1.4,0.0,35.2,45.5,26.2,0.0
2016-10-13,1.4,0.0,43.7,50.9,35.1,0.0
2016-10-14,1.4,0.0,43.9,51.1,39.2,0.0
2016-10-15,2.1,0.0,41.4,45.0,38.8,0.0
2016-10-16,2.2,0.0,40.1,45.7,33.1,0.0
2016-10-17,2.5,2.0,34.7,39.7,31.3,0.3
2016-10-18,2.5,2.0,32.7,34.9,29.5,0.3
2016-10-19,2.5,1.0,34.2,39.6,29.7,0.1
2016-10-20,2.5,0.0,35.1,40.6,31.6,0.0
2016-10-21,2.6,0.0,41.5,50.2,34.3,0.0
2016-10-22,2.6,0.0,43.2,51.8,38.1,0.0
2016-10-23,2.6,0.0,46.4,54.9,40.1,0.0
2016-10-24,4.3,0.0,43.2,45.5,40.6,0.0
2016-10-25,4.4,0.0,43.0,46.4,40.5,0.0
2016-10-26,4.4,0.0,44.2,50.0,40.5,0.0
2016-10-27,4.4,0.0,47.8,53.2,41.7,0.0
2016-10-28,5.5,0.0,43.2,45.5,39.4,0.0
2016-10-29,5.5,0.0,40.1,42.3,37.6,0.0
2016-10-30,6.4,0.0,44.2,47.8,37.6,0.0
2016-10-31,6.4,0.0,36.1,39.9,32.9,0.0
2016-11-01,6.4,0.0,34.7,38.5,31.8,0.0
2016-11-02,6.4,0.0,34.9,39.9,32.9,0.0
2016-11-03,6.4,0.0,40.6,49.6,33.4,0.0
2016-11-04,6.4,0.0,43.9,52.3,39.0,0.0
2016-11-05,6.4,0.0,43.7,52.3,39.4,0.0
2016-11-06,6.4,0.0,40.8,48.0,36.9,0.0
2016-11-07,6.4,0.0,41.0,48.2,35.4,0.0
2016-11-08,6.4,0.0,44.6,53.4,38.8,0.0
2016-11-09,6.4,0.0,46.4,55.0,42.4,0.0
2016-11-10,6.4,0.0,48.6,56.8,43.0,0.0
2016-11-11,6.4,0.0,46.9,55.0,42.3,0.0
2016-11-12,6.4,0.0,42.3,49.3,37.2,0.0
2016-11-13,6.4,0.0,37.9,44.2,32.5,0.0
2016-11-14,6.5,0.0,39.9,45.1,36.3,0.0
2016-11-15,6.6,0.0,42.1,48.6,35.4,0.0
2016-11-16,6.6,0.0,32.5,42.3,25.7,0.0
2016-11-17,6.6,0.0,25.3,30.4,19.8,0.0
2016-11-18,6.8,0.0,22.8,27.5,17.1,0.0
2016-11-19,6.8,0.0,32.2,37.6,25.5,0.0
2016-11-20,6.8,0.0,37.9,41.7,34.7,0.0
2016-11-21,6.8,0.0,33.8,36.7,29.5,0.0
2016-11-22,6.8,0.0,27.1,29.5,21.9,0.0
2016-11-23,7.1,3.0,28.4,31.3,23.4,0.2
2016-11-24,7.2,4.0,22.8,25.9,13.3,0.2
2016-11-25,7.2,4.0,27.0,31.8,22.5,0.2
2016-11-26,7.2,3.0,31.8,36.9,27.3,0.3
2016-11-27,7.5,6.0,30.0,35.1,24.3,0.5
2016-11-28,7.7,8.0,25.0,30.0,22.1,0.7
2016-11-29,7.7,8.0,22.1,27.5,13.1,0.8
2016-11-30,7.8,8.0,20.7,23.7,15.6,0.8
2016-12-01,7.8,9.0,21.9,29.1,14.9,0.8
2016-12-02,7.9,9.0,17.6,24.4,12.7,0.8
2016-12-03,8.0,10.0,18.7,21.0,16.5,0.9
2016-12-04,8.2,11.0,23.5,27.1,19.4,1.1
2016-12-05,8.2,10.0,10.6,19.4,4.6,1.1
2016-12-06,8.2,10.0,9.3,15.6,4.3,1.1
2016-12-07,8.2,10.0,5.5,10.8,1.4,1.1
2016-12-08,8.3,10.0,8.4,12.6,1.8,1.1
2016-12-09,8.4,11.0,19.9,24.3,12.4,1.2
2016-12-10,8.4,11.0,26.2,30.7,18.9,1.3
2016-12-11,8.4,11.0,17.2,20.5,14.2,1.3
2016-12-12,8.4,11.0,15.4,19.2,10.2,1.2
2016-12-13,8.4,11.0,11.5,16.9,5.4,1.1
2016-12-14,8.7,12.0,16.5,21.9,9.1,1.5
2016-12-15,8.8,16.0,28.4,31.8,21.0,1.7
2016-12-16,8.8,16.0,12.7,30.9,-4.7,1.7
2016-12-17,8.8,15.0,-3.6,1.2,-8.0,1.7
2016-12-18,8.8,15.0,-1.7,2.5,-7.4,1.7
2016-12-19,9.0,14.0,7.3,12.6,0.9,1.7
2016-12-20,9.1,14.0,18.9,23.4,12.6,1.9
2016-12-21,9.1,15.0,15.8,20.7,12.6,1.9
2016-12-22,9.1,14.0,17.8,27.0,12.7,1.9
2016-12-23,9.5,18.0,20.5,24.6,13.8,2.5
2016-12-24,10.6,25.0,27.9,31.3,21.6,3.7
2016-12-25,10.6,26.0,17.1,22.6,10.8,3.7
2016-12-26,10.6,26.0,10.6,13.5,9.3,3.7
2016-12-27,10.7,28.0,10.9,13.6,7.5,3.7
2016-12-28,10.8,26.0,12.6,21.9,6.4,3.7
2016-12-29,10.8,24.0,16.3,21.0,9.3,3.8
2016-12-30,10.8,24.0,20.1,24.8,14.5,3.8
2016-12-31,10.8,24.0,8.6,14.5,2.8,3.8
2017-01-01,10.8,24.0,11.7,16.5,5.4,3.8
2017-01-02,10.8,24.0,5.2,10.9,0.1,3.8
2017-01-03,10.9,24.0,9.9,16.0,4.3,3.8
2017-01-04,10.9,24.0,5.9,12.9,-0.9,3.8
2017-01-05,10.9,23.0,3.2,12.2,-3.3,3.9
2017-01-06,10.9,23.0,-0.9,3.2,-7.2,3.9
2017-01-07,11.0,24.0,12.0,18.9,3.2,3.9
2017-01-08,11.5,27.0,22.3,28.2,15.4,4.6
2017-01-09,11.6,28.0,28.0,31.8,16.0,4.8
2017-01-10,11.7,27.0,22.5,27.7,15.4,5.0
2017-01-11,11.9,30.0,26.1,29.8,19.6,5.1
2017-01-12,11.9,29.0,17.4,21.4,13.8,5.1
