date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2016-10-01,0.0,0.0,42.3,50.0,38.1,0.0
2016-10-02,0.3,2.0,33.6,38.7,28.2,0.3
2016-10-03,0.3,1.0,30.6,33.8,26.6,0.3
2016-10-04,0.3,0.0,36.1,42.4,31.1,0.0
2016-10-05,0.4,0.0,37.4,46.2,29.5,0.0
2016-10-06,0.4,0.0,42.4,55.4,32.5,0.0
2016-10-07,0.5,0.0,50.0,60.6,41.7,0.0
2016-10-08,0.5,0.0,52.9,61.5,46.0,0.0
2016-10-09,0.5,0.0,52.5,58.5,48.0,0.0
2016-10-10,0.5,0.0,49.3,55.8,45.0,0.0
2016-10-11,0.5,0.0,47.8,55.6,43.3,0.0
2016-10-12,0.5,0.0,48.2,56.3,43.3,0.0
2016-10-13,0.5,0.0,45.9,51.8,42.1,0.0
2016-10-14,2.8,0.0,39.6,42.8,36.5,0.0
2016-10-15,5.4,0.0,38.8,40.8,35.2,0.0
2016-10-16,11.0,1.0,37.8,41.9,32.2,0.5
2016-10-17,11.4,4.0,32.0,35.2,29.7,0.9
2016-10-18,11.4,3.0,34.2,44.1,29.7,0.6
2016-10-19,11.5,2.0,40.8,51.4,31.6,0.6
2016-10-20,11.5,2.0,51.8,58.1,41.7,0.5
2016-10-21,11.6,1.0,49.5,55.0,43.5,0.2
2016-10-22,11.6,0.0,45.9,50.7,42.8,0.0
2016-10-23,11.6,0.0,45.0,50.9,39.9,0.0
2016-10-24,11.7,0.0,38.8,42.3,34.7,0.0
2016-10-25,11.9,0.0,39.0,43.7,34.3,0.0
2016-10-26,11.9,0.0,45.0,49.6,42.8,0.0
2016-10-27,14.4,0.0,43.2,45.5,38.8,0.0
2016-10-28,15.7,0.0,40.6,43.3,38.8,0.0
2016-10-29,15.7,0.0,40.6,43.0,38.8,0.0
2016-10-30,17.8,5.0,35.2,41.9,30.0,1.3
2016-10-31,18.8,9.0,31.8,36.7,30.0,2.3
2016-11-01,19.2,14.0,32.4,42.8,28.8,3.5
2016-11-02,19.2,12.0,43.0,55.2,31.8,3.5
2016-11-03,19.2,11.0,48.2,62.4,41.9,3.5
2016-11-04,19.3,9.0,48.0,52.7,43.7,3.4
2016-11-05,19.3,7.0,44.6,50.2,39.7,3.2
2016-11-06,19.3,6.0,39.7,42.4,38.3,2.9
2016-11-07,19.3,5.0,48.2,59.2,40.1,2.6
2016-11-08,19.3,4.0,52.3,58.5,48.6,2.1
2016-11-09,19.3,4.0,50.7,58.1,47.1,1.5
2016-11-10,19.3,2.0,50.0,58.5,45.3,1.0
2016-11-11,19.3,1.0,47.1,52.3,44.1,0.4
