date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2016-10-01,0.1,0.0,52.7,61.7,45.0,0.0
2016-10-02,0.2,0.0,51.6,59.7,41.2,0.0
2016-10-03,0.6,1.0,35.1,46.8,32.0,0.1
2016-10-04,0.6,0.0,34.0,40.6,28.2,0.0
2016-10-05,0.9,2.0,32.4,39.7,25.7,0.2
2016-10-06,0.9,1.0,31.8,41.4,24.8,0.2
2016-10-07,0.9,1.0,39.0,52.9,28.6,0.1
2016-10-08,0.9,0.0,45.5,57.7,34.2,0.0
2016-10-09,0.9,0.0,50.7,60.1,42.1,0.0
2016-10-10,0.9,0.0,52.3,59.7,46.0,0.0
2016-10-11,0.9,0.0,47.8,54.7,36.0,0.0
2016-10-12,0.9,0.0,43.2,54.1,32.9,0.0
2016-10-13,0.9,0.0,50.9,59.2,40.3,0.0
2016-10-14,0.9,0.0,54.1,60.3,46.6,0.0
2016-10-15,0.9,0.0,53.6,60.8,43.9,0.0
2016-10-16,1.1,0.0,45.0,53.1,36.9,0.0
2016-10-17,1.6,2.0,34.7,49.5,27.3,0.4
2016-10-18,1.6,2.0,33.3,41.5,27.5,0.4
2016-10-19,1.6,2.0,32.4,40.8,25.7,0.2
2016-10-20,1.6,1.0,37.4,50.0,24.1,0.1
2016-10-21,1.6,0.0,49.6,61.2,37.2,0.0
2016-10-22,1.6,0.0,51.4,59.0,45.5,0.0
2016-10-23,1.6,0.0,52.2,59.7,46.4,0.0
2016-10-24,1.8,0.0,46.9,51.1,42.8,0.0
2016-10-25,1.8,0.0,45.1,54.7,37.0,0.0
2016-10-26,1.8,0.0,48.0,59.2,36.9,0.0
2016-10-27,1.8,0.0,53.4,61.0,44.2,0.0
2016-10-28,2.1,0.0,51.8,60.1,43.7,0.0
2016-10-29,2.1,0.0,48.7,54.9,42.3,0.0
2016-10-30,2.3,0.0,50.4,54.3,39.0,0.0
2016-10-31,2.9,2.0,35.4,41.5,31.3,0.3
2016-11-01,3.1,3.0,35.6,43.5,29.1,0.4
2016-11-02,3.1,2.0,33.1,43.3,24.4,0.4
2016-11-03,3.1,1.0,39.2,50.5,31.1,0.2
2016-11-04,3.1,0.0,42.8,53.4,34.9,0.0
2016-11-05,3.1,0.0,42.6,52.9,36.1,0.0
2016-11-06,3.1,0.0,43.2,52.2,36.9,0.0
2016-11-07,3.1,0.0,41.5,51.1,35.2,0.0
2016-11-08,3.1,0.0,43.0,53.2,35.6,0.0
2016-11-09,3.1,0.0,44.1,54.3,37.8,0.0
2016-11-10,3.1,0.0,43.9,55.6,37.2,0.0
2016-11-11,3.1,0.0,43.0,52.9,36.0,0.0
2016-11-12,3.1,0.0,43.3,52.5,36.3,0.0
2016-11-13,3.1,0.0,38.8,46.4,32.7,0.0
2016-11-14,3.1,0.0,44.8,54.5,35.4,0.0
2016-11-15,3.1,0.0,52.3,58.6,46.0,0.0
2016-11-16,3.1,0.0,40.8,49.3,25.2,0.0
2016-11-17,3.3,1.0,21.9,25.7,18.5,0.2
2016-11-18,3.3,1.0,21.2,32.9,9.1,0.2
2016-11-19,3.3,1.0,41.2,48.6,24.4,0.1
2016-11-20,3.3,1.0,43.3,49.3,36.3,0.1
2016-11-21,3.8,6.0,35.4,39.2,30.2,0.6
