datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2005-10-01 00:00:00+00:00,16800.0,A,12396500,86.87,A,85.26,A
2005-10-02 00:00:00+00:00,17700.0,A,12396500,88.12,A,86.96,A
2005-10-03 00:00:00+00:00,18100.0,A,12396500,88.6,A,87.59,A
2005-10-04 00:00:00+00:00,21500.0,A,12396500,90.88,A,90.13,A
2005-10-05 00:00:00+00:00,23100.0,A,12396500,90.95,A,90.08,A
2005-10-06 00:00:00+00:00,22900.0,A,12396500,90.11,A,88.99,A
2005-10-07 00:00:00+00:00,22100.0,A,12396500,90.17,A,89.15,A
2005-10-08 00:00:00+00:00,21600.0,A,12396500,90.38,A,89.46,A
2005-10-09 00:00:00+00:00,19800.0,A,12396500,89.28,A,88.22,A
2005-10-10 00:00:00+00:00,18900.0,A,12396500,88.76,A,87.65,A
2005-10-11 00:00:00+00:00,19700.0,A,12396500,89.49,A,88.53,A
2005-10-12 00:00:00+00:00,21700.0,A,12396500,89.64,A,88.51,A
2005-10-13 00:00:00+00:00,22000.0,A,12396500,89.74,A,88.61,A
2005-10-14 00:00:00+00:00,20300.0,A,12396500,88.75,A,87.42,A
2005-10-15 00:00:00+00:00,19800.0,A,12396500,87.44,A,85.57,A
2005-10-16 00:00:00+00:00,19500.0,A,12396500,88.01,A,86.51,A
2005-10-17 00:00:00+00:00,19300.0,A,12396500,88.52,A,87.24,A
2005-10-18 00:00:00+00:00,19000.0,A,12396500,87.68,A,86.11,A
2005-10-19 00:00:00+00:00,17400.0,A,12396500,87.37,A,85.92,A
2005-10-20 00:00:00+00:00,16400.0,A,12396500,86.88,A,85.36,A
2005-10-21 00:00:00+00:00,15700.0,A,12396500,86.69,A,85.24,A
2005-10-22 00:00:00+00:00,15900.0,A,12396500,87.19,A,85.9,A
2005-10-23 00:00:00+00:00,15700.0,A,12396500,87.35,A,86.2,A
2005-10-24 00:00:00+00:00,15800.0,A,12396500,88.38,A,87.56,A
2005-10-25 00:00:00+00:00,15400.0,A,12396500,88.53,A,87.78,A
2005-10-26 00:00:00+00:00,15000.0,A,12396500,88.28,A,87.53,A
2005-10-27 00:00:00+00:00,14200.0,A,12396500,86.73,A,85.39,A
2005-10-28 00:00:00+00:00,15000.0,A,12396500,85.46,A,83.15,A
2005-10-29 00:00:00+00:00,15100.0,A,12396500,85.39,A,82.84,A
2005-10-30 00:00:00+00:00,14500.0,A,12396500,86.47,A,85.08,A
2005-10-31 00:00:00+00:00,14600.0,A,12396500,86.66,A,85.36,A
2005-11-01 00:00:00+00:00,16100.0,A,12396500,86.68,A,85.08,A
2005-11-02 00:00:00+00:00,24000.0,A,12396500,88.43,A,86.35,A
2005-11-03 00:00:00+00:00,27000.0,A,12396500,89.9,A,88.22,A
2005-11-04 00:00:00+00:00,27900.0,A,12396500,90.95,A,89.59,A
2005-11-05 00:00:00+00:00,28800.0,A,12396500,91.17,A,89.8,A
2005-11-06 00:00:00+00:00,28800.0,A,12396500,91.3,A,89.97,A
2005-11-07 00:00:00+00:00,28400.0,A,12396500,92.19,A,91.19,A
2005-11-08 00:00:00+00:00,28800.0,A,12396500,92.13,A,91.07,A
2005-11-09 00:00:00+00:00,28700.0,A,12396500,91.55,A,90.32,A
2005-11-10 00:00:00+00:00,28400.0,A,12396500,91.31,A,90.04,A
2005-11-11 00:00:00+00:00,27800.0,A,12396500,90.43,A,88.9,A
2005-11-12 00:00:00+00:00,28000.0,A,12396500,90.37,A,88.78,A
2005-11-13 00:00:00+00:00,24000.0,A,12396500,89.61,A,88.23,A
2005-11-14 00:00:00+00:00,22500.0,A,12396500,89.52,A,88.3,A
2005-11-15 00:00:00+00:00,17900.0,A,12396500,87.94,A,86.61,A
2005-11-16 00:00:00+00:00,15000.0,A,12396500,85.67,A,83.6,A
2005-11-17 00:00:00+00:00,13600.0,A,12396500,85.0,A,82.69,A
2005-11-18 00:00:00+00:00,12900.0,A,12396500,84.69,A,82.31,A
2005-11-19 00:00:00+00:00,12800.0,A,12396500,85.42,A,83.83,A
2005-11-20 00:00:00+00:00,12700.0,A,12396500,88.93,A,88.42,A
2005-11-21 00:00:00+00:00,16100.0,A,12396500,89.78,A,89.19,A
2005-11-22 00:00:00+00:00,17400.0,A,12396500,88.13,A,86.99,A
2005-11-23 00:00:00+00:00,17800.0,A,12396500,87.09,A,85.41,A
2005-11-24 00:00:00+00:00,18200.0,A,12396500,87.26,A,85.56,A
2005-11-25 00:00:00+00:00,17400.0,A,12396500,87.55,A,86.14,A
2005-11-26 00:00:00+00:00,15300.0,A,12396500,86.96,A,85.64,A
2005-11-27 00:00:00+00:00,13900.0,A,12396500,85.96,A,84.42,A
2005-11-28 00:00:00+00:00,14200.0,A,12396500,86.39,A,84.96,A
2005-11-29 00:00:00+00:00,16100.0,A,12396500,85.94,A,83.77,A
2005-11-30 00:00:00+00:00,16500.0,A,12396500,86.38,A,84.52,A
2005-12-01 00:00:00+00:00,16200.0,A,12396500,86.58,A,84.88,A
2005-12-02 00:00:00+00:00,16100.0,A,12396500,86.11,A,84.09,A
2005-12-03 00:00:00+00:00,15400.0,A,12396500,85.93,A,83.98,A
2005-12-04 00:00:00+00:00,14100.0,A,12396500,86.84,A,85.63,A
2005-12-05 00:00:00+00:00,14500.0,A,12396500,88.42,A,87.7,A
2005-12-06 00:00:00+00:00,14900.0,A,12396500,87.88,A,87.05,A
2005-12-07 00:00:00+00:00,15700.0,A,12396500,87.6,A,86.52,A
2005-12-08 00:00:00+00:00,15000.0,A,12396500,87.03,A,85.87,A
2005-12-09 00:00:00+00:00,14200.0,A,12396500,86.56,A,85.28,A
2005-12-10 00:00:00+00:00,13400.0,A,12396500,86.27,A,85.05,A
2005-12-11 00:00:00+00:00,13100.0,A,12396500,87.87,A,87.19,A
2005-12-12 00:00:00+00:00,13200.0,A,12396500,88.34,A,87.73,A
2005-12-13 00:00:00+00:00,13200.0,A,12396500,87.52,A,86.76,A
2005-12-14 00:00:00+00:00,13000.0,A,12396500,86.82,A,85.87,A
2005-12-15 00:00:00+00:00,12100.0,A,12396500,85.19,A,83.47,A
2005-12-16 00:00:00+00:00,12000.0,A,12396500,84.28,A,81.35,A
2005-12-17 00:00:00+00:00,13200.0,A,12396500,84.71,A,82.13,A
2005-12-18 00:00:00+00:00,13000.0,A,12396500,85.97,A,84.59,A
2005-12-19 00:00:00+00:00,13200.0,A,12396500,88.84,A,88.34,A
2005-12-20 00:00:00+00:00,13500.0,A,12396500,88.21,A,87.61,A
2005-12-21 00:00:00+00:00,13500.0,A,12396500,88.38,A,87.77,A
