date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1987-10-01,0.0,61.0,76.1,48.9,0.0
1987-10-02,0.0,63.3,76.1,49.6,0.0
1987-10-03,0.0,59.5,71.1,48.9,0.0
1987-10-04,0.0,53.2,65.3,41.7,0.0
1987-10-05,0.0,53.6,68.9,39.0,0.0
1987-10-06,0.0,58.5,74.3,41.9,0.0
1987-10-07,0.0,56.3,70.2,45.3,0.0
1987-10-08,0.0,54.7,67.8,43.7,0.0
1987-10-09,0.0,53.6,65.1,46.4,0.0
1987-10-10,0.0,51.6,66.6,38.1,0.0
1987-10-11,0.0,55.0,71.4,44.4,0.0
1987-10-12,0.0,51.4,61.7,39.9,0.0
1987-10-13,0.0,46.2,58.5,34.7,0.0
1987-10-14,0.0,47.1,58.6,34.7,0.0
1987-10-15,0.0,37.4,51.1,27.9,0.0
1987-10-16,0.0,45.0,57.7,30.4,0.0
1987-10-17,0.0,45.9,59.7,35.4,0.0
1987-10-18,0.0,43.5,56.3,33.3,0.0
1987-10-19,0.0,44.2,60.8,30.4,0.0
1987-10-20,0.0,46.6,59.5,33.3,0.0
1987-10-21,0.0,49.8,63.9,37.4,0.0
1987-10-22,0.0,48.9,61.7,39.9,0.0
1987-10-23,0.0,45.0,50.5,40.1,0.0
1987-10-24,0.0,43.0,57.2,32.7,0.0
1987-10-25,0.0,46.2,58.8,34.0,0.0
1987-10-26,0.0,48.2,61.9,38.7,0.0
1987-10-27,0.0,50.0,63.3,36.3,0.0
1987-10-28,0.0,52.2,64.9,42.3,0.0
1987-10-29,0.0,45.7,55.9,39.2,0.0
1987-10-30,0.0,41.7,49.8,38.3,0.0
1987-10-31,0.0,43.2,49.5,38.1,0.0
1987-11-01,0.2,38.1,44.8,31.1,0.0
1987-11-02,0.2,34.2,40.1,30.0,0.0
1987-11-03,0.2,37.2,50.4,29.3,0.0
1987-11-04,0.2,43.0,56.8,30.7,0.0
1987-11-05,0.3,46.2,58.5,33.3,0.0
1987-11-06,0.3,41.2,50.4,36.1,0.0
1987-11-07,0.3,38.8,49.3,32.0,0.0
1987-11-08,0.3,44.8,52.7,35.8,0.0
1987-11-09,0.5,30.9,42.1,24.1,0.0
1987-11-10,0.5,36.9,45.7,23.9,0.0
1987-11-11,0.6,42.8,49.3,39.0,0.0
