date,PREC_DAILY,WTEQ_DAILY
1987-10-01,0.0,0.0
1987-10-02,0.0,0.0
1987-10-03,0.0,0.0
1987-10-04,0.0,0.0
1987-10-05,0.0,0.0
1987-10-06,0.0,0.0
1987-10-07,0.0,0.0
1987-10-08,0.0,0.0
1987-10-09,0.0,0.0
1987-10-10,0.0,0.0
1987-10-11,0.0,0.0
1987-10-12,0.0,0.0
1987-10-13,0.0,0.0
1987-10-14,0.0,0.0
1987-10-15,0.0,0.0
1987-10-16,0.0,0.0
1987-10-17,0.1,0.0
1987-10-18,0.1,0.0
1987-10-19,0.1,0.0
1987-10-20,0.1,0.0
1987-10-21,0.1,0.0
1987-10-22,0.1,0.0
1987-10-23,0.1,0.0
1987-10-24,0.1,0.0
1987-10-25,0.1,0.0
1987-10-26,0.2,0.0
1987-10-27,0.2,0.0
1987-10-28,0.2,0.0
1987-10-29,0.2,0.0
1987-10-30,0.2,0.0
1987-10-31,0.2,0.0
1987-11-01,0.2,0.0
1987-11-02,0.2,0.0
1987-11-03,0.2,0.0
1987-11-04,0.2,0.0
1987-11-05,0.2,0.0
1987-11-06,0.2,0.0
1987-11-07,0.2,0.0
1987-11-08,0.2,0.0
1987-11-09,0.2,0.0
1987-11-10,0.2,0.0
1987-11-11,0.2,0.0
1987-11-12,0.2,0.0
1987-11-13,0.7,0.2
1987-11-14,0.7,0.3
1987-11-15,1.1,0.6
1987-11-16,1.8,1.0
1987-11-17,1.8,1.3
1987-11-18,1.8,1.1
1987-11-19,1.8,1.1
1987-11-20,1.9,1.3
1987-11-21,1.9,1.3
1987-11-22,2.1,1.6
1987-11-23,2.2,1.8
1987-11-24,2.3,1.9
1987-11-25,2.3,1.9
1987-11-26,2.4,1.9
1987-11-27,2.4,1.9
1987-11-28,2.4,1.9
1987-11-29,2.4,2.1
1987-11-30,2.4,2.3
1987-12-01,3.0,2.6
1987-12-02,3.2,3.2
1987-12-03,3.6,3.6
1987-12-04,3.9,3.6
1987-12-05,3.9,3.6
1987-12-06,4.3,3.1
1987-12-07,4.4,3.2
1987-12-08,4.4,3.2
1987-12-09,6.0,4.3
1987-12-10,6.2,4.4
1987-12-11,6.2,4.4
1987-12-12,6.2,4.4
1987-12-13,6.2,4.8
1987-12-14,6.3,4.8
1987-12-15,6.3,4.9
1987-12-16,6.5,5.3
1987-12-17,6.5,5.5
1987-12-18,6.5,5.6
1987-12-19,6.5,5.6
1987-12-20,6.7,5.8
1987-12-21,6.8,5.8
1987-12-22,6.8,5.8
1987-12-23,6.8,5.9
1987-12-24,6.8,5.9
1987-12-25,6.8,6.0
1987-12-26,6.8,6.0
1987-12-27,7.1,6.3
1987-12-28,7.1,6.3
1987-12-29,7.1,6.3
1987-12-30,7.1,6.3
1987-12-31,7.1,6.3
1988-01-01,7.1,6.3
1988-01-02,7.1,6.3
1988-01-03,7.1,6.3
1988-01-04,7.1,6.3
1988-01-05,7.1,6.3
1988-01-06,7.1,6.3
1988-01-07,7.1,6.3
1988-01-08,7.1,6.3
1988-01-09,7.1,6.4
1988-01-10,7.1,6.4
1988-01-11,7.1,6.4
1988-01-12,7.1,6.4
1988-01-13,7.1,6.4
1988-01-14,7.1,6.4
1988-01-15,7.1,6.4
1988-01-16,7.1,6.4
1988-01-17,7.1,6.4
1988-01-18,7.1,6.4
1988-01-19,7.2,6.6
1988-01-20,7.2,6.6
1988-01-21,7.2,6.6
1988-01-22,7.2,6.6
