stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
VVL,D,3,SNOW WC,2009-10-1 00:00,2009-10-1 00:00,1.01, ,INCHES
VVL,D,3,SNOW WC,2009-10-2 00:00,2009-10-2 00:00,0.93, ,INCHES
VVL,D,3,SNOW WC,2009-10-3 00:00,2009-10-3 00:00,0.89, ,INCHES
VVL,D,3,SNOW WC,2009-10-4 00:00,2009-10-4 00:00,0.96, ,INCHES
VVL,D,3,SNOW WC,2009-10-5 00:00,2009-10-5 00:00,1.38, ,INCHES
VVL,D,3,SNOW WC,2009-10-6 00:00,2009-10-6 00:00,1.22, ,INCHES
VVL,D,3,SNOW WC,2009-10-7 00:00,2009-10-7 00:00,1.09, ,INCHES
VVL,D,3,SNOW WC,2009-10-8 00:00,2009-10-8 00:00,0.92, ,INCHES
VVL,D,3,SNOW WC,2009-10-9 00:00,2009-10-9 00:00,0.95, ,INCHES
VVL,D,3,SNOW WC,2009-10-10 00:00,2009-10-10 00:00,0.87, ,INCHES
VVL,D,3,SNOW WC,2009-10-11 00:00,2009-10-11 00:00,0.52, ,INCHES
VVL,D,3,SNOW WC,2009-10-12 00:00,2009-10-12 00:00,0.5, ,INCHES
VVL,D,3,SNOW WC,2009-10-13 00:00,2009-10-13 00:00,0.53, ,INCHES
VVL,D,3,SNOW WC,2009-10-14 00:00,2009-10-14 00:00,0.91, ,INCHES
VVL,D,3,SNOW WC,2009-10-15 00:00,2009-10-15 00:00,0.83, ,INCHES
VVL,D,3,SNOW WC,2009-10-16 00:00,2009-10-16 00:00,0.82, ,INCHES
VVL,D,3,SNOW WC,2009-10-17 00:00,2009-10-17 00:00,0.78, ,INCHES
VVL,D,3,SNOW WC,2009-10-18 00:00,2009-10-18 00:00,0.74, ,INCHES
VVL,D,3,SNOW WC,2009-10-19 00:00,2009-10-19 00:00,0.7, ,INCHES
VVL,D,3,SNOW WC,2009-10-20 00:00,2009-10-20 00:00,1.03, ,INCHES
