datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2006-10-01 00:00:00+00:00,9690.0,A,12396500,88.7,A,88.41,A
2006-10-02 00:00:00+00:00,9960.0,A,12396500,89.11,A,88.82,A
2006-10-03 00:00:00+00:00,10100.0,A,12396500,88.23,A,87.86,A
2006-10-04 00:00:00+00:00,11200.0,A,12396500,87.49,A,86.85,A
2006-10-05 00:00:00+00:00,13100.0,A,12396500,85.94,A,84.58,A
2006-10-06 00:00:00+00:00,13700.0,A,12396500,85.48,A,83.55,A
2006-10-07 00:00:00+00:00,17400.0,A,12396500,86.16,A,83.6,A
2006-10-08 00:00:00+00:00,24600.0,A,12396500,89.34,A,87.69,A
2006-10-09 00:00:00+00:00,27300.0,A,12396500,90.0,A,88.33,A
2006-10-10 00:00:00+00:00,28600.0,A,12396500,90.36,A,88.67,A
2006-10-11 00:00:00+00:00,28600.0,A,12396500,90.47,A,88.83,A
2006-10-12 00:00:00+00:00,27500.0,A,12396500,90.16,A,88.52,A
2006-10-13 00:00:00+00:00,25300.0,A,12396500,89.43,A,87.74,A
2006-10-14 00:00:00+00:00,25200.0,A,12396500,89.25,A,87.47,A
2006-10-15 00:00:00+00:00,25000.0,A,12396500,90.03,A,88.63,A
2006-10-16 00:00:00+00:00,25000.0,A,12396500,89.86,A,88.39,A
2006-10-17 00:00:00+00:00,26100.0,A,12396500,89.96,A,88.4,A
2006-10-18 00:00:00+00:00,27200.0,A,12396500,90.2,A,88.6,A
2006-10-19 00:00:00+00:00,27400.0,A,12396500,90.03,A,88.34,A
2006-10-20 00:00:00+00:00,28500.0,A,12396500,90.81,A,89.35,A
2006-10-21 00:00:00+00:00,29000.0,A,12396500,91.02,A,89.58,A
2006-10-22 00:00:00+00:00,28400.0,A,12396500,91.25,A,89.95,A
2006-10-23 00:00:00+00:00,28300.0,A,12396500,91.13,A,89.81,A
2006-10-24 00:00:00+00:00,28600.0,A,12396500,90.88,A,89.43,A
2006-10-25 00:00:00+00:00,28800.0,A,12396500,91.3,A,89.98,A
2006-10-26 00:00:00+00:00,28300.0,A,12396500,91.52,A,90.32,A
2006-10-27 00:00:00+00:00,28100.0,A,12396500,90.97,A,89.6,A
2006-10-28 00:00:00+00:00,28400.0,A,12396500,90.53,A,88.96,A
2006-10-29 00:00:00+00:00,28400.0,A,12396500,91.1,A,89.75,A
2006-10-30 00:00:00+00:00,27800.0,A,12396500,90.74,A,89.31,A
2006-10-31 00:00:00+00:00,25700.0,A,12396500,89.28,A,87.47,A
2006-11-01 00:00:00+00:00,25100.0,A,12396500,89.56,A,87.97,A
2006-11-02 00:00:00+00:00,25400.0,A,12396500,90.33,A,89.02,A
2006-11-03 00:00:00+00:00,25200.0,A,12396500,90.03,A,88.63,A
2006-11-04 00:00:00+00:00,25600.0,A,12396500,90.13,A,88.72,A
2006-11-05 00:00:00+00:00,25900.0,A,12396500,91.05,A,89.93,A
2006-11-06 00:00:00+00:00,26100.0,A,12396500,91.35,A,90.31,A
2006-11-07 00:00:00+00:00,26500.0,A,12396500,91.55,A,90.54,A
2006-11-08 00:00:00+00:00,28400.0,A,12396500,92.5,A,91.58,A
2006-11-09 00:00:00+00:00,29900.0,A,12396500,91.26,A,89.79,A
2006-11-10 00:00:00+00:00,30900.0,A,12396500,91.35,A,89.82,A
2006-11-11 00:00:00+00:00,31000.0,A,12396500,91.91,A,90.58,A
2006-11-12 00:00:00+00:00,31500.0,A,12396500,91.92,A,90.55,A
2006-11-13 00:00:00+00:00,31400.0,A,12396500,91.99,A,90.65,A
2006-11-14 00:00:00+00:00,32200.0,A,12396500,91.82,A,90.33,A
2006-11-15 00:00:00+00:00,32200.0,A,12396500,91.88,A,90.4,A
2006-11-16 00:00:00+00:00,32600.0,A,12396500,92.63,A,91.38,A
2006-11-17 00:00:00+00:00,26800.0,A,12396500,91.3,A,90.18,A
2006-11-18 00:00:00+00:00,23000.0,A,12396500,89.0,A,87.49,A
2006-11-19 00:00:00+00:00,18300.0,A,12396500,88.85,A,87.87,A
2006-11-20 00:00:00+00:00,18100.0,A,12396500,88.41,A,87.31,A
2006-11-21 00:00:00+00:00,22000.0,A,12396500,88.42,A,86.76,A
2006-11-22 00:00:00+00:00,24900.0,A,12396500,89.18,A,87.43,A
2006-11-23 00:00:00+00:00,26000.0,A,12396500,90.15,A,88.68,A
2006-11-24 00:00:00+00:00,25400.0,A,12396500,90.41,A,89.13,A
2006-11-25 00:00:00+00:00,21500.0,A,12396500,89.03,A,87.72,A
2006-11-26 00:00:00+00:00,20000.0,A,12396500,89.54,A,88.57,A
2006-11-27 00:00:00+00:00,20200.0,A,12396500,89.4,A,88.33,A
2006-11-28 00:00:00+00:00,20700.0,A,12396500,88.63,A,87.2,A
2006-11-29 00:00:00+00:00,21100.0,A,12396500,87.76,A,85.84,A
2006-11-30 00:00:00+00:00,20500.0,A,12396500,88.91,A,87.66,A
2006-12-01 00:00:00+00:00,18600.0,A,12396500,88.66,A,87.58,A
2006-12-02 00:00:00+00:00,17800.0,A,12396500,88.05,A,86.81,A
2006-12-03 00:00:00+00:00,17900.0,A,12396500,87.78,A,86.47,A
2006-12-04 00:00:00+00:00,19800.0,A,12396500,89.59,A,88.63,A
2006-12-05 00:00:00+00:00,20700.0,A,12396500,89.19,A,88.03,A
2006-12-06 00:00:00+00:00,19600.0,A,12396500,88.51,A,87.21,A
2006-12-07 00:00:00+00:00,17200.0,A,12396500,87.38,A,85.92,A
2006-12-08 00:00:00+00:00,16300.0,A,12396500,86.24,A,84.32,A
2006-12-09 00:00:00+00:00,15600.0,A,12396500,85.88,A,83.83,A
2006-12-10 00:00:00+00:00,15600.0,A,12396500,86.83,A,85.45,A
2006-12-11 00:00:00+00:00,16600.0,A,12396500,88.37,A,87.43,A
2006-12-12 00:00:00+00:00,18700.0,A,12396500,88.86,A,87.8,A
2006-12-13 00:00:00+00:00,22000.0,A,12396500,88.7,A,87.16,A
2006-12-14 00:00:00+00:00,22500.0,A,12396500,88.88,A,87.33,A
2006-12-15 00:00:00+00:00,19800.0,A,12396500,88.43,A,87.05,A
2006-12-16 00:00:00+00:00,19600.0,A,12396500,86.93,A,84.68,A
2006-12-17 00:00:00+00:00,20000.0,A,12396500,88.19,A,86.7,A
2006-12-18 00:00:00+00:00,20000.0,A,12396500,89.46,A,88.45,A
2006-12-19 00:00:00+00:00,18800.0,A,12396500,88.47,A,87.26,A
2006-12-20 00:00:00+00:00,17700.0,A,12396500,87.44,A,85.92,A
2006-12-21 00:00:00+00:00,17500.0,A,12396500,86.93,A,85.2,A
2006-12-22 00:00:00+00:00,16300.0,A,12396500,86.98,A,85.55,A
2006-12-23 00:00:00+00:00,15400.0,A,12396500,88.2,A,87.37,A
2006-12-24 00:00:00+00:00,14800.0,A,12396500,88.35,A,87.55,A
2006-12-25 00:00:00+00:00,14700.0,A,12396500,87.57,A,86.65,A
2006-12-26 00:00:00+00:00,15300.0,A,12396500,88.19,A,87.26,A
