datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
2007-10-01 00:00:00+00:00,4990.0,A,06329500,46.0,A,620.0,A
2007-10-02 00:00:00+00:00,4900.0,A,06329500,54.0,A,714.0,A
2007-10-03 00:00:00+00:00,4780.0,A,06329500,54.0,A,697.0,A
2007-10-04 00:00:00+00:00,4730.0,A,06329500,51.0,A,651.0,A
2007-10-05 00:00:00+00:00,4820.0,A,06329500,64.0,A,833.0,A
2007-10-06 00:00:00+00:00,5100.0,A,06329500,450.0,A,6200.0,A
2007-10-07 00:00:00+00:00,5030.0,A,06329500,810.0,A,11000.0,A
2007-10-08 00:00:00+00:00,4850.0,A,06329500,580.0,A,7600.0,A
2007-10-09 00:00:00+00:00,5350.0,A,06329500,290.0,A,4190.0,A
2007-10-10 00:00:00+00:00,6010.0,A,06329500,129.0,A,2090.0,A
2007-10-11 00:00:00+00:00,6090.0,A,06329500,96.0,A,1580.0,A
2007-10-12 00:00:00+00:00,6020.0,A,06329500,86.0,A,1400.0,A
2007-10-13 00:00:00+00:00,5920.0,A,06329500,80.0,A,1280.0,A
2007-10-14 00:00:00+00:00,5690.0,A,06329500,76.0,A,1170.0,A
2007-10-15 00:00:00+00:00,5630.0,A,06329500,74.0,A,1120.0,A
2007-10-16 00:00:00+00:00,5680.0,A,06329500,84.0,A,1290.0,A
2007-10-17 00:00:00+00:00,5780.0,A,06329500,100.0,A,1560.0,A
2007-10-18 00:00:00+00:00,5690.0,A,06329500,94.0,A,1440.0,A
2007-10-19 00:00:00+00:00,5610.0,A,06329500,86.0,A,1300.0,A
2007-10-20 00:00:00+00:00,5710.0,A,06329500,79.0,A,1220.0,A
2007-10-21 00:00:00+00:00,5750.0,A,06329500,76.0,A,1180.0,A
2007-10-22 00:00:00+00:00,5790.0,A,06329500,76.0,A,1190.0,A
2007-10-23 00:00:00+00:00,5930.0,A,06329500,80.0,A,1280.0,A
