datetime,00060_Mean,00060_Mean_cd,site_no,00065_base gage_Mean,00065_base gage_Mean_cd,"00065_auxiliary gage, [auxiliary gage_Mean","00065_auxiliary gage, [auxiliary gage_Mean_cd"
2004-10-01 00:00:00+00:00,26500.0,A,12396500,89.91,A,88.29,A
2004-10-02 00:00:00+00:00,26600.0,A,12396500,89.97,A,88.35,A
2004-10-03 00:00:00+00:00,26300.0,A,12396500,90.23,A,88.76,A
2004-10-04 00:00:00+00:00,26500.0,A,12396500,90.14,A,88.63,A
2004-10-05 00:00:00+00:00,26700.0,A,12396500,90.15,A,88.6,A
2004-10-06 00:00:00+00:00,27100.0,A,12396500,90.24,A,88.68,A
2004-10-07 00:00:00+00:00,27100.0,A,12396500,90.25,A,88.69,A
2004-10-08 00:00:00+00:00,26600.0,A,12396500,89.9,A,88.26,A
2004-10-09 00:00:00+00:00,23700.0,A,12396500,89.51,A,88.09,A
2004-10-10 00:00:00+00:00,22700.0,A,12396500,89.34,A,87.94,A
2004-10-11 00:00:00+00:00,23000.0,A,12396500,89.73,A,88.45,A
2004-10-12 00:00:00+00:00,23700.0,A,12396500,89.94,A,88.66,A
2004-10-13 00:00:00+00:00,22900.0,A,12396500,89.6,A,88.29,A
2004-10-14 00:00:00+00:00,20700.0,A,12396500,89.09,A,87.81,A
2004-10-15 00:00:00+00:00,20200.0,A,12396500,87.89,A,86.2,A
2004-10-16 00:00:00+00:00,20500.0,A,12396500,88.07,A,86.43,A
2004-10-17 00:00:00+00:00,20900.0,A,12396500,88.71,A,87.29,A
2004-10-18 00:00:00+00:00,21200.0,A,12396500,89.07,A,87.78,A
2004-10-19 00:00:00+00:00,20500.0,A,12396500,88.6,A,87.16,A
2004-10-20 00:00:00+00:00,20400.0,A,12396500,87.69,A,85.84,A
2004-10-21 00:00:00+00:00,21300.0,A,12396500,87.91,A,86.04,A
2004-10-22 00:00:00+00:00,21900.0,A,12396500,88.34,A,86.62,A
2004-10-23 00:00:00+00:00,22000.0,A,12396500,88.21,A,86.39,A
2004-10-24 00:00:00+00:00,21600.0,A,12396500,88.31,A,86.64,A
2004-10-25 00:00:00+00:00,21700.0,A,12396500,88.63,A,87.07,A
2004-10-26 00:00:00+00:00,22200.0,A,12396500,88.77,A,87.21,A
2004-10-27 00:00:00+00:00,23300.0,A,12396500,88.83,A,87.15,A
2004-10-28 00:00:00+00:00,24400.0,A,12396500,88.85,A,87.01,A
2004-10-29 00:00:00+00:00,24400.0,A,12396500,89.24,A,87.59,A
2004-10-30 00:00:00+00:00,24300.0,A,12396500,89.07,A,87.36,A
2004-10-31 00:00:00+00:00,24400.0,A,12396500,88.92,A,87.12,A
2004-11-01 00:00:00+00:00,24500.0,A,12396500,90.16,A,88.9,A
2004-11-02 00:00:00+00:00,25100.0,A,12396500,90.09,A,88.72,A
2004-11-03 00:00:00+00:00,24400.0,A,12396500,89.69,A,88.26,A
