date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2020-10-01,0.0,62.2,68.5,59.0,0.0
2020-10-02,0.0,62.4,68.9,58.6,0.0
2020-10-03,0.0,58.5,66.0,50.5,0.0
2020-10-04,0.0,48.0,56.7,42.3,0.0
2020-10-05,0.0,50.5,60.8,40.6,0.0
2020-10-06,0.0,54.5,63.1,50.4,0.0
2020-10-07,0.0,55.9,64.6,48.6,0.0
2020-10-08,0.0,45.7,49.3,41.9,0.0
2020-10-09,0.0,43.3,46.2,41.5,0.0
2020-10-10,2.0,35.8,43.5,32.7,1.1
2020-10-11,4.0,34.7,41.5,31.8,2.3
2020-10-12,2.0,34.3,41.2,31.3,1.9
2020-10-13,5.0,34.5,39.4,30.6,3.3
2020-10-14,7.0,34.0,37.0,32.5,3.4
2020-10-15,7.0,33.4,36.5,30.6,3.3
2020-10-16,4.0,39.9,45.1,33.6,2.8
2020-10-17,3.0,36.7,41.5,32.0,2.6
2020-10-18,2.0,37.8,40.8,32.7,2.4
2020-10-19,3.0,35.2,38.5,32.4,2.7
2020-10-20,2.0,32.5,35.2,30.4,2.7
2020-10-21,10.0,28.4,31.8,24.6,3.1
2020-10-22,8.0,27.5,32.4,24.3,3.1
2020-10-23,11.0,26.2,29.7,23.0,4.1
2020-10-24,10.0,18.9,23.2,13.6,4.0
2020-10-25,9.0,23.4,33.6,11.8,3.8
2020-10-26,8.0,27.5,33.3,22.5,4.1
2020-10-27,7.0,34.2,37.6,27.7,4.4
2020-10-28,4.0,39.2,41.0,37.0,3.7
2020-10-29,2.0,38.1,41.5,36.7,3.0
2020-10-30,7.0,33.1,41.0,29.3,4.3
2020-10-31,5.0,35.4,46.9,27.9,4.4
2020-11-01,4.0,51.8,60.3,45.1,4.4
2020-11-02,4.0,49.5,56.3,45.1,4.1
2020-11-03,2.0,42.3,48.4,33.8,4.2
2020-11-04,0.0,43.7,45.0,41.5,2.0
2020-11-05,1.0,32.9,43.9,27.5,2.1
2020-11-06,0.0,29.7,34.0,26.2,1.9
2020-11-07,1.0,23.0,28.8,18.7,2.8
2020-11-08,2.0,20.3,26.4,17.2,5.0
2020-11-09,3.0,22.8,24.8,19.8,5.0
2020-11-10,4.0,24.4,27.1,20.7,4.8
2020-11-11,2.0,21.9,25.5,20.7,4.7
2020-11-12,16.0,24.4,28.6,19.9,5.7
2020-11-13,31.0,27.7,30.2,24.4,9.0
2020-11-14,34.0,25.3,28.8,23.9,9.9
2020-11-15,48.0,28.9,30.6,27.9,12.3
2020-11-16,47.0,32.9,43.2,28.9,14.0
2020-11-17,42.0,39.4,48.2,31.6,15.3
2020-11-18,51.0,30.2,32.4,28.0,16.3
2020-11-19,59.0,27.1,28.4,25.5,17.3
2020-11-20,43.0,30.0,31.1,27.9,18.7
2020-11-21,61.0,29.7,33.8,26.1,18.3
2020-11-22,60.0,30.6,35.2,27.9,18.1
2020-11-23,58.0,27.9,29.5,25.7,18.1
2020-11-24,63.0,29.3,32.9,25.5,19.0
2020-11-25,63.0,27.3,32.4,24.4,19.2
2020-11-26,63.0,28.2,30.6,26.1,19.4
2020-11-27,63.0,30.2,32.2,29.1,20.2
2020-11-28,62.0,28.4,33.8,24.8,20.4
2020-11-29,61.0,32.2,38.5,26.8,20.4
2020-11-30,69.0,29.3,37.0,25.3,21.9
2020-12-01,68.0,30.0,43.9,23.4,21.9
2020-12-02,65.0,48.0,53.6,42.8,22.1
2020-12-03,64.0,40.8,46.0,37.0,22.2
2020-12-04,62.0,43.0,51.3,36.1,22.1
2020-12-05,61.0,45.9,51.8,37.4,22.1
2020-12-06,61.0,34.5,39.2,31.8,22.2
2020-12-07,57.0,38.8,42.4,32.5,22.4
2020-12-08,54.0,36.3,40.5,32.7,22.1
2020-12-09,55.0,29.7,32.7,24.4,22.1
2020-12-10,56.0,27.3,34.2,24.1,22.3
2020-12-11,58.0,25.9,29.3,22.8,22.8
2020-12-12,57.0,26.6,34.5,21.2,22.9
2020-12-13,60.0,29.7,33.4,24.8,23.9
2020-12-14,67.0,28.8,31.8,26.4,24.6
2020-12-15,75.0,28.4,30.2,26.2,26.4
2020-12-16,77.0,30.6,32.2,28.6,27.5
2020-12-17,76.0,28.2,30.6,27.1,27.9
2020-12-18,79.0,29.7,32.9,27.5,30.4
2020-12-19,86.0,29.5,33.8,27.1,32.9
2020-12-20,88.0,30.7,34.5,27.5,34.0
2020-12-21,90.0,30.0,37.9,21.9,37.3
2020-12-22,86.0,20.8,23.4,16.9,36.9
2020-12-23,87.0,28.8,41.5,17.4,37.0
2020-12-24,85.0,38.3,42.1,34.9,37.2
2020-12-25,87.0,34.2,40.1,29.5,38.1
2020-12-26,94.0,28.6,30.7,25.5,39.7
2020-12-27,95.0,29.1,32.4,26.2,40.0
2020-12-28,94.0,28.9,32.0,27.0,40.1
2020-12-29,92.0,28.8,30.4,27.5,40.4
2020-12-30,103.0,29.5,30.9,28.2,42.6
2020-12-31,104.0,31.3,33.4,29.7,43.2
2021-01-01,107.0,32.5,35.8,29.5,45.5
2021-01-02,124.0,30.2,31.8,25.9,48.3
2021-01-03,124.0,27.0,28.6,25.2,49.5
2021-01-04,132.0,30.0,33.4,27.5,51.6
2021-01-05,135.0,28.2,31.8,24.6,53.5
2021-01-06,134.0,29.8,33.8,26.2,54.3
2021-01-07,132.0,28.2,33.8,24.8,54.4
2021-01-08,127.0,28.0,31.5,23.2,54.6
2021-01-09,127.0,25.9,31.3,21.6,54.7
2021-01-10,131.0,31.3,33.4,28.2,55.4
2021-01-11,137.0,32.2,32.9,31.5,56.9
2021-01-12,135.0,34.5,39.6,32.9,60.9
2021-01-13,130.0,26.4,39.9,22.8,60.6
2021-01-14,128.0,34.0,43.0,23.2,60.6
2021-01-15,126.0,31.6,35.6,26.4,61.1
2021-01-16,126.0,29.7,34.9,25.5,61.2
2021-01-17,127.0,29.5,31.5,26.2,61.7
2021-01-18,127.0,28.6,32.7,24.4,61.7
2021-01-19,126.0,30.6,34.3,27.0,61.6
2021-01-20,126.0,27.7,30.7,26.2,61.7
2021-01-21,123.0,26.1,29.8,20.5,61.8
2021-01-22,122.0,22.5,29.7,15.1,61.8
2021-01-23,122.0,24.8,31.1,19.4,61.8
2021-01-24,123.0,23.2,26.6,19.4,62.1
2021-01-25,123.0,22.5,26.2,18.1,62.4
2021-01-26,124.0,19.2,23.4,17.6,62.5
2021-01-27,125.0,22.8,26.2,19.8,62.7
2021-01-28,124.0,26.8,30.6,22.6,63.1
2021-01-29,123.0,25.3,30.2,23.2,63.1
2021-01-30,127.0,27.9,30.6,24.1,64.0
2021-01-31,132.0,32.2,33.4,30.2,65.4
2021-02-01,145.0,32.9,34.5,31.3,67.2
2021-02-02,152.0,26.2,31.3,22.8,68.5
2021-02-03,150.0,24.4,35.2,21.0,68.6
2021-02-04,153.0,26.6,28.6,24.4,70.0
2021-02-05,154.0,28.4,32.2,26.2,70.4
2021-02-06,164.0,26.6,30.0,22.8,74.2
2021-02-07,166.0,21.0,23.4,18.9,75.1
2021-02-08,168.0,17.4,23.5,10.8,75.1
2021-02-09,165.0,13.8,21.4,5.7,75.2
2021-02-10,164.0,9.7,15.1,4.5,75.4
2021-02-11,164.0,6.1,11.5,1.0,77.6
2021-02-12,163.0,6.3,12.7,-1.5,77.4
2021-02-13,164.0,14.4,18.7,10.2,78.0
2021-02-14,165.0,23.5,28.9,15.1,78.6
2021-02-15,168.0,28.4,32.4,25.0,79.4
2021-02-16,169.0,25.2,29.1,23.5,80.8
2021-02-17,170.0,23.7,32.4,19.0,80.9
2021-02-18,177.0,24.6,27.9,19.9,81.6
2021-02-19,178.0,25.5,29.7,23.5,83.0
2021-02-20,178.0,24.6,30.2,22.8,84.1
2021-02-21,186.0,29.5,32.4,25.5,84.8
2021-02-22,193.0,30.0,33.3,23.2,87.5
2021-02-23,198.0,22.3,30.0,16.2,88.4
2021-02-24,200.0,21.9,32.0,16.9,88.2
2021-02-25,205.0,23.9,27.0,20.7,90.1
2021-02-26,207.0,23.5,30.4,19.4,91.3
