date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2012-10-01,0.0,0.0,47.5,73.0,28.4,0.0
2012-10-02,0.0,0.0,49.3,64.9,35.1,0.0
2012-10-03,0.0,0.0,36.3,52.5,22.3,0.0
2012-10-04,0.0,0.0,31.3,51.4,15.6,0.0
2012-10-05,0.0,0.0,29.3,51.6,10.0,0.0
2012-10-06,0.0,0.0,30.6,55.2,10.2,0.0
2012-10-07,0.0,0.0,34.5,61.7,14.2,0.0
2012-10-08,0.1,0.0,37.0,60.6,18.5,0.0
2012-10-09,0.1,0.0,38.5,63.7,20.5,0.0
2012-10-10,0.1,0.0,40.1,63.0,24.3,0.0
2012-10-11,0.1,0.0,40.3,66.9,22.1,0.0
2012-10-12,0.2,0.0,45.0,67.6,26.8,0.0
2012-10-13,0.3,0.0,41.4,48.2,32.7,0.0
2012-10-14,0.4,0.0,43.5,57.2,32.7,0.0
2012-10-15,0.7,0.0,43.3,45.7,40.8,0.0
2012-10-16,1.4,0.0,39.9,46.4,27.9,0.0
2012-10-17,1.4,0.0,30.9,45.1,22.5,0.0
2012-10-18,1.5,0.0,36.0,55.6,21.2,0.0
2012-10-19,1.7,0.0,39.9,42.1,36.3,0.0
2012-10-20,1.9,0.0,36.3,41.5,28.6,0.0
2012-10-21,1.9,0.0,30.4,39.7,22.8,0.0
2012-10-22,2.8,7.0,29.1,32.9,25.7,0.9
2012-10-23,3.1,8.0,24.6,30.4,18.3,1.2
2012-10-24,3.3,10.0,22.5,31.3,8.2,1.4
2012-10-25,3.3,10.0,22.8,30.6,8.4,1.4
2012-10-26,3.5,12.0,21.0,26.8,6.3,1.6
2012-10-27,4.2,16.0,29.5,32.7,25.0,2.3
2012-10-28,5.3,11.0,36.3,39.0,32.5,3.2
2012-10-29,5.7,10.0,39.2,45.1,34.5,3.1
2012-10-30,5.7,9.0,39.0,49.3,34.3,3.0
2012-10-31,5.8,8.0,41.9,54.5,35.4,2.9
2012-11-01,5.9,7.0,35.6,43.0,33.4,2.8
2012-11-02,5.9,6.0,32.9,41.5,25.7,2.8
2012-11-03,5.9,6.0,35.4,42.3,27.9,2.8
2012-11-04,5.9,6.0,37.8,48.2,31.3,2.8
2012-11-05,5.9,6.0,38.1,53.2,28.9,2.8
2012-11-06,5.9,6.0,40.1,54.1,32.7,2.8
2012-11-07,5.9,6.0,37.9,44.2,32.0,2.8
2012-11-08,5.9,6.0,34.5,40.8,24.4,2.8
2012-11-09,5.9,6.0,23.9,28.6,12.9,2.8
2012-11-10,5.9,6.0,14.9,23.7,1.8,2.8
2012-11-11,5.9,6.0,11.3,26.2,-3.1,2.8
2012-11-12,6.1,6.0,22.6,27.1,13.5,3.0
2012-11-13,6.3,6.0,29.3,32.4,25.9,3.2
2012-11-14,6.3,7.0,26.4,33.8,11.7,3.2
2012-11-15,6.3,7.0,21.7,35.1,5.7,3.2
2012-11-16,6.7,7.0,32.9,34.5,29.7,3.6
2012-11-17,7.6,14.0,33.4,37.8,30.7,4.5
2012-11-18,7.8,16.0,28.0,34.0,22.6,4.7
2012-11-19,8.4,18.0,31.3,34.0,26.4,5.3
2012-11-20,9.2,19.0,34.3,35.2,34.0,6.1
2012-11-21,9.7,20.0,30.4,35.4,24.3,6.6
2012-11-22,9.7,19.0,19.4,29.7,8.6,6.6
2012-11-23,9.8,19.0,27.0,34.9,16.7,6.7
2012-11-24,10.4,27.0,32.4,34.0,30.6,7.3
2012-11-25,10.4,26.0,24.3,31.8,3.4,7.3
2012-11-26,10.4,25.0,11.8,30.0,-3.5,7.3
2012-11-27,10.6,24.0,25.7,37.8,16.0,7.5
2012-11-28,11.0,26.0,29.7,40.3,18.5,7.9
2012-11-29,11.4,29.0,33.8,37.6,31.8,8.3
2012-11-30,13.3,49.0,32.7,33.6,32.2,10.2
2012-12-01,15.4,56.0,32.9,34.0,32.2,12.3
2012-12-02,18.6,71.0,30.0,34.0,19.6,15.5
2012-12-03,18.6,67.0,25.7,29.7,20.8,15.5
2012-12-04,21.2,83.0,30.0,32.9,23.2,18.1
2012-12-05,22.3,83.0,32.0,37.0,21.9,19.3
2012-12-06,22.3,80.0,26.4,29.8,20.3,19.3
2012-12-07,22.8,85.0,23.0,25.0,21.7,19.8
2012-12-08,23.0,83.0,16.7,22.1,7.5,20.0
2012-12-09,23.0,81.0,7.3,17.8,-11.6,20.0
2012-12-10,23.0,78.0,25.0,31.6,16.7,20.0
2012-12-11,23.3,79.0,27.5,30.9,25.2,20.3
2012-12-12,23.9,82.0,25.0,30.6,9.3,20.9
2012-12-13,23.9,80.0,13.5,26.2,-0.9,20.9
2012-12-14,23.9,77.0,23.5,29.3,19.9,20.9
2012-12-15,24.1,80.0,21.2,23.2,19.2,21.1
2012-12-16,24.9,86.0,20.7,23.2,16.7,21.9
2012-12-17,26.0,88.0,24.1,29.5,16.5,23.0
2012-12-18,26.0,85.0,9.1,22.8,-1.3,23.0
2012-12-19,26.0,83.0,10.0,16.5,-0.9,23.0
2012-12-20,26.0,81.0,19.2,25.5,12.6,23.0
2012-12-21,26.0,81.0,25.0,29.1,21.9,23.0
2012-12-22,26.6,88.0,25.3,27.9,19.8,23.7
2012-12-23,27.5,96.0,22.8,26.8,19.8,24.6
2012-12-24,27.8,94.0,19.8,25.5,7.2,24.9
2012-12-25,27.8,92.0,15.1,20.3,7.5,24.9
2012-12-26,27.8,90.0,19.4,26.2,8.2,24.9
2012-12-27,27.8,88.0,15.4,25.3,5.7,24.9
2012-12-28,27.8,85.0,14.4,23.0,0.9,24.9
2012-12-29,27.8,85.0,9.7,24.1,-3.6,24.9
2012-12-30,27.8,84.0,4.6,19.0,-6.2,24.9
2012-12-31,27.8,82.0,3.9,23.9,-8.3,24.9
2013-01-01,27.8,81.0,7.0,27.5,-6.9,24.9
2013-01-02,27.8,80.0,5.7,27.3,-11.0,24.9
2013-01-03,27.8,79.0,11.7,30.9,0.1,24.9
2013-01-04,27.8,78.0,10.8,30.0,-2.0,24.9
2013-01-05,28.0,78.0,16.7,31.6,-0.2,25.1
2013-01-06,28.0,77.0,23.7,33.4,11.3,25.1
2013-01-07,28.3,79.0,20.5,25.9,11.1,25.4
2013-01-08,28.5,82.0,28.2,30.6,25.3,25.6
2013-01-09,28.9,83.0,31.5,34.0,30.4,26.0
2013-01-10,29.2,88.0,20.3,30.4,13.6,26.3
2013-01-11,29.2,86.0,5.5,14.0,-13.7,26.3
2013-01-12,29.2,84.0,-9.4,13.1,-26.0,26.3
2013-01-13,29.2,83.0,-10.8,12.6,-25.2,26.3
2013-01-14,29.2,82.0,0.1,10.9,-18.8,26.3
2013-01-15,29.4,83.0,19.0,32.9,5.7,26.4
2013-01-16,29.4,82.0,13.5,32.7,2.8,26.4
2013-01-17,29.4,81.0,15.4,34.9,-0.2,26.4
2013-01-18,29.4,80.0,19.6,36.7,2.5,26.4
2013-01-19,29.4,80.0,21.4,39.4,6.3,26.4
2013-01-20,29.4,79.0,17.1,40.6,0.0,26.4
2013-01-21,29.4,78.0,19.6,39.7,6.3,26.4
2013-01-22,29.4,78.0,21.4,42.4,0.1,26.4
2013-01-23,29.6,79.0,30.6,41.7,17.1,26.6
2013-01-24,30.3,81.0,30.9,34.5,29.1,27.4
2013-01-25,30.8,85.0,32.2,34.2,30.6,27.9
2013-01-26,31.5,91.0,30.9,34.2,24.6,28.7
2013-01-27,31.5,89.0,18.3,25.2,2.1,28.7
2013-01-28,31.8,92.0,14.2,22.3,-1.7,29.0
2013-01-29,32.1,94.0,22.1,27.1,18.1,29.3
2013-01-30,32.2,92.0,27.0,32.4,21.7,29.4
2013-01-31,32.3,90.0,29.1,34.0,24.8,29.5
2013-02-01,32.3,89.0,25.3,37.0,7.9,29.5
2013-02-02,32.3,88.0,16.7,41.2,-0.9,29.5
2013-02-03,32.3,88.0,21.9,39.6,7.5,29.5
2013-02-04,32.4,87.0,29.1,37.9,19.4,29.6
2013-02-05,32.4,86.0,29.1,38.1,23.0,29.6
2013-02-06,32.4,85.0,22.6,33.8,12.6,29.6
2013-02-07,32.4,84.0,22.6,32.4,10.9,29.6
2013-02-08,32.4,84.0,18.3,32.0,1.8,29.6
2013-02-09,32.4,84.0,19.6,29.5,7.7,29.6
2013-02-10,32.4,83.0,10.9,27.7,-2.4,29.6
2013-02-11,32.5,83.0,10.8,34.7,-9.4,29.7
2013-02-12,32.6,83.0,23.0,34.7,8.4,29.8
2013-02-13,32.6,82.0,29.5,38.1,24.1,29.8
2013-02-14,32.6,82.0,23.0,38.1,7.5,29.8
2013-02-15,32.6,81.0,23.2,45.7,7.2,29.8
2013-02-16,32.7,83.0,27.5,43.2,14.0,30.0
2013-02-17,32.7,81.0,18.7,30.4,1.2,30.0
2013-02-18,32.7,81.0,14.4,32.2,-6.3,30.0
2013-02-19,32.9,85.0,21.4,32.9,9.7,30.3
2013-02-20,32.9,85.0,15.8,31.1,-4.2,30.3
2013-02-21,33.0,84.0,9.9,31.6,-15.5,30.4
2013-02-22,33.5,90.0,22.8,27.3,17.1,30.9
2013-02-23,33.7,91.0,18.5,24.6,8.4,31.3
2013-02-24,33.7,90.0,12.6,31.1,-5.1,31.3
2013-02-25,34.0,93.0,17.8,25.5,5.0,31.6
2013-02-26,34.0,91.0,13.5,30.7,0.9,31.6
2013-02-27,34.0,90.0,17.6,33.8,2.7,31.6
