date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2017-10-01,0.0,34.9,40.3,32.9,0.0
2017-10-02,0.0,37.0,44.8,33.8,0.0
2017-10-03,0.0,42.6,54.3,34.7,0.0
2017-10-04,0.0,46.0,56.1,37.4,0.0
2017-10-05,,50.0,58.8,44.2,0.0
2017-10-06,,39.6,45.9,34.3,0.0
2017-10-07,,33.1,36.3,31.6,0.7
2017-10-08,,34.7,42.3,30.9,0.6
2017-10-09,,39.7,47.8,33.3,0.6
2017-10-10,,35.6,44.6,28.4,0.5
2017-10-11,,29.3,34.9,27.3,0.7
2017-10-12,,30.0,34.0,28.2,0.9
2017-10-13,,28.2,32.0,24.8,1.0
2017-10-14,,30.7,37.4,26.1,1.2
2017-10-15,,42.6,50.0,36.1,1.0
2017-10-16,,40.1,42.6,36.7,0.4
2017-10-17,,35.4,42.8,29.3,0.5
2017-10-18,,36.1,43.5,29.3,0.3
2017-10-19,,34.5,36.9,32.5,1.1
2017-10-20,,31.1,33.4,27.0,2.2
2017-10-21,,32.7,39.9,27.3,4.1
2017-10-22,,34.2,40.3,31.8,4.1
2017-10-23,,37.2,45.0,32.4,3.9
2017-10-24,,50.0,57.7,43.2,3.8
2017-10-25,,42.3,51.6,37.6,3.5
2017-10-26,,43.2,53.8,34.2,3.1
2017-10-27,,57.2,63.0,47.1,2.8
2017-10-28,,56.5,62.6,50.0,2.1
2017-10-29,,43.3,52.5,36.3,1.6
2017-10-30,,41.5,48.2,34.0,2.3
2017-10-31,,41.0,48.0,33.4,2.2
2017-11-01,,32.4,35.8,30.6,1.8
2017-11-02,,27.3,31.6,17.4,2.5
2017-11-03,,17.4,23.2,13.8,3.2
2017-11-04,,20.8,22.8,18.1,3.5
2017-11-05,,16.7,20.5,13.8,4.3
2017-11-06,,20.3,28.2,13.3,4.5
2017-11-07,,28.4,38.8,20.8,4.7
2017-11-08,,34.9,39.9,30.7,4.7
2017-11-09,,32.5,34.7,30.9,5.0
2017-11-10,,32.2,40.1,29.3,5.2
2017-11-11,,32.2,34.5,29.7,5.6
2017-11-12,,33.6,35.1,32.5,6.7
2017-11-13,,30.4,36.0,28.6,8.5
2017-11-14,,29.7,30.6,28.4,10.0
2017-11-15,,29.3,30.7,27.1,11.4
2017-11-16,,27.3,29.1,26.2,12.5
2017-11-17,,26.2,30.0,25.0,14.3
2017-11-18,,28.9,30.9,26.4,15.0
2017-11-19,,28.4,30.6,26.6,17.1
2017-11-20,,31.8,33.8,26.2,18.3
2017-11-21,,37.0,45.5,26.2,20.4
2017-11-22,,45.1,46.4,43.3,14.3
2017-11-23,,34.5,45.0,30.6,14.4
2017-11-24,,30.4,31.3,29.5,15.5
2017-11-25,,32.9,40.1,30.2,15.9
2017-11-26,,34.7,43.2,25.5,16.9
2017-11-27,,26.6,30.2,25.2,17.2
2017-11-28,,27.9,31.3,26.4,18.2
2017-11-29,,27.9,29.5,26.2,18.3
2017-11-30,,29.3,30.6,28.4,19.3
2017-12-01,,27.7,29.3,26.6,21.1
2017-12-02,,27.0,28.6,26.1,22.0
2017-12-03,,24.6,28.4,22.1,21.9
2017-12-04,,22.1,26.8,19.4,21.8
2017-12-05,,33.8,39.9,26.1,21.8
2017-12-06,,40.5,47.7,32.9,21.6
2017-12-07,,50.0,55.8,45.3,21.5
2017-12-08,,48.2,53.1,45.0,21.4
2017-12-09,,47.5,52.7,45.0,21.3
2017-12-10,,50.0,56.3,43.0,21.2
2017-12-11,,50.5,59.2,42.3,21.2
2017-12-12,,39.0,43.7,35.8,21.2
2017-12-13,,36.5,41.5,32.2,21.3
2017-12-14,,43.7,50.4,38.1,21.3
2017-12-15,,30.7,41.0,25.7,21.7
2017-12-16,,25.9,27.9,24.4,22.0
2017-12-17,,30.2,32.2,26.6,23.4
2017-12-18,,28.2,31.3,24.6,24.5
2017-12-19,,26.4,31.5,21.2,27.1
2017-12-20,,18.5,26.2,15.3,27.5
2017-12-21,,21.7,26.1,18.5,27.7
2017-12-22,,16.0,21.7,8.4,27.4
2017-12-23,,13.1,19.6,6.4,27.4
2017-12-24,,24.4,32.0,15.4,27.7
2017-12-25,,21.9,24.1,19.9,28.0
2017-12-26,,20.1,21.6,19.6,28.0
2017-12-27,,22.8,27.0,19.6,28.3
2017-12-28,,30.0,31.5,27.0,30.3
2017-12-29,,32.5,36.1,28.2,32.4
2017-12-30,,25.5,28.6,21.0,34.0
2017-12-31,,30.0,40.1,20.5,33.9
2018-01-01,,38.7,44.6,33.4,33.8
2018-01-02,,43.7,48.2,39.9,33.8
2018-01-03,,42.4,50.4,38.3,33.8
2018-01-04,,41.7,45.5,36.5,34.0
2018-01-05,,36.9,39.4,33.3,34.7
2018-01-06,,30.2,33.6,27.9,34.8
2018-01-07,,28.8,31.8,27.1,34.9
2018-01-08,,32.0,33.3,30.9,36.1
2018-01-09,,29.5,32.4,25.7,37.9
2018-01-10,,24.6,27.1,23.4,39.0
2018-01-11,,30.0,33.3,25.0,40.5
2018-01-12,,32.9,34.2,31.1,41.9
2018-01-13,,36.9,46.6,31.1,41.9
2018-01-14,,49.5,55.9,43.5,42.0
2018-01-15,,44.6,48.4,40.3,41.9
2018-01-16,,31.8,40.1,29.5,42.2
2018-01-17,,33.8,39.7,29.7,42.5
2018-01-18,,27.7,32.0,25.9,43.2
2018-01-19,,26.4,27.9,25.3,44.6
2018-01-20,,26.6,28.2,24.6,45.8
2018-01-21,,27.9,29.7,25.3,47.3
2018-01-22,,25.5,27.5,23.5,49.6
2018-01-23,,27.7,31.6,23.5,51.5
2018-01-24,,30.4,33.4,24.6,52.7
2018-01-25,,23.5,25.5,20.8,53.4
2018-01-26,,23.2,24.6,21.9,54.9
2018-01-27,,27.5,30.2,24.1,56.5
2018-01-28,,32.9,36.3,27.0,57.4
2018-01-29,,32.4,36.1,25.2,60.5
2018-01-30,,24.4,27.1,22.6,63.3
2018-01-31,,24.4,28.2,22.5,64.3
2018-02-01,,28.8,31.8,25.5,64.6
2018-02-02,,33.3,36.3,30.9,65.9
2018-02-03,,33.1,33.8,32.4,67.1
2018-02-04,,33.6,34.2,32.0,69.5
2018-02-05,,30.7,33.4,29.5,70.1
2018-02-06,,30.2,33.1,27.9,70.5
2018-02-07,,33.3,36.0,30.6,71.1
2018-02-08,,32.0,35.8,26.4,73.0
2018-02-09,,23.4,29.3,15.3,73.3
2018-02-10,,20.7,31.5,12.4,73.2
2018-02-11,,20.5,27.9,12.4,73.1
2018-02-12,,19.8,32.7,8.4,73.1
2018-02-13,,25.3,31.1,22.1,73.3
2018-02-14,,23.7,29.7,20.5,74.0
2018-02-15,,21.7,23.7,17.4,74.4
2018-02-16,,24.8,27.9,22.1,75.4
2018-02-17,,25.7,28.2,20.1,78.3
2018-02-18,,9.3,20.1,3.7,79.0
2018-02-19,,6.4,14.0,1.2,78.8
2018-02-20,,10.6,18.3,4.3,79.1
2018-02-21,,10.0,15.4,2.8,79.3
2018-02-22,,9.9,16.7,5.0,79.6
2018-02-23,,13.8,19.0,9.0,80.0
2018-02-24,,21.0,28.9,18.3,81.3
2018-02-25,,21.2,24.1,17.4,83.0
2018-02-26,,20.3,27.3,16.7,83.4
2018-02-27,,22.8,27.3,19.9,84.3
2018-02-28,,25.0,28.6,22.5,84.9
2018-03-01,,26.4,32.7,23.4,85.8
2018-03-02,,22.8,27.3,19.6,86.4
2018-03-03,,23.9,33.4,19.9,86.3
2018-03-04,,24.1,27.9,22.5,86.8
2018-03-05,,23.5,29.8,21.2,87.1
2018-03-06,,23.7,31.3,20.3,87.1
2018-03-07,,33.4,41.5,21.7,87.0
2018-03-08,,32.0,34.5,28.8,89.2
2018-03-09,,24.6,32.4,19.8,90.7
2018-03-10,,29.5,45.0,18.9,90.6
2018-03-11,,37.8,47.7,29.3,90.5
2018-03-12,,41.0,49.1,36.7,90.4
2018-03-13,,38.8,46.9,31.8,90.6
2018-03-14,,29.7,33.4,25.3,91.1
2018-03-15,,29.1,38.3,21.7,91.1
2018-03-16,,32.9,42.1,28.2,91.2
2018-03-17,,31.3,41.5,27.5,91.2
2018-03-18,,29.7,34.0,28.0,91.3
2018-03-19,,28.6,32.4,26.2,91.5
2018-03-20,,29.3,37.4,26.6,91.6
2018-03-21,,34.7,42.8,29.5,91.3
2018-03-22,,29.3,38.8,21.2,91.9
2018-03-23,,22.8,26.8,19.2,92.3
2018-03-24,,23.2,34.7,19.6,92.6
2018-03-25,,22.8,28.0,17.8,92.9
2018-03-26,,27.1,30.2,24.3,93.7
2018-03-27,,30.7,34.9,27.3,94.4
2018-03-28,,28.2,33.3,25.7,94.4
2018-03-29,,29.1,31.8,25.9,94.4
2018-03-30,,31.3,36.7,26.2,95.0
2018-03-31,,30.7,39.6,24.4,94.8
2018-04-01,,24.8,30.9,18.3,96.7
2018-04-02,,22.6,29.7,18.3,97.2
2018-04-03,,24.6,29.1,21.9,97.4
2018-04-04,,29.3,33.4,23.4,97.7
2018-04-05,,34.3,36.3,32.2,98.5
2018-04-06,,38.3,44.6,34.0,98.0
2018-04-07,,34.2,40.6,31.3,98.8
2018-04-08,,32.7,36.1,30.4,99.2
2018-04-09,,37.0,45.7,30.2,99.1
2018-04-10,,36.5,44.4,31.3,99.1
2018-04-11,,32.0,38.5,28.6,99.4
2018-04-12,,28.4,37.0,25.0,100.4
2018-04-13,,30.6,33.4,25.9,102.8
2018-04-14,,32.2,36.7,30.0,104.1
2018-04-15,,33.1,41.4,29.1,104.3
2018-04-16,,29.7,32.4,27.9,105.1
2018-04-17,,28.2,32.4,26.4,106.4
2018-04-18,,30.7,39.9,23.0,106.1
2018-04-19,,34.3,41.2,29.8,105.8
2018-04-20,,33.8,43.2,30.0,105.7
2018-04-21,,28.9,35.1,25.5,106.6
2018-04-22,,32.9,46.2,24.1,106.5
2018-04-23,,41.9,52.7,31.3,106.3
2018-04-24,,48.2,58.1,41.5,105.4
2018-04-25,,49.3,58.3,42.4,104.6
2018-04-26,,56.1,63.1,49.5,103.8
2018-04-27,,49.6,62.2,36.3,102.2
2018-04-28,,34.7,36.9,32.7,102.2
2018-04-29,,34.2,39.0,32.4,102.6
2018-04-30,,35.1,41.2,32.7,102.4
