date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2007-10-01,0.1,0.0,36.1,41.9,27.1,0.0
2007-10-02,0.1,0.0,36.3,45.0,26.4,0.0
2007-10-03,0.1,0.0,41.2,49.6,34.9,0.0
2007-10-04,0.1,0.0,37.9,45.3,31.6,0.0
2007-10-05,0.4,3.0,32.7,36.5,30.4,0.4
2007-10-06,0.4,2.0,31.6,43.3,25.2,0.3
2007-10-07,0.4,2.0,34.9,45.1,24.3,0.3
2007-10-08,0.4,0.0,40.1,48.0,32.2,0.0
2007-10-09,0.4,0.0,49.5,57.4,42.1,0.0
2007-10-10,0.5,0.0,44.8,53.6,32.2,0.0
2007-10-11,0.5,0.0,37.2,45.7,31.3,0.0
2007-10-12,0.7,0.0,41.7,53.1,36.1,0.0
2007-10-13,0.7,0.0,40.8,46.8,36.7,0.0
2007-10-14,0.7,0.0,42.4,54.3,35.1,0.0
2007-10-15,0.7,0.0,43.9,49.8,37.6,0.0
2007-10-16,0.9,0.0,38.5,44.1,34.2,0.0
2007-10-17,0.9,0.0,31.6,38.5,24.3,0.0
2007-10-18,1.1,0.0,28.2,32.5,21.7,0.0
2007-10-19,1.8,2.0,38.1,46.2,32.2,0.2
2007-10-20,1.8,3.0,29.1,37.8,20.3,0.2
2007-10-21,1.8,2.0,27.5,37.2,20.1,0.2
2007-10-22,1.9,1.0,37.2,47.1,25.7,0.2
2007-10-23,1.9,1.0,44.1,55.2,36.5,0.2
2007-10-24,1.9,0.0,46.8,57.0,39.4,0.0
2007-10-25,1.9,0.0,45.1,52.3,37.9,0.0
2007-10-26,1.9,0.0,37.0,45.9,30.9,0.0
2007-10-27,1.9,0.0,40.8,51.8,34.5,0.0
2007-10-28,1.9,0.0,44.4,53.4,37.6,0.0
2007-10-29,1.9,0.0,44.1,53.6,39.4,0.0
2007-10-30,2.1,0.0,36.7,42.4,28.9,0.0
2007-10-31,2.1,0.0,33.3,44.1,28.0,0.0
2007-11-01,2.1,0.0,34.3,43.3,29.7,0.0
2007-11-02,2.1,0.0,33.3,44.1,27.0,0.0
2007-11-03,2.1,0.0,37.8,47.1,31.1,0.0
2007-11-04,2.1,0.0,40.1,48.9,35.4,0.0
2007-11-05,2.1,0.0,40.3,51.1,35.8,0.0
2007-11-06,2.1,0.0,41.4,51.6,37.4,0.0
2007-11-07,2.1,0.0,43.2,52.7,38.5,0.0
2007-11-08,2.1,0.0,43.5,50.7,40.1,0.0
2007-11-09,2.1,0.0,43.3,50.4,37.9,0.0
2007-11-10,2.1,0.0,39.6,46.4,32.4,0.0
2007-11-11,2.3,4.0,29.3,36.1,22.8,0.3
2007-11-12,2.3,3.0,30.2,38.8,26.2,0.3
2007-11-13,2.6,5.0,29.1,41.9,14.7,0.6
2007-11-14,2.6,4.0,23.0,33.8,12.2,0.6
2007-11-15,2.6,4.0,32.9,38.1,22.1,0.6
2007-11-16,2.7,5.0,36.9,44.2,32.2,0.7
2007-11-17,2.7,4.0,36.3,40.3,32.7,0.7
2007-11-18,2.7,4.0,39.7,45.0,35.1,0.7
2007-11-19,2.8,5.0,34.9,41.7,20.3,0.8
2007-11-20,2.8,5.0,17.6,25.9,10.0,0.8
2007-11-21,2.8,6.0,15.4,25.9,9.5,0.8
2007-11-22,2.8,6.0,20.7,31.6,12.0,0.8
2007-11-23,2.8,6.0,26.2,35.6,18.0,0.8
2007-11-24,2.8,6.0,27.9,33.8,23.2,0.8
2007-11-25,2.8,6.0,27.3,35.6,19.8,0.8
2007-11-26,2.8,5.0,24.1,32.9,17.6,0.8
2007-11-27,2.8,5.0,22.6,29.8,12.9,0.8
2007-11-28,2.9,6.0,15.8,20.8,10.2,0.9
2007-11-29,3.0,7.0,18.5,27.5,13.3,1.0
2007-11-30,3.1,10.0,16.7,22.8,9.7,1.1
2007-12-01,3.1,11.0,14.5,19.2,11.1,1.1
2007-12-02,3.2,11.0,17.6,25.2,9.9,1.2
2007-12-03,4.1,14.0,30.4,36.5,25.2,2.0
2007-12-04,4.1,13.0,34.0,40.1,27.0,2.0
2007-12-05,4.1,13.0,28.6,36.1,23.7,2.0
2007-12-06,4.1,12.0,23.5,30.0,18.9,2.0
2007-12-07,4.2,13.0,24.4,30.9,19.0,2.1
2007-12-08,4.2,13.0,17.2,20.5,14.0,2.1
2007-12-09,4.2,13.0,15.6,19.0,12.7,2.1
2007-12-10,4.2,13.0,14.9,20.1,7.5,2.1
