date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2007-10-01,0.4,0.0,41.9,0.0
2007-10-02,0.4,0.0,38.3,0.0
2007-10-03,0.4,0.0,48.6,0.0
2007-10-04,0.6,0.0,49.6,0.0
2007-10-05,1.0,0.0,42.4,0.0
2007-10-06,1.4,1.0,28.9,0.1
2007-10-07,1.4,0.0,27.9,0.0
2007-10-08,1.4,0.0,39.0,0.0
2007-10-09,1.4,0.0,46.6,0.0
2007-10-10,1.4,0.0,48.2,0.0
2007-10-11,1.4,0.0,41.5,0.0
2007-10-12,1.4,0.0,45.3,0.0
2007-10-13,1.5,0.0,36.5,0.0
2007-10-14,1.5,0.0,36.7,0.0
2007-10-15,1.5,0.0,40.8,0.0
2007-10-16,1.8,0.0,37.6,0.0
2007-10-17,2.5,6.0,27.7,0.6
2007-10-18,2.6,1.0,29.5,0.5
2007-10-19,2.6,0.0,44.2,0.0
2007-10-20,3.2,4.0,30.9,0.6
2007-10-21,3.3,4.0,21.7,0.6
2007-10-22,3.3,2.0,27.9,0.4
2007-10-23,3.3,0.0,37.4,0.0
2007-10-24,3.3,0.0,46.8,0.0
2007-10-25,3.3,0.0,46.9,0.0
2007-10-26,3.3,0.0,43.0,0.0
2007-10-27,3.3,0.0,41.0,0.0
2007-10-28,3.3,0.0,41.9,0.0
2007-10-29,3.4,0.0,45.9,0.0
2007-10-30,3.5,0.0,38.1,0.0
2007-10-31,3.5,0.0,34.7,0.0
2007-11-01,3.6,0.0,32.7,0.0
2007-11-02,3.6,0.0,29.7,0.0
2007-11-03,3.6,0.0,33.1,0.0
2007-11-04,3.6,0.0,37.8,0.0
2007-11-05,3.6,0.0,37.6,0.0
2007-11-06,3.6,0.0,37.9,0.0
2007-11-07,3.6,0.0,37.6,0.0
2007-11-08,3.6,0.0,39.7,0.0
2007-11-09,3.6,0.0,42.8,0.0
2007-11-10,3.6,0.0,41.0,0.0
2007-11-11,3.7,0.0,34.9,0.0
2007-11-12,3.7,0.0,34.9,0.0
2007-11-13,3.7,0.0,38.3,0.0
2007-11-14,3.7,0.0,27.5,0.0
2007-11-15,3.7,0.0,40.1,0.0
2007-11-16,3.7,0.0,37.6,0.0
2007-11-17,3.7,0.0,38.5,0.0
2007-11-18,3.7,0.0,42.1,0.0
2007-11-19,3.7,0.0,43.7,0.0
2007-11-20,3.8,0.0,25.0,0.0
2007-11-21,3.9,0.0,12.4,0.0
2007-11-22,3.9,0.0,22.3,0.0
2007-11-23,3.9,0.0,16.2,0.0
2007-11-24,3.9,0.0,20.1,0.0
2007-11-25,3.9,0.0,27.3,0.0
2007-11-26,3.9,0.0,26.6,0.0
2007-11-27,4.1,2.0,25.5,0.2
2007-11-28,4.4,3.0,14.0,0.4
2007-11-29,4.6,2.0,26.8,0.5
2007-11-30,4.8,4.0,28.9,0.7
2007-12-01,5.0,7.0,22.6,1.1
2007-12-02,5.0,7.0,19.6,1.1
2007-12-03,5.0,5.0,36.5,1.1
2007-12-04,5.0,4.0,38.5,1.1
2007-12-05,5.0,4.0,32.4,1.1
2007-12-06,5.1,6.0,28.6,1.3
2007-12-07,5.4,11.0,28.8,1.8
2007-12-08,5.6,14.0,20.8,2.0
2007-12-09,5.6,12.0,17.6,2.0
2007-12-10,5.6,11.0,16.2,2.0
2007-12-11,5.6,10.0,7.9,2.0
2007-12-12,5.6,10.0,12.4,2.0
2007-12-13,5.8,10.0,12.4,2.2
2007-12-14,5.8,10.0,6.6,2.2
2007-12-15,6.0,9.0,11.7,2.4
2007-12-16,6.0,10.0,25.9,2.4
2007-12-17,6.0,10.0,25.5,2.4
2007-12-18,6.1,9.0,25.2,2.5
2007-12-19,6.2,11.0,26.1,2.6
2007-12-20,6.6,18.0,24.6,3.0
2007-12-21,6.8,18.0,9.0,3.2
2007-12-22,7.1,16.0,9.1,3.5
2007-12-23,7.4,19.0,19.6,3.8
2007-12-24,7.5,22.0,25.2,4.1
2007-12-25,7.5,21.0,5.9,4.2
2007-12-26,7.5,20.0,9.0,4.2
2007-12-27,7.6,20.0,-0.4,4.2
2007-12-28,7.9,19.0,7.3,4.3
2007-12-29,8.0,20.0,14.0,4.4
