date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2007-10-01,0.1,0.0,45.9,0.0
2007-10-02,0.1,0.0,44.4,0.0
2007-10-03,0.1,0.0,48.4,0.0
2007-10-04,0.1,0.0,55.2,0.0
2007-10-05,0.2,0.0,46.9,0.0
2007-10-06,0.2,0.0,33.1,0.0
2007-10-07,0.2,0.0,35.8,0.0
2007-10-08,0.2,0.0,39.6,0.0
2007-10-09,0.2,0.0,43.2,0.0
2007-10-10,0.2,0.0,43.3,0.0
2007-10-11,0.2,0.0,41.9,0.0
2007-10-12,0.2,0.0,38.1,0.0
2007-10-13,0.2,0.0,39.4,0.0
2007-10-14,0.2,0.0,41.2,0.0
2007-10-15,0.2,0.0,39.4,0.0
2007-10-16,0.2,0.0,39.6,0.0
2007-10-17,0.2,0.0,37.2,0.0
2007-10-18,0.2,0.0,37.4,0.0
2007-10-19,0.2,0.0,44.8,0.0
2007-10-20,0.2,0.0,44.8,0.0
2007-10-21,0.2,0.0,30.9,0.0
2007-10-22,0.3,0.0,36.9,0.0
2007-10-23,0.3,0.0,45.3,0.0
2007-10-24,0.3,0.0,42.3,0.0
2007-10-25,0.3,0.0,42.6,0.0
2007-10-26,0.3,0.0,40.5,0.0
2007-10-27,0.3,0.0,41.2,0.0
2007-10-28,0.3,0.0,44.8,0.0
2007-10-29,0.3,0.0,44.4,0.0
2007-10-30,0.3,0.0,44.2,0.0
2007-10-31,0.3,0.0,39.9,0.0
2007-11-01,0.3,0.0,38.8,0.0
2007-11-02,0.3,0.0,38.5,0.0
2007-11-03,0.3,0.0,36.1,0.0
2007-11-04,0.3,0.0,36.0,0.0
2007-11-05,0.3,0.0,39.9,0.0
2007-11-06,0.3,0.0,39.2,0.0
2007-11-07,0.3,0.0,40.8,0.0
2007-11-08,0.3,0.0,39.6,0.0
2007-11-09,0.3,0.0,39.6,0.0
2007-11-10,0.3,0.0,42.4,0.0
2007-11-11,0.4,0.0,43.0,0.0
2007-11-12,0.5,0.0,37.4,0.0
2007-11-13,0.5,0.0,38.7,0.0
2007-11-14,0.5,0.0,38.5,0.0
2007-11-15,0.5,0.0,36.0,0.0
2007-11-16,0.5,0.0,37.6,0.0
2007-11-17,0.5,0.0,40.3,0.0
2007-11-18,0.5,0.0,38.3,0.0
2007-11-19,0.5,0.0,43.7,0.0
2007-11-20,0.5,0.0,38.3,0.0
2007-11-21,0.5,0.0,23.7,0.0
2007-11-22,0.5,0.0,23.7,0.0
2007-11-23,0.5,0.0,24.8,0.0
2007-11-24,0.5,0.0,29.8,0.0
2007-11-25,0.5,0.0,28.9,0.0
2007-11-26,0.5,0.0,29.8,0.0
2007-11-27,0.5,0.0,31.3,0.0
2007-11-28,0.6,0.0,22.5,0.0
2007-11-29,0.6,0.0,37.6,0.0
2007-11-30,1.5,7.0,34.9,1.4
2007-12-01,2.5,12.0,29.3,2.2
2007-12-02,2.5,12.0,16.9,2.2
2007-12-03,2.5,10.0,23.7,2.3
2007-12-04,2.6,9.0,34.0,2.3
2007-12-05,2.6,8.0,34.7,2.3
2007-12-06,2.7,7.0,34.3,2.3
2007-12-07,4.1,18.0,33.4,4.1
2007-12-08,4.7,23.0,26.2,4.7
2007-12-09,4.7,21.0,19.6,4.7
2007-12-10,4.7,20.0,20.1,4.7
2007-12-11,4.7,19.0,17.2,4.7
2007-12-12,4.7,18.0,12.7,4.7
2007-12-13,4.7,17.0,13.6,4.7
2007-12-14,4.7,18.0,10.9,4.7
2007-12-15,4.7,17.0,9.3,4.7
2007-12-16,4.9,16.0,19.2,4.7
2007-12-17,4.9,16.0,26.6,4.7
2007-12-18,4.9,16.0,28.8,4.7
2007-12-19,4.9,16.0,28.9,4.7
2007-12-20,5.1,17.0,28.6,4.9
2007-12-21,5.1,16.0,15.8,4.7
2007-12-22,5.1,16.0,15.1,4.7
2007-12-23,5.1,16.0,20.8,4.7
2007-12-24,5.1,15.0,30.2,4.7
2007-12-25,5.1,17.0,13.5,4.6
2007-12-26,5.1,15.0,15.8,4.6
2007-12-27,5.1,16.0,8.6,4.6
2007-12-28,5.1,16.0,5.5,4.6
2007-12-29,5.1,15.0,17.6,4.6
2007-12-30,5.1,15.0,26.4,4.6
2007-12-31,5.1,15.0,13.5,4.6
2008-01-01,5.1,15.0,13.8,4.6
2008-01-02,5.2,15.0,21.2,4.5
2008-01-03,5.2,15.0,32.4,4.5
2008-01-04,5.7,17.0,33.3,5.2
2008-01-05,7.1,27.0,32.7,7.0
2008-01-06,7.8,35.0,27.7,8.0
2008-01-07,7.8,32.0,21.0,8.0
2008-01-08,7.8,31.0,14.9,8.0
2008-01-09,7.8,31.0,22.1,7.9
2008-01-10,7.8,30.0,18.9,8.0
2008-01-11,7.8,29.0,23.9,8.0
2008-01-12,7.8,29.0,14.7,8.0
2008-01-13,7.8,28.0,23.9,7.9
