date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2007-10-01,0.1,40.8,59.2,31.8,0.0
2007-10-02,0.1,38.1,50.5,27.3,0.0
2007-10-03,0.2,43.5,48.2,36.7,0.0
2007-10-04,0.2,46.0,58.3,37.2,0.0
2007-10-05,0.8,43.0,51.8,34.0,0.1
2007-10-06,1.4,32.5,38.3,28.0,0.4
2007-10-07,1.7,30.9,36.7,27.0,0.4
2007-10-08,1.7,36.0,52.9,27.5,0.3
2007-10-09,1.7,41.7,64.2,31.1,0.1
2007-10-10,1.7,45.9,63.7,35.2,0.0
2007-10-11,1.7,36.7,55.0,25.7,0.0
2007-10-12,1.7,43.3,57.0,31.5,0.0
2007-10-13,1.7,39.9,53.4,32.9,0.0
2007-10-14,1.7,37.4,53.4,29.8,0.0
2007-10-15,1.7,38.3,57.4,28.9,0.0
2007-10-16,2.0,38.3,55.2,30.2,0.0
2007-10-17,3.0,31.1,34.9,27.5,1.0
2007-10-18,3.2,30.0,38.1,26.4,1.1
2007-10-19,3.6,37.9,45.7,29.7,1.3
2007-10-20,4.9,31.3,43.2,25.2,2.1
2007-10-21,4.9,24.4,36.7,15.1,2.1
2007-10-22,5.0,28.9,38.3,15.6,2.1
2007-10-23,5.0,34.5,50.2,27.7,2.0
2007-10-24,5.0,38.8,63.3,28.4,2.0
2007-10-25,5.0,40.1,61.9,30.9,1.9
2007-10-26,5.0,37.8,55.6,29.5,1.8
2007-10-27,5.0,36.3,53.6,27.7,1.8
2007-10-28,5.0,37.6,57.9,27.7,1.8
2007-10-29,5.0,42.3,58.8,32.2,1.8
2007-10-30,5.1,37.0,45.5,23.7,1.8
2007-10-31,5.1,27.1,43.2,17.8,1.8
2007-11-01,5.1,29.5,44.8,20.8,1.8
2007-11-02,5.1,28.6,45.0,19.4,1.8
2007-11-03,5.1,31.1,46.8,22.8,1.8
2007-11-04,5.1,34.3,52.7,25.2,1.8
2007-11-05,5.1,34.3,52.3,25.7,1.9
2007-11-06,5.1,34.5,54.0,26.4,1.9
2007-11-07,5.1,34.9,53.4,25.9,1.9
2007-11-08,5.1,36.7,54.9,27.1,1.9
2007-11-09,5.1,39.6,53.4,27.9,1.9
2007-11-10,5.3,40.8,52.9,32.4,2.1
2007-11-11,5.6,33.1,38.5,20.5,2.4
2007-11-12,5.6,26.1,38.1,13.8,2.4
2007-11-13,5.7,32.2,39.2,23.4,2.5
2007-11-14,5.7,20.1,35.2,9.0,2.5
2007-11-15,5.7,31.1,48.0,17.8,2.5
2007-11-16,5.8,36.5,45.0,27.5,2.6
2007-11-17,6.1,36.9,39.2,35.6,2.3
2007-11-18,6.1,38.3,46.8,30.2,2.2
2007-11-19,6.1,38.3,49.1,30.2,2.1
2007-11-20,6.1,22.6,31.3,16.3,2.1
2007-11-21,6.1,11.1,25.2,2.5,2.1
2007-11-22,6.2,14.0,30.4,1.0,2.2
2007-11-23,6.2,16.0,31.5,7.3,2.2
2007-11-24,6.2,18.9,34.3,9.0,2.2
2007-11-25,6.2,28.9,37.9,14.5,2.2
2007-11-26,6.2,24.3,33.3,15.6,2.2
2007-11-27,6.5,24.1,31.8,17.8,2.5
2007-11-28,6.6,16.2,22.8,9.7,2.9
2007-11-29,6.7,18.5,26.6,7.3,3.0
2007-11-30,6.8,24.6,35.6,13.6,3.2
2007-12-01,6.8,21.4,28.9,14.9,3.2
2007-12-02,6.9,19.4,26.2,14.0,3.3
2007-12-03,7.0,31.3,39.7,22.3,3.5
2007-12-04,7.2,34.7,38.7,29.3,3.7
2007-12-05,7.2,29.8,36.9,22.3,3.7
2007-12-06,7.3,26.8,31.8,23.4,3.9
2007-12-07,7.4,27.1,34.7,23.4,4.0
2007-12-08,7.4,22.1,30.7,13.1,4.0
2007-12-09,7.4,18.3,26.6,8.2,4.0
2007-12-10,7.4,16.7,25.2,4.5,4.0
2007-12-11,7.4,7.0,21.2,-0.2,4.0
2007-12-12,7.5,11.7,23.0,-0.4,4.1
2007-12-13,7.5,15.4,23.2,3.2,4.1
2007-12-14,7.5,8.6,18.3,-3.1,4.1
2007-12-15,7.7,10.9,20.5,-5.1,4.3
2007-12-16,7.7,21.0,31.3,12.9,4.3
2007-12-17,7.9,22.8,27.3,16.3,4.5
2007-12-18,8.0,26.8,33.3,22.5,4.6
2007-12-19,8.3,28.2,33.1,26.1,5.0
2007-12-20,8.9,27.3,33.1,18.9,5.6
2007-12-21,8.9,14.2,21.0,0.9,5.6
2007-12-22,9.1,9.0,17.4,0.3,5.8
2007-12-23,9.3,19.6,26.4,12.4,6.0
2007-12-24,9.8,24.4,33.3,15.6,6.6
2007-12-25,9.8,8.2,18.1,-4.0,6.6
2007-12-26,9.9,8.8,18.1,-3.3,6.7
2007-12-27,9.9,4.6,14.7,-4.7,6.7
2007-12-28,10.1,9.1,17.8,-1.1,6.9
2007-12-29,10.4,16.2,18.5,12.0,7.2
2007-12-30,10.9,16.3,21.4,11.7,7.7
2007-12-31,11.0,9.0,16.2,-2.2,7.8
2008-01-01,11.0,5.0,19.0,-9.2,7.8
2008-01-02,11.2,21.6,33.1,14.4,7.9
2008-01-03,11.2,22.8,35.1,14.0,7.9
2008-01-04,11.3,29.8,38.5,20.8,8.0
2008-01-05,11.7,23.2,34.2,5.9,8.6
2008-01-06,12.2,17.4,28.2,6.1,9.1
2008-01-07,12.2,9.1,22.1,-4.2,9.1
2008-01-08,12.4,16.0,24.4,-0.9,9.3
2008-01-09,12.7,20.8,26.4,10.8,9.6
2008-01-10,12.9,16.3,24.8,2.1,9.9
2008-01-11,13.8,24.3,27.5,22.6,10.8
2008-01-12,14.0,23.0,30.6,20.1,11.0
2008-01-13,14.0,19.0,28.2,7.7,11.0
2008-01-14,14.0,15.6,30.7,3.7,11.0
2008-01-15,14.0,13.6,25.2,2.1,11.0
2008-01-16,14.1,0.5,12.4,-7.6,11.1
2008-01-17,14.2,7.3,14.4,-3.5,11.2
2008-01-18,14.3,11.3,21.2,5.4,11.4
2008-01-19,14.4,18.5,23.0,12.2,11.5
2008-01-20,14.4,20.5,27.7,9.0,11.5
2008-01-21,14.5,13.5,23.9,-0.8,11.6
2008-01-22,14.5,2.7,21.6,-6.5,11.6
2008-01-23,14.5,5.0,23.9,-5.8,11.6
2008-01-24,14.6,17.4,30.9,2.8,11.7
2008-01-25,14.7,20.1,22.6,16.2,11.9
2008-01-26,14.8,24.3,36.3,13.5,12.0
2008-01-27,15.1,25.5,35.2,13.8,12.4
2008-01-28,15.7,17.6,29.5,8.1,13.1
2008-01-29,16.0,11.3,18.1,7.5,13.4
2008-01-30,16.6,11.7,14.5,9.5,14.0
2008-01-31,16.8,16.2,21.6,10.0,14.2
2008-02-01,17.0,17.1,23.0,11.7,14.4
2008-02-02,17.2,13.6,24.4,8.4,14.6
2008-02-03,17.4,21.4,29.1,12.4,14.9
2008-02-04,17.4,16.3,27.0,5.5,14.9
2008-02-05,17.6,10.9,19.0,5.2,15.1
2008-02-06,17.8,13.6,20.8,7.9,15.3
2008-02-07,18.4,19.2,25.2,13.6,16.1
2008-02-08,18.8,18.9,22.8,15.4,16.6
2008-02-09,19.5,27.7,31.6,22.6,17.5
2008-02-10,19.7,30.9,44.2,21.7,17.7
2008-02-11,19.7,26.2,29.5,21.4,17.7
2008-02-12,19.8,27.9,34.9,21.7,17.8
2008-02-13,20.1,24.3,30.6,15.1,18.2
2008-02-14,20.1,16.7,33.6,8.8,18.2
2008-02-15,20.1,16.0,36.3,3.4,18.2
2008-02-16,20.2,19.9,28.4,12.2,18.4
2008-02-17,20.2,19.0,28.8,10.6,18.4
2008-02-18,20.2,16.2,35.2,3.6,18.4
2008-02-19,20.3,23.4,45.9,11.8,18.5
2008-02-20,20.4,24.4,42.1,13.5,18.6
2008-02-21,20.4,21.4,43.7,9.7,18.6
2008-02-22,20.4,26.4,39.0,11.7,18.6
2008-02-23,20.4,27.1,40.1,19.9,18.6
2008-02-24,20.6,28.4,32.5,22.5,19.0
2008-02-25,21.2,28.0,33.4,22.3,19.6
2008-02-26,21.2,25.0,43.0,12.4,19.6
2008-02-27,21.2,26.1,46.8,11.3,19.6
2008-02-28,21.2,28.6,43.0,17.2,19.6
2008-02-29,21.3,30.0,51.8,16.7,19.7
2008-03-01,21.4,28.4,46.2,19.6,20.2
2008-03-02,21.4,18.3,29.8,2.7,20.2
2008-03-03,21.5,16.9,35.8,1.2,20.4
2008-03-04,21.9,20.7,27.7,15.8,20.7
2008-03-05,22.0,16.9,29.5,6.6,20.8
2008-03-06,22.0,17.8,35.1,7.3,20.8
2008-03-07,22.0,24.1,47.3,5.7,20.8
2008-03-08,22.0,26.2,39.4,10.9,20.8
2008-03-09,22.0,22.6,41.0,8.6,20.8
2008-03-10,22.0,25.2,46.9,9.1,20.8
2008-03-11,22.1,32.5,50.2,17.2,20.9
2008-03-12,22.1,31.3,45.1,18.3,20.9
2008-03-13,22.3,28.2,34.7,23.7,21.4
2008-03-14,22.4,23.9,38.1,15.6,21.6
2008-03-15,22.4,22.3,40.1,9.9,21.6
2008-03-16,22.4,21.0,37.8,9.1,21.6
2008-03-17,22.4,20.8,37.2,4.8,21.6
2008-03-18,22.8,29.3,39.2,24.3,22.1
2008-03-19,23.1,35.4,49.8,30.0,22.4
2008-03-20,23.4,29.1,38.5,19.4,22.8
2008-03-21,23.8,25.5,38.5,17.8,23.2
2008-03-22,23.8,16.2,39.0,1.2,23.2
2008-03-23,23.8,24.3,48.7,2.3,23.2
2008-03-24,23.9,32.4,44.4,18.9,23.4
2008-03-25,25.0,31.8,36.5,29.5,24.5
2008-03-26,25.5,28.6,35.6,21.0,25.0
2008-03-27,25.5,17.6,32.9,-0.9,25.0
2008-03-28,25.6,20.8,38.3,-3.6,25.2
2008-03-29,25.6,21.2,31.6,7.2,25.2
2008-03-30,25.7,23.2,37.6,9.3,25.5
2008-03-31,25.9,15.8,21.7,4.1,25.9
2008-04-01,26.0,16.5,41.5,-2.4,26.0
2008-04-02,26.1,24.8,47.3,5.9,26.1
2008-04-03,26.1,22.5,43.3,6.6,26.1
2008-04-04,26.2,29.5,48.4,11.1,26.2
2008-04-05,26.3,25.3,39.0,10.4,26.3
2008-04-06,26.4,22.5,43.2,5.4,26.4
2008-04-07,26.4,23.4,42.3,10.8,26.4
2008-04-08,26.5,25.2,41.4,9.1,26.7
2008-04-09,26.5,28.2,44.6,16.2,26.7
2008-04-10,26.6,24.1,36.7,10.9,26.8
2008-04-11,26.6,22.8,38.8,11.1,26.8
2008-04-12,26.7,30.0,46.8,13.8,26.9
2008-04-13,26.9,38.1,63.7,22.1,26.9
2008-04-14,26.9,43.3,64.0,25.9,26.9
2008-04-15,27.0,28.6,43.2,17.1,26.8
2008-04-16,27.2,21.9,39.0,10.4,26.8
2008-04-17,27.2,29.1,46.2,14.7,26.8
2008-04-18,27.2,37.2,55.4,19.9,26.8
2008-04-19,27.2,44.6,61.2,30.7,26.5
2008-04-20,27.2,25.3,36.0,10.4,26.5
2008-04-21,27.3,21.2,38.5,0.9,26.5
2008-04-22,27.3,34.9,49.8,14.0,26.4
2008-04-23,27.3,37.8,51.6,28.0,26.2
2008-04-24,27.9,28.6,40.8,25.2,26.6
2008-04-25,28.1,26.8,36.0,17.8,26.7
2008-04-26,28.1,25.2,43.7,7.0,26.7
2008-04-27,28.1,34.5,55.4,13.1,26.7
2008-04-28,28.1,43.3,63.1,26.1,26.2
2008-04-29,28.1,46.6,63.3,31.3,25.7
