date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1994-10-01,0.0,37.8,45.9,28.2,0.0
1994-10-02,0.0,27.7,33.6,25.3,0.0
1994-10-03,0.0,33.8,48.7,22.5,0.0
1994-10-04,0.0,38.1,48.4,30.6,0.0
1994-10-05,0.0,37.8,51.3,32.0,0.0
1994-10-06,0.0,36.1,47.1,30.0,0.0
1994-10-07,0.0,39.9,52.7,28.8,0.0
1994-10-08,0.0,42.1,54.3,34.2,0.0
1994-10-09,0.0,42.6,54.0,32.4,0.0
1994-10-10,0.0,32.0,35.1,28.8,0.0
1994-10-11,0.0,34.0,48.2,25.5,0.0
1994-10-12,0.0,33.4,42.6,28.6,0.0
1994-10-13,0.3,31.5,42.1,24.3,0.0
1994-10-14,0.6,26.2,33.4,23.7,0.0
1994-10-15,0.6,27.9,38.7,24.4,0.0
1994-10-16,0.6,37.6,52.9,26.1,0.0
1994-10-17,0.6,34.5,44.6,28.4,0.0
1994-10-18,0.6,32.0,41.9,25.0,0.0
1994-10-19,0.6,29.3,33.1,27.0,0.2
1994-10-20,1.0,30.0,35.2,24.6,0.5
1994-10-21,1.1,25.7,33.3,22.8,0.6
1994-10-22,1.4,24.6,31.8,19.0,0.8
1994-10-23,1.4,29.1,37.8,22.5,0.8
1994-10-24,1.4,30.7,41.5,25.9,0.8
1994-10-25,1.7,31.5,40.5,28.4,1.1
1994-10-26,3.7,29.3,31.5,27.0,3.3
1994-10-27,4.6,26.4,38.5,20.8,4.0
1994-10-28,4.8,22.3,31.1,19.9,4.2
1994-10-29,4.8,23.2,37.2,18.5,4.2
1994-10-30,5.0,21.7,30.7,19.8,4.3
1994-10-31,7.3,21.2,26.1,18.0,7.4
1994-11-01,7.5,18.0,26.1,12.9,7.7
1994-11-02,7.5,13.8,26.1,9.1,7.6
1994-11-03,7.7,14.4,21.9,10.6,7.8
1994-11-04,8.1,17.1,29.8,9.5,8.2
1994-11-05,8.6,,,,9.0
