date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1994-10-01,0.0,50.5,69.6,35.2,0.0
1994-10-02,0.0,52.2,73.6,37.8,0.0
1994-10-03,0.1,40.5,57.6,31.1,0.0
1994-10-04,0.6,33.1,38.3,30.6,0.0
1994-10-05,0.6,37.0,48.9,31.3,0.0
1994-10-06,0.6,40.3,59.0,28.8,0.0
1994-10-07,0.6,44.2,64.4,30.4,0.0
1994-10-08,0.7,48.7,70.7,32.5,0.0
1994-10-09,0.7,49.6,67.6,35.6,0.0
1994-10-10,0.7,49.3,62.4,41.4,0.0
1994-10-11,0.7,48.0,61.0,39.0,0.0
1994-10-12,0.7,42.8,55.2,29.7,0.0
1994-10-13,0.7,38.1,54.3,26.2,0.0
1994-10-14,0.7,38.3,50.7,27.3,0.0
1994-10-15,0.7,30.0,38.5,25.3,0.0
1994-10-16,0.7,31.5,47.1,21.9,0.0
1994-10-17,0.8,37.9,57.4,23.4,0.0
1994-10-18,0.8,40.6,59.5,27.9,0.0
1994-10-19,0.8,42.1,62.2,27.9,0.0
1994-10-20,0.8,43.2,60.3,33.8,0.0
1994-10-21,0.8,45.0,67.1,30.0,0.0
1994-10-22,0.8,45.7,68.7,30.9,0.0
1994-10-23,0.8,46.8,69.1,31.5,0.0
1994-10-24,0.8,46.8,65.5,34.3,0.0
1994-10-25,0.8,44.6,63.9,32.5,0.0
1994-10-26,0.8,45.9,59.7,37.4,0.0
1994-10-27,0.8,48.4,63.7,39.4,0.0
1994-10-28,0.8,44.4,60.6,33.6,0.0
1994-10-29,0.8,36.1,53.1,26.2,0.0
1994-10-30,0.8,37.2,56.7,22.6,0.0
1994-10-31,0.8,46.0,66.2,31.1,0.0
1994-11-01,1.0,39.0,51.3,29.7,0.0
1994-11-02,1.0,26.4,37.6,17.2,0.0
1994-11-03,1.0,21.9,34.3,14.4,0.0
1994-11-04,1.2,30.2,41.7,17.4,0.0
1994-11-05,2.5,33.4,35.6,32.0,0.0
1994-11-06,3.1,36.9,43.9,32.9,0.0
1994-11-07,3.1,32.2,36.1,30.0,0.0
1994-11-08,3.1,33.8,42.1,27.9,0.0
1994-11-09,3.8,29.8,39.4,25.2,0.5
1994-11-10,4.0,25.5,37.2,19.2,0.6
1994-11-11,4.1,28.9,39.9,23.7,0.7
1994-11-12,4.1,24.6,33.3,13.8,0.7
1994-11-13,4.1,18.1,33.4,7.0,0.7
1994-11-14,4.2,24.1,41.5,11.7,0.8
1994-11-15,4.7,28.0,36.5,19.9,1.2
1994-11-16,4.8,22.5,29.3,16.5,1.3
1994-11-17,5.4,23.0,27.3,17.2,1.8
1994-11-18,5.5,13.8,24.3,6.8,1.9
1994-11-19,5.6,18.3,37.2,6.1,1.9
1994-11-20,5.7,31.3,44.8,23.4,2.0
1994-11-21,5.7,25.2,38.7,14.9,2.0
1994-11-22,5.7,20.7,35.8,10.2,2.0
1994-11-23,5.8,32.0,50.9,18.5,2.0
1994-11-24,5.8,35.6,49.8,29.1,2.0
1994-11-25,7.7,23.9,33.6,19.2,3.9
1994-11-26,7.9,17.8,29.3,9.7,4.1
1994-11-27,8.1,24.4,35.2,10.0,4.2
1994-11-28,8.1,21.0,40.6,10.4,4.2
1994-11-29,8.1,30.0,47.3,17.2,4.2
1994-11-30,8.2,36.3,54.7,25.5,4.2
1994-12-01,8.2,37.9,49.6,32.9,4.3
1994-12-02,8.3,34.5,42.8,30.6,4.4
1994-12-03,9.4,34.0,40.1,32.0,5.6
1994-12-04,10.7,33.1,34.9,31.5,6.6
1994-12-05,10.8,32.0,39.6,23.7,6.7
1994-12-06,10.8,27.0,35.8,18.0,6.7
1994-12-07,10.8,16.7,34.7,9.3,6.7
1994-12-08,10.9,17.1,34.3,5.2,6.7
1994-12-09,10.9,20.8,37.9,10.6,6.8
1994-12-10,10.9,27.7,39.9,17.4,7.0
1994-12-11,11.1,27.7,37.2,16.7,7.1
1994-12-12,11.8,27.0,32.7,20.8,7.5
1994-12-13,11.8,21.7,31.6,16.2,7.5
1994-12-14,11.9,25.0,33.1,14.0,7.5
1994-12-15,11.9,26.4,38.3,16.9,7.5
1994-12-16,12.0,36.0,46.9,27.7,7.6
1994-12-17,12.0,39.6,54.5,30.6,7.6
1994-12-18,12.0,32.2,40.3,22.8,7.6
1994-12-19,12.0,34.5,50.0,21.6,7.6
1994-12-20,12.0,43.7,57.4,31.6,7.6
1994-12-21,12.0,36.9,52.0,27.5,7.6
1994-12-22,12.0,32.0,50.4,22.3,7.6
1994-12-23,12.1,33.3,49.8,22.5,7.6
1994-12-24,12.2,32.0,39.0,23.5,7.6
1994-12-25,12.2,28.0,36.3,23.7,7.6
1994-12-26,12.3,32.5,46.0,23.2,7.7
1994-12-27,12.3,38.1,49.6,28.4,7.7
1994-12-28,12.4,29.7,37.9,23.0,7.8
1994-12-29,12.4,24.4,34.7,17.4,7.8
1994-12-30,12.4,22.3,32.4,15.1,7.8
1994-12-31,12.4,23.2,34.7,16.5,7.8
1995-01-01,12.4,22.8,33.1,18.5,7.8
1995-01-02,12.4,21.7,32.7,13.8,7.8
1995-01-03,12.4,24.8,33.8,19.8,7.9
1995-01-04,13.1,22.5,25.5,18.5,8.4
1995-01-05,13.5,28.4,37.0,23.4,8.8
1995-01-06,14.4,30.9,38.5,25.0,10.2
1995-01-07,15.5,32.5,35.4,31.1,10.7
1995-01-08,16.9,34.3,36.1,32.5,11.9
1995-01-09,17.9,39.4,44.2,34.7,12.2
1995-01-10,20.3,34.3,37.6,28.6,13.8
1995-01-11,20.9,30.7,39.2,27.3,13.9
1995-01-12,21.1,35.8,41.5,31.1,14.1
1995-01-13,22.8,38.3,40.6,35.8,14.2
1995-01-14,23.9,35.1,39.7,28.8,14.8
1995-01-15,24.5,27.9,35.2,20.8,15.2
1995-01-16,24.5,22.8,33.8,15.3,15.3
1995-01-17,24.5,24.8,38.1,11.3,15.3
1995-01-18,24.5,31.1,46.8,23.4,15.3
1995-01-19,24.5,27.9,40.5,19.6,15.3
1995-01-20,24.5,28.8,37.6,22.6,15.4
1995-01-21,24.5,28.0,43.0,19.0,15.4
1995-01-22,25.3,33.4,41.0,28.4,16.2
1995-01-23,25.5,35.8,43.2,32.4,16.4
1995-01-24,25.8,34.9,44.1,32.0,16.8
1995-01-25,25.9,35.6,43.9,30.9,16.9
1995-01-26,26.3,32.0,38.1,28.4,17.4
1995-01-27,26.6,35.8,41.9,31.1,17.7
1995-01-28,26.6,40.5,49.1,36.3,17.7
1995-01-29,26.6,43.9,59.0,36.7,17.7
1995-01-30,26.7,44.8,51.6,40.8,17.9
1995-01-31,26.9,47.8,60.6,41.5,17.3
1995-02-01,26.9,46.6,58.8,38.5,17.0
1995-02-02,26.9,43.0,62.4,31.6,16.9
1995-02-03,26.9,44.8,63.5,32.4,16.9
1995-02-04,27.0,45.7,66.2,33.1,16.9
1995-02-05,27.0,46.6,65.5,36.0,16.9
1995-02-06,27.0,40.6,53.4,31.1,16.9
1995-02-07,27.0,38.3,55.6,28.9,16.9
1995-02-08,27.0,32.5,43.5,26.1,16.9
1995-02-09,27.0,36.0,51.1,27.0,16.9
1995-02-10,27.0,34.9,51.6,21.7,16.9
1995-02-11,27.1,34.0,50.2,23.7,16.9
1995-02-12,27.1,30.0,38.1,24.3,16.8
1995-02-13,28.3,27.3,28.8,22.6,17.9
1995-02-14,28.4,20.3,37.6,10.0,17.9
1995-02-15,28.5,25.2,51.3,9.3,17.9
1995-02-16,28.5,33.1,49.1,22.3,18.0
1995-02-17,28.5,36.7,49.5,28.4,18.0
1995-02-18,28.5,38.8,59.9,26.2,18.0
1995-02-19,28.5,42.1,67.8,25.7,18.0
1995-02-20,28.6,43.7,66.9,30.2,18.1
1995-02-21,28.6,41.9,61.3,28.8,18.3
1995-02-22,28.6,40.6,60.4,26.8,18.2
1995-02-23,28.6,42.6,63.5,29.7,18.2
1995-02-24,28.6,41.4,61.5,27.9,18.2
