date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1994-10-01,0.0,36.5,52.0,31.1,0.0
1994-10-02,0.1,35.4,48.4,25.7,0.0
1994-10-03,0.1,41.4,51.4,28.0,0.0
1994-10-04,0.1,41.5,55.6,29.1,0.0
1994-10-05,0.4,36.5,53.1,28.4,0.0
1994-10-06,0.5,31.6,38.3,27.9,0.0
1994-10-07,0.6,30.0,34.2,26.6,0.0
1994-10-08,0.7,26.8,40.5,13.8,0.0
1994-10-09,0.7,30.9,53.4,17.6,0.0
1994-10-10,0.7,33.1,56.5,18.5,0.0
1994-10-11,0.7,35.2,55.8,20.1,0.0
1994-10-12,0.7,37.8,51.3,23.5,0.0
1994-10-13,0.7,36.7,54.9,23.0,0.0
1994-10-14,0.7,36.3,50.7,21.6,0.0
1994-10-15,0.7,30.6,37.8,23.4,0.0
1994-10-16,0.8,25.5,34.9,13.3,0.0
1994-10-17,1.0,23.7,29.5,16.0,0.1
1994-10-18,1.0,29.5,35.6,24.8,0.2
1994-10-19,1.1,27.0,36.9,16.2,0.2
1994-10-20,1.1,25.5,37.8,15.4,0.0
1994-10-21,1.1,32.5,43.3,22.3,0.0
1994-10-22,1.1,32.9,41.5,22.3,0.0
1994-10-23,1.1,30.2,45.3,19.4,0.0
1994-10-24,1.1,28.0,46.9,15.3,0.0
1994-10-25,1.1,26.8,48.7,12.4,0.0
1994-10-26,1.1,30.0,46.9,14.2,0.0
1994-10-27,1.1,36.1,46.9,27.3,0.0
1994-10-28,1.1,37.9,52.3,24.8,0.0
1994-10-29,1.1,30.7,41.5,23.4,0.0
1994-10-30,1.5,20.3,31.5,2.8,0.0
1994-10-31,1.5,22.3,36.1,1.9,0.0
1994-11-01,1.5,35.6,46.9,21.7,0.0
1994-11-02,1.5,36.3,44.1,24.8,0.0
1994-11-03,1.7,26.2,32.7,19.0,0.2
1994-11-04,1.8,18.9,26.4,10.6,0.4
1994-11-05,1.8,25.5,32.7,12.0,0.4
1994-11-06,1.8,38.1,48.4,27.7,0.4
1994-11-07,1.8,36.1,48.7,25.0,0.4
1994-11-08,2.1,25.7,29.8,16.5,0.8
1994-11-09,2.1,22.3,32.9,10.4,0.8
1994-11-10,2.1,26.1,50.5,12.9,0.8
1994-11-11,2.1,32.0,48.4,16.2,0.8
1994-11-12,2.2,32.9,43.2,23.5,1.0
1994-11-13,2.4,19.2,27.9,9.3,1.3
1994-11-14,2.4,2.5,21.2,-9.4,1.3
1994-11-15,2.5,10.6,32.5,-11.4,1.4
1994-11-16,2.8,26.4,37.8,8.4,1.8
1994-11-17,2.8,10.6,22.1,1.6,1.8
1994-11-18,3.0,13.8,23.5,0.3,2.1
1994-11-19,3.0,15.3,31.8,1.2,2.1
1994-11-20,3.0,14.7,25.9,-2.2,2.1
1994-11-21,3.1,13.6,23.5,5.4,2.2
1994-11-22,3.1,1.8,19.0,-9.6,2.2
1994-11-23,3.1,7.9,34.9,-9.6,2.2
1994-11-24,3.1,14.4,32.4,3.6,2.2
1994-11-25,3.1,23.2,33.8,5.9,2.2
