date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1991-10-01,0.0,55.8,70.5,42.8,0.0
1991-10-02,0.0,52.0,66.0,40.3,0.0
1991-10-03,0.0,48.2,65.8,35.1,0.0
1991-10-04,0.0,46.6,64.0,30.0,0.0
1991-10-05,0.0,54.5,71.2,37.2,0.0
1991-10-06,0.0,57.4,74.1,44.8,0.0
1991-10-07,0.0,52.2,65.1,39.9,0.0
1991-10-08,0.0,50.9,64.8,38.5,0.0
1991-10-09,0.0,52.3,71.4,37.4,0.0
1991-10-10,0.0,56.8,73.9,45.5,0.0
1991-10-11,0.0,57.4,74.8,43.2,0.0
1991-10-12,0.0,54.7,68.9,42.3,0.0
1991-10-13,0.0,49.8,64.9,34.9,0.0
1991-10-14,0.0,56.1,72.9,39.4,0.0
1991-10-15,0.0,58.1,74.7,44.2,0.0
1991-10-16,0.0,50.7,63.3,42.6,0.0
1991-10-17,0.2,41.9,53.4,32.0,0.0
1991-10-18,0.2,44.6,59.9,30.0,0.0
1991-10-19,0.2,42.6,54.9,32.0,0.0
1991-10-20,0.2,44.1,58.5,34.7,0.0
1991-10-21,0.3,46.4,60.4,35.1,0.0
1991-10-22,0.3,32.9,46.4,21.4,0.0
1991-10-23,0.4,24.3,32.0,17.8,0.0
1991-10-24,0.6,25.7,30.7,18.7,0.0
1991-10-25,1.0,29.1,31.8,26.4,0.4
1991-10-26,1.7,28.8,34.2,21.6,0.8
1991-10-27,1.9,18.1,22.3,15.6,0.7
1991-10-28,2.3,20.7,27.0,15.8,1.4
1991-10-29,3.0,17.8,26.2,4.1,1.4
1991-10-30,3.0,17.6,36.9,1.0,1.5
1991-10-31,3.0,32.0,42.8,18.1,1.7
1991-11-01,3.0,30.7,32.9,28.4,1.8
1991-11-02,3.0,28.6,35.6,25.5,1.8
1991-11-03,3.1,37.0,45.3,29.5,1.7
1991-11-04,3.1,40.5,45.5,37.0,1.5
1991-11-05,3.2,41.0,43.2,38.5,0.8
1991-11-06,3.5,41.7,43.3,39.4,0.1
1991-11-07,3.5,47.1,55.9,35.8,0.0
1991-11-08,3.8,45.3,52.5,36.1,0.0
1991-11-09,3.9,35.1,43.9,29.8,0.0
1991-11-10,3.9,34.0,47.1,25.9,0.0
1991-11-11,3.9,41.5,51.6,32.9,0.0
1991-11-12,4.0,42.4,51.4,37.4,0.0
1991-11-13,4.5,28.4,39.0,18.5,0.1
1991-11-14,4.7,21.6,25.2,16.7,0.1
1991-11-15,4.8,22.3,35.8,11.7,0.2
1991-11-16,4.8,34.2,41.7,24.6,0.3
1991-11-17,5.2,27.9,32.7,25.0,0.8
1991-11-18,5.5,23.4,29.7,14.7,0.8
1991-11-19,5.6,32.9,39.9,19.2,1.0
1991-11-20,5.8,30.7,37.0,24.1,1.3
1991-11-21,6.1,19.2,25.9,7.9,1.1
1991-11-22,6.1,17.1,37.6,2.8,1.4
1991-11-23,6.1,33.4,46.9,11.8,1.4
1991-11-24,6.2,34.0,37.6,31.6,1.7
1991-11-25,6.2,36.0,38.5,32.5,1.7
1991-11-26,6.4,34.3,37.8,27.0,1.8
1991-11-27,6.8,20.3,27.0,18.1,1.8
1991-11-28,6.8,20.8,27.3,16.5,1.8
1991-11-29,7.2,12.6,21.4,7.0,2.1
1991-11-30,7.2,12.4,23.5,2.5,3.2
1991-12-01,7.3,21.0,28.8,5.5,3.0
1991-12-02,7.3,25.2,30.2,18.5,2.9
1991-12-03,7.3,32.0,45.3,17.4,3.2
1991-12-04,7.3,36.1,42.8,32.0,3.0
1991-12-05,7.3,38.7,45.0,34.2,2.9
1991-12-06,7.6,35.8,40.3,27.3,3.6
1991-12-07,8.2,22.3,27.3,15.6,3.5
1991-12-08,8.2,20.5,34.7,9.9,3.4
1991-12-09,8.3,31.1,39.2,24.6,3.1
1991-12-10,8.4,22.8,33.1,9.3,3.2
1991-12-11,8.4,27.0,32.4,13.5,4.6
1991-12-12,8.4,27.3,33.4,16.0,4.0
1991-12-13,8.4,24.8,38.5,9.1,4.6
1991-12-14,8.4,31.3,42.3,21.7,4.0
1991-12-15,8.4,35.4,43.9,25.5,3.9
1991-12-16,8.4,33.3,47.3,26.1,3.6
1991-12-17,8.4,34.0,41.7,26.4,3.5
1991-12-18,8.5,26.2,35.6,17.2,3.9
1991-12-19,8.6,15.3,22.3,4.3,3.7
1991-12-20,8.6,25.9,43.0,7.9,3.8
1991-12-21,8.7,35.8,46.2,28.2,3.8
1991-12-22,8.7,31.3,42.1,23.2,3.7
1991-12-23,8.7,29.8,46.9,19.2,3.6
1991-12-24,8.7,30.0,47.3,20.5,3.5
1991-12-25,8.7,32.2,46.8,23.7,3.5
1991-12-26,8.7,37.2,42.3,32.5,3.6
1991-12-27,8.7,36.1,43.0,28.4,3.6
1991-12-28,8.7,28.8,35.2,18.1,3.5
1991-12-29,8.7,27.0,32.7,22.1,3.5
1991-12-30,8.7,25.3,32.0,20.8,3.5
1991-12-31,8.7,34.3,41.9,21.4,3.4
1992-01-01,8.7,34.3,41.9,21.4,3.4
1992-01-02,8.7,31.8,44.8,23.4,3.5
1992-01-03,8.7,31.6,36.0,23.9,3.4
1992-01-04,8.7,28.4,34.0,25.2,3.6
1992-01-05,8.8,30.0,35.2,21.4,3.5
1992-01-06,8.8,21.9,25.0,20.1,3.5
1992-01-07,8.9,18.3,29.8,4.1,3.2
1992-01-08,8.9,24.4,44.2,9.7,3.2
1992-01-09,8.9,34.3,44.2,23.7,3.5
1992-01-10,8.9,32.9,38.7,21.6,3.5
1992-01-11,9.1,18.3,21.6,15.3,3.6
1992-01-12,9.2,17.2,32.0,4.3,3.6
1992-01-13,9.3,25.7,30.0,18.1,4.0
1992-01-14,9.5,26.1,37.6,18.1,3.9
1992-01-15,9.5,31.6,38.1,19.2,4.1
1992-01-16,9.5,30.2,35.4,20.1,4.0
1992-01-17,9.5,25.2,35.6,15.6,3.9
1992-01-18,9.5,29.7,46.9,17.8,3.9
1992-01-19,9.5,32.9,53.6,19.0,3.8
1992-01-20,9.5,31.1,39.2,22.5,4.0
1992-01-21,9.5,27.0,35.4,17.8,4.0
1992-01-22,9.5,28.0,34.3,20.3,4.0
1992-01-23,9.5,34.0,38.3,28.4,4.0
1992-01-24,9.5,36.3,41.4,31.8,3.9
1992-01-25,9.5,29.7,39.0,17.8,3.7
