date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1991-10-01,0.0,48.0,60.4,37.6,0.0
1991-10-02,0.0,48.4,59.4,38.3,0.0
1991-10-03,0.0,41.4,54.1,25.7,0.0
1991-10-04,0.0,31.6,46.6,20.3,0.0
1991-10-05,0.0,37.2,55.8,24.4,0.0
1991-10-06,0.0,44.6,62.4,30.9,0.0
1991-10-07,0.0,48.0,65.1,37.2,0.0
1991-10-08,0.0,45.1,61.0,34.2,0.0
1991-10-09,0.0,45.7,64.8,31.8,0.0
1991-10-10,0.0,49.5,68.9,36.1,0.0
1991-10-11,0.0,49.8,67.6,38.1,0.0
1991-10-12,0.0,51.3,63.9,42.3,0.0
1991-10-13,0.1,43.5,56.3,33.6,0.0
1991-10-14,0.1,43.9,59.7,33.8,0.0
1991-10-15,0.1,47.5,65.7,34.0,0.0
1991-10-16,0.1,52.0,63.9,42.3,0.0
1991-10-17,0.1,43.9,51.1,35.6,0.0
1991-10-18,0.1,36.7,49.5,22.6,0.0
1991-10-19,0.1,37.0,52.2,25.7,0.0
1991-10-20,0.1,33.6,52.0,22.1,0.0
1991-10-21,0.1,38.3,50.0,25.7,0.0
1991-10-22,1.9,41.0,48.7,31.3,0.0
1991-10-23,2.2,23.2,33.1,9.7,0.3
1991-10-24,2.4,19.0,36.7,6.4,0.3
1991-10-25,2.4,23.0,39.2,13.6,0.3
1991-10-26,2.7,30.7,46.2,25.7,0.7
1991-10-27,3.1,19.9,25.9,13.3,0.9
1991-10-28,3.4,11.3,24.4,2.5,0.9
1991-10-29,3.5,10.9,28.4,2.8,0.9
1991-10-30,3.5,7.9,30.2,-1.7,0.9
1991-10-31,3.5,12.9,30.2,0.9,0.9
1991-11-01,3.9,15.8,21.2,6.8,1.3
1991-11-02,4.2,5.7,35.2,-6.7,1.3
1991-11-03,4.3,10.6,29.7,-6.2,1.3
1991-11-04,4.3,25.7,33.1,18.7,1.3
1991-11-05,4.9,30.7,35.2,26.6,1.4
1991-11-06,5.6,31.5,43.3,26.1,1.5
