date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1997-10-01,0.0,0.0,53.2,61.5,43.9,0.0
1997-10-02,0.1,0.0,40.5,48.7,33.1,0.0
1997-10-03,0.1,0.0,46.4,67.1,32.5,0.0
1997-10-04,0.1,0.0,52.9,63.5,45.7,0.0
1997-10-05,0.1,0.0,49.3,64.9,36.3,0.0
1997-10-06,0.2,0.0,37.6,43.7,28.0,0.0
1997-10-07,0.2,0.0,31.3,42.4,25.7,0.0
1997-10-08,0.2,0.0,33.8,43.5,27.5,0.0
1997-10-09,0.8,0.0,35.2,42.3,30.9,0.4
1997-10-10,0.8,0.0,30.4,36.3,25.3,0.4
1997-10-11,0.8,2.0,26.8,35.8,22.3,0.0
1997-10-12,0.9,1.0,29.8,40.8,22.5,0.0
1997-10-13,1.0,0.0,40.3,54.3,29.1,0.0
1997-10-14,1.0,1.0,43.9,62.6,31.3,0.0
1997-10-15,1.0,0.0,46.8,65.7,37.2,0.0
1997-10-16,1.0,1.0,45.9,64.4,35.4,0.0
1997-10-17,1.0,0.0,43.9,60.8,33.3,0.0
1997-10-18,1.0,0.0,42.1,58.8,31.5,0.0
1997-10-19,1.0,0.0,43.2,55.4,33.8,0.0
1997-10-20,1.0,0.0,38.8,50.0,32.0,0.0
1997-10-21,1.0,0.0,41.7,55.9,32.9,0.0
1997-10-22,1.0,0.0,41.7,56.7,30.6,0.0
1997-10-23,1.0,0.0,39.7,48.6,27.3,0.0
1997-10-24,1.0,1.0,26.1,34.0,20.3,0.0
1997-10-25,1.0,0.0,30.6,42.6,22.5,0.0
1997-10-26,1.0,0.0,35.6,47.8,28.0,0.0
1997-10-27,1.0,0.0,34.9,49.8,26.8,0.0
1997-10-28,1.0,0.0,35.6,46.6,26.4,0.0
1997-10-29,1.0,,37.4,40.6,33.8,0.0
1997-10-30,1.0,0.0,43.0,52.9,36.3,0.0
1997-10-31,1.0,0.0,43.3,57.0,33.6,0.0
1997-11-01,1.0,0.0,41.9,58.8,31.5,0.0
1997-11-02,1.0,0.0,42.1,63.9,30.6,0.0
1997-11-03,1.0,0.0,43.0,55.4,32.2,0.0
1997-11-04,1.0,0.0,42.4,58.8,32.4,0.0
1997-11-05,1.0,,41.2,56.3,29.8,0.0
1997-11-06,1.0,,43.0,54.3,34.9,0.0
1997-11-07,1.0,0.0,35.6,43.0,23.4,0.0
1997-11-08,1.0,0.0,28.6,43.9,18.7,0.0
1997-11-09,1.0,,35.4,47.7,26.6,0.0
1997-11-10,1.1,1.0,33.4,41.2,27.7,0.3
1997-11-11,1.5,4.0,29.7,36.3,27.3,0.8
1997-11-12,1.6,4.0,28.9,38.3,23.2,0.8
1997-11-13,1.9,6.0,26.6,33.8,20.5,1.0
1997-11-14,1.9,6.0,25.7,29.8,18.1,1.0
1997-11-15,1.9,5.0,25.5,31.3,17.4,1.0
1997-11-16,2.0,4.0,27.1,35.6,18.9,1.2
1997-11-17,2.0,5.0,27.5,36.0,21.2,1.2
1997-11-18,2.1,6.0,29.7,38.1,20.3,1.2
1997-11-19,2.1,5.0,32.2,36.1,28.6,1.3
1997-11-20,2.1,5.0,29.8,39.2,22.3,1.3
1997-11-21,2.2,5.0,32.9,39.6,28.4,1.3
1997-11-22,2.2,4.0,36.3,49.1,27.5,1.3
1997-11-23,2.2,4.0,36.5,43.3,32.0,1.4
1997-11-24,2.5,5.0,33.1,43.0,28.6,1.6
1997-11-25,2.7,7.0,31.1,38.8,24.4,1.9
1997-11-26,3.0,10.0,28.4,33.8,25.0,2.6
1997-11-27,3.6,12.0,26.8,36.7,20.7,2.7
1997-11-28,3.6,12.0,27.1,41.4,20.5,2.7
1997-11-29,3.6,11.0,28.9,40.8,21.6,2.7
1997-11-30,3.7,10.0,28.0,35.4,24.6,2.7
1997-12-01,3.7,11.0,25.5,28.6,20.3,2.7
1997-12-02,3.7,11.0,25.0,41.5,16.9,2.8
1997-12-03,3.7,11.0,26.6,40.3,16.2,2.9
1997-12-04,3.7,11.0,28.8,41.9,21.4,2.9
1997-12-05,3.9,13.0,28.2,32.9,23.2,3.1
1997-12-06,4.2,15.0,28.9,32.0,25.7,3.4
1997-12-07,5.6,24.0,26.6,31.1,19.2,4.6
1997-12-08,5.6,25.0,18.0,22.1,12.0,4.8
1997-12-09,5.6,24.0,14.9,26.6,8.1,4.8
1997-12-10,5.6,24.0,18.7,29.1,10.8,4.8
1997-12-11,5.6,22.0,21.7,30.6,12.7,4.8
1997-12-12,5.7,22.0,27.1,46.6,13.1,4.9
1997-12-13,5.8,21.0,33.1,48.0,19.8,4.9
1997-12-14,6.0,22.0,28.2,32.9,19.9,5.1
1997-12-15,6.0,22.0,20.3,33.4,7.2,5.1
1997-12-16,6.0,21.0,31.6,39.2,26.4,5.1
1997-12-17,6.0,21.0,29.1,35.1,18.1,5.1
1997-12-18,6.1,21.0,18.9,22.8,14.0,5.1
1997-12-19,6.1,21.0,21.6,33.4,10.8,5.1
1997-12-20,6.1,21.0,24.6,35.4,16.5,5.1
1997-12-21,6.1,23.0,12.6,17.4,5.2,5.2
1997-12-22,6.1,23.0,11.7,20.1,7.2,5.3
1997-12-23,6.2,22.0,17.1,30.7,8.1,5.3
1997-12-24,6.3,25.0,14.0,16.5,12.2,5.4
1997-12-25,6.3,24.0,13.1,22.1,9.1,5.4
1997-12-26,6.3,24.0,19.6,36.7,9.0,5.4
1997-12-27,6.4,22.0,23.9,42.6,7.5,5.5
1997-12-28,6.5,23.0,32.9,43.0,25.7,5.6
1997-12-29,6.5,22.0,40.6,50.4,32.7,5.6
1997-12-30,6.5,22.0,34.5,55.0,26.1,5.6
1997-12-31,6.5,21.0,38.5,43.3,29.5,5.6
1998-01-01,6.5,21.0,36.1,42.1,30.2,5.6
1998-01-02,7.5,32.0,27.3,31.5,23.9,6.6
1998-01-03,7.5,31.0,24.1,30.4,20.3,6.6
1998-01-04,8.1,35.0,18.1,23.0,14.4,7.1
1998-01-05,8.1,33.0,10.4,28.2,-1.3,7.1
1998-01-06,8.3,34.0,17.2,29.8,-2.9,7.4
1998-01-07,8.4,34.0,24.4,32.7,7.9,7.5
1998-01-08,8.5,33.0,20.8,35.2,7.9,7.5
1998-01-09,8.7,33.0,29.8,33.6,26.1,7.7
1998-01-10,9.0,35.0,28.8,31.3,27.5,8.0
1998-01-11,9.5,38.0,28.9,30.6,27.9,8.6
1998-01-12,10.4,48.0,28.2,31.5,23.0,9.2
