date,PREC_DAILY,WTEQ_DAILY
1997-10-01,0.0,0.0
1997-10-02,0.6,0.0
1997-10-03,0.6,0.0
1997-10-04,0.6,0.0
1997-10-05,0.6,0.0
1997-10-06,0.6,0.1
1997-10-07,0.6,0.0
1997-10-08,0.6,0.0
1997-10-09,0.6,0.1
1997-10-10,0.6,0.1
1997-10-11,0.8,0.0
1997-10-12,0.8,0.0
1997-10-13,0.8,0.0
1997-10-14,0.8,0.0
1997-10-15,0.8,0.0
1997-10-16,0.8,0.0
1997-10-17,0.8,0.0
1997-10-18,0.8,0.0
1997-10-19,0.8,0.0
1997-10-20,0.8,0.0
1997-10-21,0.8,0.0
1997-10-22,0.8,0.0
1997-10-23,0.8,0.0
1997-10-24,1.0,0.0
1997-10-25,1.0,0.0
1997-10-26,1.0,0.0
1997-10-27,1.0,0.0
1997-10-28,1.0,0.0
1997-10-29,1.0,0.0
1997-10-30,1.0,0.0
1997-10-31,1.0,0.0
1997-11-01,1.0,0.0
1997-11-02,1.0,0.0
1997-11-03,1.0,0.0
1997-11-04,1.0,0.0
1997-11-05,1.0,0.0
1997-11-06,1.0,0.0
1997-11-07,1.0,0.0
1997-11-08,1.1,0.0
1997-11-09,1.1,0.0
1997-11-10,1.2,0.1
1997-11-11,1.6,0.3
1997-11-12,1.8,0.3
1997-11-13,1.8,0.3
1997-11-14,1.8,0.3
1997-11-15,1.9,0.4
1997-11-16,1.9,0.4
1997-11-17,1.9,0.4
1997-11-18,2.0,0.5
1997-11-19,2.0,0.5
1997-11-20,2.0,0.5
1997-11-21,2.0,0.5
1997-11-22,2.0,0.5
1997-11-23,2.0,0.4
1997-11-24,2.0,0.3
1997-11-25,2.0,0.2
1997-11-26,2.4,0.5
1997-11-27,2.4,0.5
1997-11-28,2.4,0.5
1997-11-29,2.4,0.5
1997-11-30,2.4,0.5
1997-12-01,2.4,0.5
1997-12-02,2.4,0.5
1997-12-03,2.5,0.5
1997-12-04,2.5,0.5
1997-12-05,2.5,0.5
1997-12-06,2.6,0.9
1997-12-07,2.8,1.1
1997-12-08,3.2,1.5
1997-12-09,3.4,1.6
1997-12-10,3.5,1.6
1997-12-11,3.6,1.6
1997-12-12,3.7,1.8
1997-12-13,3.7,1.8
1997-12-14,3.7,1.8
1997-12-15,3.7,1.8
1997-12-16,3.7,1.8
1997-12-17,3.7,1.8
1997-12-18,3.7,1.8
1997-12-19,3.7,1.8
1997-12-20,3.7,1.8
1997-12-21,3.8,2.1
1997-12-22,3.8,2.1
1997-12-23,3.8,2.1
1997-12-24,3.9,2.1
1997-12-25,4.0,2.2
1997-12-26,4.0,2.2
1997-12-27,4.0,2.2
1997-12-28,4.0,2.2
1997-12-29,4.2,2.4
1997-12-30,4.2,2.4
1997-12-31,4.2,2.4
1998-01-01,4.2,2.4
1998-01-02,4.2,2.5
1998-01-03,4.2,2.6
1998-01-04,4.4,3.0
1998-01-05,4.9,3.4
1998-01-06,5.1,3.5
1998-01-07,5.1,3.6
1998-01-08,5.1,3.6
1998-01-09,5.1,3.7
1998-01-10,5.1,3.7
1998-01-11,5.1,3.7
1998-01-12,5.2,3.7
1998-01-13,5.2,3.7
1998-01-14,5.2,3.7
1998-01-15,5.3,3.9
1998-01-16,5.3,3.9
1998-01-17,5.3,3.9
1998-01-18,5.3,3.9
1998-01-19,5.5,4.1
1998-01-20,5.7,4.1
1998-01-21,5.7,4.1
1998-01-22,5.8,4.2
1998-01-23,5.8,4.2
1998-01-24,5.8,4.2
1998-01-25,5.8,4.2
1998-01-26,5.8,4.2
1998-01-27,5.8,4.2
1998-01-28,5.8,4.2
1998-01-29,5.8,4.2
1998-01-30,5.8,4.2
1998-01-31,5.8,4.2
1998-02-01,5.9,4.3
1998-02-02,6.0,4.3
1998-02-03,6.0,4.3
1998-02-04,6.4,4.8
1998-02-05,6.4,4.8
1998-02-06,6.5,5.2
1998-02-07,6.7,5.6
1998-02-08,6.9,5.8
1998-02-09,7.1,5.8
1998-02-10,7.3,5.8
1998-02-11,7.3,5.8
1998-02-12,7.4,5.9
1998-02-13,7.4,5.9
1998-02-14,7.6,6.5
1998-02-15,8.0,6.8
1998-02-16,8.2,6.8
1998-02-17,8.3,6.8
1998-02-18,8.3,6.8
1998-02-19,8.5,7.0
1998-02-20,8.6,7.1
1998-02-21,8.6,7.2
1998-02-22,8.7,7.5
1998-02-23,9.0,8.0
1998-02-24,9.4,8.2
1998-02-25,9.7,8.2
1998-02-26,9.8,8.3
1998-02-27,9.8,8.3
1998-02-28,9.8,8.3
1998-03-01,9.9,8.4
1998-03-02,9.9,8.4
1998-03-03,9.9,8.4
1998-03-04,9.9,8.4
1998-03-05,10.0,8.6
1998-03-06,10.5,9.2
1998-03-07,10.8,9.2
1998-03-08,10.9,9.4
1998-03-09,10.9,9.4
1998-03-10,10.9,9.5
1998-03-11,10.9,9.5
1998-03-12,10.9,9.5
1998-03-13,11.0,9.6
1998-03-14,11.1,9.8
1998-03-15,11.1,9.9
1998-03-16,11.1,9.9
1998-03-17,11.3,9.9
1998-03-18,11.4,9.9
1998-03-19,11.4,9.9
1998-03-20,11.4,9.9
1998-03-21,11.4,9.7
1998-03-22,11.4,9.3
1998-03-23,11.4,8.6
1998-03-24,11.4,7.9
1998-03-25,11.4,7.8
1998-03-26,11.5,7.8
1998-03-27,11.9,8.1
1998-03-28,12.9,9.0
1998-03-29,13.2,9.2
1998-03-30,13.3,9.4
1998-03-31,13.4,9.5
1998-04-01,13.5,9.7
1998-04-02,13.7,10.0
1998-04-03,13.7,10.2
1998-04-04,13.8,10.2
1998-04-05,13.9,10.4
1998-04-06,14.0,10.6
1998-04-07,14.3,11.0
1998-04-08,14.4,11.1
1998-04-09,14.5,11.1
1998-04-10,14.5,10.7
1998-04-11,14.5,10.3
1998-04-12,14.7,10.4
1998-04-13,14.7,10.4
1998-04-14,15.1,10.7
1998-04-15,15.4,11.4
1998-04-16,15.5,11.5
1998-04-17,15.5,11.6
1998-04-18,15.5,11.5
1998-04-19,15.5,11.0
1998-04-20,15.5,10.2
1998-04-21,15.5,9.5
1998-04-22,15.5,8.4
1998-04-23,15.5,7.4
1998-04-24,15.5,6.6
1998-04-25,15.7,6.8
1998-04-26,15.8,6.7
1998-04-27,15.8,6.3
1998-04-28,15.8,5.8
1998-04-29,15.8,4.9
1998-04-30,15.8,4.0
1998-05-01,15.8,2.9
1998-05-02,15.8,1.8
1998-05-03,15.8,0.7
1998-05-04,15.8,0.0
1998-05-05,15.8,0.0
1998-05-06,15.8,0.0
1998-05-07,15.8,0.0
1998-05-08,15.8,0.0
1998-05-09,15.8,0.0
1998-05-10,15.8,0.0
1998-05-11,15.8,0.0
1998-05-12,15.9,0.0
1998-05-13,16.2,0.0
1998-05-14,16.2,0.0
1998-05-15,16.2,0.0
1998-05-16,16.2,0.0
1998-05-17,16.2,0.0
1998-05-18,16.2,0.0
1998-05-19,16.2,0.0
1998-05-20,16.3,0.0
1998-05-21,16.3,0.0
1998-05-22,16.3,0.0
1998-05-23,16.3,0.0
1998-05-24,16.3,0.0
1998-05-25,16.3,0.0
1998-05-26,16.3,0.0
1998-05-27,16.3,0.0
1998-05-28,16.3,0.0
1998-05-29,16.3,0.0
1998-05-30,16.3,0.0
1998-05-31,16.3,0.0
1998-06-01,16.3,0.0
1998-06-02,16.3,0.0
1998-06-03,16.5,0.0
1998-06-04,16.6,0.0
1998-06-05,16.6,0.0
1998-06-06,16.6,0.0
1998-06-07,16.7,0.0
1998-06-08,16.8,0.0
1998-06-09,16.9,0.0
1998-06-10,17.0,0.0
1998-06-11,17.0,0.0
1998-06-12,17.0,0.0
1998-06-13,17.0,0.0
1998-06-14,17.0,0.0
1998-06-15,17.0,0.0
1998-06-16,17.7,0.0
1998-06-17,17.7,0.0
1998-06-18,17.7,0.0
1998-06-19,17.7,0.0
1998-06-20,17.7,0.0
1998-06-21,17.7,0.0
1998-06-22,17.7,0.0
1998-06-23,17.7,0.0
1998-06-24,17.7,0.0
1998-06-25,17.7,0.0
1998-06-26,17.7,0.0
1998-06-27,17.7,0.0
1998-06-28,17.7,0.0
1998-06-29,17.7,0.0
1998-06-30,17.7,0.0
1998-07-01,17.7,0.0
1998-07-02,17.7,0.0
1998-07-03,17.7,0.0
1998-07-04,17.7,0.0
1998-07-05,18.4,0.0
1998-07-06,19.6,0.0
1998-07-07,19.6,0.0
1998-07-08,19.6,0.0
1998-07-09,19.9,0.0
1998-07-10,19.9,0.0
1998-07-11,19.9,0.0
1998-07-12,19.9,0.0
1998-07-13,19.9,0.0
1998-07-14,19.9,0.0
1998-07-15,19.9,0.0
1998-07-16,19.9,0.0
1998-07-17,19.9,0.0
1998-07-18,19.9,0.0
1998-07-19,20.0,0.0
1998-07-20,20.0,0.0
1998-07-21,20.2,0.0
