date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
1997-10-01,0.0,0.0,0.0
1997-10-02,0.4,0.0,0.0
1997-10-03,0.5,0.0,0.0
1997-10-04,0.5,0.0,0.0
1997-10-05,0.5,0.0,0.0
1997-10-06,0.5,0.0,0.0
1997-10-07,0.6,0.0,0.0
1997-10-08,0.6,0.0,0.0
1997-10-09,0.6,0.0,0.0
1997-10-10,0.6,0.0,0.0
1997-10-11,1.3,10.0,1.1
1997-10-12,1.4,9.0,1.1
1997-10-13,1.4,7.0,1.1
1997-10-14,1.4,7.0,1.1
1997-10-15,1.4,7.0,1.1
1997-10-16,1.4,6.0,1.0
1997-10-17,1.4,5.0,0.8
1997-10-18,1.4,4.0,0.7
1997-10-19,1.4,3.0,0.7
1997-10-20,1.4,3.0,0.7
1997-10-21,1.4,3.0,0.7
1997-10-22,1.4,3.0,0.7
1997-10-23,1.6,8.0,0.9
1997-10-24,1.7,7.0,0.9
1997-10-25,1.8,8.0,1.0
1997-10-26,1.8,10.0,1.2
1997-10-27,1.8,9.0,1.3
1997-10-28,1.8,10.0,1.5
1997-10-29,1.8,9.0,1.5
1997-10-30,1.8,8.0,1.5
1997-10-31,1.8,7.0,1.5
1997-11-01,1.8,6.0,1.5
1997-11-02,1.8,6.0,1.5
1997-11-03,1.8,6.0,1.5
1997-11-04,1.8,6.0,1.5
1997-11-05,1.8,6.0,1.5
1997-11-06,1.8,7.0,1.7
1997-11-07,1.8,7.0,1.7
1997-11-08,1.9,8.0,1.8
1997-11-09,1.9,8.0,1.9
1997-11-10,2.1,9.0,2.0
1997-11-11,3.2,14.0,3.1
1997-11-12,3.4,16.0,3.4
1997-11-13,3.4,14.0,3.4
1997-11-14,3.5,13.0,3.4
1997-11-15,3.5,13.0,3.4
1997-11-16,3.6,13.0,3.5
1997-11-17,3.6,12.0,3.5
1997-11-18,3.6,11.0,3.5
1997-11-19,3.6,11.0,3.5
1997-11-20,3.6,10.0,3.5
1997-11-21,3.6,10.0,3.5
1997-11-22,3.6,10.0,3.5
1997-11-23,3.6,10.0,3.5
1997-11-24,3.6,9.0,3.5
1997-11-25,3.6,10.0,3.6
1997-11-26,4.5,17.0,4.5
1997-11-27,5.4,26.0,5.6
1997-11-28,5.6,24.0,5.6
1997-11-29,5.6,24.0,5.6
1997-11-30,5.6,23.0,5.6
1997-12-01,5.7,23.0,5.6
1997-12-02,5.7,23.0,5.6
1997-12-03,5.7,22.0,5.6
1997-12-04,5.7,22.0,5.6
1997-12-05,5.7,22.0,5.6
1997-12-06,5.8,22.0,5.7
1997-12-07,6.0,24.0,6.0
1997-12-08,6.3,29.0,6.8
1997-12-09,6.4,34.0,7.7
1997-12-10,6.6,35.0,8.0
1997-12-11,6.6,33.0,8.0
1997-12-12,7.0,32.0,8.0
1997-12-13,7.0,31.0,8.0
1997-12-14,7.0,31.0,8.0
1997-12-15,7.0,30.0,8.0
1997-12-16,7.0,30.0,8.0
1997-12-17,7.0,30.0,8.0
1997-12-18,7.0,29.0,8.0
