date,WTEQ_DAILY
1969-10-01,0.0
1969-10-02,0.0
1969-10-03,0.0
1969-10-04,0.0
1969-10-05,0.0
1969-10-06,0.0
1969-10-07,0.0
1969-10-08,0.0
1969-10-09,0.0
1969-10-10,0.0
1969-10-11,0.0
1969-10-12,0.0
1969-10-13,0.0
1969-10-14,0.0
1969-10-15,0.0
1969-10-16,0.0
1969-10-17,0.0
1969-10-18,0.0
1969-10-19,0.0
1969-10-20,0.0
1969-10-21,0.0
1969-10-22,0.0
1969-10-23,0.3
1969-10-24,0.5
1969-10-25,0.5
1969-10-26,0.6
1969-10-27,0.6
1969-10-28,0.6
1969-10-29,0.6
1969-10-30,0.6
1969-10-31,0.6
1969-11-01,0.6
1969-11-02,0.6
1969-11-03,0.5
1969-11-04,0.3
1969-11-05,0.3
1969-11-06,0.3
1969-11-07,0.3
1969-11-08,0.4
1969-11-09,0.4
1969-11-10,0.4
1969-11-11,0.4
1969-11-12,0.4
1969-11-13,0.5
1969-11-14,0.5
1969-11-15,0.6
1969-11-16,0.6
1969-11-17,0.6
1969-11-18,0.7
1969-11-19,0.7
1969-11-20,1.0
1969-11-21,1.0
1969-11-22,1.3
1969-11-23,1.3
1969-11-24,1.3
1969-11-25,1.3
1969-11-26,1.3
1969-11-27,1.3
1969-11-28,1.3
1969-11-29,1.3
1969-11-30,1.3
1969-12-01,1.3
1969-12-02,1.3
1969-12-03,1.3
1969-12-04,1.3
1969-12-05,1.3
1969-12-06,1.3
1969-12-07,1.3
1969-12-08,1.5
1969-12-09,1.6
1969-12-10,1.7
1969-12-11,3.1
1969-12-12,3.3
1969-12-13,3.6
1969-12-14,3.7
1969-12-15,3.8
1969-12-16,4.1
1969-12-17,4.1
1969-12-18,4.3
1969-12-19,4.4
1969-12-20,4.9
1969-12-21,4.9
1969-12-22,5.5
1969-12-23,5.6
1969-12-24,5.6
1969-12-25,5.7
1969-12-26,5.7
1969-12-27,5.7
1969-12-28,5.7
1969-12-29,5.7
1969-12-30,5.8
1969-12-31,5.8
1970-01-01,5.8
1970-01-02,5.8
1970-01-03,5.8
1970-01-04,5.8
1970-01-05,5.8
1970-01-06,5.8
1970-01-07,5.8
1970-01-08,6.0
1970-01-09,6.2
1970-01-10,6.4
1970-01-11,6.4
1970-01-12,7.3
1970-01-13,8.8
1970-01-14,8.9
1970-01-15,8.9
1970-01-16,9.0
1970-01-17,9.1
1970-01-18,9.6
1970-01-19,9.7
1970-01-20,9.9
1970-01-21,10.2
1970-01-22,10.4
1970-01-23,10.8
1970-01-24,11.5
1970-01-25,12.0
1970-01-26,13.1
1970-01-27,13.1
1970-01-28,13.2
1970-01-29,13.2
1970-01-30,13.6
1970-01-31,13.6
1970-02-01,13.6
1970-02-02,14.0
1970-02-03,14.0
1970-02-04,14.0
1970-02-05,14.0
1970-02-06,14.0
1970-02-07,14.0
1970-02-08,14.0
1970-02-09,14.0
1970-02-10,14.0
1970-02-11,14.1
1970-02-12,14.4
1970-02-13,14.5
1970-02-14,14.8
1970-02-15,15.8
1970-02-16,16.3
1970-02-17,16.3
1970-02-18,16.3
1970-02-19,16.3
1970-02-20,16.3
1970-02-21,16.3
1970-02-22,16.3
1970-02-23,16.3
1970-02-24,16.3
1970-02-25,16.3
1970-02-26,16.6
1970-02-27,16.6
1970-02-28,17.0
1970-03-01,17.1
1970-03-02,17.3
1970-03-03,17.3
1970-03-04,17.3
1970-03-05,17.8
1970-03-06,18.3
1970-03-07,18.5
1970-03-08,18.5
1970-03-09,18.5
1970-03-10,18.5
1970-03-11,18.5
1970-03-12,18.6
1970-03-13,18.6
1970-03-14,18.6
1970-03-15,18.8
1970-03-16,18.8
1970-03-17,18.8
1970-03-18,18.8
1970-03-19,18.8
1970-03-20,18.8
1970-03-21,18.8
1970-03-22,19.0
1970-03-23,19.0
1970-03-24,19.0
1970-03-25,19.0
1970-03-26,19.0
1970-03-27,19.3
1970-03-28,19.5
1970-03-29,19.5
1970-03-30,19.0
1970-03-31,19.0
1970-04-01,19.0
1970-04-02,19.0
1970-04-03,19.1
1970-04-04,19.1
1970-04-05,19.1
1970-04-06,19.1
1970-04-07,19.1
1970-04-08,19.3
1970-04-09,19.3
1970-04-10,19.6
1970-04-11,20.1
1970-04-12,20.1
1970-04-13,20.1
1970-04-14,20.0
1970-04-15,20.0
1970-04-16,19.8
1970-04-17,19.8
1970-04-18,19.8
1970-04-19,20.1
1970-04-20,20.3
1970-04-21,20.3
1970-04-22,20.6
1970-04-23,21.6
1970-04-24,21.6
1970-04-25,21.8
1970-04-26,21.8
1970-04-27,21.8
1970-04-28,21.6
1970-04-29,21.6
1970-04-30,20.5
1970-05-01,20.0
1970-05-02,19.5
1970-05-03,19.0
1970-05-04,18.1
1970-05-05,17.1
1970-05-06,16.6
1970-05-07,16.3
1970-05-08,16.1
1970-05-09,15.6
1970-05-10,16.6
1970-05-11,16.6
1970-05-12,16.6
1970-05-13,16.6
1970-05-14,16.6
1970-05-15,16.5
1970-05-16,15.5
1970-05-17,14.5
1970-05-18,13.2
1970-05-19,12.3
1970-05-20,11.2
1970-05-21,10.5
1970-05-22,9.2
1970-05-23,8.1
1970-05-24,6.7
1970-05-25,5.6
1970-05-26,4.4
1970-05-27,4.3
1970-05-28,4.1
1970-05-29,4.0
1970-05-30,2.5
1970-05-31,0.9
1970-06-01,0.5
1970-06-02,0.0
1970-06-03,0.0
1970-06-04,0.0
1970-06-05,0.0
1970-06-06,0.0
1970-06-07,0.0
1970-06-08,0.0
1970-06-09,0.0
1970-06-10,0.0
1970-06-11,0.0
1970-06-12,0.0
1970-06-13,0.0
1970-06-14,0.0
1970-06-15,0.0
1970-06-16,0.0
1970-06-17,0.0
1970-06-18,0.0
1970-06-19,0.0
1970-06-20,0.0
1970-06-21,0.0
1970-06-22,0.0
1970-06-23,0.0
1970-06-24,0.0
1970-06-25,0.0
1970-06-26,0.0
1970-06-27,0.0
1970-06-28,0.0
1970-06-29,0.0
1970-06-30,0.0
1970-07-01,0.0
1970-07-02,0.0
1970-07-03,0.0
1970-07-04,0.0
1970-07-05,0.0
1970-07-06,0.0
1970-07-07,0.0
1970-07-08,0.0
1970-07-09,0.0
1970-07-10,0.0
1970-07-11,0.0
1970-07-12,0.0
1970-07-13,0.0
1970-07-14,0.0
1970-07-15,0.0
1970-07-16,0.0
1970-07-17,0.0
1970-07-18,0.0
1970-07-19,0.0
1970-07-20,0.0
1970-07-21,0.0
