date,WTEQ_DAILY
1969-10-01,0.1
1969-10-02,0.2
1969-10-03,0.3
1969-10-04,0.3
1969-10-05,0.3
1969-10-06,0.3
1969-10-07,0.3
1969-10-08,0.9
1969-10-09,0.9
1969-10-10,1.1
1969-10-11,1.1
1969-10-12,1.1
1969-10-13,1.1
1969-10-14,1.1
1969-10-15,1.1
1969-10-16,1.1
1969-10-17,1.1
1969-10-18,1.1
1969-10-19,1.1
1969-10-20,1.1
1969-10-21,1.1
1969-10-22,1.1
1969-10-23,1.1
1969-10-24,1.1
1969-10-25,1.2
1969-10-26,1.4
1969-10-27,1.5
1969-10-28,1.5
1969-10-29,1.5
1969-10-30,1.5
1969-10-31,1.6
1969-11-01,1.6
1969-11-02,1.6
1969-11-03,1.6
1969-11-04,1.6
1969-11-05,2.1
1969-11-06,2.1
1969-11-07,2.1
1969-11-08,2.1
1969-11-09,2.1
1969-11-10,2.3
1969-11-11,2.4
1969-11-12,2.5
1969-11-13,2.5
1969-11-14,2.7
1969-11-15,2.9
1969-11-16,3.2
1969-11-17,3.3
1969-11-18,3.3
1969-11-19,3.3
1969-11-20,3.4
1969-11-21,3.4
1969-11-22,3.6
1969-11-23,3.7
1969-11-24,3.7
1969-11-25,2.8
1969-11-26,3.7
1969-11-27,3.8
1969-11-28,3.8
1969-11-29,3.8
1969-11-30,3.8
1969-12-01,3.8
1969-12-02,3.8
1969-12-03,3.8
1969-12-04,3.8
1969-12-05,3.8
1969-12-06,3.8
1969-12-07,3.8
1969-12-08,3.9
1969-12-09,4.1
1969-12-10,4.8
1969-12-11,5.1
1969-12-12,5.2
1969-12-13,5.3
1969-12-14,5.3
1969-12-15,5.3
1969-12-16,5.3
1969-12-17,5.4
1969-12-18,5.7
1969-12-19,6.1
1969-12-20,6.4
1969-12-21,6.8
1969-12-22,7.1
1969-12-23,7.2
1969-12-24,7.4
1969-12-25,7.7
1969-12-26,7.8
1969-12-27,7.9
1969-12-28,7.9
1969-12-29,7.9
1969-12-30,7.8
1969-12-31,7.8
1970-01-01,7.8
1970-01-02,7.9
1970-01-03,7.9
1970-01-04,7.8
1970-01-05,7.8
1970-01-06,7.8
1970-01-07,7.9
1970-01-08,7.9
1970-01-09,9.0
1970-01-10,10.0
1970-01-11,10.8
1970-01-12,11.2
1970-01-13,11.7
1970-01-14,12.0
1970-01-15,12.3
1970-01-16,12.8
1970-01-17,13.5
1970-01-18,13.7
1970-01-19,13.8
1970-01-20,14.8
1970-01-21,15.0
1970-01-22,15.2
1970-01-23,15.5
1970-01-24,15.8
1970-01-25,17.0
1970-01-26,17.3
1970-01-27,17.4
1970-01-28,17.6
1970-01-29,18.0
1970-01-30,18.6
1970-01-31,18.8
1970-02-01,19.3
1970-02-02,19.5
1970-02-03,19.6
1970-02-04,19.8
1970-02-05,20.0
1970-02-06,20.0
1970-02-07,20.0
1970-02-08,20.0
1970-02-09,20.0
1970-02-10,20.0
1970-02-11,20.2
1970-02-12,20.3
1970-02-13,20.4
1970-02-14,20.6
1970-02-15,20.8
1970-02-16,21.0
1970-02-17,21.0
1970-02-18,21.1
1970-02-19,21.1
1970-02-20,21.1
1970-02-21,21.1
1970-02-22,21.2
1970-02-23,21.2
1970-02-24,21.2
1970-02-25,21.3
1970-02-26,21.4
1970-02-27,21.5
1970-02-28,21.8
1970-03-01,22.4
1970-03-02,22.7
1970-03-03,22.9
1970-03-04,23.0
1970-03-05,23.0
1970-03-06,23.2
1970-03-07,23.2
1970-03-08,24.2
1970-03-09,24.3
1970-03-10,24.4
1970-03-11,24.5
1970-03-12,24.5
1970-03-13,24.8
1970-03-14,24.8
1970-03-15,25.3
1970-03-16,25.5
1970-03-17,25.5
1970-03-18,25.5
1970-03-19,25.8
1970-03-20,26.2
1970-03-21,26.1
1970-03-22,26.2
1970-03-23,26.6
1970-03-24,26.7
1970-03-25,26.8
1970-03-26,27.0
1970-03-27,27.2
1970-03-28,27.4
1970-03-29,27.5
1970-03-30,27.6
1970-03-31,27.8
1970-04-01,28.3
1970-04-02,28.6
1970-04-03,28.7
1970-04-04,28.9
1970-04-05,28.8
1970-04-06,28.8
1970-04-07,28.8
1970-04-08,28.9
1970-04-09,29.0
1970-04-10,29.1
1970-04-11,29.3
1970-04-12,29.5
1970-04-13,29.6
1970-04-14,29.7
1970-04-15,29.8
1970-04-16,30.1
1970-04-17,30.2
1970-04-18,30.2
1970-04-19,30.3
1970-04-20,30.5
1970-04-21,30.5
1970-04-22,30.7
1970-04-23,31.1
1970-04-24,31.5
1970-04-25,32.3
1970-04-26,33.3
1970-04-27,33.6
1970-04-28,33.7
1970-04-29,33.8
1970-04-30,33.8
1970-05-01,33.6
1970-05-02,33.4
1970-05-03,33.2
1970-05-04,33.0
1970-05-05,32.9
1970-05-06,33.1
1970-05-07,33.1
1970-05-08,33.2
1970-05-09,33.6
1970-05-10,33.9
1970-05-11,34.0
1970-05-12,34.1
1970-05-13,34.6
1970-05-14,35.1
1970-05-15,32.8
1970-05-16,31.6
1970-05-17,29.9
1970-05-18,29.4
1970-05-19,29.1
1970-05-20,28.7
1970-05-21,28.3
1970-05-22,27.9
1970-05-23,27.5
1970-05-24,27.0
1970-05-25,27.5
1970-05-26,27.7
1970-05-27,27.0
1970-05-28,26.6
1970-05-29,26.6
1970-05-30,25.4
1970-05-31,25.4
1970-06-01,26.3
1970-06-02,25.8
1970-06-03,23.9
1970-06-04,21.9
1970-06-05,20.4
1970-06-06,18.6
1970-06-07,16.9
1970-06-08,15.5
1970-06-09,15.4
1970-06-10,15.2
1970-06-11,15.7
1970-06-12,15.5
1970-06-13,15.0
1970-06-14,14.2
1970-06-15,13.2
1970-06-16,12.1
1970-06-17,10.5
1970-06-18,9.0
1970-06-19,7.1
1970-06-20,4.8
1970-06-21,2.8
1970-06-22,1.5
1970-06-23,0.3
1970-06-24,0.0
1970-06-25,0.0
1970-06-26,0.0
1970-06-27,0.0
1970-06-28,0.0
1970-06-29,0.0
1970-06-30,0.0
1970-07-01,0.0
1970-07-02,0.0
1970-07-03,0.0
1970-07-04,0.0
1970-07-05,0.0
1970-07-06,0.0
1970-07-07,0.0
1970-07-08,0.0
1970-07-09,0.0
1970-07-10,0.0
1970-07-11,0.0
1970-07-12,0.0
1970-07-13,0.0
1970-07-14,0.0
1970-07-15,0.0
1970-07-16,0.0
1970-07-17,0.0
1970-07-18,0.0
1970-07-19,0.0
1970-07-20,0.0
1970-07-21,0.0
