date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-10-01,0.1,0.0,32.9,45.7,19.4,0.0
2019-10-02,0.1,0.0,31.3,43.2,22.1,0.0
2019-10-03,0.2,0.0,35.2,49.8,21.2,0.0
2019-10-04,0.2,0.0,37.4,47.5,27.1,0.0
2019-10-05,0.3,0.0,31.3,46.0,15.6,0.0
2019-10-06,0.3,0.0,30.9,46.4,15.3,0.0
2019-10-07,0.3,0.0,36.0,55.4,20.8,0.0
2019-10-08,0.3,0.0,38.1,54.7,23.7,0.0
2019-10-09,0.3,0.0,34.3,48.9,13.3,0.0
2019-10-10,0.3,0.0,17.4,26.6,10.6,0.0
2019-10-11,0.3,0.0,24.3,41.4,7.7,0.0
2019-10-12,0.3,0.0,29.3,48.4,14.5,0.0
2019-10-13,0.3,0.0,32.2,48.9,17.8,0.0
2019-10-14,0.3,0.0,33.1,50.0,20.1,0.0
2019-10-15,0.3,0.0,34.7,52.7,20.5,0.0
2019-10-16,0.4,0.0,37.8,56.8,25.3,0.0
2019-10-17,0.5,0.0,37.0,49.5,24.4,0.0
2019-10-18,0.5,0.0,29.7,41.5,17.8,0.0
2019-10-19,0.6,3.0,25.0,37.4,16.9,0.1
2019-10-20,0.7,3.0,19.8,28.6,12.6,0.2
2019-10-21,0.8,3.0,24.6,33.8,17.1,0.3
2019-10-22,0.9,3.0,34.3,45.3,16.3,0.4
2019-10-23,0.9,1.0,27.3,36.3,11.3,0.4
2019-10-24,1.1,1.0,26.1,38.7,3.0,0.5
2019-10-25,1.1,1.0,38.7,54.7,25.7,0.5
2019-10-26,1.1,1.0,37.0,49.6,25.9,0.4
2019-10-27,1.1,3.0,14.0,28.2,-4.5,0.4
2019-10-28,1.2,4.0,10.8,27.9,-10.5,0.5
2019-10-29,1.2,4.0,6.3,18.0,-2.6,0.5
2019-10-30,1.3,4.0,8.6,27.5,-7.8,0.7
2019-10-31,1.4,2.0,29.1,47.7,8.1,0.9
2019-11-01,1.4,3.0,22.8,39.0,8.2,0.9
2019-11-02,1.5,3.0,28.4,50.7,9.5,1.1
2019-11-03,1.6,2.0,31.3,46.2,19.9,1.3
2019-11-04,1.6,3.0,30.9,46.2,20.8,1.3
2019-11-05,1.6,3.0,29.5,47.3,18.5,1.3
2019-11-06,1.6,3.0,29.5,46.8,17.2,1.3
2019-11-07,1.6,2.0,28.2,45.9,14.9,1.3
2019-11-08,1.6,2.0,32.9,52.2,19.4,1.3
2019-11-09,1.7,2.0,35.4,55.2,22.6,1.3
2019-11-10,1.7,2.0,34.7,48.4,23.4,1.3
2019-11-11,1.7,2.0,25.5,37.8,10.4,1.3
2019-11-12,1.7,2.0,28.8,47.8,10.4,1.3
2019-11-13,1.7,2.0,32.9,43.0,22.1,1.3
2019-11-14,1.7,2.0,29.3,45.0,16.5,1.3
2019-11-15,1.7,2.0,32.9,46.0,24.8,1.3
2019-11-16,1.7,2.0,28.6,41.0,16.3,1.3
2019-11-17,1.7,2.0,34.7,49.8,16.3,1.3
2019-11-18,1.7,2.0,35.4,47.3,25.3,1.3
2019-11-19,1.7,2.0,30.9,43.7,22.8,1.3
2019-11-20,2.4,7.0,30.0,36.0,25.9,2.0
2019-11-21,2.5,9.0,24.3,35.6,7.7,2.2
2019-11-22,2.5,8.0,19.2,38.3,4.5,2.2
2019-11-23,2.5,7.0,20.8,48.7,4.5,2.2
2019-11-24,2.5,7.0,25.5,44.2,9.5,2.2
2019-11-25,2.6,8.0,18.9,25.7,8.6,2.3
2019-11-26,2.7,8.0,7.7,18.1,-1.8,2.4
2019-11-27,3.2,13.0,12.4,21.6,5.7,3.2
2019-11-28,4.2,18.0,23.5,25.7,21.4,4.1
2019-11-29,5.6,28.0,19.2,25.9,-0.9,5.4
2019-11-30,5.6,26.0,7.0,25.3,-8.5,5.4
2019-12-01,5.6,24.0,13.6,40.1,-7.6,5.4
2019-12-02,5.7,23.0,26.4,38.5,12.6,5.5
2019-12-03,5.7,22.0,23.0,41.5,10.6,5.5
2019-12-04,6.0,23.0,26.2,42.3,12.9,5.8
2019-12-05,6.1,23.0,28.0,40.8,22.8,5.9
2019-12-06,6.1,23.0,21.9,39.4,9.1,5.9
2019-12-07,6.1,22.0,24.3,32.5,10.4,5.9
2019-12-08,6.2,24.0,23.9,32.4,13.8,6.0
2019-12-09,6.2,24.0,14.4,32.9,1.4,6.0
2019-12-10,6.2,23.0,18.9,36.9,3.0,6.0
2019-12-11,6.2,23.0,15.8,32.5,2.7,6.0
2019-12-12,6.6,29.0,24.6,36.3,12.7,6.4
2019-12-13,6.9,30.0,21.4,28.8,18.1,6.6
2019-12-14,6.9,33.0,14.5,27.9,-13.4,6.6
2019-12-15,7.0,30.0,2.5,22.5,-16.2,6.7
2019-12-16,7.0,29.0,3.2,17.2,-10.3,6.7
2019-12-17,7.0,28.0,15.6,36.9,-4.7,6.7
2019-12-18,7.0,27.0,12.6,35.4,-2.7,6.7
2019-12-19,7.0,27.0,13.1,33.3,-2.4,6.6
2019-12-20,7.1,26.0,19.0,43.0,-2.4,6.6
2019-12-21,7.2,26.0,21.9,44.6,6.6,6.7
2019-12-22,7.2,25.0,24.4,37.8,16.2,6.7
2019-12-23,7.4,27.0,24.4,32.4,18.9,6.9
2019-12-24,7.8,30.0,22.1,26.4,18.5,7.3
2019-12-25,7.9,32.0,16.3,28.2,3.9,7.4
2019-12-26,7.9,31.0,6.3,24.3,-9.8,7.4
2019-12-27,7.9,32.0,10.4,26.8,-9.2,7.4
2019-12-28,7.9,33.0,2.3,20.3,-18.8,7.4
2019-12-29,7.9,31.0,1.2,13.8,-18.4,7.4
2019-12-30,7.9,31.0,2.7,24.8,-10.7,7.4
2019-12-31,8.1,30.0,13.8,39.0,-10.5,7.6
2020-01-01,8.4,32.0,23.0,33.8,11.7,7.8
2020-01-02,8.4,32.0,17.6,28.4,11.7,7.8
2020-01-03,8.4,30.0,21.6,39.7,8.8,7.8
2020-01-04,8.4,30.0,21.9,39.7,5.5,7.8
2020-01-05,8.4,30.0,14.0,31.1,0.5,7.8
2020-01-06,8.4,30.0,18.3,31.6,6.1,7.8
2020-01-07,8.4,30.0,17.2,36.9,3.0,7.8
2020-01-08,8.4,30.0,11.5,27.5,-3.3,7.8
2020-01-09,8.4,31.0,6.3,27.7,-6.0,7.8
2020-01-10,8.4,30.0,3.2,21.7,-9.9,7.8
2020-01-11,8.4,31.0,10.9,25.9,-7.1,7.8
2020-01-12,8.6,31.0,3.4,16.2,-10.8,7.9
2020-01-13,8.9,33.0,12.7,18.7,4.5,8.2
2020-01-14,8.9,34.0,15.3,22.5,7.2,8.2
2020-01-15,8.9,33.0,9.7,28.6,-3.3,8.2
2020-01-16,9.1,33.0,16.2,36.3,0.9,8.3
2020-01-17,9.2,35.0,11.5,22.3,-10.1,8.4
2020-01-18,9.3,35.0,10.0,32.9,-10.8,8.5
2020-01-19,9.3,34.0,15.1,40.6,0.9,8.5
2020-01-20,9.6,34.0,21.0,37.4,2.5,8.8
2020-01-21,9.6,35.0,21.7,32.4,6.4,8.9
2020-01-22,9.6,35.0,19.9,34.2,10.6,8.9
2020-01-23,9.6,35.0,21.7,37.8,5.5,8.9
2020-01-24,9.7,35.0,18.9,34.9,5.4,8.9
2020-01-25,9.7,34.0,19.0,40.3,2.8,8.9
2020-01-26,9.7,34.0,25.5,42.3,10.0,8.9
2020-01-27,9.7,34.0,18.1,28.2,-1.5,8.9
2020-01-28,9.7,34.0,16.7,34.7,-1.5,8.9
2020-01-29,9.7,34.0,11.7,33.1,-3.3,8.9
2020-01-30,9.8,34.0,20.1,31.3,-2.9,8.9
2020-01-31,9.9,33.0,30.4,42.1,18.5,9.0
2020-02-01,9.9,33.0,29.1,49.5,16.7,9.0
2020-02-02,9.9,33.0,29.3,45.0,16.0,9.0
2020-02-03,9.9,35.0,10.4,23.2,-1.8,9.0
2020-02-04,9.9,35.0,-4.4,12.9,-19.5,9.0
2020-02-05,10.1,35.0,13.3,21.2,6.1,9.1
2020-02-06,10.7,39.0,23.0,27.1,16.5,9.7
2020-02-07,10.7,40.0,23.2,31.3,6.4,9.7
2020-02-08,10.7,39.0,19.8,36.1,-1.5,9.7
2020-02-09,10.7,40.0,8.1,28.9,-13.4,9.7
2020-02-10,10.7,39.0,2.7,23.2,-15.9,9.7
2020-02-11,10.8,38.0,10.9,36.0,-17.7,9.8
2020-02-12,10.8,39.0,12.6,26.6,-4.7,9.8
2020-02-13,10.8,38.0,20.3,38.5,-4.9,9.8
2020-02-14,11.0,37.0,24.3,38.7,5.9,9.9
2020-02-15,11.0,37.0,20.7,34.7,2.1,9.9
2020-02-16,11.0,38.0,25.3,34.9,17.6,9.9
2020-02-17,11.0,37.0,9.7,22.6,-13.9,9.9
2020-02-18,11.0,37.0,1.8,23.0,-19.1,9.9
2020-02-19,11.0,37.0,4.3,25.9,-15.3,9.9
2020-02-20,11.0,37.0,8.8,34.9,-12.6,9.9
2020-02-21,11.0,37.0,16.7,38.1,-4.5,9.9
2020-02-22,11.1,37.0,24.4,41.7,8.4,9.9
2020-02-23,11.1,36.0,27.5,43.5,15.3,9.9
2020-02-24,11.1,37.0,11.7,23.2,0.0,9.9
2020-02-25,11.1,37.0,6.6,22.5,-9.9,9.9
2020-02-26,11.1,36.0,24.6,36.5,-2.9,9.9
2020-02-27,11.1,37.0,27.3,40.6,11.7,9.9
2020-02-28,11.1,36.0,23.4,44.2,4.6,9.9
2020-02-29,11.2,36.0,25.0,39.4,7.5,10.0
2020-03-01,11.2,38.0,19.9,27.3,1.0,10.0
2020-03-02,11.2,38.0,17.6,35.4,-5.4,10.0
2020-03-03,11.2,37.0,23.7,43.9,5.4,10.0
2020-03-04,11.2,37.0,23.4,43.2,4.8,10.0
2020-03-05,11.3,36.0,24.4,43.5,8.2,10.0
2020-03-06,11.3,35.0,26.4,44.6,11.3,10.0
2020-03-07,11.5,35.0,31.3,40.1,19.4,10.2
2020-03-08,11.5,38.0,25.7,35.1,7.0,10.2
2020-03-09,11.6,38.0,23.9,34.7,7.2,10.3
2020-03-10,11.6,37.0,23.7,40.5,10.9,10.3
2020-03-11,11.6,38.0,28.8,40.5,10.4,10.3
