date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-10-01,0.0,0.0,32.9,45.0,24.3,0.0
2019-10-02,0.1,0.0,40.6,57.6,26.2,0.0
2019-10-03,0.1,0.0,44.6,51.1,33.3,0.0
2019-10-04,0.1,0.0,41.7,56.1,31.8,0.0
2019-10-05,0.1,0.0,44.6,63.0,30.6,0.0
2019-10-06,0.1,0.0,46.6,66.0,31.6,0.0
2019-10-07,0.1,0.0,49.3,64.0,37.8,0.0
2019-10-08,0.1,0.0,49.3,61.3,35.6,0.0
2019-10-09,0.1,0.0,40.3,48.9,28.8,0.0
2019-10-10,0.1,0.0,34.5,49.1,23.2,0.0
2019-10-11,0.1,0.0,40.5,60.4,28.9,0.0
2019-10-12,0.1,0.0,43.3,62.1,30.4,0.0
2019-10-13,0.1,0.0,45.0,56.5,31.8,0.0
2019-10-14,0.1,0.0,42.1,61.3,28.2,0.0
2019-10-15,0.1,0.0,46.6,61.2,33.3,0.0
2019-10-16,0.2,0.0,51.4,58.5,37.2,0.0
2019-10-17,0.2,0.0,39.6,47.1,28.8,0.0
2019-10-18,0.2,0.0,37.9,49.6,26.2,0.0
2019-10-19,0.2,0.0,40.3,46.9,29.3,0.0
2019-10-20,0.2,0.0,39.6,54.3,28.0,0.0
2019-10-21,0.2,0.0,44.1,57.7,33.1,0.0
2019-10-22,0.2,0.0,44.4,62.6,31.1,0.0
2019-10-23,0.2,0.0,44.6,54.5,34.2,0.0
2019-10-24,0.2,0.0,46.6,59.0,35.6,0.0
2019-10-25,0.2,0.0,49.3,68.9,34.9,0.0
2019-10-26,0.2,0.0,46.4,63.5,29.3,0.0
2019-10-27,0.2,0.0,28.4,35.6,23.5,0.0
2019-10-28,0.2,0.0,37.9,54.3,21.4,0.0
2019-10-29,0.2,0.0,31.3,40.5,20.1,0.0
2019-10-30,0.3,0.0,28.9,47.3,17.4,0.0
2019-10-31,0.3,0.0,35.6,55.9,21.9,0.0
2019-11-01,0.3,0.0,40.1,57.6,27.7,0.0
2019-11-02,0.3,0.0,42.8,62.8,30.7,0.0
2019-11-03,0.3,0.0,42.3,61.3,31.5,0.0
2019-11-04,0.3,0.0,42.6,61.9,30.6,0.0
2019-11-05,0.3,0.0,43.9,62.6,30.6,0.0
2019-11-06,0.3,0.0,43.9,62.1,33.1,0.0
2019-11-07,0.3,0.0,44.1,62.8,33.3,0.0
2019-11-08,0.3,0.0,43.0,62.1,30.2,0.0
2019-11-09,0.3,0.0,42.3,64.4,30.9,0.0
2019-11-10,0.3,0.0,43.3,61.5,33.3,0.0
2019-11-11,0.3,0.0,42.8,57.4,32.0,0.0
2019-11-12,0.3,0.0,45.0,59.5,33.1,0.0
2019-11-13,0.3,0.0,44.1,59.5,32.2,0.0
2019-11-14,0.3,0.0,48.6,56.7,38.5,0.0
2019-11-15,0.3,0.0,43.0,55.0,31.6,0.0
2019-11-16,0.3,0.0,40.3,57.7,29.5,0.0
2019-11-17,0.3,0.0,45.1,64.4,35.4,0.0
2019-11-18,0.3,0.0,48.4,62.8,33.4,0.0
2019-11-19,0.6,2.0,42.4,48.6,32.2,0.3
2019-11-20,0.6,2.0,31.1,33.1,30.2,0.3
2019-11-21,0.6,2.0,34.7,45.0,27.7,0.3
2019-11-22,0.6,1.0,34.5,45.7,28.4,0.2
2019-11-23,0.6,1.0,33.4,45.3,25.5,0.2
2019-11-24,0.6,1.0,37.4,57.0,24.1,0.2
2019-11-25,0.6,1.0,29.1,44.1,16.5,0.2
2019-11-26,1.0,6.0,23.2,31.1,14.2,0.6
2019-11-27,1.2,9.0,23.0,27.9,14.0,0.9
2019-11-28,1.2,10.0,21.4,30.7,15.1,0.9
2019-11-29,1.2,7.0,21.7,27.0,17.1,0.9
2019-11-30,1.6,10.0,25.2,38.1,11.7,1.6
2019-12-01,3.1,12.0,35.4,37.0,34.2,3.3
2019-12-02,3.4,12.0,35.6,38.3,33.3,3.6
2019-12-03,3.4,10.0,35.6,43.5,32.0,3.6
2019-12-04,3.6,12.0,34.2,36.3,31.1,3.8
2019-12-05,3.6,12.0,36.0,43.9,30.6,3.8
2019-12-06,3.6,12.0,40.1,43.3,34.5,3.8
2019-12-07,4.5,15.0,36.1,39.2,33.4,4.3
2019-12-08,5.1,20.0,34.0,43.3,29.3,4.9
2019-12-09,5.2,19.0,30.6,45.7,22.5,5.0
2019-12-10,5.2,18.0,33.4,48.2,22.8,5.0
2019-12-11,5.4,18.0,36.3,40.3,33.3,5.2
2019-12-12,5.5,16.0,39.2,41.5,37.8,5.3
2019-12-13,6.1,18.0,36.0,39.2,33.1,5.9
2019-12-14,6.5,22.0,30.0,34.7,24.6,6.3
2019-12-15,6.5,21.0,21.9,31.5,12.2,6.3
2019-12-16,6.5,21.0,23.4,36.0,11.5,6.3
2019-12-17,6.6,22.0,28.8,39.6,19.4,6.4
2019-12-18,6.6,20.0,30.7,34.0,26.4,6.4
2019-12-19,6.6,20.0,34.5,42.1,28.2,6.4
2019-12-20,6.6,20.0,41.4,45.9,33.3,6.4
2019-12-21,6.6,20.0,42.4,45.3,38.5,6.4
2019-12-22,6.6,21.0,36.9,44.1,28.9,6.4
2019-12-23,6.8,24.0,28.8,34.3,23.0,6.6
2019-12-24,6.8,24.0,24.1,32.2,16.9,6.6
2019-12-25,6.8,23.0,25.0,30.9,19.8,6.6
2019-12-26,6.8,22.0,22.8,30.2,18.0,6.6
2019-12-27,6.8,23.0,20.5,34.2,10.0,6.6
2019-12-28,6.8,23.0,25.7,38.8,14.4,6.6
2019-12-29,6.8,23.0,31.8,38.5,25.3,6.6
2019-12-30,6.8,23.0,31.6,39.0,25.7,6.6
2019-12-31,6.8,22.0,32.7,46.8,25.5,6.6
2020-01-01,6.9,21.0,37.9,45.9,26.8,6.7
2020-01-02,6.9,21.0,32.4,43.3,24.6,6.7
2020-01-03,6.9,21.0,39.6,54.1,28.0,6.7
2020-01-04,6.9,21.0,36.7,41.9,31.6,6.7
2020-01-05,6.9,22.0,30.2,37.9,20.7,6.7
2020-01-06,6.9,22.0,30.9,48.9,20.5,6.7
2020-01-07,6.9,22.0,33.1,44.2,24.3,6.7
2020-01-08,7.1,24.0,28.0,35.1,22.8,6.9
2020-01-09,7.1,24.0,24.6,34.9,13.8,6.9
2020-01-10,7.2,24.0,28.4,47.1,13.3,7.0
2020-01-11,7.2,24.0,27.7,32.7,20.5,7.0
2020-01-12,7.2,24.0,27.0,30.6,23.2,7.0
2020-01-13,7.3,24.0,29.1,34.0,25.9,7.1
2020-01-14,7.3,26.0,26.6,30.7,22.6,7.4
2020-01-15,7.4,27.0,29.5,38.5,13.5,7.6
2020-01-16,7.8,41.0,28.2,34.0,22.3,9.0
2020-01-17,7.8,38.0,24.8,30.7,20.5,9.2
2020-01-18,7.8,38.0,32.2,46.6,22.8,9.2
2020-01-19,7.8,37.0,35.6,46.0,26.8,9.2
2020-01-20,7.8,36.0,38.7,44.6,33.1,9.2
2020-01-21,7.8,33.0,33.3,35.2,32.0,9.2
2020-01-22,7.8,35.0,35.2,46.2,27.5,9.2
2020-01-23,7.9,34.0,35.8,45.5,26.2,9.3
2020-01-24,8.0,33.0,36.9,39.9,34.9,9.4
2020-01-25,8.0,32.0,39.4,52.9,30.0,9.4
2020-01-26,8.5,34.0,34.5,39.0,28.8,9.9
2020-01-27,8.5,32.0,34.5,39.0,29.5,9.9
2020-01-28,8.5,33.0,32.0,38.1,22.3,9.9
2020-01-29,8.5,33.0,31.1,43.0,19.4,9.9
2020-01-30,8.5,31.0,37.6,48.6,30.0,9.9
2020-01-31,8.5,32.0,37.9,62.1,28.0,9.9
2020-02-01,8.5,31.0,38.3,55.4,27.0,9.9
2020-02-02,8.7,33.0,29.5,40.8,15.4,10.1
2020-02-03,8.7,33.0,15.6,24.1,7.7,10.1
2020-02-04,8.7,33.0,19.4,31.1,9.9,10.1
2020-02-05,8.7,32.0,32.4,45.1,15.8,10.1
2020-02-06,8.7,32.0,34.9,49.6,26.1,10.1
2020-02-07,8.7,31.0,35.2,54.9,23.0,10.1
2020-02-08,8.7,30.0,36.9,46.2,23.5,10.1
2020-02-09,8.7,31.0,25.5,32.5,21.2,10.1
2020-02-10,8.7,31.0,29.5,43.0,17.2,10.1
2020-02-11,8.7,31.0,32.2,47.1,21.9,10.1
2020-02-12,8.7,31.0,32.0,47.7,21.7,10.1
2020-02-13,8.7,30.0,32.9,48.4,19.0,10.1
2020-02-14,8.7,29.0,36.9,48.2,27.5,10.1
