date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-10-01,0.0,35.1,43.2,28.2,0.0
2019-10-02,0.0,39.0,48.0,27.9,0.0
2019-10-03,0.0,34.9,38.7,27.7,0.0
2019-10-04,0.0,34.5,36.9,25.9,0.0
2019-10-05,0.0,36.5,42.8,30.7,0.0
2019-10-06,0.0,45.0,55.2,33.3,0.0
2019-10-07,0.0,42.6,45.0,39.2,0.0
2019-10-08,3.0,29.8,39.7,25.9,0.3
2019-10-09,1.0,27.9,35.8,22.3,0.2
2019-10-10,0.0,35.1,43.9,21.4,0.0
2019-10-11,0.0,40.3,47.5,29.5,0.0
2019-10-12,0.0,44.8,51.1,40.1,0.0
2019-10-13,0.0,37.4,42.4,33.3,0.0
2019-10-14,0.0,39.6,48.7,31.6,0.0
2019-10-15,0.0,44.2,48.7,39.7,0.0
2019-10-16,0.0,40.3,45.9,32.4,0.0
2019-10-17,1.0,34.5,36.5,32.4,0.2
2019-10-18,14.0,31.8,33.6,24.6,1.5
2019-10-19,19.0,31.5,34.7,28.8,2.8
2019-10-20,19.0,32.4,34.9,25.9,3.4
2019-10-21,14.0,37.6,43.7,33.3,3.5
2019-10-22,11.0,39.7,44.4,32.0,2.6
2019-10-23,9.0,39.9,48.7,25.5,2.5
2019-10-24,4.0,47.8,54.5,38.5,2.2
2019-10-25,3.0,40.3,49.1,30.9,1.2
2019-10-26,3.0,29.8,33.1,27.0,1.1
2019-10-27,2.0,30.7,39.6,20.3,1.0
2019-10-28,3.0,29.7,38.7,19.4,1.1
2019-10-29,3.0,22.1,30.6,13.3,0.5
2019-10-30,3.0,38.1,44.6,28.2,1.2
2019-10-31,3.0,39.2,46.0,33.3,1.2
2019-11-01,2.0,42.4,50.0,30.4,1.2
2019-11-02,1.0,45.9,51.6,38.5,0.6
2019-11-03,0.0,41.5,48.2,32.9,0.2
2019-11-04,0.0,43.3,52.0,32.9,0.1
2019-11-05,0.0,48.2,57.7,40.8,0.0
2019-11-06,0.0,42.4,49.3,35.8,0.0
2019-11-07,0.0,50.5,56.8,33.8,0.0
2019-11-08,0.0,50.0,55.0,40.6,0.0
2019-11-09,0.0,40.1,42.3,30.4,0.0
2019-11-10,0.0,39.9,43.2,36.1,0.0
2019-11-11,0.0,40.5,47.1,35.1,0.0
2019-11-12,0.0,39.2,48.0,35.1,0.0
2019-11-13,0.0,39.7,48.9,29.7,0.0
2019-11-14,0.0,43.5,51.3,35.6,0.0
2019-11-15,0.0,37.4,43.2,28.2,0.0
2019-11-16,0.0,35.4,38.7,32.9,0.0
2019-11-17,0.0,40.1,44.2,37.8,0.0
2019-11-18,0.0,39.6,49.1,33.6,0.0
2019-11-19,0.0,32.9,34.7,26.4,0.0
2019-11-20,0.0,32.2,40.1,26.8,0.0
2019-11-21,0.0,40.1,47.8,30.4,0.0
2019-11-22,0.0,37.0,47.3,32.9,0.0
2019-11-23,0.0,33.6,38.7,30.0,0.0
2019-11-24,0.0,30.2,34.0,27.3,0.0
2019-11-25,10.0,25.9,29.7,16.9,0.7
2019-11-26,10.0,21.4,23.4,19.4,1.0
2019-11-27,13.0,18.5,20.8,11.7,1.3
2019-11-28,13.0,17.8,21.2,9.7,1.3
2019-11-29,8.0,22.3,32.9,14.4,1.4
2019-11-30,9.0,21.7,27.5,17.2,1.4
2019-12-01,12.0,24.8,31.6,18.3,2.1
2019-12-02,10.0,34.0,35.4,27.0,2.2
2019-12-03,8.0,35.2,37.2,33.4,2.3
2019-12-04,7.0,36.9,37.6,29.7,2.2
2019-12-05,6.0,37.2,41.0,30.0,2.1
2019-12-06,6.0,38.1,41.7,28.6,2.2
2019-12-07,9.0,33.3,35.4,27.0,2.5
2019-12-08,7.0,32.2,33.8,24.6,2.6
2019-12-09,8.0,35.6,41.5,27.7,2.6
2019-12-10,9.0,34.3,40.6,24.3,2.8
2019-12-11,14.0,31.8,33.8,24.3,3.6
2019-12-12,30.0,29.7,31.5,24.3,5.3
2019-12-13,30.0,28.0,32.4,21.6,5.8
2019-12-14,34.0,26.6,29.3,19.8,6.3
2019-12-15,29.0,24.3,28.8,18.3,6.3
2019-12-16,32.0,27.0,32.4,17.6,6.5
2019-12-17,30.0,33.3,34.9,27.3,6.6
2019-12-18,32.0,30.4,34.5,23.7,7.0
2019-12-19,40.0,30.2,34.9,28.0,8.8
2019-12-20,35.0,34.7,36.7,33.4,9.5
2019-12-21,41.0,31.5,34.3,27.9,10.2
2019-12-22,42.0,29.5,31.1,27.5,10.7
2019-12-23,41.0,26.2,30.7,20.5,10.8
2019-12-24,42.0,23.2,31.3,13.5,10.7
2019-12-25,41.0,25.3,34.0,15.8,10.8
2019-12-26,40.0,22.6,27.3,18.1,10.8
2019-12-27,39.0,26.2,30.2,17.6,11.0
2019-12-28,33.0,31.6,36.5,21.0,11.0
2019-12-29,39.0,35.6,41.4,26.1,10.9
2019-12-30,38.0,31.8,36.3,27.7,10.9
2019-12-31,40.0,32.2,37.9,29.1,12.4
2020-01-01,41.0,32.7,37.6,28.0,12.5
2020-01-02,43.0,27.5,32.7,18.9,13.3
2020-01-03,41.0,34.7,39.2,30.0,13.7
2020-01-04,50.0,26.1,31.3,18.5,14.4
2020-01-05,54.0,26.2,30.9,19.4,15.5
2020-01-06,54.0,29.8,33.4,25.7,19.2
2020-01-07,76.0,32.4,33.8,25.2,20.6
2020-01-08,77.0,24.6,29.7,14.9,21.3
2020-01-09,78.0,21.2,25.2,17.1,21.5
2020-01-10,91.0,25.2,28.6,21.0,24.1
2020-01-11,95.0,26.4,32.5,23.0,25.3
2020-01-12,109.0,22.6,27.5,14.9,27.4
2020-01-13,104.0,18.9,23.2,15.4,28.1
2020-01-14,109.0,16.3,25.9,12.6,28.8
2020-01-15,108.0,18.0,24.1,13.6,29.4
2020-01-16,108.0,23.7,30.2,19.4,30.1
2020-01-17,110.0,20.8,24.3,11.5,30.6
2020-01-18,111.0,29.5,34.5,23.5,32.1
2020-01-19,107.0,35.6,40.1,27.1,32.4
2020-01-20,103.0,36.0,38.7,32.2,32.3
2020-01-21,110.0,30.0,35.1,27.5,33.5
2020-01-22,116.0,30.4,34.5,23.7,35.3
2020-01-23,106.0,35.1,36.5,33.6,37.0
2020-01-24,106.0,32.5,34.2,31.5,37.2
2020-01-25,108.0,32.9,36.0,25.9,37.8
2020-01-26,110.0,31.3,34.0,22.1,38.3
2020-01-27,120.0,29.1,32.4,26.8,40.2
2020-01-28,124.0,31.5,36.0,29.8,41.2
2020-01-29,126.0,30.6,32.2,28.8,42.3
2020-01-30,124.0,31.5,37.8,25.3,42.6
2020-01-31,116.0,39.7,42.3,36.5,43.8
2020-02-01,112.0,31.1,41.4,19.9,44.6
2020-02-02,110.0,20.3,25.5,16.9,43.8
