date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-10-01,0.0,1.0,32.4,40.1,23.5,0.0
2019-10-02,0.0,0.0,34.0,46.6,27.0,0.0
2019-10-03,0.0,0.0,38.8,54.5,28.4,0.0
2019-10-04,0.1,1.0,36.3,43.0,31.6,0.0
2019-10-05,0.3,1.0,35.4,39.9,34.2,0.0
2019-10-06,0.3,1.0,37.9,50.7,31.1,0.0
2019-10-07,0.3,0.0,43.5,59.9,29.5,0.0
2019-10-08,0.8,1.0,39.7,50.4,31.8,0.2
2019-10-09,1.3,5.0,25.5,31.8,21.6,0.6
2019-10-10,1.4,4.0,23.9,36.0,15.1,0.5
2019-10-11,1.4,2.0,28.9,47.8,14.7,0.5
2019-10-12,1.4,1.0,34.2,55.8,20.7,0.5
2019-10-13,1.4,1.0,37.8,56.3,25.3,0.2
2019-10-14,1.4,0.0,37.8,46.4,28.2,0.0
2019-10-15,1.4,0.0,39.0,60.3,26.1,0.0
2019-10-16,1.4,0.0,44.1,66.4,31.6,0.0
2019-10-17,1.5,0.0,37.9,46.0,33.8,0.0
2019-10-18,1.8,1.0,35.1,42.3,32.2,0.0
2019-10-19,2.2,3.0,31.6,37.8,26.1,0.4
2019-10-20,2.5,5.0,33.1,41.2,30.9,0.7
2019-10-21,3.0,7.0,34.9,38.1,32.2,1.2
2019-10-22,3.6,3.0,38.5,44.1,34.3,0.9
2019-10-23,3.6,2.0,35.2,45.3,27.7,0.8
2019-10-24,3.6,1.0,35.6,45.1,24.8,0.7
2019-10-25,3.7,1.0,46.9,60.8,34.9,0.0
2019-10-26,3.8,1.0,30.9,37.6,23.4,0.0
2019-10-27,3.8,1.0,25.0,34.7,17.1,0.1
2019-10-28,4.2,3.0,19.4,25.7,7.9,0.5
2019-10-29,4.2,2.0,8.1,21.2,-0.9,0.5
2019-10-30,4.2,2.0,18.0,33.8,3.6,0.8
2019-10-31,4.2,2.0,29.8,41.4,20.1,0.8
2019-11-01,4.2,2.0,25.2,41.2,9.7,0.8
2019-11-02,4.2,2.0,33.6,50.2,19.6,0.8
2019-11-03,4.2,2.0,36.0,45.5,26.1,0.8
2019-11-04,4.2,2.0,38.8,43.7,31.6,0.7
2019-11-05,4.2,2.0,36.9,53.2,29.5,0.7
2019-11-06,4.2,2.0,28.2,40.8,18.7,0.7
2019-11-07,4.2,2.0,30.9,50.0,17.6,0.7
2019-11-08,4.2,2.0,37.6,59.0,28.6,0.7
2019-11-09,4.2,2.0,41.7,55.4,29.5,0.7
2019-11-10,4.4,2.0,37.4,45.0,24.3,0.7
2019-11-11,4.4,2.0,28.9,39.7,22.3,0.6
2019-11-12,4.6,2.0,37.2,50.0,28.8,0.6
2019-11-13,4.7,2.0,34.9,43.0,27.3,0.6
2019-11-14,4.7,2.0,32.9,50.2,26.4,0.6
2019-11-15,5.1,2.0,37.6,52.7,28.8,0.7
2019-11-16,5.3,2.0,34.7,41.7,30.7,0.6
2019-11-17,5.8,2.0,39.2,43.3,33.6,0.5
2019-11-18,5.8,1.0,39.2,47.3,31.8,0.5
2019-11-19,6.2,1.0,35.1,41.2,32.9,0.5
2019-11-20,6.2,1.0,30.0,35.2,21.6,0.5
2019-11-21,6.2,1.0,23.9,37.0,17.8,0.5
2019-11-22,6.2,1.0,30.2,45.1,21.2,0.5
2019-11-23,6.2,2.0,33.3,45.9,21.6,0.7
2019-11-24,6.5,4.0,33.3,39.9,27.3,1.0
2019-11-25,6.9,7.0,25.9,34.7,20.5,1.5
2019-11-26,6.9,4.0,18.5,29.1,10.2,1.5
2019-11-27,7.0,5.0,21.2,26.1,14.5,1.6
2019-11-28,7.1,5.0,11.8,22.3,0.3,1.6
2019-11-29,7.1,3.0,9.5,14.7,-0.2,1.6
2019-11-30,7.2,6.0,15.3,27.5,4.5,1.7
2019-12-01,7.2,7.0,19.2,30.7,2.8,2.0
2019-12-02,7.2,6.0,33.3,37.6,28.9,2.0
2019-12-03,7.2,6.0,33.6,44.4,26.6,2.0
2019-12-04,7.2,6.0,32.4,40.3,24.8,2.0
2019-12-05,7.2,5.0,32.4,42.3,26.6,2.0
2019-12-06,7.2,5.0,28.4,40.5,20.7,1.9
2019-12-07,7.6,6.0,31.8,38.3,21.7,2.2
2019-12-08,7.8,6.0,31.5,36.7,23.0,2.4
2019-12-09,7.8,6.0,24.8,33.6,16.3,2.4
2019-12-10,7.8,6.0,26.6,40.5,18.0,2.3
2019-12-11,7.9,7.0,31.1,34.9,24.1,2.5
2019-12-12,8.5,13.0,33.1,36.5,30.4,3.1
2019-12-13,9.0,15.0,28.2,32.4,21.7,3.5
2019-12-14,9.3,19.0,25.7,31.8,21.6,3.7
2019-12-15,9.5,22.0,22.1,28.2,17.1,4.0
2019-12-16,9.5,17.0,19.6,27.7,10.9,3.9
2019-12-17,9.5,17.0,20.8,33.3,13.5,3.9
2019-12-18,9.5,16.0,21.0,33.6,10.9,3.9
2019-12-19,10.0,20.0,30.7,34.9,21.9,4.3
2019-12-20,10.1,18.0,35.4,40.8,32.9,4.4
2019-12-21,10.1,18.0,36.5,47.5,32.2,4.4
2019-12-22,10.1,17.0,30.2,42.8,23.0,4.4
2019-12-23,10.3,20.0,31.1,38.5,23.0,4.5
2019-12-24,10.3,18.0,30.7,35.6,27.0,4.5
2019-12-25,10.3,18.0,19.2,31.8,4.6,4.5
2019-12-26,10.4,18.0,9.3,29.7,-0.4,4.5
2019-12-27,10.4,17.0,21.4,27.7,12.9,4.5
2019-12-28,10.4,17.0,23.4,27.0,20.8,4.5
2019-12-29,10.5,18.0,26.2,34.2,21.4,4.6
2019-12-30,10.5,18.0,27.0,31.5,23.4,4.6
2019-12-31,11.1,24.0,31.5,34.9,27.3,5.2
2020-01-01,12.5,35.0,32.9,35.2,30.4,6.6
2020-01-02,12.9,39.0,28.8,30.7,27.5,7.1
2020-01-03,12.9,38.0,31.1,38.3,20.8,7.2
2020-01-04,13.4,37.0,27.3,35.8,20.5,7.7
2020-01-05,13.7,38.0,24.4,32.0,16.7,8.0
2020-01-06,14.5,45.0,28.6,32.2,24.8,8.8
2020-01-07,15.0,44.0,34.0,37.9,32.0,9.2
2020-01-08,15.3,47.0,29.3,34.0,23.2,9.6
2020-01-09,15.5,48.0,21.7,25.9,16.7,9.8
2020-01-10,15.8,48.0,19.2,26.8,7.0,10.1
2020-01-11,16.4,55.0,27.7,31.8,25.0,10.6
2020-01-12,16.8,56.0,25.5,31.1,21.9,11.1
2020-01-13,17.1,55.0,20.1,23.7,15.3,11.3
2020-01-14,17.4,56.0,19.8,23.5,15.1,11.6
2020-01-15,17.4,52.0,11.3,26.4,-3.6,11.6
2020-01-16,17.4,50.0,23.2,37.9,12.2,11.6
2020-01-17,17.6,50.0,22.5,28.8,18.9,11.7
2020-01-18,17.6,49.0,25.9,35.2,17.2,11.7
2020-01-19,17.6,47.0,27.0,42.4,15.3,11.6
2020-01-20,17.6,45.0,26.8,39.7,13.6,11.6
2020-01-21,18.0,50.0,33.1,40.8,29.1,11.7
2020-01-22,18.2,50.0,29.8,32.4,28.0,11.9
2020-01-23,18.3,47.0,33.4,37.2,30.2,12.0
2020-01-24,18.3,46.0,33.6,37.6,30.0,12.0
2020-01-25,18.6,44.0,32.9,37.6,27.3,12.1
2020-01-26,18.8,46.0,30.7,36.9,23.0,12.2
2020-01-27,18.8,47.0,28.0,36.1,19.8,12.2
2020-01-28,19.3,48.0,32.7,41.7,25.0,12.5
2020-01-29,19.4,49.0,33.1,40.5,30.4,12.6
2020-01-30,19.4,47.0,27.7,36.9,17.4,12.7
2020-01-31,19.6,47.0,34.2,39.2,20.1,12.9
2020-02-01,20.1,48.0,37.9,46.9,29.5,13.4
2020-02-02,20.1,48.0,22.1,29.5,6.1,13.4
2020-02-03,20.1,45.0,11.3,25.9,-3.5,13.4
2020-02-04,20.1,46.0,18.3,23.4,13.1,13.4
2020-02-05,20.8,52.0,26.6,31.3,20.1,13.7
2020-02-06,21.9,61.0,31.5,34.0,28.9,14.8
2020-02-07,22.6,64.0,32.9,35.6,29.7,15.5
2020-02-08,23.0,66.0,29.5,35.6,24.6,15.9
2020-02-09,23.0,66.0,25.3,30.0,21.4,15.9
2020-02-10,23.3,63.0,25.9,37.4,18.7,16.0
2020-02-11,23.6,64.0,28.0,35.8,22.1,16.2
2020-02-12,23.6,60.0,28.4,38.1,24.8,16.2
2020-02-13,23.6,60.0,30.2,48.2,16.7,16.2
2020-02-14,24.2,66.0,27.7,31.6,25.3,16.6
2020-02-15,24.4,65.0,28.0,32.9,25.3,16.7
