date,PREC_DAILY,WTEQ_DAILY
1985-10-01,0.2,1.7
1985-10-02,0.2,1.7
1985-10-03,0.3,1.9
1985-10-04,0.5,2.0
1985-10-05,0.6,2.1
1985-10-06,0.6,2.1
1985-10-07,0.6,2.1
1985-10-08,0.6,2.2
1985-10-09,1.0,2.2
1985-10-10,1.0,2.2
1985-10-11,1.0,2.2
1985-10-12,1.0,2.4
1985-10-13,1.1,2.4
1985-10-14,1.1,2.4
1985-10-15,1.1,2.5
1985-10-16,1.1,2.5
1985-10-17,1.1,2.5
1985-10-18,1.1,2.5
1985-10-19,1.3,2.5
1985-10-20,1.3,2.5
1985-10-21,1.3,2.5
1985-10-22,1.3,2.5
1985-10-23,1.3,2.5
1985-10-24,1.3,2.5
1985-10-25,1.3,2.5
1985-10-26,1.3,2.5
1985-10-27,1.3,2.6
1985-10-28,1.3,2.5
1985-10-29,1.3,2.4
1985-10-30,1.3,2.4
1985-10-31,1.3,2.3
1985-11-01,1.3,2.3
1985-11-02,1.3,2.3
1985-11-03,1.3,2.3
1985-11-04,1.3,2.3
1985-11-05,1.3,2.2
1985-11-06,1.3,2.1
1985-11-07,1.6,2.5
1985-11-08,2.4,3.1
1985-11-09,2.4,3.1
1985-11-10,2.4,3.1
1985-11-11,2.6,3.2
1985-11-12,2.6,3.2
1985-11-13,2.6,3.4
1985-11-14,2.7,3.4
1985-11-15,2.7,3.4
1985-11-16,2.7,3.4
1985-11-17,2.7,3.4
1985-11-18,2.7,3.4
1985-11-19,2.7,3.4
1985-11-20,2.7,3.5
1985-11-21,2.7,3.6
1985-11-22,2.7,3.7
1985-11-23,2.7,3.8
1985-11-24,2.7,4.0
1985-11-25,2.7,4.0
1985-11-26,2.8,4.1
1985-11-27,2.8,4.1
1985-11-28,2.8,4.1
1985-11-29,2.8,4.1
1985-11-30,2.8,4.1
1985-12-01,3.0,4.1
1985-12-02,3.1,4.3
1985-12-03,3.3,4.5
1985-12-04,3.4,4.5
1985-12-05,3.4,4.5
1985-12-06,3.4,4.5
1985-12-07,3.4,4.5
1985-12-08,3.8,5.2
1985-12-09,3.9,5.3
1985-12-10,4.0,5.4
1985-12-11,4.0,5.4
1985-12-12,4.1,5.5
1985-12-13,4.3,5.7
1985-12-14,4.3,5.7
1985-12-15,4.3,5.7
1985-12-16,4.4,5.7
1985-12-17,4.4,5.7
1985-12-18,4.5,5.7
1985-12-19,4.5,5.7
1985-12-20,4.5,5.7
1985-12-21,4.5,5.7
1985-12-22,4.5,5.7
1985-12-23,4.5,5.7
1985-12-24,4.6,5.7
1985-12-25,4.6,5.7
1985-12-26,4.6,5.7
1985-12-27,4.6,5.7
1985-12-28,4.6,5.8
1985-12-29,4.6,5.8
1985-12-30,4.6,5.8
1985-12-31,4.6,5.8
1986-01-01,4.6,5.8
1986-01-02,4.6,5.8
1986-01-03,4.7,5.8
1986-01-04,4.7,5.8
1986-01-05,4.8,5.8
1986-01-06,4.8,5.8
1986-01-07,4.8,5.9
1986-01-08,5.1,6.1
1986-01-09,5.1,6.1
1986-01-10,5.1,6.0
1986-01-11,5.1,6.0
1986-01-12,5.1,6.0
1986-01-13,5.1,6.0
1986-01-14,5.1,6.1
1986-01-15,5.1,6.1
1986-01-16,5.1,6.1
1986-01-17,5.1,6.1
1986-01-18,5.5,6.3
1986-01-19,5.5,6.4
1986-01-20,5.5,6.4
1986-01-21,5.5,6.4
1986-01-22,5.7,6.5
1986-01-23,5.7,6.5
1986-01-24,5.7,6.5
1986-01-25,5.7,6.5
1986-01-26,5.7,6.7
1986-01-27,5.7,6.7
1986-01-28,5.7,6.7
1986-01-29,5.7,6.7
1986-01-30,5.7,6.7
1986-01-31,5.7,6.7
1986-02-01,5.7,6.7
1986-02-02,5.7,6.7
1986-02-03,5.7,6.7
1986-02-04,5.7,6.7
1986-02-05,5.9,6.9
1986-02-06,6.2,7.1
1986-02-07,6.2,7.1
1986-02-08,6.2,7.1
1986-02-09,6.3,7.1
1986-02-10,6.3,7.1
1986-02-11,6.4,7.2
1986-02-12,6.5,7.3
1986-02-13,6.8,7.7
1986-02-14,7.0,7.8
1986-02-15,7.0,7.9
1986-02-16,7.1,8.0
1986-02-17,7.4,8.5
1986-02-18,7.6,8.7
1986-02-19,8.0,9.1
1986-02-20,8.3,9.2
1986-02-21,8.3,9.3
1986-02-22,8.4,9.4
1986-02-23,8.5,9.6
1986-02-24,8.6,9.5
1986-02-25,8.6,9.5
1986-02-26,8.6,9.5
1986-02-27,8.6,9.5
1986-02-28,8.6,9.5
1986-03-01,8.6,9.6
1986-03-02,8.6,9.6
1986-03-03,8.6,9.5
1986-03-04,8.6,9.5
1986-03-05,8.6,9.4
1986-03-06,8.6,9.5
1986-03-07,8.7,9.6
1986-03-08,8.7,9.6
1986-03-09,8.7,9.6
1986-03-10,8.7,9.6
1986-03-11,8.8,9.6
1986-03-12,8.8,9.6
1986-03-13,8.8,9.6
1986-03-14,8.8,9.6
1986-03-15,8.8,9.6
1986-03-16,9.0,9.9
1986-03-17,9.7,10.5
1986-03-18,10.1,10.6
1986-03-19,10.1,10.6
1986-03-20,10.1,11.0
1986-03-21,10.1,11.0
1986-03-22,10.1,10.9
1986-03-23,10.1,10.8
1986-03-24,10.1,10.8
1986-03-25,10.1,10.8
1986-03-26,10.1,10.8
1986-03-27,10.1,10.8
1986-03-28,10.1,10.7
1986-03-29,10.1,10.6
1986-03-30,10.1,10.5
1986-03-31,10.1,10.5
1986-04-01,10.2,10.5
1986-04-02,10.4,11.0
1986-04-03,10.7,11.2
1986-04-04,10.7,11.1
1986-04-05,10.7,11.0
1986-04-06,10.8,11.0
1986-04-07,10.8,11.0
1986-04-08,11.1,11.1
1986-04-09,11.1,11.2
1986-04-10,11.1,11.3
1986-04-11,11.3,11.4
1986-04-12,11.4,11.6
1986-04-13,11.7,11.8
1986-04-14,11.8,11.9
1986-04-15,11.9,11.9
1986-04-16,11.9,11.9
1986-04-17,12.1,11.9
