date,PREC_DAILY,WTEQ_DAILY
1985-10-01,0.0,0.0
1985-10-02,0.0,0.0
1985-10-03,0.0,0.0
1985-10-04,0.0,0.0
1985-10-05,0.0,0.0
1985-10-06,0.1,0.1
1985-10-07,0.1,0.2
1985-10-08,0.8,0.6
1985-10-09,0.8,0.6
1985-10-10,0.8,0.6
1985-10-11,1.0,0.7
1985-10-12,1.3,0.7
1985-10-13,1.3,0.7
1985-10-14,1.3,0.7
1985-10-15,1.3,0.7
1985-10-16,1.3,0.7
1985-10-17,1.3,0.7
1985-10-18,1.3,0.7
1985-10-19,1.3,0.7
1985-10-20,1.3,0.7
1985-10-21,1.8,1.5
1985-10-22,2.2,1.9
1985-10-23,2.6,2.4
1985-10-24,2.7,2.6
1985-10-25,2.8,2.7
1985-10-26,2.8,2.5
1985-10-27,2.9,2.5
1985-10-28,2.9,2.5
1985-10-29,2.9,2.5
1985-10-30,2.9,2.5
1985-10-31,2.9,2.5
1985-11-01,2.9,2.5
1985-11-02,2.9,2.5
1985-11-03,2.9,2.5
1985-11-04,2.9,2.5
1985-11-05,2.9,2.7
1985-11-06,3.2,2.9
1985-11-07,4.0,3.2
1985-11-08,4.4,3.2
1985-11-09,4.4,3.2
1985-11-10,4.6,3.6
1985-11-11,4.7,3.9
1985-11-12,4.7,3.9
1985-11-13,4.7,3.9
1985-11-14,4.7,3.9
1985-11-15,4.7,3.9
1985-11-16,4.8,4.1
1985-11-17,5.3,4.3
1985-11-18,5.5,4.3
1985-11-19,5.5,4.3
1985-11-20,5.8,4.7
1985-11-21,5.9,4.9
1985-11-22,5.9,4.9
1985-11-23,6.1,5.0
1985-11-24,6.3,5.3
1985-11-25,6.3,5.3
1985-11-26,6.3,5.3
1985-11-27,6.5,5.5
1985-11-28,6.5,5.5
1985-11-29,6.5,5.5
1985-11-30,6.7,5.7
1985-12-01,6.8,5.8
1985-12-02,7.2,6.8
1985-12-03,7.9,7.1
1985-12-04,7.9,7.1
1985-12-05,8.0,7.2
1985-12-06,8.0,7.4
1985-12-07,8.1,7.8
1985-12-08,8.6,7.9
1985-12-09,8.6,7.9
1985-12-10,8.6,7.9
1985-12-11,8.6,7.9
1985-12-12,8.6,7.9
1985-12-13,8.6,7.9
1985-12-14,8.6,7.9
1985-12-15,8.6,7.9
1985-12-16,8.6,7.9
1985-12-17,8.6,7.9
1985-12-18,8.6,7.9
1985-12-19,8.6,7.9
1985-12-20,8.6,7.9
1985-12-21,8.6,7.9
1985-12-22,8.6,7.9
1985-12-23,8.6,7.9
1985-12-24,8.6,7.9
1985-12-25,8.6,7.9
1985-12-26,8.6,7.9
1985-12-27,8.6,7.9
1985-12-28,8.6,7.9
1985-12-29,8.6,7.9
1985-12-30,8.6,7.9
1985-12-31,8.6,7.9
1986-01-01,9.3,8.7
1986-01-02,9.3,8.8
1986-01-03,9.6,8.9
1986-01-04,9.6,8.9
1986-01-05,10.3,10.0
1986-01-06,10.6,10.1
1986-01-07,10.6,10.1
1986-01-08,10.6,10.1
1986-01-09,10.6,10.1
1986-01-10,10.7,10.1
1986-01-11,10.7,10.1
1986-01-12,10.7,10.1
1986-01-13,10.7,10.1
1986-01-14,10.7,10.1
1986-01-15,10.7,10.3
1986-01-16,11.5,11.6
1986-01-17,11.6,11.6
1986-01-18,11.6,11.6
1986-01-19,11.8,11.6
1986-01-20,12.1,11.6
1986-01-21,12.2,11.6
1986-01-22,12.3,12.0
1986-01-23,12.4,12.1
1986-01-24,12.5,12.2
1986-01-25,12.6,12.2
1986-01-26,12.6,12.2
1986-01-27,12.6,12.2
1986-01-28,12.7,12.4
1986-01-29,12.8,12.7
1986-01-30,12.8,12.7
1986-01-31,13.0,12.7
1986-02-01,13.4,13.1
1986-02-02,13.9,13.8
1986-02-03,14.0,13.6
1986-02-04,14.1,13.6
