stationId,durCode,SENSOR_NUM,sensorType,date,obsDate,value,dataFlag,units
VVL,D,3,SNOW WC,1998-10-1 00:00,1998-10-1 00:00,1.74, ,INCHES
VVL,D,3,SNOW WC,1998-10-2 00:00,1998-10-2 00:00,1.67, ,INCHES
VVL,D,3,SNOW WC,1998-10-3 00:00,1998-10-3 00:00,1.58, ,INCHES
VVL,D,3,SNOW WC,1998-10-4 00:00,1998-10-4 00:00,1.35, ,INCHES
VVL,D,3,SNOW WC,1998-10-5 00:00,1998-10-5 00:00,1.58, ,INCHES
VVL,D,3,SNOW WC,1998-10-6 00:00,1998-10-6 00:00,-9.13, ,INCHES
VVL,D,3,SNOW WC,1998-10-7 00:00,1998-10-7 00:00,-9999.0, ,INCHES
VVL,D,3,SNOW WC,1998-10-8 00:00,1998-10-8 00:00,1.39, ,INCHES
VVL,D,3,SNOW WC,1998-10-9 00:00,1998-10-9 00:00,1.35, ,INCHES
VVL,D,3,SNOW WC,1998-10-10 00:00,1998-10-10 00:00,1.29, ,INCHES
VVL,D,3,SNOW WC,1998-10-11 00:00,1998-10-11 00:00,1.35, ,INCHES
VVL,D,3,SNOW WC,1998-10-12 00:00,1998-10-12 00:00,1.36, ,INCHES
VVL,D,3,SNOW WC,1998-10-13 00:00,1998-10-13 00:00,1.42, ,INCHES
VVL,D,3,SNOW WC,1998-10-14 00:00,1998-10-14 00:00,1.37, ,INCHES
VVL,D,3,SNOW WC,1998-10-15 00:00,1998-10-15 00:00,1.36, ,INCHES
VVL,D,3,SNOW WC,1998-10-16 00:00,1998-10-16 00:00,10.54, ,INCHES
VVL,D,3,SNOW WC,1998-10-17 00:00,1998-10-17 00:00,10.58, ,INCHES
VVL,D,3,SNOW WC,1998-10-18 00:00,1998-10-18 00:00,10.45, ,INCHES
VVL,D,3,SNOW WC,1998-10-19 00:00,1998-10-19 00:00,10.76, ,INCHES
VVL,D,3,SNOW WC,1998-10-20 00:00,1998-10-20 00:00,10.77, ,INCHES
VVL,D,3,SNOW WC,1998-10-21 00:00,1998-10-21 00:00,10.82, ,INCHES
VVL,D,3,SNOW WC,1998-10-22 00:00,1998-10-22 00:00,10.55, ,INCHES
VVL,D,3,SNOW WC,1998-10-23 00:00,1998-10-23 00:00,-0.14, ,INCHES
VVL,D,3,SNOW WC,1998-10-24 00:00,1998-10-24 00:00,0.03, ,INCHES
VVL,D,3,SNOW WC,1998-10-25 00:00,1998-10-25 00:00,1.03, ,INCHES
VVL,D,3,SNOW WC,1998-10-26 00:00,1998-10-26 00:00,-9999.0, ,INCHES
VVL,D,3,SNOW WC,1998-10-27 00:00,1998-10-27 00:00,0.19, ,INCHES
VVL,D,3,SNOW WC,1998-10-28 00:00,1998-10-28 00:00,0.21, ,INCHES
VVL,D,3,SNOW WC,1998-10-29 00:00,1998-10-29 00:00,0.13, ,INCHES
VVL,D,3,SNOW WC,1998-10-30 00:00,1998-10-30 00:00,0.32, ,INCHES
VVL,D,3,SNOW WC,1998-10-31 00:00,1998-10-31 00:00,0.05, ,INCHES
VVL,D,3,SNOW WC,1998-11-1 00:00,1998-11-1 00:00,0.24, ,INCHES
VVL,D,3,SNOW WC,1998-11-2 00:00,1998-11-2 00:00,-0.07, ,INCHES
VVL,D,3,SNOW WC,1998-11-3 00:00,1998-11-3 00:00,0.05, ,INCHES
VVL,D,3,SNOW WC,1998-11-4 00:00,1998-11-4 00:00,-0.04, ,INCHES
VVL,D,3,SNOW WC,1998-11-5 00:00,1998-11-5 00:00,0.02, ,INCHES
VVL,D,3,SNOW WC,1998-11-6 00:00,1998-11-6 00:00,0.01, ,INCHES
VVL,D,3,SNOW WC,1998-11-7 00:00,1998-11-7 00:00,0.92, ,INCHES
VVL,D,3,SNOW WC,1998-11-8 00:00,1998-11-8 00:00,2.64, ,INCHES
VVL,D,3,SNOW WC,1998-11-9 00:00,1998-11-9 00:00,2.53, ,INCHES
