date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2015-10-01,0.1,0.0,47.7,57.7,39.7,0.0
2015-10-02,0.6,0.0,40.1,46.8,37.0,0.0
2015-10-03,0.9,0.0,38.3,43.0,35.2,0.0
2015-10-04,0.9,0.0,35.4,38.5,32.7,0.0
2015-10-05,1.1,0.0,41.5,57.0,32.2,0.0
2015-10-06,1.2,0.0,41.5,52.3,32.0,0.0
2015-10-07,1.2,0.0,46.2,58.5,37.2,0.0
2015-10-08,1.2,0.0,44.4,55.8,33.4,0.0
2015-10-09,1.2,0.0,48.2,60.4,34.3,0.0
2015-10-10,1.2,0.0,54.1,63.9,47.5,0.0
2015-10-11,1.2,0.0,46.0,54.0,38.5,0.0
2015-10-12,1.2,0.0,47.3,59.9,38.3,0.0
2015-10-13,1.2,0.0,49.3,60.6,43.0,0.0
2015-10-14,1.2,0.0,48.6,60.6,36.5,0.0
2015-10-15,1.2,0.0,37.9,52.9,27.5,0.0
2015-10-16,1.2,0.0,42.8,63.5,26.8,0.0
2015-10-17,1.2,0.0,46.0,61.9,29.7,0.0
2015-10-18,1.2,0.0,43.2,55.0,31.3,0.0
2015-10-19,1.2,0.0,37.4,46.2,31.3,0.0
2015-10-20,1.3,0.0,36.3,44.6,33.1,0.0
2015-10-21,1.3,0.0,34.0,40.6,29.7,0.0
2015-10-22,1.4,0.0,38.3,50.4,30.2,0.0
2015-10-23,1.4,0.0,35.4,47.3,28.4,0.0
2015-10-24,1.4,0.0,37.4,47.7,30.6,0.0
2015-10-25,1.5,0.0,39.9,47.7,34.7,0.0
2015-10-26,1.7,4.0,34.2,40.1,28.2,0.4
2015-10-27,1.7,4.0,28.4,35.2,23.7,0.4
2015-10-28,1.7,3.0,32.9,43.5,24.8,0.4
2015-10-29,1.7,2.0,31.8,38.5,27.3,0.4
2015-10-30,1.7,2.0,29.8,37.0,22.1,0.4
2015-10-31,1.8,2.0,36.3,39.7,31.3,0.5
2015-11-01,1.9,3.0,35.6,40.6,30.0,0.6
2015-11-02,1.9,3.0,31.1,38.5,24.8,0.7
2015-11-03,1.9,3.0,33.6,42.6,27.0,0.7
2015-11-04,2.1,4.0,24.3,34.2,16.2,0.8
2015-11-05,2.3,6.0,20.5,26.4,18.1,0.9
2015-11-06,2.4,7.0,19.4,29.3,15.1,1.0
2015-11-07,2.4,6.0,32.5,47.3,18.0,1.0
2015-11-08,2.4,6.0,34.3,41.4,28.0,1.0
2015-11-09,2.5,9.0,30.7,40.6,22.1,1.2
2015-11-10,2.5,8.0,20.5,31.3,13.3,1.2
2015-11-11,2.5,7.0,19.4,28.2,13.1,1.2
2015-11-12,2.6,9.0,21.4,27.1,19.2,1.3
2015-11-13,2.7,8.0,29.7,37.9,19.4,1.3
2015-11-14,2.7,8.0,36.5,44.8,28.9,1.3
2015-11-15,2.7,8.0,33.3,44.1,26.1,1.3
2015-11-16,2.7,8.0,26.2,35.4,17.4,1.3
2015-11-17,2.7,8.0,22.8,31.3,14.4,1.3
2015-11-18,2.8,9.0,19.6,25.9,14.0,1.4
2015-11-19,3.3,15.0,21.9,27.7,15.1,1.9
2015-11-20,3.4,15.0,13.6,27.5,3.2,2.0
2015-11-21,3.7,14.0,19.4,27.5,5.2,2.1
2015-11-22,3.7,13.0,31.8,41.5,23.4,2.1
2015-11-23,3.7,12.0,33.8,40.8,28.6,2.1
2015-11-24,3.7,12.0,30.7,38.5,21.9,2.1
2015-11-25,3.8,13.0,14.5,21.9,5.7,2.2
2015-11-26,3.8,13.0,5.5,14.0,-5.3,2.2
2015-11-27,3.8,13.0,4.6,18.3,-6.5,2.2
2015-11-28,3.9,14.0,12.4,21.9,0.9,2.3
2015-11-29,3.9,14.0,10.8,20.3,-0.9,2.3
2015-11-30,4.0,14.0,10.2,17.1,5.4,2.4
2015-12-01,4.0,13.0,19.4,29.3,11.7,2.4
2015-12-02,4.0,13.0,25.3,36.7,17.6,2.4
2015-12-03,4.0,13.0,30.2,41.0,9.3,2.4
2015-12-04,4.0,13.0,28.4,34.9,19.6,2.4
2015-12-05,4.0,13.0,22.1,28.9,16.3,2.4
2015-12-06,4.0,13.0,29.3,39.0,23.2,2.4
2015-12-07,4.3,14.0,29.5,32.7,23.7,2.6
2015-12-08,4.5,16.0,32.4,35.6,30.0,2.8
2015-12-09,4.8,18.0,30.6,37.6,19.8,3.0
2015-12-10,5.0,19.0,24.8,32.5,19.4,3.2
2015-12-11,5.0,18.0,14.0,23.7,2.1,3.2
2015-12-12,5.0,17.0,12.7,23.2,1.4,3.2
2015-12-13,5.0,17.0,26.1,35.6,16.2,3.2
2015-12-14,5.2,20.0,20.5,27.7,11.3,3.4
2015-12-15,5.2,20.0,13.3,23.2,8.4,3.4
2015-12-16,5.3,21.0,10.8,17.8,7.3,3.5
2015-12-17,5.4,20.0,7.5,18.5,-2.4,3.6
2015-12-18,5.4,20.0,25.5,30.0,17.8,3.6
2015-12-19,5.4,19.0,27.9,32.4,24.1,3.6
2015-12-20,5.5,21.0,19.6,25.7,13.6,3.7
2015-12-21,5.7,22.0,19.0,24.1,13.3,3.9
2015-12-22,5.8,23.0,15.1,20.7,9.5,4.0
2015-12-23,5.8,22.0,9.5,17.2,5.7,4.0
2015-12-24,5.8,22.0,8.6,15.1,-0.2,4.0
2015-12-25,5.8,22.0,3.9,16.0,-10.7,4.0
2015-12-26,5.8,22.0,0.0,15.8,-15.2,4.0
2015-12-27,5.9,23.0,10.9,34.7,-4.7,4.1
2015-12-28,5.9,22.0,8.1,25.7,-1.8,4.1
2015-12-29,5.9,22.0,8.4,19.2,-2.2,4.1
2015-12-30,5.9,22.0,4.1,10.9,0.0,4.1
2015-12-31,5.9,22.0,-0.8,15.8,-12.3,4.1
2016-01-01,5.9,21.0,8.4,30.6,-7.8,4.1
2016-01-02,5.9,21.0,11.8,32.9,-5.4,4.1
2016-01-03,6.0,21.0,27.5,40.6,16.5,4.1
2016-01-04,6.0,21.0,27.9,38.5,15.1,4.1
2016-01-05,6.1,21.0,27.3,34.7,21.2,4.1
2016-01-06,6.1,21.0,22.8,31.6,13.8,4.1
2016-01-07,6.1,21.0,22.1,29.1,15.8,4.2
2016-01-08,6.1,21.0,17.8,24.4,11.1,4.2
2016-01-09,6.1,22.0,14.2,21.6,7.9,4.3
2016-01-10,6.1,22.0,14.5,27.0,5.7,4.3
2016-01-11,6.1,22.0,19.9,28.6,14.0,4.3
2016-01-12,6.1,22.0,22.8,27.1,16.5,4.3
2016-01-13,6.1,22.0,26.8,33.8,19.6,4.3
2016-01-14,6.1,22.0,17.6,24.4,9.9,4.3
2016-01-15,6.1,22.0,11.5,21.2,5.9,4.3
2016-01-16,6.2,23.0,17.2,23.5,8.1,4.4
2016-01-17,6.3,24.0,23.2,27.7,20.5,4.5
2016-01-18,6.3,23.0,25.7,32.9,14.4,4.5
2016-01-19,6.4,24.0,23.2,32.7,14.7,4.6
2016-01-20,6.4,24.0,21.0,26.6,16.7,4.6
2016-01-21,6.4,24.0,24.1,30.9,13.8,4.6
2016-01-22,6.4,24.0,32.4,41.2,28.0,4.6
2016-01-23,6.4,24.0,28.2,38.5,23.4,4.6
2016-01-24,6.4,24.0,20.7,29.5,14.0,4.6
2016-01-25,6.4,24.0,13.3,23.2,5.0,4.6
2016-01-26,6.4,24.0,22.8,33.4,11.3,4.7
2016-01-27,6.4,24.0,30.4,39.2,25.0,4.7
2016-01-28,6.5,23.0,32.5,41.5,25.5,4.7
2016-01-29,6.6,25.0,26.4,29.3,22.3,4.8
2016-01-30,6.8,28.0,17.8,28.0,8.6,5.1
2016-01-31,6.8,27.0,7.2,19.8,-4.2,5.1
2016-02-01,7.0,29.0,9.3,14.2,2.5,5.4
2016-02-02,7.0,28.0,4.3,17.1,-3.3,5.4
2016-02-03,7.1,29.0,6.4,14.7,-0.6,5.5
2016-02-04,7.1,28.0,13.6,22.1,8.6,5.5
2016-02-05,7.2,28.0,17.8,27.5,10.6,5.5
2016-02-06,7.3,28.0,24.6,34.5,17.2,5.5
2016-02-07,7.3,28.0,24.3,31.1,19.0,5.5
2016-02-08,7.4,28.0,30.6,40.1,25.2,5.5
2016-02-09,7.4,27.0,36.3,49.3,29.3,5.5
2016-02-10,7.4,27.0,37.2,46.8,32.2,5.5
2016-02-11,7.4,27.0,37.2,45.0,32.5,5.5
2016-02-12,7.4,27.0,38.1,47.5,33.1,5.5
2016-02-13,7.4,27.0,29.3,37.9,20.3,5.5
2016-02-14,7.4,28.0,25.0,29.8,21.0,5.6
2016-02-15,7.6,31.0,30.2,33.6,26.6,6.0
2016-02-16,7.6,31.0,30.7,38.1,28.0,6.0
2016-02-17,7.7,29.0,36.7,48.0,28.6,6.0
2016-02-18,7.9,32.0,28.8,36.9,19.4,6.3
2016-02-19,8.1,33.0,24.8,31.5,21.2,6.4
2016-02-20,8.1,32.0,21.0,30.0,9.9,6.4
2016-02-21,8.2,32.0,19.8,34.9,1.9,6.4
2016-02-22,8.2,32.0,20.7,33.3,5.7,6.4
2016-02-23,8.2,32.0,16.0,34.7,-6.0,6.4
2016-02-24,8.3,32.0,24.6,34.9,17.1,6.5
2016-02-25,8.4,31.0,29.8,41.7,22.1,6.5
2016-02-26,8.5,31.0,35.1,46.6,22.5,6.5
2016-02-27,8.5,32.0,31.6,40.5,26.2,6.6
2016-02-28,8.5,31.0,29.1,39.4,20.7,6.6
2016-02-29,8.6,33.0,23.5,33.8,13.5,6.8
2016-03-01,8.6,33.0,27.0,34.7,13.5,6.8
2016-03-02,8.6,33.0,27.1,31.3,23.7,6.8
2016-03-03,8.7,32.0,34.2,45.9,25.9,6.8
2016-03-04,8.7,32.0,32.5,46.2,23.5,6.8
2016-03-05,8.7,31.0,36.5,47.5,23.7,6.8
2016-03-06,8.7,31.0,35.6,48.0,28.4,6.9
2016-03-07,8.7,31.0,24.6,34.3,12.2,6.9
2016-03-08,8.7,31.0,25.0,40.3,4.8,6.9
2016-03-09,8.8,32.0,24.4,34.7,19.0,7.0
2016-03-10,8.8,31.0,35.1,45.0,24.8,7.0
2016-03-11,8.8,31.0,39.7,49.5,28.2,7.1
2016-03-12,8.8,31.0,32.7,45.3,24.6,7.1
2016-03-13,8.8,31.0,30.6,39.0,27.1,7.1
2016-03-14,9.3,35.0,23.5,33.8,10.9,7.4
2016-03-15,9.5,36.0,15.6,24.8,9.1,7.6
2016-03-16,9.5,34.0,16.0,27.9,7.7,7.6
2016-03-17,9.6,35.0,14.0,29.5,-5.3,7.7
2016-03-18,9.7,35.0,7.5,27.3,-9.2,7.7
2016-03-19,9.7,34.0,21.0,42.8,-9.2,7.7
2016-03-20,9.7,33.0,35.6,49.1,18.1,7.7
2016-03-21,9.7,33.0,36.0,46.6,27.1,7.7
2016-03-22,9.8,35.0,28.6,36.7,23.5,7.9
2016-03-23,9.8,34.0,25.7,37.4,18.5,7.9
2016-03-24,10.0,37.0,25.7,37.4,17.2,8.1
2016-03-25,10.2,39.0,19.8,31.1,12.0,8.4
2016-03-26,10.2,38.0,20.5,37.2,0.3,8.4
2016-03-27,10.3,37.0,28.6,38.8,18.3,8.5
2016-03-28,10.6,42.0,30.6,42.3,26.1,8.9
2016-03-29,11.1,47.0,26.2,32.7,23.2,9.4
2016-03-30,11.2,42.0,29.5,41.5,21.7,9.4
2016-03-31,11.2,42.0,26.4,38.8,13.8,9.4
2016-04-01,11.3,41.0,29.7,45.0,14.5,9.4
2016-04-02,11.3,39.0,35.4,48.6,20.5,9.3
2016-04-03,11.3,38.0,37.9,52.0,30.4,9.2
2016-04-04,11.4,37.0,37.8,53.8,26.2,9.2
2016-04-05,11.4,37.0,27.3,37.8,18.1,9.2
2016-04-06,11.4,35.0,37.0,50.0,26.1,9.2
2016-04-07,11.4,34.0,39.4,54.9,26.4,9.2
2016-04-08,11.4,33.0,38.8,56.1,20.1,9.0
2016-04-09,11.4,32.0,44.8,56.8,35.2,8.4
2016-04-10,11.5,31.0,36.5,50.0,30.4,8.4
2016-04-11,11.5,30.0,39.6,52.5,29.7,8.4
2016-04-12,11.5,29.0,41.0,55.9,29.8,8.2
2016-04-13,11.5,28.0,37.2,45.1,30.0,8.2
2016-04-14,11.7,31.0,30.9,43.0,20.5,8.5
2016-04-15,11.8,28.0,27.0,40.8,15.6,8.7
2016-04-16,11.8,28.0,25.9,39.9,12.7,8.7
