datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_tdg_Mean,00047_tdg_Mean_cd,00060_Mean,00060_Mean_cd
2015-10-01 00:00:00+00:00,18.0,A,14150000,745.0,A,793.0,A,1490.0,A
2015-10-02 00:00:00+00:00,18.0,A,14150000,750.0,A,797.0,A,1480.0,A
2015-10-03 00:00:00+00:00,18.0,A,14150000,744.0,A,791.0,A,1480.0,A
2015-10-04 00:00:00+00:00,18.0,A,14150000,741.0,A,788.0,A,1480.0,A
2015-10-05 00:00:00+00:00,17.9,A,14150000,741.0,A,788.0,A,1480.0,A
2015-10-06 00:00:00+00:00,17.9,A,14150000,746.0,A,791.0,A,1480.0,A
2015-10-07 00:00:00+00:00,17.9,A,14150000,748.0,A,794.0,A,1480.0,A
2015-10-08 00:00:00+00:00,17.9,A,14150000,747.0,A,793.0,A,1460.0,A
2015-10-09 00:00:00+00:00,17.9,A,14150000,745.0,A,791.0,A,1460.0,A
2015-10-10 00:00:00+00:00,18.0,A,14150000,744.0,A,789.0,A,1460.0,A
2015-10-11 00:00:00+00:00,17.8,A,14150000,748.0,A,793.0,A,1470.0,A
2015-10-12 00:00:00+00:00,17.6,A,14150000,748.0,A,793.0,A,1460.0,A
2015-10-13 00:00:00+00:00,17.5,A,14150000,749.0,A,794.0,A,1460.0,A
2015-10-14 00:00:00+00:00,17.3,A,14150000,747.0,A,791.0,A,1470.0,A
2015-10-15 00:00:00+00:00,17.3,A,14150000,744.0,A,788.0,A,1460.0,A
2015-10-16 00:00:00+00:00,17.2,A,14150000,743.0,A,784.0,A,1380.0,A
2015-10-17 00:00:00+00:00,17.2,A,14150000,743.0,A,780.0,A,1280.0,A
2015-10-18 00:00:00+00:00,17.3,A,14150000,745.0,A,785.0,A,1280.0,A
2015-10-19 00:00:00+00:00,17.1,A,14150000,747.0,A,786.0,A,1290.0,A
2015-10-20 00:00:00+00:00,17.2,A,14150000,750.0,A,794.0,A,1290.0,A
2015-10-21 00:00:00+00:00,16.9,A,14150000,749.0,A,792.0,A,1290.0,A
2015-10-22 00:00:00+00:00,16.8,A,14150000,750.0,A,793.0,A,1280.0,A
2015-10-23 00:00:00+00:00,16.4,A,14150000,747.0,A,789.0,A,1260.0,A
2015-10-24 00:00:00+00:00,16.4,A,14150000,743.0,A,786.0,A,1260.0,A
2015-10-25 00:00:00+00:00,16.1,A,14150000,741.0,A,781.0,A,1260.0,A
2015-10-26 00:00:00+00:00,16.1,A,14150000,746.0,A,789.0,A,1260.0,A
2015-10-27 00:00:00+00:00,15.8,A,14150000,745.0,A,786.0,A,1260.0,A
2015-10-28 00:00:00+00:00,15.8,A,14150000,746.0,A,788.0,A,1290.0,A
2015-10-29 00:00:00+00:00,15.9,A,14150000,749.0,A,793.0,A,1300.0,A
2015-10-30 00:00:00+00:00,15.6,A,14150000,746.0,A,779.0,A,1270.0,A
2015-10-31 00:00:00+00:00,15.8,A,14150000,743.0,A,735.0,A,1260.0,A
2015-11-01 00:00:00+00:00,15.5,A,14150000,745.0,A,733.0,A,1250.0,A
2015-11-02 00:00:00+00:00,15.4,A,14150000,744.0,A,733.0,A,1270.0,A
2015-11-03 00:00:00+00:00,15.1,A,14150000,747.0,A,732.0,A,1280.0,A
2015-11-04 00:00:00+00:00,14.8,A,14150000,750.0,A,734.0,A,1310.0,A
2015-11-05 00:00:00+00:00,14.6,A,14150000,752.0,A,734.0,A,1320.0,A
2015-11-06 00:00:00+00:00,14.4,A,14150000,752.0,A,736.0,A,1280.0,A
2015-11-07 00:00:00+00:00,14.0,A,14150000,746.0,A,732.0,A,1290.0,A
2015-11-08 00:00:00+00:00,13.7,A,14150000,742.0,A,729.0,A,1320.0,A
2015-11-09 00:00:00+00:00,13.4,A,14150000,744.0,A,730.0,A,1320.0,A
2015-11-10 00:00:00+00:00,13.3,A,14150000,752.0,A,734.0,A,1330.0,A
2015-11-11 00:00:00+00:00,13.1,A,14150000,754.0,A,734.0,A,1330.0,A
2015-11-12 00:00:00+00:00,13.0,A,14150000,753.0,A,734.0,A,1310.0,A
2015-11-13 00:00:00+00:00,13.0,A,14150000,748.0,A,731.0,A,1310.0,A
2015-11-14 00:00:00+00:00,12.9,A,14150000,739.0,A,729.0,A,1310.0,A
2015-11-15 00:00:00+00:00,12.5,A,14150000,741.0,A,725.0,A,1310.0,A
2015-11-16 00:00:00+00:00,12.3,A,14150000,751.0,A,732.0,A,1310.0,A
2015-11-17 00:00:00+00:00,12.4,A,14150000,749.0,A,734.0,A,1300.0,A
2015-11-18 00:00:00+00:00,12.3,A,14150000,752.0,A,748.0,A,1360.0,A
2015-11-19 00:00:00+00:00,12.3,A,14150000,748.0,A,734.0,A,1330.0,A
2015-11-20 00:00:00+00:00,12.1,A,14150000,753.0,A,736.0,A,1420.0,A
2015-11-21 00:00:00+00:00,11.8,A,14150000,751.0,A,732.0,A,1430.0,A
2015-11-22 00:00:00+00:00,11.6,A,14150000,746.0,A,728.0,A,1420.0,A
2015-11-23 00:00:00+00:00,11.4,A,14150000,742.0,A,726.0,A,1420.0,A
2015-11-24 00:00:00+00:00,11.1,A,14150000,741.0,A,726.0,A,1410.0,A
2015-11-25 00:00:00+00:00,10.9,A,14150000,748.0,A,731.0,A,1440.0,A
2015-11-26 00:00:00+00:00,10.5,A,14150000,752.0,A,731.0,A,1570.0,A
2015-11-27 00:00:00+00:00,9.9,A,14150000,752.0,A,730.0,A,1610.0,A
2015-11-28 00:00:00+00:00,9.5,A,14150000,750.0,A,728.0,A,1610.0,A
2015-11-29 00:00:00+00:00,9.2,A,14150000,749.0,A,728.0,A,1580.0,A
2015-11-30 00:00:00+00:00,8.9,A,14150000,749.0,A,728.0,A,1510.0,A
2015-12-01 00:00:00+00:00,9.0,A,14150000,748.0,A,733.0,A,1490.0,A
2015-12-02 00:00:00+00:00,9.1,A,14150000,744.0,A,736.0,A,1500.0,A
2015-12-03 00:00:00+00:00,9.2,A,14150000,736.0,A,733.0,A,1590.0,A
2015-12-04 00:00:00+00:00,9.3,A,14150000,748.0,A,736.0,A,3230.0,A
2015-12-05 00:00:00+00:00,9.2,A,14150000,744.0,A,733.0,A,3380.0,A
2015-12-06 00:00:00+00:00,9.3,A,14150000,745.0,A,734.0,A,3480.0,A
2015-12-07 00:00:00+00:00,9.5,A,14150000,743.0,A,735.0,A,3480.0,A
2015-12-08 00:00:00+00:00,9.7,A,14150000,743.0,A,737.0,A,3540.0,A
2015-12-09 00:00:00+00:00,9.7,A,14150000,741.0,A,737.0,A,3630.0,A
2015-12-10 00:00:00+00:00,9.5,A,14150000,733.0,A,731.0,A,3550.0,A
2015-12-11 00:00:00+00:00,9.2,A,14150000,737.0,A,784.0,A,7380.0,A
2015-12-12 00:00:00+00:00,9.1,A,14150000,741.0,A,800.0,A,8120.0,A
2015-12-13 00:00:00+00:00,8.9,A,14150000,742.0,A,799.0,A,8170.0,A
2015-12-14 00:00:00+00:00,8.7,A,14150000,750.0,A,805.0,A,8290.0,A
2015-12-15 00:00:00+00:00,8.3,A,14150000,754.0,A,811.0,A,8370.0,A
2015-12-16 00:00:00+00:00,8.1,A,14150000,751.0,A,809.0,A,8200.0,A
2015-12-17 00:00:00+00:00,8.1,A,14150000,741.0,A,801.0,A,8050.0,A
2015-12-18 00:00:00+00:00,8.2,A,14150000,741.0,A,801.0,A,8100.0,A
2015-12-19 00:00:00+00:00,8.0,A,14150000,744.0,A,803.0,A,8120.0,A
2015-12-20 00:00:00+00:00,7.8,A,14150000,742.0,A,781.0,A,6430.0,A
2015-12-21 00:00:00+00:00,7.8,A,14150000,735.0,A,738.0,A,3740.0,A
2015-12-22 00:00:00+00:00,7.7,A,14150000,737.0,A,737.0,A,3800.0,A
2015-12-23 00:00:00+00:00,7.6,A,14150000,740.0,A,816.0,A,10800.0,A
2015-12-24 00:00:00+00:00,7.4,A,14150000,739.0,A,847.0,A,13100.0,A
2015-12-25 00:00:00+00:00,7.3,A,14150000,752.0,A,858.0,A,13100.0,A
2015-12-26 00:00:00+00:00,7.2,A,14150000,756.0,A,865.0,A,13000.0,A
2015-12-27 00:00:00+00:00,7.1,A,14150000,747.0,A,857.0,A,13000.0,A
2015-12-28 00:00:00+00:00,7.1,A,14150000,748.0,A,858.0,A,13000.0,A
2015-12-29 00:00:00+00:00,7.0,A,14150000,748.0,A,844.0,A,10000.0,A
2015-12-30 00:00:00+00:00,6.9,A,14150000,752.0,A,800.0,A,5930.0,A
2015-12-31 00:00:00+00:00,6.6,A,14150000,754.0,A,775.0,A,4990.0,A
2016-01-01 00:00:00+00:00,6.3,A,14150000,751.0,A,753.0,A,4330.0,A
2016-01-02 00:00:00+00:00,6.0,A,14150000,747.0,A,744.0,A,4320.0,A
2016-01-03 00:00:00+00:00,5.8,A,14150000,743.0,A,738.0,A,4320.0,A
2016-01-04 00:00:00+00:00,5.9,A,14150000,737.0,A,735.0,A,4310.0,A
2016-01-05 00:00:00+00:00,6.0,A,14150000,734.0,A,735.0,A,3990.0,A
2016-01-06 00:00:00+00:00,6.0,A,14150000,735.0,A,734.0,A,3080.0,A
2016-01-07 00:00:00+00:00,6.0,A,14150000,743.0,A,738.0,A,2560.0,A
2016-01-08 00:00:00+00:00,5.9,A,14150000,745.0,A,740.0,A,2310.0,A
2016-01-09 00:00:00+00:00,6.0,A,14150000,747.0,A,743.0,A,2300.0,A
2016-01-10 00:00:00+00:00,5.9,A,14150000,749.0,A,743.0,A,2300.0,A
2016-01-11 00:00:00+00:00,6.0,A,14150000,749.0,A,745.0,A,2290.0,A
2016-01-12 00:00:00+00:00,6.1,A,14150000,742.0,A,743.0,A,2290.0,A
2016-01-13 00:00:00+00:00,6.2,A,14150000,742.0,A,742.0,A,2320.0,A
2016-01-14 00:00:00+00:00,6.1,A,14150000,743.0,A,741.0,A,3690.0,A
2016-01-15 00:00:00+00:00,6.0,A,14150000,744.0,A,746.0,A,4270.0,A
2016-01-16 00:00:00+00:00,6.0,A,14150000,743.0,A,763.0,A,5020.0,A
