date,WTEQ_DAILY
1978-10-01,0.0
1978-10-02,0.0
1978-10-03,0.0
1978-10-04,0.0
1978-10-05,0.0
1978-10-06,0.0
1978-10-07,0.0
1978-10-08,0.0
1978-10-09,0.0
1978-10-10,0.0
1978-10-11,0.0
1978-10-12,0.0
1978-10-13,0.0
1978-10-14,0.0
1978-10-15,0.0
1978-10-16,0.0
1978-10-17,0.0
1978-10-18,0.0
1978-10-19,0.0
1978-10-20,0.0
1978-10-21,0.0
1978-10-22,0.1
1978-10-23,0.1
1978-10-24,0.1
1978-10-25,0.1
1978-10-26,0.1
1978-10-27,0.2
1978-10-28,0.3
1978-10-29,0.0
1978-10-30,0.0
1978-10-31,0.4
1978-11-01,0.4
1978-11-02,0.4
1978-11-03,0.4
1978-11-04,0.4
1978-11-05,0.4
1978-11-06,0.4
1978-11-07,0.4
1978-11-08,0.7
1978-11-09,0.7
1978-11-10,0.7
1978-11-11,0.7
1978-11-12,0.8
1978-11-13,0.8
1978-11-14,0.8
1978-11-15,0.9
1978-11-16,1.1
1978-11-17,1.3
1978-11-18,1.5
1978-11-19,1.5
1978-11-20,1.5
1978-11-21,1.6
1978-11-22,1.6
1978-11-23,1.6
1978-11-24,1.6
1978-11-25,1.6
1978-11-26,1.9
1978-11-27,2.4
1978-11-28,2.5
1978-11-29,3.0
1978-11-30,3.2
1978-12-01,3.4
1978-12-02,3.7
1978-12-03,4.6
1978-12-04,4.8
1978-12-05,5.0
1978-12-06,5.0
1978-12-07,5.1
1978-12-08,5.4
1978-12-09,5.8
1978-12-10,5.9
1978-12-11,6.0
1978-12-12,6.2
1978-12-13,6.2
1978-12-14,6.4
1978-12-15,6.6
1978-12-16,6.7
1978-12-17,6.8
1978-12-18,7.0
1978-12-19,7.4
1978-12-20,7.8
1978-12-21,8.0
1978-12-22,8.2
1978-12-23,8.3
1978-12-24,8.6
1978-12-25,8.7
1978-12-26,8.8
1978-12-27,8.8
1978-12-28,8.8
1978-12-29,8.8
1978-12-30,8.8
1978-12-31,9.0
1979-01-01,9.0
1979-01-02,9.1
1979-01-03,9.2
1979-01-04,9.2
1979-01-05,9.3
1979-01-06,9.4
1979-01-07,9.5
1979-01-08,9.5
1979-01-09,9.8
1979-01-10,10.0
1979-01-11,10.2
1979-01-12,10.4
1979-01-13,10.4
1979-01-14,10.4
1979-01-15,10.4
1979-01-16,10.6
1979-01-17,10.6
1979-01-18,10.8
1979-01-19,11.0
1979-01-20,11.2
1979-01-21,11.2
1979-01-22,11.3
1979-01-23,11.3
1979-01-24,11.3
1979-01-25,11.3
1979-01-26,11.4
1979-01-27,11.4
1979-01-28,11.4
1979-01-29,11.5
1979-01-30,11.5
1979-01-31,11.7
1979-02-01,12.0
1979-02-02,12.0
1979-02-03,12.3
1979-02-04,12.6
1979-02-05,13.0
1979-02-06,13.2
1979-02-07,13.6
1979-02-08,14.0
1979-02-09,14.4
1979-02-10,14.4
1979-02-11,14.4
1979-02-12,14.5
1979-02-13,14.8
1979-02-14,14.8
1979-02-15,14.8
1979-02-16,14.8
1979-02-17,14.8
1979-02-18,14.9
1979-02-19,15.0
1979-02-20,15.0
1979-02-21,15.2
1979-02-22,15.2
1979-02-23,15.2
1979-02-24,15.2
1979-02-25,15.3
1979-02-26,15.5
1979-02-27,15.5
1979-02-28,15.5
1979-03-01,15.5
1979-03-02,15.5
1979-03-03,15.3
1979-03-04,15.2
1979-03-05,15.0
1979-03-06,15.5
1979-03-07,15.6
1979-03-08,15.6
1979-03-09,15.6
1979-03-10,15.6
1979-03-11,15.6
1979-03-12,15.7
1979-03-13,15.7
1979-03-14,15.6
1979-03-15,15.7
1979-03-16,15.8
1979-03-17,15.8
1979-03-18,15.8
1979-03-19,15.8
1979-03-20,15.8
1979-03-21,15.8
1979-03-22,15.6
1979-03-23,15.5
1979-03-24,15.5
1979-03-25,15.6
1979-03-26,15.6
1979-03-27,15.8
1979-03-28,16.0
1979-03-29,16.1
1979-03-30,16.3
1979-03-31,16.3
1979-04-01,16.3
1979-04-02,16.3
1979-04-03,16.3
1979-04-04,16.3
1979-04-05,16.3
1979-04-06,16.5
1979-04-07,16.5
1979-04-08,16.6
1979-04-09,16.8
1979-04-10,16.8
1979-04-11,16.8
1979-04-12,17.0
1979-04-13,17.1
1979-04-14,17.3
1979-04-15,17.5
1979-04-16,17.5
1979-04-17,17.5
1979-04-18,17.5
1979-04-19,17.3
1979-04-20,17.3
1979-04-21,17.1
1979-04-22,17.3
1979-04-23,17.5
1979-04-24,17.3
1979-04-25,16.8
1979-04-26,16.6
1979-04-27,15.7
1979-04-28,15.2
1979-04-29,14.5
1979-04-30,14.0
1979-05-01,13.4
1979-05-02,12.6
1979-05-03,12.1
1979-05-04,11.9
1979-05-05,11.9
1979-05-06,12.0
1979-05-07,12.0
1979-05-08,12.0
1979-05-09,11.8
1979-05-10,11.0
1979-05-11,10.4
1979-05-12,9.8
1979-05-13,9.1
