date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,WTEQ_DAILY
2008-10-01,0.0,0.0,49.6,0.0
2008-10-02,0.0,0.0,49.5,0.0
2008-10-03,0.0,0.0,49.5,0.0
2008-10-04,0.7,0.0,43.2,0.0
2008-10-05,0.8,0.0,40.8,0.0
2008-10-06,0.8,0.0,42.4,0.0
2008-10-07,0.8,0.0,45.3,0.0
2008-10-08,0.8,0.0,46.0,0.0
2008-10-09,0.8,0.0,50.9,0.0
2008-10-10,0.9,0.0,46.0,0.0
2008-10-11,1.0,0.0,29.7,0.0
2008-10-12,1.0,0.0,26.2,0.0
2008-10-13,1.0,0.0,29.7,0.0
2008-10-14,1.1,0.0,37.6,0.0
2008-10-15,1.1,0.0,39.2,0.0
2008-10-16,1.1,0.0,41.7,0.0
2008-10-17,1.1,0.0,42.8,0.0
2008-10-18,1.1,0.0,42.4,0.0
2008-10-19,1.1,0.0,44.2,0.0
2008-10-20,1.1,0.0,45.5,0.0
2008-10-21,1.1,0.0,45.1,0.0
2008-10-22,1.1,0.0,39.0,0.0
2008-10-23,1.1,0.0,39.0,0.0
2008-10-24,1.1,0.0,41.9,0.0
2008-10-25,1.2,0.0,47.3,0.0
2008-10-26,1.2,0.0,46.0,0.0
2008-10-27,1.2,0.0,43.7,0.0
2008-10-28,1.2,0.0,44.6,0.0
2008-10-29,1.2,0.0,43.7,0.0
2008-10-30,1.2,0.0,42.1,0.0
2008-10-31,1.2,0.0,43.0,0.0
2008-11-01,1.2,0.0,46.2,0.0
2008-11-02,1.5,0.0,43.7,0.0
2008-11-03,1.6,0.0,40.1,0.0
2008-11-04,1.7,0.0,35.1,0.0
2008-11-05,1.7,0.0,23.7,0.0
2008-11-06,1.7,0.0,28.4,0.0
2008-11-07,1.7,0.0,36.3,0.0
2008-11-08,1.7,0.0,38.1,0.0
2008-11-09,1.7,0.0,33.1,0.0
2008-11-10,1.7,0.0,30.6,0.0
2008-11-11,1.7,0.0,31.8,0.0
2008-11-12,1.7,0.0,39.6,0.0
2008-11-13,1.7,0.0,44.2,0.0
2008-11-14,1.7,0.0,38.7,0.0
2008-11-15,1.7,0.0,38.3,0.0
2008-11-16,1.8,0.0,39.0,0.0
2008-11-17,1.8,0.0,39.6,0.0
2008-11-18,1.8,0.0,36.7,0.0
2008-11-19,1.8,0.0,36.1,0.0
2008-11-20,1.8,0.0,33.1,0.0
2008-11-21,1.8,0.0,31.3,0.0
2008-11-22,1.8,0.0,34.2,0.0
2008-11-23,1.8,0.0,37.4,0.0
2008-11-24,1.8,0.0,30.2,0.0
2008-11-25,1.8,0.0,35.2,0.0
2008-11-26,2.5,2.0,34.5,0.6
2008-11-27,2.9,4.0,31.8,1.0
2008-11-28,3.0,4.0,34.7,0.9
2008-11-29,3.0,2.0,37.8,0.6
2008-11-30,3.0,0.0,39.9,0.0
2008-12-01,3.0,0.0,39.0,0.0
2008-12-02,3.0,0.0,39.7,0.0
2008-12-03,3.0,0.0,30.7,0.0
2008-12-04,3.0,0.0,27.1,0.0
2008-12-05,3.0,0.0,28.9,0.0
2008-12-06,3.0,0.0,34.5,0.0
2008-12-07,3.0,0.0,34.0,0.0
2008-12-08,3.0,0.0,30.4,0.0
2008-12-09,3.0,0.0,24.4,0.0
2008-12-10,3.1,0.0,34.2,0.0
2008-12-11,3.1,0.0,32.7,0.0
2008-12-12,3.1,0.0,33.6,0.0
2008-12-13,3.3,3.0,28.6,0.2
2008-12-14,3.3,2.0,4.8,0.2
2008-12-15,4.3,14.0,13.1,1.5
2008-12-16,4.4,14.0,19.6,1.7
2008-12-17,5.2,18.0,14.9,2.6
2008-12-18,5.7,19.0,23.9,3.0
2008-12-19,5.7,16.0,20.1,3.0
2008-12-20,5.7,14.0,17.6,3.0
2008-12-21,5.7,14.0,27.1,3.0
2008-12-22,6.4,19.0,27.3,3.8
2008-12-23,6.4,18.0,9.7,3.8
2008-12-24,6.6,18.0,16.5,4.0
2008-12-25,7.8,28.0,27.0,6.2
2008-12-26,7.9,27.0,13.8,6.3
2008-12-27,7.9,25.0,6.8,6.3
2008-12-28,7.9,24.0,17.6,6.3
2008-12-29,7.9,23.0,24.4,6.3
2008-12-30,7.9,24.0,27.7,6.3
2008-12-31,7.9,23.0,26.1,6.3
2009-01-01,8.0,23.0,27.1,6.3
2009-01-02,8.0,20.0,32.9,6.3
2009-01-03,8.0,23.0,19.9,6.4
2009-01-04,8.0,23.0,2.8,6.4
2009-01-05,8.2,21.0,9.1,6.5
2009-01-06,8.2,22.0,26.2,6.5
2009-01-07,8.2,22.0,25.2,6.5
2009-01-08,8.2,21.0,31.6,6.5
2009-01-09,8.2,21.0,25.2,6.5
2009-01-10,8.2,21.0,23.4,6.5
2009-01-11,8.2,21.0,25.5,6.5
2009-01-12,8.2,21.0,25.3,6.5
2009-01-13,8.2,20.0,34.3,6.5
2009-01-14,8.2,21.0,34.2,6.5
2009-01-15,8.2,20.0,30.4,6.5
2009-01-16,8.2,21.0,24.3,6.5
2009-01-17,8.2,19.0,25.3,6.5
2009-01-18,8.2,20.0,25.0,6.5
2009-01-19,8.2,20.0,26.4,6.5
2009-01-20,8.2,21.0,27.7,6.5
2009-01-21,8.2,19.0,31.1,6.5
2009-01-22,8.2,18.0,37.9,6.5
2009-01-23,8.3,15.0,39.7,6.4
2009-01-24,8.9,14.0,37.0,6.3
2009-01-25,9.6,21.0,31.6,7.2
2009-01-26,9.8,23.0,22.1,7.5
2009-01-27,9.8,22.0,10.8,7.5
2009-01-28,9.8,21.0,18.7,7.5
2009-01-29,9.8,20.0,26.2,7.5
2009-01-30,9.8,20.0,28.0,7.5
2009-01-31,9.8,20.0,23.5,7.5
2009-02-01,9.8,18.0,24.1,7.5
2009-02-02,9.8,18.0,26.2,7.5
2009-02-03,9.8,19.0,31.3,7.5
2009-02-04,9.8,19.0,27.0,7.5
2009-02-05,9.8,18.0,31.6,7.5
2009-02-06,9.8,19.0,32.5,7.6
2009-02-07,10.1,19.0,31.5,7.9
2009-02-08,10.6,28.0,28.2,8.5
2009-02-09,11.1,34.0,23.0,9.2
2009-02-10,11.1,31.0,17.4,9.2
2009-02-11,11.1,30.0,18.9,9.2
2009-02-12,11.3,35.0,19.2,9.5
2009-02-13,11.7,35.0,13.5,9.9
2009-02-14,11.7,37.0,18.1,9.9
2009-02-15,11.8,36.0,14.7,10.0
2009-02-16,12.5,41.0,29.7,10.7
2009-02-17,12.6,38.0,24.1,10.9
2009-02-18,12.6,38.0,17.4,10.9
2009-02-19,12.6,37.0,20.3,11.2
2009-02-20,12.6,36.0,24.6,11.2
2009-02-21,12.6,35.0,26.1,11.2
2009-02-22,12.7,34.0,35.2,11.2
2009-02-23,13.0,32.0,38.5,11.4
2009-02-24,13.0,30.0,39.0,11.4
2009-02-25,13.0,30.0,36.9,11.4
2009-02-26,13.0,29.0,32.9,11.4
2009-02-27,13.0,29.0,30.4,11.4
2009-02-28,13.0,29.0,30.6,11.4
2009-03-01,13.0,28.0,33.1,11.4
2009-03-02,13.0,26.0,40.1,11.4
2009-03-03,13.0,25.0,45.0,11.3
2009-03-04,13.0,24.0,39.4,11.3
2009-03-05,13.0,24.0,34.2,11.3
2009-03-06,13.1,24.0,29.7,11.4
2009-03-07,13.1,24.0,24.1,11.5
2009-03-08,13.2,24.0,28.8,11.6
2009-03-09,13.5,28.0,31.1,11.9
2009-03-10,13.5,27.0,21.4,11.9
2009-03-11,13.5,26.0,27.3,11.9
2009-03-12,13.5,24.0,31.8,11.9
2009-03-13,13.5,24.0,33.1,11.9
2009-03-14,13.5,23.0,32.7,11.9
2009-03-15,13.5,23.0,35.4,11.6
2009-03-16,13.5,21.0,37.4,11.1
2009-03-17,13.5,20.0,41.4,10.5
2009-03-18,13.5,19.0,41.7,10.0
2009-03-19,13.5,18.0,41.0,9.7
2009-03-20,13.5,17.0,41.2,9.5
2009-03-21,13.5,15.0,41.2,8.4
2009-03-22,13.6,16.0,34.3,8.5
2009-03-23,13.6,16.0,27.0,8.5
2009-03-24,13.6,16.0,29.8,8.5
2009-03-25,13.6,16.0,33.3,8.1
2009-03-26,13.6,15.0,26.8,7.9
2009-03-27,13.6,14.0,28.4,7.9
2009-03-28,13.6,12.0,39.9,7.5
2009-03-29,13.6,12.0,34.7,7.1
2009-03-30,13.7,12.0,24.1,7.0
2009-03-31,13.7,12.0,31.5,6.9
2009-04-01,13.7,12.0,31.8,6.7
2009-04-02,13.8,9.0,36.3,5.9
2009-04-03,14.1,14.0,31.5,6.4
2009-04-04,14.1,12.0,27.0,6.4
2009-04-05,14.1,10.0,31.5,6.3
2009-04-06,14.1,9.0,34.7,6.3
2009-04-07,14.1,6.0,42.3,4.9
2009-04-08,14.1,6.0,37.8,4.6
2009-04-09,14.1,5.0,39.2,3.7
2009-04-10,14.1,4.0,37.8,2.9
2009-04-11,14.2,4.0,35.4,2.9
2009-04-12,14.2,3.0,40.5,2.1
2009-04-13,14.2,2.0,42.4,1.0
2009-04-14,14.4,1.0,39.6,0.6
2009-04-15,14.5,1.0,27.1,0.6
2009-04-16,14.6,2.0,27.7,0.8
2009-04-17,14.6,1.0,34.0,0.5
2009-04-18,14.6,0.0,41.9,0.0
2009-04-19,14.6,0.0,45.3,0.0
2009-04-20,14.6,0.0,48.0,0.0
2009-04-21,14.6,0.0,48.6,0.0
2009-04-22,14.6,0.0,48.0,0.0
2009-04-23,14.6,0.0,49.8,0.0
2009-04-24,14.6,0.0,50.2,0.0
2009-04-25,14.6,0.0,37.4,0.0
2009-04-26,14.6,0.0,34.7,0.0
2009-04-27,14.6,0.0,41.2,0.0
2009-04-28,14.6,0.0,46.4,0.0
2009-04-29,14.6,0.0,45.5,0.0
2009-04-30,14.6,0.0,48.2,0.0
2009-05-01,14.6,0.0,52.7,0.0
2009-05-02,14.6,0.0,47.1,0.0
2009-05-03,14.6,0.0,48.0,0.0
2009-05-04,14.6,0.0,48.4,0.0
2009-05-05,14.6,0.0,51.8,0.0
2009-05-06,14.6,0.0,52.5,0.0
2009-05-07,14.6,0.0,53.2,0.0
2009-05-08,14.6,0.0,50.0,0.0
2009-05-09,14.6,0.0,51.3,0.0
2009-05-10,14.6,0.0,51.3,0.0
2009-05-11,14.6,0.0,54.1,0.0
2009-05-12,14.6,0.0,51.8,0.0
2009-05-13,14.6,0.0,50.0,0.0
2009-05-14,14.6,0.0,51.4,0.0
2009-05-15,14.6,0.0,52.9,0.0
2009-05-16,14.6,0.0,55.4,0.0
2009-05-17,14.6,0.0,55.2,0.0
2009-05-18,14.6,0.0,60.1,0.0
2009-05-19,14.6,0.0,57.9,0.0
2009-05-20,14.6,0.0,53.6,0.0
2009-05-21,14.6,0.0,52.0,0.0
2009-05-22,14.6,0.0,51.1,0.0
2009-05-23,14.9,0.0,47.7,0.0
2009-05-24,14.9,0.0,51.6,0.0
2009-05-25,14.9,0.0,49.6,0.0
2009-05-26,15.1,0.0,46.8,0.0
2009-05-27,15.1,0.0,49.6,0.0
2009-05-28,15.1,0.0,50.9,0.0
2009-05-29,15.2,0.0,48.4,0.0
2009-05-30,15.2,0.0,48.6,0.0
2009-05-31,15.2,0.0,50.0,0.0
2009-06-01,15.2,0.0,52.3,0.0
2009-06-02,15.2,0.0,52.3,0.0
2009-06-03,15.2,0.0,51.3,0.0
2009-06-04,15.2,0.0,55.0,0.0
2009-06-05,15.3,0.0,52.3,0.0
2009-06-06,15.3,0.0,46.4,0.0
2009-06-07,15.3,0.0,45.7,0.0
2009-06-08,15.3,0.0,48.2,0.0
2009-06-09,15.3,0.0,45.3,0.0
2009-06-10,15.3,0.0,49.5,0.0
2009-06-11,15.3,0.0,48.0,0.0
2009-06-12,15.3,0.0,50.7,0.0
2009-06-13,15.4,0.0,48.6,0.0
2009-06-14,15.4,0.0,49.6,0.0
2009-06-15,15.4,0.0,50.5,0.0
2009-06-16,15.5,0.0,49.3,0.0
2009-06-17,15.5,0.0,47.7,0.0
2009-06-18,15.5,0.0,50.2,0.0
2009-06-19,15.5,0.0,55.2,0.0
2009-06-20,15.7,0.0,52.7,0.0
2009-06-21,15.8,0.0,54.5,0.0
2009-06-22,15.8,0.0,52.3,0.0
2009-06-23,15.8,0.0,57.7,0.0
2009-06-24,15.8,0.0,62.4,0.0
2009-06-25,15.8,0.0,60.3,0.0
2009-06-26,15.8,0.0,52.2,0.0
2009-06-27,15.8,0.0,57.4,0.0
2009-06-28,15.8,0.0,60.4,0.0
2009-06-29,15.8,0.0,60.6,0.0
2009-06-30,15.8,0.0,64.4,0.0
2009-07-01,15.9,0.0,63.5,0.0
2009-07-02,16.0,0.0,56.7,0.0
2009-07-03,16.1,0.0,60.1,0.0
2009-07-04,16.2,0.0,60.4,0.0
2009-07-05,16.2,0.0,61.2,0.0
2009-07-06,16.2,0.0,59.9,0.0
2009-07-07,16.2,0.0,61.2,0.0
2009-07-08,16.2,0.0,61.9,0.0
2009-07-09,16.2,0.0,60.3,0.0
2009-07-10,16.2,0.0,59.5,0.0
2009-07-11,16.2,0.0,63.0,0.0
2009-07-12,16.2,0.0,63.5,0.0
2009-07-13,16.2,0.0,61.9,0.0
2009-07-14,16.2,0.0,62.1,0.0
2009-07-15,16.2,0.0,64.0,0.0
2009-07-16,16.2,0.0,66.2,0.0
2009-07-17,16.2,0.0,67.6,0.0
2009-07-18,16.3,0.0,66.0,0.0
2009-07-19,16.4,0.0,64.9,0.0
2009-07-20,16.5,0.0,61.7,0.0
2009-07-21,16.5,0.0,60.6,0.0
