date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2008-10-01,0.0,0.0,67.1,78.6,52.7,0.0
2008-10-02,0.0,0.0,54.9,58.3,51.8,0.0
2008-10-03,0.0,0.0,53.1,57.7,48.2,0.0
2008-10-04,0.4,0.0,47.8,55.2,41.2,0.0
2008-10-05,0.6,0.0,43.7,50.2,39.0,0.0
2008-10-06,0.9,0.0,51.6,56.5,46.0,0.0
2008-10-07,0.9,0.0,42.8,51.1,39.2,0.0
2008-10-08,0.9,0.0,40.5,50.7,34.7,0.0
2008-10-09,0.9,0.0,36.5,48.2,32.5,0.0
2008-10-10,1.0,0.0,36.1,44.6,32.5,0.0
2008-10-11,1.0,0.0,38.8,48.4,32.7,0.0
2008-10-12,1.2,0.0,42.8,52.2,36.3,0.0
2008-10-13,1.5,0.0,48.2,55.0,40.1,0.0
2008-10-14,1.5,0.0,41.4,49.3,36.3,0.0
2008-10-15,1.5,0.0,41.0,50.5,33.8,0.0
2008-10-16,1.9,0.0,49.1,57.2,40.5,0.0
2008-10-17,1.9,0.0,53.4,63.5,49.1,0.0
2008-10-18,1.9,0.0,43.0,50.2,36.1,0.0
2008-10-19,2.0,0.0,44.2,56.8,34.7,0.0
2008-10-20,2.1,0.0,42.3,50.0,37.6,0.0
2008-10-21,2.1,0.0,41.5,51.4,34.5,0.0
2008-10-22,2.1,0.0,54.5,65.7,44.2,0.0
2008-10-23,2.1,0.0,42.3,53.2,33.6,0.0
2008-10-24,2.1,0.0,42.3,54.0,33.3,0.0
2008-10-25,2.1,0.0,43.3,47.8,38.8,0.0
2008-10-26,2.3,0.0,55.8,64.8,43.7,0.0
2008-10-27,2.3,0.0,60.1,70.0,55.0,0.0
2008-10-28,2.3,0.0,54.1,65.7,42.6,0.0
2008-10-29,2.3,0.0,49.6,62.8,39.2,0.0
2008-10-30,2.3,0.0,57.2,62.4,49.5,0.0
2008-10-31,3.0,0.0,51.4,61.5,46.6,0.0
2008-11-01,3.0,0.0,55.0,60.8,46.4,0.0
2008-11-02,3.6,1.0,43.5,50.2,38.7,0.0
2008-11-03,3.9,0.0,42.3,47.5,39.7,0.0
2008-11-04,4.5,1.0,34.9,39.7,32.7,0.2
2008-11-05,4.6,1.0,36.7,43.3,31.3,0.1
2008-11-06,5.8,1.0,49.6,54.1,39.6,0.2
2008-11-07,5.9,0.0,52.7,55.4,49.6,0.0
2008-11-08,6.1,0.0,50.0,55.0,46.2,0.0
2008-11-09,6.1,0.0,44.8,48.2,41.7,0.0
2008-11-10,6.1,0.0,41.7,48.4,38.1,0.0
2008-11-11,6.7,0.0,45.9,52.5,39.2,0.0
2008-11-12,11.6,0.0,47.5,53.2,43.5,0.0
2008-11-13,11.6,0.0,37.6,43.9,32.9,0.0
2008-11-14,11.6,0.0,45.1,53.2,34.2,0.0
2008-11-15,11.6,0.0,54.9,67.1,45.3,0.0
2008-11-16,11.6,0.0,59.5,67.5,54.0,0.0
2008-11-17,11.6,0.0,63.3,71.8,51.6,0.0
2008-11-18,11.6,0.0,41.7,53.8,35.4,0.0
2008-11-19,11.6,0.0,48.0,55.0,37.2,0.0
2008-11-20,11.9,0.0,42.4,55.4,34.2,0.0
2008-11-21,12.0,0.0,39.9,48.6,34.3,0.0
2008-11-22,12.0,0.0,35.4,39.2,32.9,0.0
2008-11-23,12.1,0.0,41.2,50.7,32.4,0.0
