date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2004-10-01,0.1,0.0,0.0
2004-10-02,0.1,0.0,0.0
2004-10-03,0.1,0.0,0.0
2004-10-04,0.1,0.0,0.0
2004-10-05,0.1,0.0,0.0
2004-10-06,0.1,0.0,0.0
2004-10-07,0.1,0.0,0.0
2004-10-08,0.1,0.0,0.0
2004-10-09,0.1,0.0,0.0
2004-10-10,0.4,0.0,0.0
2004-10-11,0.4,0.0,0.0
2004-10-12,0.4,0.0,0.0
2004-10-13,0.4,0.0,0.0
2004-10-14,0.4,0.0,0.0
2004-10-15,0.4,0.0,0.0
2004-10-16,0.4,0.0,0.0
2004-10-17,0.4,0.0,0.0
2004-10-18,1.3,4.0,0.5
2004-10-19,2.1,3.0,1.1
2004-10-20,3.3,6.0,1.6
2004-10-21,3.9,12.0,2.0
2004-10-22,4.3,14.0,2.2
2004-10-23,4.5,14.0,2.3
2004-10-24,4.7,12.0,2.4
2004-10-25,5.3,17.0,2.8
2004-10-26,5.4,16.0,2.8
2004-10-27,5.7,15.0,3.1
2004-10-28,6.0,17.0,3.3
2004-10-29,6.3,19.0,3.5
2004-10-30,6.4,18.0,3.5
2004-10-31,6.6,19.0,3.8
2004-11-01,6.6,19.0,3.8
2004-11-02,7.0,17.0,3.8
2004-11-03,7.0,16.0,3.7
2004-11-04,7.0,15.0,3.7
2004-11-05,7.0,14.0,3.6
2004-11-06,7.0,13.0,3.5
2004-11-07,7.1,12.0,3.3
2004-11-08,7.1,10.0,3.3
2004-11-09,7.5,18.0,3.9
2004-11-10,7.5,15.0,3.8
2004-11-11,7.5,15.0,3.8
2004-11-12,7.6,15.0,3.9
2004-11-13,7.7,13.0,3.9
2004-11-14,7.8,14.0,3.9
2004-11-15,7.8,14.0,3.9
2004-11-16,7.8,13.0,3.9
2004-11-17,7.8,13.0,3.9
2004-11-18,7.8,13.0,3.9
2004-11-19,7.8,13.0,3.9
2004-11-20,7.8,14.0,3.9
2004-11-21,7.8,14.0,3.9
2004-11-22,7.8,14.0,3.9
2004-11-23,7.8,13.0,3.9
2004-11-24,7.8,13.0,3.9
2004-11-25,8.2,17.0,4.3
2004-11-26,8.5,16.0,4.5
2004-11-27,8.8,21.0,4.8
2004-11-28,9.1,21.0,5.0
2004-11-29,9.1,20.0,5.0
2004-11-30,9.1,20.0,5.0
2004-12-01,9.1,20.0,5.0
2004-12-02,9.1,20.0,5.0
2004-12-03,9.2,20.0,5.0
2004-12-04,9.2,19.0,5.0
2004-12-05,9.2,19.0,5.0
2004-12-06,9.2,19.0,5.0
2004-12-07,9.5,18.0,5.0
2004-12-08,9.9,23.0,5.4
2004-12-09,10.3,29.0,6.0
2004-12-10,10.3,28.0,6.0
2004-12-11,10.3,27.0,6.0
2004-12-12,10.3,26.0,6.0
2004-12-13,10.3,25.0,6.0
2004-12-14,10.3,24.0,6.0
2004-12-15,10.3,25.0,6.0
2004-12-16,10.3,25.0,6.0
2004-12-17,10.3,25.0,6.0
2004-12-18,10.3,25.0,6.0
2004-12-19,10.3,24.0,6.0
2004-12-20,10.3,24.0,6.2
2004-12-21,10.4,25.0,6.2
2004-12-22,10.6,26.0,6.2
2004-12-23,10.6,26.0,6.2
2004-12-24,10.7,26.0,6.2
2004-12-25,10.9,26.0,6.2
2004-12-26,11.0,25.0,6.2
2004-12-27,11.0,26.0,6.2
2004-12-28,11.0,26.0,6.3
2004-12-29,11.6,36.0,7.3
2004-12-30,12.1,41.0,7.8
2004-12-31,12.8,46.0,8.5
2005-01-01,13.1,45.0,8.7
2005-01-02,13.2,42.0,8.7
2005-01-03,13.3,40.0,8.7
2005-01-04,13.3,39.0,8.8
2005-01-05,13.4,42.0,8.9
2005-01-06,13.5,43.0,9.1
2005-01-07,13.7,43.0,9.2
