date,WTEQ_DAILY
1970-10-01,0.0
1970-10-02,0.0
1970-10-03,0.0
1970-10-04,0.0
1970-10-05,0.2
1970-10-06,0.2
1970-10-07,0.2
1970-10-08,0.3
1970-10-09,0.3
1970-10-10,0.3
1970-10-11,0.5
1970-10-12,0.5
1970-10-13,0.5
1970-10-14,0.5
1970-10-15,0.6
1970-10-16,0.6
1970-10-17,0.6
1970-10-18,0.6
1970-10-19,0.6
1970-10-20,0.6
1970-10-21,0.7
1970-10-22,1.7
1970-10-23,2.0
1970-10-24,2.3
1970-10-25,2.3
1970-10-26,2.3
1970-10-27,2.3
1970-10-28,2.3
1970-10-29,2.4
1970-10-30,2.4
1970-10-31,2.4
1970-11-01,2.4
1970-11-02,2.4
1970-11-03,2.4
1970-11-04,2.4
1970-11-05,2.4
1970-11-06,2.4
1970-11-07,2.5
1970-11-08,2.6
1970-11-09,3.0
1970-11-10,3.0
1970-11-11,3.3
1970-11-12,3.4
1970-11-13,3.4
1970-11-14,3.4
1970-11-15,3.4
1970-11-16,3.6
1970-11-17,3.9
1970-11-18,4.5
1970-11-19,5.3
1970-11-20,6.1
1970-11-21,7.2
1970-11-22,7.7
1970-11-23,7.8
1970-11-24,8.0
1970-11-25,8.0
1970-11-26,8.0
1970-11-27,8.1
1970-11-28,8.6
1970-11-29,8.8
1970-11-30,9.0
1970-12-01,9.6
1970-12-02,9.9
1970-12-03,10.2
1970-12-04,10.3
1970-12-05,10.6
1970-12-06,10.9
1970-12-07,10.8
1970-12-08,11.2
1970-12-09,11.3
1970-12-10,11.9
1970-12-11,11.9
1970-12-12,11.9
1970-12-13,12.0
1970-12-14,12.1
1970-12-15,12.3
1970-12-16,12.3
1970-12-17,12.3
1970-12-18,12.3
1970-12-19,12.3
1970-12-20,12.6
1970-12-21,12.6
1970-12-22,12.8
1970-12-23,13.0
1970-12-24,13.1
1970-12-25,13.1
1970-12-26,13.1
1970-12-27,13.4
1970-12-28,14.0
1970-12-29,15.0
1970-12-30,16.2
1970-12-31,16.4
1971-01-01,16.5
1971-01-02,16.5
1971-01-03,16.6
1971-01-04,16.7
1971-01-05,17.0
1971-01-06,17.6
1971-01-07,18.0
1971-01-08,18.5
1971-01-09,19.0
1971-01-10,19.4
1971-01-11,19.5
1971-01-12,19.6
1971-01-13,19.8
1971-01-14,20.5
1971-01-15,22.0
1971-01-16,22.5
1971-01-17,23.1
1971-01-18,23.2
1971-01-19,23.3
1971-01-20,23.5
1971-01-21,23.6
1971-01-22,23.8
1971-01-23,23.8
1971-01-24,24.1
1971-01-25,24.2
1971-01-26,24.2
1971-01-27,24.4
1971-01-28,24.5
1971-01-29,24.6
1971-01-30,24.7
1971-01-31,24.8
1971-02-01,25.0
1971-02-02,25.0
1971-02-03,25.0
1971-02-04,25.5
1971-02-05,25.5
1971-02-06,25.6
1971-02-07,25.7
1971-02-08,26.0
1971-02-09,26.5
1971-02-10,27.0
1971-02-11,27.5
1971-02-12,27.7
1971-02-13,28.0
1971-02-14,28.4
1971-02-15,29.0
1971-02-16,29.2
1971-02-17,29.3
1971-02-18,29.5
1971-02-19,30.0
1971-02-20,30.2
1971-02-21,30.3
1971-02-22,30.5
1971-02-23,31.2
1971-02-24,32.0
1971-02-25,32.6
1971-02-26,32.6
1971-02-27,32.7
1971-02-28,32.7
1971-03-01,32.8
1971-03-02,33.6
1971-03-03,34.0
1971-03-04,34.1
1971-03-05,34.1
1971-03-06,34.5
1971-03-07,34.9
1971-03-08,35.1
1971-03-09,35.3
1971-03-10,35.4
1971-03-11,36.2
1971-03-12,36.2
1971-03-13,36.5
1971-03-14,36.5
1971-03-15,36.6
1971-03-16,36.8
1971-03-17,36.8
1971-03-18,36.9
1971-03-19,36.9
1971-03-20,36.9
1971-03-21,37.4
1971-03-22,37.7
1971-03-23,37.8
1971-03-24,38.4
1971-03-25,39.0
1971-03-26,39.1
1971-03-27,39.2
1971-03-28,39.3
1971-03-29,39.4
1971-03-30,39.4
1971-03-31,39.4
1971-04-01,39.6
1971-04-02,39.7
1971-04-03,39.8
1971-04-04,40.0
1971-04-05,40.0
1971-04-06,40.1
1971-04-07,40.1
1971-04-08,40.1
1971-04-09,40.0
1971-04-10,40.0
1971-04-11,40.0
