 118 2017  13 102 951      FORECAST PRECIPITATION PERCENTILES  (INCHES)                               MEANS      TRAN. ST.DEV. TRANS
YEAR  MN LEAD CD   R    98.   95.   90.   80.   70.   60.   50.   40.   30.   20.   10.    5.    2. F MEAN C MEAN  F SD  C SD    PO
2017   1   1   1 0.00  4.57  5.18  5.74  6.47  7.02  7.51  7.98  8.48  9.02  9.68 10.63 11.44 12.40  7.98  7.98 0.3100 0.3100 0.4800
2017   1   1   2 0.00  6.26  7.08  7.86  8.88  9.69 10.41 11.10 11.87 12.69 13.73 15.25 16.57 18.18 11.10 11.10 0.1500 0.1500 0.2900
2017   1   1   3 0.00  5.46  6.02  6.54  7.22  7.74  8.20  8.65  9.13  9.64 10.28 11.21 12.01 12.97  8.65  8.65 0.1200 0.1200 0.3000
2017   1   1   4 0.00  6.14  6.94  7.71  8.72  9.52 10.23 10.92 11.67 12.49 13.51 15.01 16.32 17.91 10.92 10.92 0.1500 0.1500 0.2900
2017   1   1   5 0.00  5.62  6.09  6.53  7.07  7.48  7.83  8.17  8.52  8.89  9.34  9.97 10.51 11.13  8.17  8.17 0.3100 0.3100 0.5700
2017   1   1   6 0.18  5.84  6.34  6.81  7.41  7.87  8.28  8.67  9.09  9.54 10.10 10.90 11.59 12.42  8.78  8.64 0.0886 0.0900 0.2700
2017   1   1   7 0.41  5.40  6.15  6.87  7.79  8.51  9.15  9.76 10.42 11.13 12.00 13.27 14.36 15.67  9.94  9.90 0.2920 0.3200 0.4300
2017   1   1   8 0.00  5.17  5.92  6.60  7.45  8.08  8.62  9.13  9.67 10.23 10.91 11.86 12.65 13.57  9.13  9.13 0.9500 0.9500 0.7700
2017   1   1   9 0.00  6.07  6.97  7.75  8.71  9.40  9.98 10.52 11.08 11.66 12.35 13.29 14.06 14.93 10.52 10.52 2.3800 2.3800 1.0300
2017   1   1  10 0.22  4.51  5.40  6.26  7.40  8.30  9.10  9.89 10.74 11.66 12.82 14.51 15.97 17.74 10.18 10.21 0.3904 0.4000 0.4400
2017   1   1  11 0.25  6.68  7.66  8.56  9.73 10.62 11.40 12.14 12.94 13.78 14.82 16.30 17.55 19.03 12.32 12.32 0.5617 0.5800 0.5600
2017   1   1  12 0.30  4.92  5.67  6.39  7.36  8.12  8.81  9.48 10.22 11.03 12.04 13.55 14.87 16.49  9.77 10.36 0.1622 0.1700 0.2900
2017   1   1  13 0.10  4.31  5.35  6.31  7.57  8.53  9.37 10.17 11.03 11.94 13.06 14.64 15.99 17.57 10.36 10.84 0.9749 0.9800 0.6600
2017   1   1  14 0.25  3.29  3.75  4.18  4.74  5.17  5.54  5.90  6.29  6.71  7.22  7.95  8.58  9.32  6.00  5.57 0.2905 0.3000 0.4900
2017   1   1  15 0.22  1.46  1.79  2.11  2.51  2.82  3.09  3.35  3.62  3.91  4.27  4.77  5.20  5.70  3.40  3.27 0.4681 0.4800 0.6700
2017   1   1  16 0.20  1.13  1.36  1.59  1.89  2.14  2.35  2.57  2.80  3.05  3.37  3.84  4.26  4.76  2.66  2.47 0.2056 0.2100 0.4100
2017   1   1  17 0.44  1.26  1.47  1.67  1.94  2.15  2.35  2.54  2.75  2.99  3.28  3.72  4.11  4.59  2.63  2.35 0.1079 0.1200 0.2700
2017   1   1  18 0.45  1.09  1.29  1.48  1.72  1.91  2.08  2.25  2.42  2.62  2.85  3.20  3.50  3.85  2.30  2.05 0.2050 0.2300 0.4700
