 115 2020  13 102 951      FORECAST PRECIPITATION PERCENTILES  (INCHES)                               MEANS      TRAN. ST.DEV. TRANS
YEAR  MN LEAD CD   R    98.   95.   90.   80.   70.   60.   50.   40.   30.   20.   10.    5.    2. F MEAN C MEAN  F SD  C SD    PO
2020   1   1   1 0.00  4.57  5.18  5.74  6.47  7.02  7.51  7.98  8.48  9.02  9.68 10.63 11.44 12.40  7.98  7.98 0.3100 0.3100 0.4800
2020   1   1   2 0.00  6.26  7.08  7.86  8.88  9.69 10.41 11.10 11.87 12.69 13.73 15.25 16.57 18.18 11.10 11.10 0.1500 0.1500 0.2900
2020   1   1   3 0.00  5.46  6.02  6.54  7.22  7.74  8.20  8.65  9.13  9.64 10.28 11.21 12.01 12.97  8.65  8.65 0.1200 0.1200 0.3000
2020   1   1   4 0.00  6.14  6.94  7.71  8.72  9.52 10.23 10.92 11.67 12.49 13.51 15.01 16.32 17.91 10.92 10.92 0.1500 0.1500 0.2900
2020   1   1   5 0.39  5.86  6.31  6.71  7.22  7.60  7.92  8.23  8.56  8.90  9.32  9.90 10.39 10.96  8.28  8.17 0.2860 0.3100 0.5700
2020   1   1   6 0.38  6.13  6.62  7.07  7.65  8.09  8.48  8.85  9.25  9.68 10.21 10.97 11.62 12.39  8.95  8.64 0.0831 0.0900 0.2700
2020   1   1   7 0.00  5.15  5.96  6.73  7.74  8.53  9.23  9.90 10.63 11.42 12.40 13.82 15.04 16.51  9.90  9.90 0.3200 0.3200 0.4300
2020   1   1   8 0.27  5.37  6.10  6.75  7.58  8.19  8.71  9.20  9.72 10.27 10.92 11.84 12.60 13.48  9.26  9.13 0.9150 0.9500 0.7700
2020   1   1   9 0.28  6.45  7.31  8.06  8.98  9.64 10.20 10.71 11.25 11.81 12.46 13.37 14.10 14.94 10.72 10.52 2.2826 2.3800 1.0300
2020   1   1  10 0.00  4.62  5.54  6.43  7.62  8.56  9.40 10.21 11.10 12.07 13.28 15.04 16.57 18.43 10.21 10.21 0.4000 0.4000 0.4400
2020   1   1  11 0.39  7.29  8.25  9.14 10.29 11.15 11.91 12.63 13.40 14.22 15.22 16.64 17.84 19.26 12.79 12.32 0.5352 0.5800 0.5600
2020   1   1  12 0.00  5.29  6.12  6.92  7.99  8.84  9.61 10.36 11.18 12.09 13.23 14.91 16.40 18.22 10.36 10.36 0.1700 0.1700 0.2900
2020   1   1  13 0.00  4.79  5.86  6.86  8.16  9.15 10.01 10.84 11.72 12.65 13.80 15.42 16.80 18.41 10.84 10.84 0.9800 0.9800 0.6600
2020   1   1  14 0.26  3.12  3.57  3.99  4.54  4.95  5.32  5.67  6.05  6.46  6.96  7.67  8.29  9.01  5.77  5.57 0.2894 0.3000 0.4900
2020   1   1  15 0.09  1.41  1.75  2.07  2.48  2.79  3.07  3.33  3.61  3.91  4.27  4.79  5.22  5.74  3.39  3.27 0.4780 0.4800 0.6700
2020   1   1  16 0.16  1.12  1.35  1.58  1.89  2.13  2.35  2.57  2.80  3.06  3.38  3.86  4.27  4.78  2.66  2.47 0.2071 0.2100 0.4100
2020   1   1  17 0.22  1.16  1.38  1.58  1.87  2.10  2.30  2.51  2.74  2.99  3.31  3.79  4.22  4.75  2.62  2.35 0.1171 0.1200 0.2700
