date,PREC_DAILY,WTEQ_DAILY
1983-10-01,0.1,0.0
1983-10-02,0.2,0.2
1983-10-03,0.4,0.3
1983-10-04,0.4,0.3
1983-10-05,0.4,0.3
1983-10-06,0.4,0.3
1983-10-07,0.4,0.3
1983-10-08,0.4,0.3
1983-10-09,0.4,0.3
1983-10-10,1.0,0.5
1983-10-11,1.7,1.0
1983-10-12,1.8,1.0
1983-10-13,1.9,1.1
1983-10-14,2.5,1.3
1983-10-15,2.5,1.3
1983-10-16,2.5,1.3
1983-10-17,2.5,1.3
1983-10-18,2.5,1.3
1983-10-19,2.6,1.3
1983-10-20,2.6,1.3
1983-10-21,2.7,1.3
1983-10-22,2.7,1.3
1983-10-23,2.7,1.3
1983-10-24,2.7,1.3
1983-10-25,2.7,1.3
1983-10-26,2.7,1.3
1983-10-27,2.7,1.3
1983-10-28,2.7,1.3
1983-10-29,2.7,1.3
1983-10-30,2.7,1.3
1983-10-31,2.7,1.3
1983-11-01,2.7,1.1
1983-11-02,2.7,1.3
1983-11-03,2.7,1.3
1983-11-04,2.7,1.3
1983-11-05,2.7,1.3
1983-11-06,2.7,1.3
1983-11-07,2.7,1.3
1983-11-08,3.3,1.3
1983-11-09,3.3,1.3
1983-11-10,3.3,1.3
1983-11-11,3.5,1.3
1983-11-12,3.7,1.3
1983-11-13,4.3,1.3
1983-11-14,4.6,1.3
1983-11-15,4.6,1.5
1983-11-16,4.6,1.6
1983-11-17,4.6,1.8
1983-11-18,5.1,2.1
1983-11-19,5.3,2.2
1983-11-20,5.5,2.5
1983-11-21,5.8,2.5
1983-11-22,5.9,2.6
1983-11-23,6.0,2.7
1983-11-24,6.0,3.1
1983-11-25,6.2,3.1
1983-11-26,6.4,3.1
1983-11-27,6.5,3.3
1983-11-28,6.6,3.5
1983-11-29,6.9,3.8
1983-11-30,6.9,3.9
1983-12-01,7.1,4.1
1983-12-02,7.2,4.1
1983-12-03,7.4,4.3
1983-12-04,7.7,4.5
1983-12-05,7.8,4.5
1983-12-06,8.2,5.0
1983-12-07,8.6,5.5
1983-12-08,9.0,5.8
1983-12-09,9.1,5.9
1983-12-10,9.3,6.2
1983-12-11,9.3,6.2
1983-12-12,9.7,6.5
1983-12-13,10.1,6.9
1983-12-14,10.5,7.3
1983-12-15,10.7,7.5
1983-12-16,10.7,7.6
1983-12-17,10.9,7.7
1983-12-18,11.2,8.1
1983-12-19,11.3,8.3
1983-12-20,11.6,8.5
1983-12-21,11.7,8.6
