date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1983-10-01,0.0,34.0,43.3,27.5,0.0
1983-10-02,0.0,36.5,45.3,27.9,0.0
1983-10-03,0.0,42.4,52.9,34.5,0.0
1983-10-04,0.0,45.3,61.0,35.2,0.0
1983-10-05,0.0,41.7,68.5,28.2,0.0
1983-10-06,0.0,40.3,55.9,30.9,0.0
1983-10-07,0.0,38.1,61.3,26.8,0.0
1983-10-08,0.0,40.8,65.3,25.3,0.0
1983-10-09,0.3,42.4,54.7,37.6,0.0
1983-10-10,0.5,39.9,50.5,32.5,0.0
1983-10-11,0.5,39.7,56.5,31.3,0.0
1983-10-12,0.5,39.9,64.9,26.8,0.0
1983-10-13,0.5,41.9,61.3,30.7,0.0
1983-10-14,0.6,38.7,42.6,36.5,0.0
1983-10-15,0.7,37.8,49.8,27.9,0.0
1983-10-16,0.7,35.1,58.3,23.4,0.0
1983-10-17,0.7,37.2,52.0,27.9,0.0
1983-10-18,0.7,36.0,43.7,28.4,0.0
1983-10-19,0.7,36.0,60.3,23.7,0.0
1983-10-20,0.7,40.5,60.3,32.7,0.0
1983-10-21,0.7,41.7,66.6,28.8,0.0
1983-10-22,0.8,43.9,59.0,35.2,0.0
1983-10-23,0.9,36.5,53.1,28.0,0.0
1983-10-24,0.9,34.5,58.6,23.9,0.0
1983-10-25,0.9,45.0,72.0,31.8,0.0
1983-10-26,1.0,45.0,73.9,31.3,0.0
1983-10-27,1.0,45.9,70.5,34.9,0.0
1983-10-28,1.0,44.6,66.9,30.7,0.0
1983-10-29,1.0,46.2,70.3,34.5,0.0
1983-10-30,1.0,41.5,65.1,30.2,0.0
1983-10-31,1.0,46.6,68.4,37.0,0.0
1983-11-01,1.0,46.2,61.5,38.1,0.0
1983-11-02,1.0,41.4,59.0,35.2,0.0
1983-11-03,1.0,42.8,65.8,31.6,0.0
1983-11-04,1.1,41.0,52.7,31.5,0.0
1983-11-05,1.1,35.6,54.3,26.1,0.0
1983-11-06,1.1,36.9,53.1,30.0,0.0
1983-11-07,1.3,31.8,42.4,24.8,0.0
1983-11-08,1.3,29.1,42.4,22.8,0.0
1983-11-09,1.3,27.5,35.8,19.0,0.0
1983-11-10,1.3,32.5,41.0,25.7,0.0
1983-11-11,1.3,32.5,39.9,29.3,0.0
1983-11-12,1.6,33.8,54.9,25.2,0.0
1983-11-13,1.6,32.9,46.2,27.7,0.0
1983-11-14,1.6,31.3,37.0,26.2,0.0
1983-11-15,1.6,32.4,49.5,24.8,0.0
1983-11-16,1.6,30.4,40.1,25.0,0.0
1983-11-17,1.7,32.4,45.0,27.0,0.0
1983-11-18,1.7,32.5,39.7,28.0,0.0
1983-11-19,1.7,31.1,41.9,25.7,0.0
