date,PREC_DAILY,WTEQ_DAILY
1983-10-01,0.0,0.1
1983-10-02,0.0,0.1
1983-10-03,0.0,0.0
1983-10-04,0.1,0.0
1983-10-05,0.1,0.0
1983-10-06,0.1,0.0
1983-10-07,0.1,0.0
1983-10-08,0.5,0.0
1983-10-09,1.0,0.0
1983-10-10,1.1,0.0
1983-10-11,1.1,0.0
1983-10-12,1.1,0.0
1983-10-13,1.3,0.1
1983-10-14,1.3,0.3
1983-10-15,1.3,0.3
1983-10-16,1.3,0.3
1983-10-17,1.7,0.6
1983-10-18,1.8,0.7
1983-10-19,1.8,0.6
1983-10-20,1.8,0.6
1983-10-21,1.8,0.5
1983-10-22,2.1,0.5
1983-10-23,2.1,0.5
1983-10-24,2.1,0.5
1983-10-25,2.1,0.5
1983-10-26,2.1,0.5
1983-10-27,2.1,0.5
1983-10-28,2.3,0.4
1983-10-29,2.3,0.4
1983-10-30,2.3,0.3
1983-10-31,2.3,0.0
1983-11-01,2.3,0.0
1983-11-02,2.3,0.0
1983-11-03,2.4,0.1
1983-11-04,2.8,0.3
1983-11-05,2.8,0.3
1983-11-06,3.3,0.6
1983-11-07,3.4,0.7
1983-11-08,3.5,0.7
1983-11-09,3.5,0.7
1983-11-10,3.5,0.7
1983-11-11,3.8,1.1
1983-11-12,4.1,1.3
1983-11-13,4.2,1.5
1983-11-14,4.2,1.5
1983-11-15,4.2,1.5
1983-11-16,4.3,1.6
1983-11-17,4.6,1.8
1983-11-18,4.7,1.8
1983-11-19,4.9,2.0
1983-11-20,5.0,2.2
1983-11-21,5.1,2.2
1983-11-22,5.1,2.2
1983-11-23,5.2,2.3
1983-11-24,5.9,3.0
1983-11-25,6.0,3.1
1983-11-26,6.1,3.3
1983-11-27,6.2,3.4
1983-11-28,6.5,3.7
1983-11-29,6.5,3.7
1983-11-30,6.6,3.7
1983-12-01,6.6,3.7
1983-12-02,6.7,3.7
1983-12-03,6.7,3.7
1983-12-04,6.7,3.8
1983-12-05,6.9,3.9
1983-12-06,7.3,4.3
1983-12-07,7.9,4.9
1983-12-08,8.1,5.1
1983-12-09,8.3,5.1
1983-12-10,8.4,5.3
1983-12-11,8.6,5.6
1983-12-12,8.8,5.8
1983-12-13,8.9,6.0
