date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2000-10-01,0.0,0.0,0.0
2000-10-02,0.0,0.0,0.0
2000-10-03,0.0,0.0,0.0
2000-10-04,0.0,0.0,0.0
2000-10-05,0.0,0.0,0.0
2000-10-06,0.0,0.0,0.0
2000-10-07,0.0,0.0,0.0
2000-10-08,0.0,0.0,0.0
2000-10-09,0.1,0.0,0.0
2000-10-10,1.2,3.0,1.3
2000-10-11,1.7,9.0,2.0
2000-10-12,1.7,9.0,1.9
2000-10-13,1.9,8.0,1.9
2000-10-14,1.9,8.0,1.9
2000-10-15,1.9,7.0,1.9
2000-10-16,2.0,7.0,2.0
2000-10-17,2.1,6.0,2.0
2000-10-18,2.1,6.0,2.0
2000-10-19,2.1,5.0,2.0
2000-10-20,2.2,4.0,2.0
2000-10-21,2.3,6.0,2.0
2000-10-22,2.4,7.0,2.2
2000-10-23,2.4,6.0,2.2
2000-10-24,2.4,6.0,2.2
2000-10-25,2.7,7.0,2.2
2000-10-26,2.7,7.0,2.2
2000-10-27,3.0,10.0,2.8
2000-10-28,3.1,11.0,3.0
2000-10-29,3.5,12.0,3.1
2000-10-30,4.1,19.0,4.0
2000-10-31,4.9,25.0,4.6
2000-11-01,4.9,25.0,4.6
2000-11-02,4.9,24.0,4.6
2000-11-03,4.9,23.0,4.6
2000-11-04,5.1,21.0,4.6
2000-11-05,5.1,22.0,4.6
2000-11-06,5.1,22.0,4.6
2000-11-07,5.1,22.0,4.6
2000-11-08,5.6,22.0,4.7
2000-11-09,5.9,29.0,5.3
2000-11-10,5.9,31.0,5.3
2000-11-11,5.9,30.0,5.3
2000-11-12,5.9,28.0,5.3
2000-11-13,6.1,26.0,5.3
2000-11-14,6.2,26.0,5.3
2000-11-15,6.2,27.0,5.3
2000-11-16,6.2,26.0,5.3
2000-11-17,6.2,25.0,5.3
2000-11-18,6.3,25.0,5.3
2000-11-19,6.3,25.0,5.3
2000-11-20,6.3,24.0,5.3
2000-11-21,6.3,24.0,5.3
2000-11-22,6.3,24.0,5.3
2000-11-23,6.3,24.0,5.3
2000-11-24,6.3,24.0,5.3
2000-11-25,6.3,23.0,5.3
2000-11-26,6.3,23.0,5.3
2000-11-27,6.3,23.0,5.3
2000-11-28,6.3,24.0,5.3
2000-11-29,6.3,24.0,5.3
2000-11-30,6.3,24.0,5.3
2000-12-01,6.3,24.0,5.3
2000-12-02,6.3,24.0,5.3
2000-12-03,6.3,23.0,5.3
2000-12-04,6.3,24.0,5.3
2000-12-05,6.3,23.0,5.3
2000-12-06,6.3,24.0,5.3
2000-12-07,6.3,24.0,5.3
2000-12-08,6.6,23.0,5.3
2000-12-09,6.7,24.0,5.3
2000-12-10,6.8,30.0,5.6
2000-12-11,6.8,28.0,5.6
2000-12-12,6.8,28.0,5.6
2000-12-13,6.9,27.0,5.6
2000-12-14,7.1,31.0,5.9
2000-12-15,7.4,33.0,6.1
2000-12-16,7.5,32.0,6.1
2000-12-17,7.5,32.0,6.1
