date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2000-10-01,0.0,0.0,0.0
2000-10-02,0.0,0.0,0.0
2000-10-03,0.0,0.0,0.0
2000-10-04,0.0,0.0,0.0
2000-10-05,0.0,0.0,0.0
2000-10-06,0.0,0.0,0.0
2000-10-07,0.0,0.0,0.0
2000-10-08,0.0,0.0,0.0
2000-10-09,0.0,0.0,0.0
2000-10-10,0.5,0.0,0.1
2000-10-11,1.2,5.0,0.6
2000-10-12,1.2,4.0,0.5
2000-10-13,1.2,3.0,0.5
2000-10-14,1.4,4.0,0.5
2000-10-15,1.4,3.0,0.3
2000-10-16,1.4,3.0,0.3
2000-10-17,1.4,2.0,0.3
2000-10-18,1.4,2.0,0.3
2000-10-19,1.4,2.0,0.3
2000-10-20,1.4,0.0,0.3
2000-10-21,1.5,2.0,0.5
2000-10-22,1.5,2.0,0.5
2000-10-23,1.5,1.0,0.5
2000-10-24,1.5,1.0,0.4
2000-10-25,1.5,2.0,0.4
2000-10-26,1.5,1.0,0.4
2000-10-27,1.7,2.0,0.6
2000-10-28,1.8,2.0,0.5
2000-10-29,1.8,2.0,0.5
2000-10-30,2.1,5.0,0.6
2000-10-31,2.4,6.0,0.7
2000-11-01,2.6,7.0,0.7
2000-11-02,2.7,7.0,0.8
2000-11-03,2.7,6.0,0.8
2000-11-04,2.7,6.0,0.8
2000-11-05,2.8,8.0,1.0
2000-11-06,3.1,13.0,1.1
2000-11-07,3.2,12.0,1.3
2000-11-08,3.2,12.0,1.3
2000-11-09,3.7,18.0,1.8
2000-11-10,4.1,18.0,2.0
2000-11-11,4.1,17.0,2.0
2000-11-12,4.1,16.0,2.1
2000-11-13,4.1,15.0,2.1
2000-11-14,4.1,15.0,2.1
2000-11-15,4.3,16.0,2.2
2000-11-16,4.4,16.0,2.3
2000-11-17,4.4,17.0,2.3
2000-11-18,4.4,16.0,2.3
2000-11-19,4.4,15.0,2.3
2000-11-20,4.4,15.0,2.3
2000-11-21,4.4,15.0,2.3
2000-11-22,4.4,14.0,2.3
2000-11-23,4.4,14.0,2.3
2000-11-24,4.4,15.0,2.4
2000-11-25,4.4,15.0,2.4
2000-11-26,4.4,15.0,2.4
2000-11-27,4.4,15.0,2.4
2000-11-28,4.5,16.0,2.6
2000-11-29,4.6,19.0,2.8
2000-11-30,4.8,18.0,2.8
2000-12-01,4.8,17.0,2.8
2000-12-02,4.8,17.0,2.8
2000-12-03,4.8,16.0,2.8
2000-12-04,4.8,16.0,2.8
2000-12-05,4.8,16.0,2.8
2000-12-06,4.8,16.0,2.8
2000-12-07,4.8,16.0,2.8
2000-12-08,4.8,16.0,2.8
2000-12-09,4.8,16.0,2.8
2000-12-10,5.4,24.0,3.5
2000-12-11,5.5,23.0,3.5
2000-12-12,5.5,23.0,3.6
2000-12-13,5.5,23.0,3.6
2000-12-14,5.7,24.0,3.8
2000-12-15,6.5,32.0,4.6
2000-12-16,6.6,29.0,4.6
2000-12-17,7.1,34.0,5.1
