date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2002-10-01,0.8,4.0,0.4
2002-10-02,1.0,3.0,0.4
2002-10-03,1.0,1.0,0.2
2002-10-04,1.0,0.0,0.0
2002-10-05,1.0,0.0,0.0
2002-10-06,1.0,0.0,0.0
2002-10-07,1.0,0.0,0.0
2002-10-08,1.0,0.0,0.0
2002-10-09,1.0,0.0,0.0
2002-10-10,1.0,0.0,0.0
2002-10-11,1.1,0.0,0.0
2002-10-12,1.1,0.0,0.0
2002-10-13,1.1,0.0,0.0
2002-10-14,1.1,0.0,0.0
2002-10-15,1.1,0.0,0.0
2002-10-16,1.1,0.0,0.0
2002-10-17,1.1,0.0,0.0
2002-10-18,1.1,0.0,0.0
2002-10-19,1.1,0.0,0.0
2002-10-20,1.1,0.0,0.0
2002-10-21,1.1,0.0,0.0
2002-10-22,1.2,0.0,0.0
2002-10-23,1.2,0.0,0.0
2002-10-24,1.3,0.0,0.0
2002-10-25,1.3,0.0,0.0
2002-10-26,1.4,0.0,0.0
2002-10-27,1.5,0.0,0.0
2002-10-28,1.5,2.0,0.2
2002-10-29,1.6,4.0,0.3
2002-10-30,1.8,6.0,0.4
2002-10-31,1.8,4.0,0.4
2002-11-01,1.8,6.0,0.4
2002-11-02,1.9,5.0,0.5
2002-11-03,1.9,5.0,0.5
2002-11-04,1.9,5.0,0.5
2002-11-05,1.9,4.0,0.5
2002-11-06,1.9,4.0,0.5
2002-11-07,1.9,3.0,0.5
2002-11-08,4.2,9.0,2.8
2002-11-09,4.2,12.0,2.8
2002-11-10,4.7,17.0,3.3
2002-11-11,5.1,18.0,3.7
2002-11-12,5.3,17.0,3.9
2002-11-13,5.3,18.0,3.9
2002-11-14,5.3,18.0,3.9
2002-11-15,5.3,17.0,3.9
2002-11-16,5.3,17.0,3.9
2002-11-17,5.3,17.0,3.9
2002-11-18,5.3,16.0,3.9
2002-11-19,5.3,16.0,3.9
2002-11-20,5.3,16.0,3.9
2002-11-21,5.3,16.0,3.9
2002-11-22,5.3,16.0,3.9
2002-11-23,5.3,17.0,4.0
2002-11-24,5.6,18.0,4.2
2002-11-25,5.6,18.0,4.2
2002-11-26,5.6,17.0,4.2
2002-11-27,5.7,18.0,4.2
2002-11-28,5.7,18.0,4.2
2002-11-29,5.7,17.0,4.2
2002-11-30,5.7,17.0,4.2
2002-12-01,5.7,17.0,4.2
2002-12-02,5.7,17.0,4.2
2002-12-03,5.7,18.0,4.2
2002-12-04,5.7,17.0,4.2
2002-12-05,5.7,17.0,4.2
2002-12-06,5.7,18.0,4.2
2002-12-07,5.7,18.0,4.2
2002-12-08,5.7,18.0,4.2
2002-12-09,5.7,18.0,4.2
2002-12-10,5.7,17.0,4.2
2002-12-11,5.9,20.0,4.4
2002-12-12,6.0,21.0,4.4
2002-12-13,6.1,20.0,4.4
2002-12-14,6.3,20.0,4.6
2002-12-15,6.3,20.0,4.7
2002-12-16,7.6,30.0,6.0
2002-12-17,9.1,40.0,7.8
2002-12-18,9.1,38.0,8.0
2002-12-19,9.4,39.0,8.2
2002-12-20,9.5,39.0,8.4
2002-12-21,9.6,40.0,8.5
2002-12-22,9.6,39.0,8.6
2002-12-23,9.6,38.0,8.6
2002-12-24,9.7,38.0,8.7
2002-12-25,9.7,43.0,9.0
2002-12-26,10.1,42.0,9.1
2002-12-27,10.1,40.0,9.1
2002-12-28,10.2,39.0,9.3
2002-12-29,10.4,43.0,9.8
2002-12-30,11.0,42.0,10.0
2002-12-31,11.9,49.0,11.4
2003-01-01,12.0,48.0,11.5
2003-01-02,12.1,47.0,11.6
2003-01-03,12.1,46.0,11.7
2003-01-04,12.1,46.0,11.8
2003-01-05,12.1,45.0,11.9
2003-01-06,12.1,45.0,11.9
2003-01-07,12.2,44.0,12.0
2003-01-08,12.2,44.0,12.0
2003-01-09,12.3,43.0,12.2
2003-01-10,12.8,48.0,12.9
2003-01-11,12.9,48.0,13.0
2003-01-12,12.9,47.0,13.0
2003-01-13,12.9,47.0,13.0
2003-01-14,12.9,46.0,13.0
2003-01-15,12.9,46.0,13.0
2003-01-16,12.9,45.0,13.0
2003-01-17,12.9,45.0,13.0
2003-01-18,12.9,45.0,13.0
2003-01-19,12.9,44.0,13.0
2003-01-20,12.9,44.0,13.0
2003-01-21,12.9,44.0,13.0
2003-01-22,13.2,43.0,13.5
2003-01-23,13.2,45.0,13.5
2003-01-24,13.2,45.0,13.5
2003-01-25,13.2,45.0,13.5
2003-01-26,13.3,45.0,13.7
2003-01-27,14.0,47.0,14.3
2003-01-28,14.4,48.0,14.5
2003-01-29,14.5,47.0,14.5
2003-01-30,14.9,46.0,14.5
2003-01-31,14.9,45.0,14.5
2003-02-01,14.9,44.0,14.5
2003-02-02,15.1,50.0,15.4
2003-02-03,15.6,53.0,15.9
2003-02-04,15.8,58.0,16.1
2003-02-05,15.9,56.0,16.2
2003-02-06,15.9,56.0,16.2
2003-02-07,16.0,55.0,16.3
2003-02-08,16.2,53.0,16.5
2003-02-09,16.3,53.0,16.6
2003-02-10,16.3,52.0,16.8
2003-02-11,16.3,52.0,17.0
2003-02-12,16.4,51.0,17.1
2003-02-13,17.2,51.0,17.4
2003-02-14,17.2,53.0,17.5
2003-02-15,17.2,53.0,17.6
2003-02-16,17.5,54.0,17.7
2003-02-17,17.5,54.0,17.7
2003-02-18,17.5,54.0,17.8
2003-02-19,17.5,54.0,17.9
2003-02-20,17.5,54.0,18.0
2003-02-21,18.0,54.0,18.1
2003-02-22,18.0,60.0,18.2
2003-02-23,18.0,61.0,18.3
2003-02-24,18.3,62.0,18.4
2003-02-25,18.5,62.0,18.6
2003-02-26,18.5,61.0,18.7
2003-02-27,18.5,60.0,18.8
2003-02-28,18.6,59.0,18.9
2003-03-01,18.9,66.0,19.2
2003-03-02,18.9,64.0,19.3
2003-03-03,19.3,67.0,19.8
2003-03-04,19.7,71.0,19.9
2003-03-05,20.1,71.0,21.0
2003-03-06,20.1,69.0,21.0
2003-03-07,20.1,68.0,21.0
2003-03-08,20.1,67.0,21.0
2003-03-09,20.1,66.0,21.0
2003-03-10,20.1,64.0,21.0
2003-03-11,20.1,63.0,21.0
2003-03-12,20.1,61.0,21.0
2003-03-13,20.1,60.0,21.4
2003-03-14,20.4,61.0,21.6
2003-03-15,20.7,61.0,22.0
2003-03-16,21.2,63.0,22.0
2003-03-17,21.5,67.0,22.4
2003-03-18,21.7,67.0,22.5
2003-03-19,21.7,66.0,22.5
2003-03-20,21.7,65.0,22.5
2003-03-21,21.8,64.0,22.5
2003-03-22,21.8,63.0,22.5
2003-03-23,21.8,62.0,22.2
2003-03-24,21.8,62.0,22.2
2003-03-25,21.9,61.0,22.5
2003-03-26,22.4,66.0,23.1
2003-03-27,22.5,66.0,23.3
2003-03-28,22.6,66.0,23.4
2003-03-29,22.6,65.0,23.4
2003-03-30,22.7,64.0,23.4
2003-03-31,22.7,62.0,23.2
2003-04-01,22.7,61.0,22.8
2003-04-02,23.0,63.0,23.1
2003-04-03,23.7,71.0,24.2
2003-04-04,23.8,69.0,24.4
2003-04-05,24.3,73.0,25.1
2003-04-06,24.7,74.0,25.5
2003-04-07,24.8,73.0,25.7
2003-04-08,24.9,70.0,25.8
2003-04-09,24.9,68.0,25.3
2003-04-10,24.9,66.0,24.9
2003-04-11,24.9,64.0,24.5
2003-04-12,24.9,62.0,24.1
2003-04-13,24.9,60.0,23.5
2003-04-14,25.0,59.0,23.3
2003-04-15,25.2,60.0,23.6
2003-04-16,25.2,59.0,23.8
2003-04-17,25.5,56.0,23.8
2003-04-18,27.1,72.0,25.7
2003-04-19,27.1,67.0,25.6
2003-04-20,27.1,64.0,25.0
2003-04-21,27.1,62.0,24.7
2003-04-22,27.4,62.0,25.3
2003-04-23,27.5,62.0,25.5
2003-04-24,27.5,59.0,24.7
2003-04-25,27.5,58.0,24.0
2003-04-26,27.5,58.0,24.0
2003-04-27,27.5,56.0,24.0
2003-04-28,27.5,56.0,23.4
2003-04-29,27.5,54.0,22.5
2003-04-30,27.5,52.0,22.5
2003-05-01,27.8,52.0,22.6
2003-05-02,27.8,50.0,21.3
2003-05-03,28.3,48.0,21.5
2003-05-04,29.2,55.0,22.7
2003-05-05,29.4,56.0,22.9
2003-05-06,29.6,52.0,23.1
2003-05-07,29.8,54.0,23.3
2003-05-08,30.3,54.0,23.7
2003-05-09,30.8,60.0,24.4
2003-05-10,31.0,58.0,24.4
2003-05-11,31.2,55.0,24.3
2003-05-12,31.2,51.0,22.9
2003-05-13,31.2,49.0,21.4
2003-05-14,31.2,45.0,19.7
2003-05-15,31.2,42.0,18.0
2003-05-16,31.2,38.0,15.9
2003-05-17,31.2,36.0,15.1
2003-05-18,31.2,33.0,13.5
2003-05-19,31.2,30.0,12.5
2003-05-20,31.2,27.0,11.1
2003-05-21,31.2,23.0,9.2
2003-05-22,31.2,19.0,7.1
2003-05-23,31.2,14.0,4.6
2003-05-24,31.2,11.0,2.8
2003-05-25,31.2,5.0,1.4
2003-05-26,31.2,0.0,0.0
2003-05-27,31.2,0.0,0.0
2003-05-28,31.2,0.0,0.0
2003-05-29,31.2,0.0,0.0
2003-05-30,31.2,0.0,0.0
2003-05-31,31.2,0.0,0.0
2003-06-01,31.2,0.0,0.0
2003-06-02,31.2,0.0,0.0
2003-06-03,31.2,0.0,0.0
2003-06-04,31.2,0.0,0.0
2003-06-05,31.2,0.0,0.0
2003-06-06,31.2,0.0,0.0
2003-06-07,31.2,0.0,0.0
2003-06-08,31.2,0.0,0.0
2003-06-09,31.2,0.0,0.0
2003-06-10,31.2,0.0,0.0
2003-06-11,31.2,0.0,0.0
2003-06-12,31.2,0.0,0.0
2003-06-13,31.2,0.0,0.0
2003-06-14,31.2,0.0,0.0
2003-06-15,31.2,0.0,0.0
2003-06-16,31.2,0.0,0.0
2003-06-17,31.2,0.0,0.0
2003-06-18,31.2,0.0,0.0
2003-06-19,31.2,0.0,0.0
2003-06-20,31.5,0.0,0.0
2003-06-21,31.5,0.0,0.0
2003-06-22,31.5,0.0,0.0
2003-06-23,32.8,0.0,0.0
2003-06-24,32.9,0.0,0.0
2003-06-25,32.9,0.0,0.0
2003-06-26,32.9,0.0,0.0
2003-06-27,32.9,0.0,0.0
2003-06-28,32.9,0.0,0.0
2003-06-29,32.9,0.0,0.0
2003-06-30,32.9,0.0,0.0
2003-07-01,32.9,0.0,0.0
2003-07-02,32.9,0.0,0.0
2003-07-03,32.9,0.0,0.0
2003-07-04,32.9,0.0,0.0
2003-07-05,32.9,0.0,0.0
2003-07-06,32.9,0.0,0.0
2003-07-07,32.9,0.0,0.0
2003-07-08,32.9,0.0,0.0
2003-07-09,32.9,0.0,0.0
2003-07-10,32.9,0.0,0.0
2003-07-11,32.9,0.0,0.0
2003-07-12,32.9,0.0,0.0
2003-07-13,32.9,0.0,0.0
2003-07-14,32.9,0.0,0.0
2003-07-15,32.9,0.0,0.0
2003-07-16,32.9,0.0,0.0
2003-07-17,32.9,0.0,0.0
2003-07-18,32.9,0.0,0.0
2003-07-19,32.9,0.0,0.0
2003-07-20,32.9,0.0,0.0
2003-07-21,32.9,0.0,0.0
