date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2002-10-01,1.2,5.0,0.5
2002-10-02,1.6,4.0,0.5
2002-10-03,1.6,2.0,0.2
2002-10-04,1.6,0.0,0.0
2002-10-05,1.6,0.0,0.0
2002-10-06,1.6,0.0,0.0
2002-10-07,1.6,0.0,0.0
2002-10-08,1.6,0.0,0.0
2002-10-09,1.6,0.0,0.0
2002-10-10,1.6,0.0,0.0
2002-10-11,1.6,0.0,0.0
2002-10-12,1.6,0.0,0.0
2002-10-13,1.6,0.0,0.0
2002-10-14,1.6,0.0,0.0
2002-10-15,1.6,0.0,0.0
2002-10-16,1.6,0.0,0.0
2002-10-17,1.6,0.0,0.0
2002-10-18,1.6,0.0,0.0
2002-10-19,1.6,0.0,0.0
2002-10-20,1.6,0.0,0.0
2002-10-21,1.6,0.0,0.0
2002-10-22,1.9,0.0,0.0
2002-10-23,2.0,0.0,0.0
2002-10-24,2.3,2.0,0.2
2002-10-25,2.4,0.0,0.0
2002-10-26,2.4,0.0,0.0
2002-10-27,2.4,0.0,0.0
2002-10-28,2.4,0.0,0.0
2002-10-29,2.4,0.0,0.0
2002-10-30,2.4,0.0,0.0
2002-10-31,2.4,0.0,0.0
2002-11-01,2.4,0.0,0.0
2002-11-02,2.4,0.0,0.0
2002-11-03,2.4,0.0,0.0
2002-11-04,2.4,0.0,0.0
2002-11-05,2.4,0.0,0.0
2002-11-06,2.4,0.0,0.0
2002-11-07,2.4,0.0,0.0
2002-11-08,4.8,10.0,2.4
2002-11-09,5.0,11.0,2.9
2002-11-10,5.4,13.0,3.2
2002-11-11,5.4,11.0,3.3
2002-11-12,5.6,11.0,3.3
2002-11-13,5.6,11.0,3.3
2002-11-14,5.6,11.0,3.3
2002-11-15,5.6,11.0,3.3
2002-11-16,5.6,11.0,3.3
2002-11-17,5.6,12.0,3.3
2002-11-18,5.6,11.0,3.3
2002-11-19,5.6,11.0,3.3
2002-11-20,5.6,10.0,3.3
2002-11-21,5.6,10.0,3.3
2002-11-22,5.6,9.0,3.1
2002-11-23,5.6,9.0,2.9
2002-11-24,5.8,13.0,3.1
2002-11-25,5.8,13.0,3.1
2002-11-26,5.8,12.0,3.1
2002-11-27,5.8,12.0,3.1
2002-11-28,5.8,11.0,3.1
2002-11-29,5.8,11.0,3.0
2002-11-30,5.8,12.0,3.0
2002-12-01,5.8,12.0,3.0
2002-12-02,5.8,11.0,3.0
2002-12-03,5.8,11.0,3.0
2002-12-04,5.8,11.0,3.0
2002-12-05,5.8,11.0,3.0
2002-12-06,5.8,11.0,3.0
2002-12-07,5.8,11.0,3.0
2002-12-08,5.8,11.0,3.0
2002-12-09,5.8,11.0,3.0
2002-12-10,5.8,12.0,3.0
2002-12-11,5.9,13.0,3.0
2002-12-12,5.9,13.0,3.0
2002-12-13,5.9,12.0,3.0
2002-12-14,5.9,12.0,3.0
2002-12-15,6.0,13.0,3.1
2002-12-16,6.8,19.0,3.4
2002-12-17,6.8,23.0,4.0
2002-12-18,6.9,21.0,4.1
2002-12-19,7.2,20.0,4.2
2002-12-20,7.2,19.0,4.2
2002-12-21,7.2,20.0,4.3
2002-12-22,7.2,21.0,4.3
2002-12-23,7.2,20.0,4.3
2002-12-24,7.2,20.0,4.3
2002-12-25,7.2,20.0,4.3
2002-12-26,7.6,20.0,4.3
2002-12-27,7.6,20.0,4.3
2002-12-28,7.8,20.0,4.3
2002-12-29,7.8,24.0,4.8
2002-12-30,8.0,23.0,4.8
2002-12-31,8.1,28.0,5.4
