date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2002-10-01,1.1,3.0,0.2
2002-10-02,1.1,1.0,0.1
2002-10-03,1.2,0.0,0.0
2002-10-04,1.3,0.0,0.0
2002-10-05,1.3,0.0,0.0
2002-10-06,1.3,0.0,0.0
2002-10-07,1.3,0.0,0.0
2002-10-08,1.3,0.0,0.0
2002-10-09,1.3,0.0,0.0
2002-10-10,1.3,0.0,0.0
2002-10-11,1.3,0.0,0.0
2002-10-12,1.3,0.0,0.0
2002-10-13,1.3,0.0,0.0
2002-10-14,1.3,0.0,0.0
2002-10-15,1.3,0.0,0.0
2002-10-16,1.3,0.0,0.0
2002-10-17,1.3,0.0,0.0
2002-10-18,1.3,0.0,0.0
2002-10-19,1.3,0.0,0.0
2002-10-20,1.3,0.0,0.0
2002-10-21,1.5,1.0,0.1
2002-10-22,1.7,2.0,0.5
2002-10-23,1.8,3.0,0.6
2002-10-24,2.0,5.0,0.7
2002-10-25,2.0,5.0,0.7
2002-10-26,2.0,4.0,0.7
2002-10-27,2.0,4.0,0.7
2002-10-28,2.1,6.0,0.7
2002-10-29,2.4,6.0,0.7
2002-10-30,2.4,8.0,0.7
2002-10-31,2.4,8.0,0.7
2002-11-01,2.5,8.0,0.6
2002-11-02,2.5,8.0,0.6
2002-11-03,2.7,8.0,0.6
2002-11-04,2.7,8.0,0.6
2002-11-05,2.7,8.0,0.6
2002-11-06,2.9,8.0,0.8
2002-11-07,2.9,8.0,0.8
2002-11-08,3.6,10.0,1.5
2002-11-09,3.6,12.0,1.6
2002-11-10,3.6,14.0,1.8
2002-11-11,3.6,14.0,1.8
2002-11-12,3.9,13.0,2.0
2002-11-13,4.0,13.0,2.2
2002-11-14,4.0,13.0,2.2
2002-11-15,4.0,13.0,2.2
2002-11-16,4.0,13.0,2.2
2002-11-17,4.0,13.0,2.2
2002-11-18,4.0,13.0,2.2
2002-11-19,4.0,13.0,2.2
2002-11-20,4.0,13.0,2.2
2002-11-21,4.2,12.0,2.4
2002-11-22,4.2,12.0,2.4
2002-11-23,4.3,13.0,2.5
2002-11-24,4.3,18.0,2.8
2002-11-25,4.3,18.0,2.8
2002-11-26,4.3,17.0,2.8
2002-11-27,4.5,16.0,3.0
2002-11-28,4.5,16.0,3.0
2002-11-29,4.5,16.0,3.0
2002-11-30,4.5,16.0,3.0
2002-12-01,4.5,15.0,3.0
2002-12-02,4.5,15.0,3.0
2002-12-03,4.5,15.0,3.0
2002-12-04,4.5,15.0,3.0
2002-12-05,4.5,15.0,3.0
2002-12-06,4.5,15.0,3.0
2002-12-07,4.5,16.0,3.0
2002-12-08,4.5,15.0,3.0
2002-12-09,4.5,16.0,3.0
2002-12-10,4.5,15.0,3.0
2002-12-11,4.5,16.0,3.0
2002-12-12,4.5,17.0,3.0
2002-12-13,4.5,17.0,3.0
2002-12-14,4.7,17.0,3.5
2002-12-15,4.7,19.0,3.5
2002-12-16,4.9,21.0,3.8
2002-12-17,5.5,28.0,4.4
2002-12-18,5.6,28.0,4.4
2002-12-19,5.7,26.0,4.4
2002-12-20,5.7,25.0,4.4
2002-12-21,5.7,24.0,4.4
2002-12-22,5.7,24.0,4.4
2002-12-23,5.7,24.0,4.4
2002-12-24,5.8,24.0,4.4
2002-12-25,5.8,23.0,4.4
2002-12-26,6.0,24.0,4.6
2002-12-27,6.2,23.0,4.7
2002-12-28,6.3,23.0,4.7
2002-12-29,6.3,25.0,4.9
2002-12-30,6.3,26.0,5.0
2002-12-31,6.5,29.0,5.2
2003-01-01,6.5,28.0,5.2
2003-01-02,6.6,27.0,5.6
2003-01-03,6.6,26.0,5.6
2003-01-04,6.7,25.0,5.7
2003-01-05,6.7,28.0,5.8
2003-01-06,6.7,27.0,5.8
2003-01-07,6.7,27.0,5.8
2003-01-08,6.7,26.0,5.8
2003-01-09,6.7,26.0,5.8
2003-01-10,6.9,26.0,5.9
2003-01-11,6.9,26.0,5.9
2003-01-12,6.9,26.0,5.9
2003-01-13,6.9,26.0,5.9
2003-01-14,6.9,26.0,5.9
2003-01-15,6.9,26.0,5.9
2003-01-16,6.9,26.0,5.9
2003-01-17,6.9,26.0,5.9
2003-01-18,6.9,26.0,5.9
2003-01-19,6.9,26.0,5.9
2003-01-20,6.9,26.0,5.9
2003-01-21,6.9,25.0,5.9
2003-01-22,7.1,25.0,5.9
2003-01-23,7.2,26.0,5.9
2003-01-24,7.2,26.0,5.9
2003-01-25,7.2,26.0,5.9
2003-01-26,7.2,25.0,5.9
2003-01-27,7.4,25.0,6.1
2003-01-28,7.6,29.0,6.5
2003-01-29,7.9,26.0,6.7
2003-01-30,8.1,27.0,6.8
2003-01-31,8.1,26.0,6.8
2003-02-01,8.2,26.0,6.9
2003-02-02,8.9,39.0,8.0
2003-02-03,9.0,38.0,8.1
2003-02-04,9.4,39.0,8.1
2003-02-05,9.4,39.0,8.1
2003-02-06,9.5,38.0,8.1
2003-02-07,9.7,37.0,8.1
2003-02-08,9.8,37.0,8.4
2003-02-09,9.8,35.0,8.5
2003-02-10,9.8,35.0,8.5
2003-02-11,9.9,35.0,8.7
2003-02-12,10.0,34.0,8.8
2003-02-13,10.1,33.0,8.8
2003-02-14,10.2,33.0,9.3
