date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2002-10-01,1.2,4.0,0.6
2002-10-02,1.6,3.0,0.6
2002-10-03,1.6,3.0,0.4
2002-10-04,1.7,1.0,0.3
2002-10-05,1.7,0.0,0.0
2002-10-06,1.7,0.0,0.0
2002-10-07,1.7,0.0,0.0
2002-10-08,1.7,0.0,0.0
2002-10-09,1.7,0.0,0.0
2002-10-10,1.7,0.0,0.0
2002-10-11,1.7,0.0,0.0
2002-10-12,1.7,0.0,0.0
2002-10-13,1.7,0.0,0.0
2002-10-14,1.7,0.0,0.0
2002-10-15,1.7,0.0,0.0
2002-10-16,1.7,0.0,0.0
2002-10-17,1.7,0.0,0.0
2002-10-18,1.7,0.0,0.0
2002-10-19,1.7,0.0,0.0
2002-10-20,1.7,0.0,0.0
2002-10-21,1.8,0.0,0.0
2002-10-22,2.0,0.0,0.0
2002-10-23,2.4,0.0,0.1
2002-10-24,2.5,0.0,0.1
2002-10-25,2.5,0.0,0.0
2002-10-26,2.6,0.0,0.0
2002-10-27,2.6,0.0,0.0
2002-10-28,2.6,1.0,0.1
2002-10-29,2.8,3.0,0.3
2002-10-30,3.0,4.0,0.5
2002-10-31,3.0,3.0,0.5
2002-11-01,3.0,3.0,0.5
2002-11-02,3.1,4.0,0.6
2002-11-03,3.1,4.0,0.6
2002-11-04,3.1,3.0,0.6
2002-11-05,3.1,1.0,0.6
2002-11-06,3.1,1.0,0.6
2002-11-07,3.1,4.0,0.6
2002-11-08,4.2,5.0,1.7
2002-11-09,4.7,15.0,2.2
2002-11-10,5.4,20.0,2.9
2002-11-11,5.5,20.0,3.0
2002-11-12,5.6,16.0,3.1
2002-11-13,5.8,18.0,3.3
2002-11-14,5.8,16.0,3.3
2002-11-15,5.8,18.0,3.3
2002-11-16,5.8,14.0,3.3
2002-11-17,5.8,17.0,3.3
2002-11-18,5.8,15.0,3.3
2002-11-19,5.8,15.0,3.3
2002-11-20,5.8,12.0,3.3
2002-11-21,5.8,13.0,3.3
2002-11-22,5.8,14.0,3.3
2002-11-23,6.0,10.0,3.6
2002-11-24,6.2,18.0,3.8
2002-11-25,6.2,16.0,3.8
2002-11-26,6.2,14.0,3.8
2002-11-27,6.2,15.0,3.8
2002-11-28,6.3,13.0,3.8
2002-11-29,6.3,12.0,3.8
2002-11-30,6.3,12.0,3.7
2002-12-01,6.3,13.0,3.7
2002-12-02,6.3,11.0,3.7
