date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
2002-10-01,0.9,10.0,1.2
2002-10-02,1.2,6.0,1.1
2002-10-03,1.2,5.0,1.0
2002-10-04,1.2,3.0,0.8
2002-10-05,1.3,2.0,0.5
2002-10-06,1.3,1.0,0.1
2002-10-07,1.3,0.0,0.0
2002-10-08,1.3,0.0,0.0
2002-10-09,1.3,0.0,0.0
2002-10-10,1.3,0.0,0.0
2002-10-11,1.3,0.0,0.0
2002-10-12,1.3,0.0,0.0
2002-10-13,1.3,0.0,0.0
2002-10-14,1.3,0.0,0.0
2002-10-15,1.3,0.0,0.0
2002-10-16,1.3,0.0,0.0
2002-10-17,1.3,0.0,0.0
2002-10-18,1.3,0.0,0.0
2002-10-19,1.3,0.0,0.0
2002-10-20,1.3,0.0,0.0
2002-10-21,1.3,0.0,0.0
2002-10-22,1.7,5.0,0.5
2002-10-23,2.2,7.0,0.8
2002-10-24,2.3,8.0,0.9
2002-10-25,2.4,6.0,0.9
2002-10-26,2.4,5.0,0.9
2002-10-27,2.4,5.0,0.9
2002-10-28,2.5,7.0,1.0
2002-10-29,2.6,7.0,1.0
2002-10-30,2.7,7.0,1.0
2002-10-31,2.7,8.0,1.0
2002-11-01,2.7,7.0,1.0
2002-11-02,2.7,8.0,1.0
2002-11-03,2.7,8.0,1.0
2002-11-04,2.7,8.0,1.0
2002-11-05,2.7,8.0,1.0
2002-11-06,2.7,7.0,1.0
2002-11-07,2.7,7.0,1.0
2002-11-08,3.0,12.0,1.5
2002-11-09,3.4,15.0,1.8
2002-11-10,3.7,16.0,2.1
2002-11-11,3.8,16.0,2.2
2002-11-12,4.2,15.0,2.3
2002-11-13,4.2,15.0,2.3
2002-11-14,4.2,15.0,2.3
2002-11-15,4.2,15.0,2.3
2002-11-16,4.2,14.0,2.3
2002-11-17,4.2,12.0,2.3
2002-11-18,4.2,14.0,2.3
2002-11-19,4.2,14.0,2.3
2002-11-20,4.2,13.0,2.3
2002-11-21,4.3,13.0,2.4
2002-11-22,4.3,14.0,2.4
2002-11-23,4.4,15.0,2.5
2002-11-24,4.5,19.0,2.8
2002-11-25,4.6,18.0,2.8
2002-11-26,4.6,18.0,2.8
2002-11-27,4.6,17.0,2.8
2002-11-28,4.6,17.0,2.8
2002-11-29,4.6,16.0,2.8
2002-11-30,4.6,16.0,2.8
2002-12-01,4.6,16.0,2.8
