datetime,00060_Mean,00060_Mean_cd,site_no,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
2010-10-01 00:00:00+00:00,7760.0,A,06329500,50.0,A,1050.0,A
2010-10-02 00:00:00+00:00,7450.0,A,06329500,36.0,A,724.0,A
2010-10-03 00:00:00+00:00,7330.0,A,06329500,33.0,A,653.0,A
2010-10-04 00:00:00+00:00,7220.0,A,06329500,31.0,A,604.0,A
2010-10-05 00:00:00+00:00,7140.0,A,06329500,29.0,A,559.0,A
2010-10-06 00:00:00+00:00,7120.0,A,06329500,28.0,A,538.0,A
2010-10-07 00:00:00+00:00,7050.0,A,06329500,28.0,A,533.0,A
2010-10-08 00:00:00+00:00,7000.0,A,06329500,29.0,A,548.0,A
2010-10-09 00:00:00+00:00,7090.0,A,06329500,40.0,A,766.0,A
2010-10-10 00:00:00+00:00,7300.0,A,06329500,81.0,A,1600.0,A
2010-10-11 00:00:00+00:00,7460.0,A,06329500,164.0,A,3300.0,A
2010-10-12 00:00:00+00:00,7440.0,A,06329500,162.0,A,3250.0,A
2010-10-13 00:00:00+00:00,7460.0,A,06329500,189.0,A,3810.0,A
2010-10-14 00:00:00+00:00,7450.0,A,06329500,140.0,A,2820.0,A
2010-10-15 00:00:00+00:00,7450.0,A,06329500,99.0,A,1990.0,A
2010-10-16 00:00:00+00:00,7440.0,A,06329500,82.0,A,1650.0,A
2010-10-17 00:00:00+00:00,7280.0,A,06329500,69.0,A,1360.0,A
2010-10-18 00:00:00+00:00,7300.0,A,06329500,56.0,A,1100.0,A
2010-10-19 00:00:00+00:00,7240.0,A,06329500,43.0,A,841.0,A
2010-10-20 00:00:00+00:00,7010.0,A,06329500,33.0,A,625.0,A
2010-10-21 00:00:00+00:00,6950.0,A,06329500,30.0,A,563.0,A
2010-10-22 00:00:00+00:00,7080.0,A,06329500,30.0,A,573.0,A
2010-10-23 00:00:00+00:00,7150.0,A,06329500,30.0,A,579.0,A
2010-10-24 00:00:00+00:00,7140.0,A,06329500,29.0,A,559.0,A
2010-10-25 00:00:00+00:00,7080.0,A,06329500,30.0,A,573.0,A
2010-10-26 00:00:00+00:00,6960.0,A,06329500,33.0,A,620.0,A
2010-10-27 00:00:00+00:00,7000.0,A,06329500,35.0,A,662.0,A
2010-10-28 00:00:00+00:00,6970.0,A,06329500,29.0,A,546.0,A
2010-10-29 00:00:00+00:00,6980.0,A,06329500,22.0,A,415.0,A
2010-10-30 00:00:00+00:00,7130.0,A,06329500,30.0,A,578.0,A
2010-10-31 00:00:00+00:00,7300.0,A,06329500,52.0,A,1020.0,A
2010-11-01 00:00:00+00:00,7240.0,A,06329500,81.0,A,1580.0,A
2010-11-02 00:00:00+00:00,7200.0,A,06329500,67.0,A,1300.0,A
2010-11-03 00:00:00+00:00,7190.0,A,06329500,72.0,A,1400.0,A
2010-11-04 00:00:00+00:00,7240.0,A,06329500,73.0,A,1430.0,A
2010-11-05 00:00:00+00:00,7220.0,A,06329500,55.0,A,1070.0,A
2010-11-06 00:00:00+00:00,7110.0,A,06329500,42.0,A,806.0,A
2010-11-07 00:00:00+00:00,7100.0,A,06329500,35.0,A,671.0,A
2010-11-08 00:00:00+00:00,7050.0,A,06329500,31.0,A,590.0,A
2010-11-09 00:00:00+00:00,7100.0,A,06329500,36.0,A,690.0,A
2010-11-10 00:00:00+00:00,7210.0,A,06329500,71.0,A,1380.0,A
2010-11-11 00:00:00+00:00,7100.0,A,06329500,136.0,A,2610.0,A
2010-11-12 00:00:00+00:00,7180.0,A,06329500,189.0,A,3660.0,A
2010-11-13 00:00:00+00:00,7450.0,A,06329500,132.0,A,2660.0,A
2010-11-14 00:00:00+00:00,7390.0,A,06329500,70.0,A,1400.0,A
2010-11-15 00:00:00+00:00,7200.0,A,06329500,48.0,A,933.0,A
2010-11-16 00:00:00+00:00,7090.0,A,06329500,46.0,A,881.0,A
2010-11-17 00:00:00+00:00,7030.0,A,06329500,52.0,A,987.0,A
2010-11-18 00:00:00+00:00,7270.0,A,06329500,52.0,A,1020.0,A
2010-11-19 00:00:00+00:00,7320.0,A,06329500,46.0,A,909.0,A
2010-11-20 00:00:00+00:00,7260.0,"A, e",06329500,50.0,A,980.0,A
2010-11-21 00:00:00+00:00,7280.0,"A, e",06329500,53.0,A,1040.0,A
2010-11-22 00:00:00+00:00,7170.0,"A, e",06329500,57.0,A,1100.0,A
2010-11-23 00:00:00+00:00,7050.0,"A, e",06329500,60.0,A,1140.0,A
2010-11-24 00:00:00+00:00,6860.0,"A, e",06329500,64.0,A,1190.0,A
2010-11-25 00:00:00+00:00,5480.0,"A, e",06329500,67.0,A,991.0,A
2010-11-26 00:00:00+00:00,5210.0,"A, e",06329500,71.0,A,999.0,A
2010-11-27 00:00:00+00:00,4710.0,"A, e",06329500,74.0,A,941.0,A
2010-11-28 00:00:00+00:00,4010.0,"A, e",06329500,75.0,A,812.0,A
2010-11-29 00:00:00+00:00,3320.0,"A, e",06329500,75.0,A,672.0,A
2010-11-30 00:00:00+00:00,4000.0,"A, e",06329500,76.0,A,821.0,A
2010-12-01 00:00:00+00:00,4910.0,"A, e",06329500,,,,
2010-12-02 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2010-12-03 00:00:00+00:00,6310.0,"A, e",06329500,,,,
2010-12-04 00:00:00+00:00,6310.0,"A, e",06329500,,,,
2010-12-05 00:00:00+00:00,6410.0,"A, e",06329500,,,,
2010-12-06 00:00:00+00:00,6510.0,"A, e",06329500,,,,
2010-12-07 00:00:00+00:00,6910.0,"A, e",06329500,,,,
2010-12-08 00:00:00+00:00,6910.0,"A, e",06329500,,,,
2010-12-09 00:00:00+00:00,6410.0,"A, e",06329500,,,,
2010-12-10 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2010-12-11 00:00:00+00:00,6110.0,"A, e",06329500,,,,
2010-12-12 00:00:00+00:00,6800.0,"A, e",06329500,,,,
2010-12-13 00:00:00+00:00,7110.0,"A, e",06329500,,,,
2010-12-14 00:00:00+00:00,7110.0,"A, e",06329500,,,,
2010-12-15 00:00:00+00:00,6910.0,"A, e",06329500,,,,
2010-12-16 00:00:00+00:00,6910.0,"A, e",06329500,,,,
2010-12-17 00:00:00+00:00,6910.0,"A, e",06329500,,,,
2010-12-18 00:00:00+00:00,7110.0,"A, e",06329500,,,,
2010-12-19 00:00:00+00:00,7300.0,"A, e",06329500,,,,
2010-12-20 00:00:00+00:00,6910.0,"A, e",06329500,,,,
2010-12-21 00:00:00+00:00,6310.0,"A, e",06329500,,,,
2010-12-22 00:00:00+00:00,5610.0,"A, e",06329500,,,,
2010-12-23 00:00:00+00:00,5310.0,"A, e",06329500,,,,
2010-12-24 00:00:00+00:00,5310.0,"A, e",06329500,,,,
2010-12-25 00:00:00+00:00,5210.0,"A, e",06329500,,,,
2010-12-26 00:00:00+00:00,5410.0,"A, e",06329500,,,,
2010-12-27 00:00:00+00:00,5810.0,"A, e",06329500,,,,
2010-12-28 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2010-12-29 00:00:00+00:00,6110.0,"A, e",06329500,,,,
2010-12-30 00:00:00+00:00,6110.0,"A, e",06329500,,,,
2010-12-31 00:00:00+00:00,6210.0,"A, e",06329500,,,,
2011-01-01 00:00:00+00:00,6310.0,"A, e",06329500,,,,
2011-01-02 00:00:00+00:00,6310.0,"A, e",06329500,,,,
2011-01-03 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2011-01-04 00:00:00+00:00,5110.0,"A, e",06329500,,,,
2011-01-05 00:00:00+00:00,4710.0,"A, e",06329500,,,,
2011-01-06 00:00:00+00:00,4420.0,"A, e",06329500,,,,
2011-01-07 00:00:00+00:00,4810.0,"A, e",06329500,,,,
2011-01-08 00:00:00+00:00,5010.0,"A, e",06329500,,,,
2011-01-09 00:00:00+00:00,5310.0,"A, e",06329500,,,,
2011-01-10 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2011-01-11 00:00:00+00:00,6210.0,"A, e",06329500,,,,
2011-01-12 00:00:00+00:00,6510.0,"A, e",06329500,,,,
2011-01-13 00:00:00+00:00,6410.0,"A, e",06329500,,,,
2011-01-14 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2011-01-15 00:00:00+00:00,5110.0,"A, e",06329500,,,,
2011-01-16 00:00:00+00:00,4610.0,"A, e",06329500,,,,
2011-01-17 00:00:00+00:00,4710.0,"A, e",06329500,,,,
2011-01-18 00:00:00+00:00,5410.0,"A, e",06329500,,,,
2011-01-19 00:00:00+00:00,5910.0,"A, e",06329500,,,,
2011-01-20 00:00:00+00:00,6110.0,"A, e",06329500,,,,
