date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2013-10-01,0.0,0.0,46.0,62.6,32.9,0.0
2013-10-02,0.0,0.0,44.6,60.4,35.1,0.0
2013-10-03,0.3,3.0,41.0,54.9,28.4,0.3
2013-10-04,0.8,7.0,23.0,29.5,16.2,0.5
2013-10-05,0.9,6.0,25.7,38.3,16.5,0.5
2013-10-06,0.9,4.0,36.3,51.6,24.3,0.5
2013-10-07,0.9,2.0,42.6,59.4,28.6,0.3
2013-10-08,0.9,1.0,43.9,57.0,33.8,0.1
2013-10-09,0.9,0.0,39.7,51.4,33.1,0.0
2013-10-10,1.4,4.0,36.9,48.6,31.3,0.5
2013-10-11,2.4,11.0,31.5,35.4,27.7,1.3
2013-10-12,2.4,9.0,30.9,41.7,22.5,1.3
2013-10-13,2.7,12.0,36.0,48.9,24.8,1.6
2013-10-14,2.8,10.0,30.7,37.6,20.3,1.6
2013-10-15,2.8,7.0,21.7,30.6,15.6,1.5
2013-10-16,2.9,9.0,25.0,37.2,15.1,1.6
2013-10-17,3.1,10.0,27.1,34.9,21.4,1.8
2013-10-18,3.1,10.0,21.9,31.8,13.6,1.8
2013-10-19,3.1,10.0,30.9,43.3,16.9,1.9
2013-10-20,3.3,10.0,28.4,38.5,17.8,2.0
2013-10-21,3.3,10.0,28.2,41.5,16.7,2.0
2013-10-22,3.3,10.0,33.4,50.2,21.2,2.0
2013-10-23,3.3,10.0,36.3,52.9,25.0,2.0
2013-10-24,3.3,10.0,37.6,54.3,27.1,2.0
2013-10-25,3.3,10.0,37.9,53.6,28.2,2.0
2013-10-26,3.3,9.0,37.6,54.1,27.7,2.0
2013-10-27,3.3,9.0,36.7,50.9,27.7,2.0
2013-10-28,3.3,9.0,34.5,43.9,29.1,2.0
2013-10-29,3.5,10.0,32.2,43.7,27.9,2.1
2013-10-30,3.6,12.0,26.6,32.9,23.4,2.3
2013-10-31,4.2,14.0,25.3,31.1,21.7,2.7
2013-11-01,4.2,15.0,26.6,35.2,21.2,2.8
2013-11-02,4.3,13.0,32.0,45.9,18.9,2.9
2013-11-03,4.3,16.0,30.0,43.9,11.8,2.9
2013-11-04,4.7,17.0,18.5,32.0,7.7,3.2
2013-11-05,4.7,17.0,13.3,21.0,7.5,3.2
2013-11-06,5.2,17.0,21.2,27.9,11.5,3.7
2013-11-07,5.2,17.0,29.8,39.2,22.8,3.7
2013-11-08,5.2,17.0,33.8,40.8,29.5,3.7
2013-11-09,5.2,17.0,33.8,46.8,26.6,3.7
2013-11-10,5.2,17.0,32.7,48.6,23.7,3.7
