date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-10-01,0.2,37.9,52.0,31.3,0.0
1998-10-02,0.4,36.7,48.9,27.3,0.1
1998-10-03,0.6,38.5,51.3,26.4,0.3
1998-10-04,0.9,27.1,34.5,22.3,0.4
1998-10-05,0.9,21.2,31.3,7.2,0.5
1998-10-06,1.0,25.0,45.0,5.5,0.4
1998-10-07,1.0,35.1,62.8,18.7,0.3
1998-10-08,1.0,38.7,63.5,22.5,0.3
1998-10-09,1.0,39.4,60.3,24.3,0.2
1998-10-10,1.0,39.6,61.0,25.0,0.2
1998-10-11,1.0,36.1,56.1,21.2,0.2
1998-10-12,1.0,38.3,58.8,23.4,0.2
1998-10-13,1.1,42.3,60.1,22.5,0.2
1998-10-14,1.1,43.5,61.2,30.6,0.2
1998-10-15,1.1,37.6,55.9,23.5,0.1
1998-10-16,1.2,26.4,44.8,18.7,0.0
1998-10-17,1.3,27.0,33.8,18.1,0.0
1998-10-18,1.3,27.7,48.0,11.3,0.0
1998-10-19,1.3,32.2,52.9,17.4,0.0
1998-10-20,1.4,35.6,50.7,22.8,0.0
1998-10-21,1.4,37.8,55.0,22.3,0.0
1998-10-22,1.4,34.5,49.5,25.0,0.0
1998-10-23,1.4,32.2,45.1,23.7,0.0
1998-10-24,1.4,31.3,45.9,21.0,0.0
1998-10-25,1.4,37.0,54.0,24.6,0.0
1998-10-26,1.4,37.0,47.5,27.5,0.0
1998-10-27,1.7,36.0,46.9,27.5,0.4
1998-10-28,1.8,29.3,32.7,27.3,0.5
1998-10-29,1.8,31.8,42.8,23.9,0.3
1998-10-30,1.8,33.6,44.4,25.0,0.2
1998-10-31,1.8,35.2,43.3,25.9,0.2
1998-11-01,1.9,36.1,50.9,27.1,0.2
1998-11-02,2.4,30.4,40.1,22.8,0.7
1998-11-03,2.4,25.0,32.7,20.8,0.8
1998-11-04,2.4,18.5,34.5,8.6,0.9
1998-11-05,2.5,22.8,37.0,12.6,0.9
1998-11-06,2.6,23.9,36.9,16.3,0.9
1998-11-07,2.7,18.5,27.7,7.9,1.0
1998-11-08,3.2,23.7,32.4,14.9,1.4
1998-11-09,3.3,15.4,21.7,8.6,1.7
1998-11-10,3.3,8.4,15.4,-1.7,1.7
1998-11-11,3.6,15.3,27.7,0.9,1.8
1998-11-12,3.6,19.2,35.6,6.1,1.8
1998-11-13,3.6,20.5,40.3,5.0,1.8
1998-11-14,3.6,24.8,44.1,12.0,1.8
1998-11-15,3.7,29.7,50.5,14.2,1.7
1998-11-16,3.7,25.0,43.3,13.6,1.7
1998-11-17,3.7,32.5,48.2,16.3,1.6
1998-11-18,3.7,22.3,30.2,12.9,1.6
1998-11-19,3.7,14.0,27.9,-1.3,1.6
1998-11-20,3.7,11.1,33.3,-5.6,1.5
1998-11-21,3.9,22.5,41.2,4.5,1.5
1998-11-22,4.0,30.7,49.3,17.2,1.5
1998-11-23,4.0,28.0,46.6,12.9,1.5
1998-11-24,4.0,31.1,44.2,18.0,1.5
1998-11-25,4.0,24.4,39.7,12.2,1.5
1998-11-26,4.0,27.7,49.8,14.5,1.5
1998-11-27,4.0,28.6,52.9,17.2,1.5
1998-11-28,4.2,34.0,48.0,20.5,1.5
1998-11-29,4.2,30.0,41.2,25.3,1.5
1998-11-30,4.2,25.7,42.6,14.9,1.5
1998-12-01,4.2,,,,1.6
1998-12-02,4.2,26.2,45.9,15.3,1.7
1998-12-03,4.2,24.8,46.6,11.3,1.8
1998-12-04,4.2,28.6,46.0,15.3,1.9
1998-12-05,4.2,14.9,27.0,1.0,2.1
1998-12-06,4.2,5.5,15.8,-6.2,2.3
1998-12-07,4.2,-0.2,15.1,-12.5,2.9
1998-12-08,4.4,7.0,27.1,-12.8,3.0
1998-12-09,4.4,13.1,24.4,-4.2,3.0
1998-12-10,4.4,2.5,21.7,-9.8,2.9
1998-12-11,4.5,10.9,33.4,-4.7,2.9
1998-12-12,4.5,14.9,33.6,3.4,2.9
1998-12-13,4.6,16.5,41.7,2.3,2.9
1998-12-14,4.6,18.7,42.8,5.7,2.9
1998-12-15,4.6,18.3,41.7,3.6,3.0
1998-12-16,4.6,19.4,38.7,7.3,3.1
1998-12-17,4.6,20.7,42.4,8.1,3.1
1998-12-18,4.7,23.4,37.0,9.1,3.1
1998-12-19,4.8,27.0,36.1,12.4,3.1
1998-12-20,5.1,16.2,28.6,2.7,3.8
1998-12-21,5.1,-4.4,4.5,-21.6,3.9
1998-12-22,5.1,-6.2,14.9,-21.3,4.0
1998-12-23,5.1,-2.2,16.5,-15.0,4.0
1998-12-24,5.3,3.2,17.1,-15.2,4.0
1998-12-25,5.5,11.3,22.5,-8.1,4.0
1998-12-26,5.5,22.8,32.9,14.2,4.0
1998-12-27,5.5,17.8,25.5,4.1,4.0
1998-12-28,5.6,20.5,26.2,2.5,4.0
1998-12-29,5.6,26.8,34.0,18.9,4.0
1998-12-30,5.6,20.1,33.8,8.1,4.0
1998-12-31,5.7,23.4,41.4,5.9,4.0
1999-01-01,5.8,21.7,27.3,15.6,4.4
1999-01-02,5.8,10.8,18.7,-0.8,4.4
1999-01-03,5.9,6.6,12.2,-1.1,4.5
1999-01-04,6.1,12.9,18.7,4.3,4.5
1999-01-05,6.2,19.8,23.5,16.5,4.6
1999-01-06,6.2,24.3,35.6,17.1,4.6
1999-01-07,6.2,21.6,36.3,9.0,4.6
1999-01-08,6.2,14.7,25.9,-5.6,4.7
1999-01-09,6.2,15.8,27.1,-6.2,4.7
1999-01-10,6.2,18.0,31.3,4.1,4.7
1999-01-11,6.2,18.1,36.7,5.0,4.7
1999-01-12,6.3,19.6,32.9,4.6,4.8
1999-01-13,6.3,14.2,25.3,1.2,4.8
1999-01-14,6.3,10.8,32.2,-5.6,4.8
1999-01-15,6.3,13.1,34.2,0.7,4.9
1999-01-16,6.7,14.2,29.1,-5.3,5.0
1999-01-17,7.1,17.4,21.2,13.8,5.5
1999-01-18,7.4,27.3,33.8,17.6,5.7
1999-01-19,7.7,28.2,34.5,26.1,6.1
1999-01-20,7.8,21.7,36.0,5.0,6.3
1999-01-21,8.3,16.2,25.3,5.9,6.9
1999-01-22,8.3,9.7,21.6,-2.7,7.0
1999-01-23,8.5,23.7,36.9,10.2,7.0
1999-01-24,8.8,27.3,31.1,24.8,7.4
1999-01-25,8.8,29.5,45.3,16.5,7.4
1999-01-26,8.8,18.1,30.7,-0.9,7.6
1999-01-27,8.8,8.8,19.8,-2.2,7.6
1999-01-28,8.8,1.4,25.0,-14.1,7.6
1999-01-29,8.8,3.4,31.5,-15.2,7.6
1999-01-30,8.9,13.3,39.9,-3.3,7.6
1999-01-31,9.0,19.4,42.6,0.3,7.6
1999-02-01,9.1,18.3,26.2,10.2,7.6
1999-02-02,9.1,17.1,26.4,4.3,7.6
1999-02-03,9.1,19.8,34.5,2.3,7.6
1999-02-04,9.2,25.0,46.6,1.8,7.6
1999-02-05,9.4,26.1,33.6,18.7,7.8
1999-02-06,9.5,22.6,32.9,16.7,7.8
1999-02-07,9.5,29.8,41.9,18.9,7.9
1999-02-08,9.5,28.2,40.5,16.5,7.9
1999-02-09,9.5,28.9,44.8,14.9,7.9
1999-02-10,9.5,21.6,36.5,-0.2,8.3
1999-02-11,9.5,-2.9,8.6,-18.2,8.3
1999-02-12,9.7,7.5,33.3,-17.5,8.3
1999-02-13,9.7,17.4,48.9,-3.5,8.3
1999-02-14,9.7,23.9,46.0,4.8,8.3
1999-02-15,9.7,17.8,30.2,-5.8,8.4
1999-02-16,10.0,13.6,32.2,-8.1,8.4
1999-02-17,10.3,19.6,27.7,11.8,8.8
1999-02-18,10.5,19.2,31.3,11.3,8.9
1999-02-19,10.6,17.6,26.4,-3.6,9.3
1999-02-20,10.6,8.1,30.7,-6.0,9.3
1999-02-21,11.0,21.4,43.5,-6.0,9.5
1999-02-22,11.0,9.1,19.6,-4.4,9.8
1999-02-23,11.1,16.2,31.8,-1.7,9.8
1999-02-24,11.1,18.5,40.1,2.8,9.8
1999-02-25,11.1,21.9,47.3,2.7,9.8
1999-02-26,11.1,19.9,40.3,3.2,9.8
1999-02-27,11.1,17.6,33.3,3.0,9.8
1999-02-28,11.2,20.7,43.5,0.3,9.8
1999-03-01,11.4,27.9,48.0,7.9,9.9
1999-03-02,11.4,23.4,35.6,6.6,10.0
1999-03-03,11.4,24.8,48.2,2.5,10.0
1999-03-04,11.4,29.3,40.8,20.5,10.0
1999-03-05,11.5,17.2,22.8,14.4,10.2
1999-03-06,11.8,23.2,40.6,15.6,10.4
1999-03-07,11.9,26.4,49.6,8.2,10.6
1999-03-08,12.0,18.0,28.6,1.2,10.8
1999-03-09,12.3,26.4,43.7,10.8,10.9
1999-03-10,12.3,23.7,39.7,11.3,10.9
1999-03-11,12.3,28.6,45.3,13.1,11.0
1999-03-12,12.5,21.0,27.0,12.9,11.2
1999-03-13,12.5,21.0,44.2,-3.6,11.3
1999-03-14,12.5,27.0,52.0,5.0,11.3
1999-03-15,12.5,31.1,56.8,9.9,11.3
1999-03-16,12.5,29.8,50.5,14.4,11.3
1999-03-17,12.5,30.9,55.8,9.0,11.3
1999-03-18,12.5,31.6,52.0,12.4,11.1
1999-03-19,12.5,32.9,54.3,15.8,11.1
1999-03-20,12.5,34.2,59.2,14.4,11.0
1999-03-21,12.5,35.1,53.4,18.9,10.9
1999-03-22,12.5,28.6,41.9,15.8,10.9
1999-03-23,12.5,30.9,52.0,10.2,10.7
1999-03-24,12.5,32.5,54.3,15.8,10.6
1999-03-25,12.5,36.1,58.3,16.3,10.4
1999-03-26,12.5,36.1,52.9,21.0,10.1
1999-03-27,12.5,31.5,43.9,14.4,10.1
1999-03-28,12.5,25.3,44.2,7.7,10.1
1999-03-29,12.6,29.8,54.1,7.3,10.0
1999-03-30,12.7,39.2,54.1,24.6,9.6
1999-03-31,12.8,33.6,48.4,23.7,9.5
1999-04-01,12.9,31.5,44.8,23.5,9.6
1999-04-02,12.9,20.7,30.7,7.0,9.8
1999-04-03,13.0,13.6,25.5,-0.9,10.0
1999-04-04,13.4,18.3,31.3,2.1,10.2
1999-04-05,13.4,21.9,36.7,8.1,10.6
1999-04-06,13.4,28.4,51.3,3.6,10.7
1999-04-07,13.6,36.0,56.1,15.4,10.0
1999-04-08,13.6,24.3,41.2,13.8,10.0
1999-04-09,13.6,20.5,44.8,10.6,10.3
1999-04-10,13.6,18.0,34.0,0.1,10.8
1999-04-11,13.9,27.5,53.1,-2.2,10.4
1999-04-12,13.9,35.6,55.2,18.0,10.0
1999-04-13,13.9,36.3,53.1,21.9,9.5
1999-04-14,14.0,26.2,38.8,11.7,9.7
1999-04-15,14.0,15.4,28.6,0.0,10.3
1999-04-16,14.2,14.5,25.0,1.9,10.1
1999-04-17,14.3,23.5,46.0,-5.8,10.3
1999-04-18,14.3,34.7,53.6,12.9,9.6
1999-04-19,14.3,38.7,57.2,21.2,8.7
1999-04-20,14.5,38.5,55.2,22.1,7.7
1999-04-21,15.0,32.5,45.0,26.6,8.0
1999-04-22,15.2,32.0,44.1,26.1,8.1
1999-04-23,15.2,32.2,47.7,25.3,7.9
1999-04-24,15.6,37.6,56.5,26.2,7.5
1999-04-25,15.7,28.0,42.3,23.2,7.5
1999-04-26,16.2,29.8,36.7,24.1,7.9
1999-04-27,16.2,38.5,58.6,23.9,7.8
1999-04-28,16.2,38.3,51.1,24.1,7.5
1999-04-29,16.6,37.8,51.6,31.5,6.9
1999-04-30,16.7,33.4,39.7,26.2,6.8
1999-05-01,17.2,31.5,39.6,25.0,7.3
1999-05-02,17.5,33.3,48.0,27.9,7.6
1999-05-03,17.6,32.7,47.8,24.1,7.8
1999-05-04,18.0,25.7,38.5,18.0,8.2
1999-05-05,18.1,21.9,36.3,13.8,8.4
1999-05-06,18.1,23.9,38.5,5.7,8.4
1999-05-07,18.1,34.5,55.4,9.7,8.1
1999-05-08,18.2,41.4,63.3,21.2,7.2
1999-05-09,18.2,43.2,60.1,26.6,5.7
1999-05-10,18.8,23.0,30.4,8.1,6.3
1999-05-11,18.8,22.1,38.1,5.7,6.3
1999-05-12,18.8,33.1,52.9,5.5,6.2
1999-05-13,18.8,45.7,58.1,32.9,5.7
1999-05-14,18.8,42.6,53.4,28.4,4.4
