date,PREC_DAILY,SNWD_DAILY,WTEQ_DAILY
1998-10-01,0.0,0.0,0.0
1998-10-02,0.0,0.0,0.0
1998-10-03,0.5,0.0,0.1
1998-10-04,1.0,0.0,0.4
1998-10-05,1.0,0.0,0.0
1998-10-06,1.0,0.0,0.0
1998-10-07,1.0,0.0,0.0
1998-10-08,1.0,0.0,0.0
1998-10-09,1.0,0.0,0.0
1998-10-10,1.0,0.0,0.0
1998-10-11,1.0,0.0,0.0
1998-10-12,1.0,0.0,0.0
1998-10-13,1.0,0.0,0.0
1998-10-14,1.0,0.0,0.0
1998-10-15,1.1,1.0,0.3
1998-10-16,1.6,4.0,0.6
1998-10-17,1.6,3.0,0.5
1998-10-18,1.6,1.0,0.3
1998-10-19,1.7,1.0,0.1
1998-10-20,1.7,0.0,0.0
1998-10-21,1.7,0.0,0.0
1998-10-22,1.7,0.0,0.0
1998-10-23,1.7,0.0,0.0
1998-10-24,1.7,0.0,0.0
1998-10-25,1.7,0.0,0.0
1998-10-26,1.8,0.0,0.0
1998-10-27,1.9,0.0,0.0
1998-10-28,1.9,0.0,0.0
1998-10-29,2.0,0.0,0.0
1998-10-30,2.2,0.0,0.0
1998-10-31,2.3,0.0,0.0
1998-11-01,2.3,1.0,0.1
1998-11-02,2.3,0.0,0.0
1998-11-03,2.3,0.0,0.0
1998-11-04,2.5,0.0,0.0
1998-11-05,2.8,0.0,0.0
1998-11-06,2.9,6.0,0.8
1998-11-07,3.3,6.0,0.9
1998-11-08,3.3,9.0,1.3
1998-11-09,3.8,11.0,1.5
1998-11-10,3.8,11.0,1.5
1998-11-11,3.8,9.0,1.5
1998-11-12,3.8,8.0,1.5
1998-11-13,3.8,7.0,1.5
1998-11-14,3.8,5.0,1.5
1998-11-15,3.8,6.0,1.5
1998-11-16,3.8,4.0,1.5
1998-11-17,4.4,12.0,2.0
1998-11-18,4.5,13.0,2.2
1998-11-19,4.5,13.0,2.2
1998-11-20,4.5,10.0,2.2
1998-11-21,4.5,9.0,2.2
1998-11-22,4.9,12.0,2.4
1998-11-23,4.9,10.0,2.4
1998-11-24,5.2,11.0,2.5
1998-11-25,5.2,11.0,2.5
1998-11-26,5.2,9.0,2.5
1998-11-27,5.2,9.0,2.5
1998-11-28,5.5,10.0,2.6
1998-11-29,5.7,11.0,2.6
1998-11-30,5.7,10.0,2.6
1998-12-01,5.7,9.0,2.6
1998-12-02,5.7,10.0,2.6
1998-12-03,5.7,10.0,2.6
1998-12-04,5.8,15.0,3.0
1998-12-05,5.8,14.0,3.0
1998-12-06,5.8,13.0,3.0
1998-12-07,5.8,13.0,3.0
1998-12-08,6.2,18.0,3.4
1998-12-09,6.2,18.0,3.4
1998-12-10,6.2,16.0,3.4
1998-12-11,6.2,14.0,3.4
1998-12-12,6.2,15.0,3.4
1998-12-13,6.2,14.0,3.4
1998-12-14,6.2,14.0,3.4
1998-12-15,6.2,14.0,3.4
1998-12-16,6.2,14.0,3.4
1998-12-17,6.2,14.0,3.4
1998-12-18,6.2,14.0,3.4
1998-12-19,6.3,17.0,3.6
1998-12-20,6.3,17.0,3.7
1998-12-21,6.3,17.0,3.7
1998-12-22,6.3,17.0,3.7
1998-12-23,6.3,16.0,3.7
1998-12-24,6.3,16.0,3.7
1998-12-25,6.3,17.0,3.7
1998-12-26,6.6,20.0,4.0
1998-12-27,6.9,24.0,4.3
1998-12-28,7.3,24.0,4.6
1998-12-29,7.3,22.0,4.6
1998-12-30,7.3,22.0,4.6
1998-12-31,7.5,22.0,4.8
1999-01-01,7.6,22.0,4.9
1999-01-02,7.6,22.0,4.9
1999-01-03,7.6,22.0,4.9
1999-01-04,7.8,21.0,4.9
1999-01-05,7.8,22.0,4.9
1999-01-06,7.8,21.0,4.9
1999-01-07,7.8,21.0,4.9
1999-01-08,7.8,22.0,4.9
1999-01-09,7.8,21.0,4.9
1999-01-10,7.8,21.0,4.9
1999-01-11,7.8,21.0,4.9
1999-01-12,7.8,21.0,4.9
1999-01-13,7.8,21.0,4.9
1999-01-14,7.8,20.0,4.9
1999-01-15,7.9,21.0,5.0
1999-01-16,8.2,23.0,5.3
1999-01-17,8.4,28.0,5.5
1999-01-18,9.4,37.0,6.5
1999-01-19,10.0,36.0,6.8
