date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-10-01,0.2,40.1,55.9,32.0,0.0
1998-10-02,0.3,39.9,51.1,33.4,0.0
1998-10-03,0.8,41.0,52.0,30.9,0.0
1998-10-04,1.2,27.0,31.6,23.2,0.0
1998-10-05,1.4,24.6,32.5,18.1,0.0
1998-10-06,1.4,30.9,56.1,17.1,0.0
1998-10-07,1.5,37.0,58.5,27.9,0.0
1998-10-08,1.5,41.4,63.3,32.0,0.0
1998-10-09,1.5,43.7,63.5,33.6,0.0
1998-10-10,1.5,42.4,60.4,32.2,0.0
1998-10-11,1.5,41.4,62.4,29.8,0.0
1998-10-12,1.5,44.6,64.6,33.8,0.0
1998-10-13,1.5,46.2,64.6,32.2,0.0
1998-10-14,1.5,47.1,62.6,37.4,0.0
1998-10-15,1.5,41.9,55.6,31.8,0.0
1998-10-16,1.5,31.1,41.0,25.2,0.0
1998-10-17,1.6,27.7,36.0,21.4,0.0
1998-10-18,1.6,32.4,53.1,20.7,0.0
1998-10-19,1.6,36.3,55.4,26.4,0.0
1998-10-20,1.6,37.8,56.7,30.4,0.0
1998-10-21,1.6,39.6,54.9,27.9,0.0
1998-10-22,1.6,39.0,50.7,31.8,0.0
1998-10-23,1.6,36.1,45.7,29.3,0.0
1998-10-24,1.6,36.0,53.1,27.3,0.0
1998-10-25,1.9,38.3,55.8,32.0,0.0
1998-10-26,2.1,37.8,47.1,33.1,0.0
1998-10-27,2.3,37.9,49.5,29.5,0.0
1998-10-28,2.5,30.7,40.8,27.3,0.0
1998-10-29,2.5,33.1,43.5,24.6,0.0
1998-10-30,2.5,36.0,48.7,30.2,0.0
1998-10-31,2.6,35.1,43.9,30.4,0.0
1998-11-01,2.6,37.6,53.2,27.9,0.0
1998-11-02,2.8,32.0,38.7,27.7,0.1
1998-11-03,3.0,27.3,43.7,20.8,0.2
1998-11-04,3.0,22.5,41.4,12.7,0.1
1998-11-05,3.0,28.0,40.3,19.4,0.1
1998-11-06,3.2,27.0,35.6,20.8,0.4
1998-11-07,3.5,21.9,28.9,16.9,0.7
1998-11-08,4.9,25.3,28.9,21.4,2.1
1998-11-09,5.5,16.2,21.2,10.0,2.8
1998-11-10,5.6,12.9,28.8,6.4,2.8
1998-11-11,5.8,20.7,29.3,11.7,2.9
1998-11-12,5.8,25.3,48.6,17.4,2.9
1998-11-13,5.8,27.0,50.2,16.2,2.9
1998-11-14,5.9,31.1,48.6,23.2,2.9
1998-11-15,5.9,34.2,54.3,26.6,2.8
1998-11-16,5.9,31.6,52.5,23.4,2.8
1998-11-17,5.9,36.3,47.7,27.0,2.8
1998-11-18,5.9,27.0,34.7,22.1,2.7
1998-11-19,5.9,21.0,38.5,9.9,2.7
1998-11-20,5.9,18.3,37.6,6.4,2.7
1998-11-21,5.9,29.1,49.6,14.4,2.7
1998-11-22,5.9,36.3,50.7,26.4,2.7
1998-11-23,5.9,35.2,54.5,25.3,2.6
1998-11-24,5.9,34.7,48.4,26.1,2.5
1998-11-25,5.9,31.1,49.3,23.2,2.5
1998-11-26,5.9,34.2,54.9,25.5,2.5
1998-11-27,5.9,36.0,58.5,27.5,2.5
1998-11-28,6.1,35.6,49.3,28.2,2.7
1998-11-29,6.3,30.9,39.0,25.9,2.8
1998-11-30,6.3,29.1,48.0,21.0,2.8
1998-12-01,6.3,,,,2.8
1998-12-02,6.3,32.9,54.7,25.7,2.8
1998-12-03,6.3,30.7,53.2,22.3,2.8
1998-12-04,6.3,31.5,45.0,25.0,2.8
1998-12-05,6.6,19.6,29.1,7.5,3.3
1998-12-06,6.6,8.2,21.9,1.2,3.3
1998-12-07,6.6,4.5,23.4,-3.5,3.3
1998-12-08,6.7,12.4,31.6,-3.5,3.3
1998-12-09,6.8,12.9,19.9,4.1,3.5
1998-12-10,6.8,7.3,25.5,-0.4,3.4
1998-12-11,6.8,16.5,36.9,5.2,3.2
1998-12-12,6.9,21.7,40.6,14.7,3.3
1998-12-13,6.9,22.8,41.5,13.3,3.3
1998-12-14,6.9,24.4,43.3,17.8,3.3
1998-12-15,6.9,23.2,43.5,14.7,3.3
1998-12-16,6.9,25.5,44.6,18.7,3.3
1998-12-17,6.9,27.3,49.8,20.1,3.3
1998-12-18,7.0,27.9,43.2,18.1,3.3
1998-12-19,7.0,30.4,33.6,27.3,3.3
1998-12-20,7.4,18.7,28.9,3.7,3.7
1998-12-21,7.5,0.9,10.6,-9.4,3.8
1998-12-22,7.5,6.6,30.9,-4.7,3.8
1998-12-23,7.5,7.3,25.7,-0.6,3.8
1998-12-24,7.5,9.7,23.4,-0.8,3.8
1998-12-25,7.6,15.6,26.1,3.0,3.8
1998-12-26,7.6,24.6,39.7,16.5,3.8
1998-12-27,7.6,21.0,31.3,13.6,3.8
1998-12-28,7.7,24.3,30.2,13.8,3.8
1998-12-29,7.7,28.2,36.5,22.5,3.8
1998-12-30,7.7,27.0,39.6,19.9,3.8
1998-12-31,8.0,29.1,45.9,18.9,3.8
1999-01-01,8.0,21.9,32.4,11.7,4.0
1999-01-02,8.0,13.3,24.1,4.1,4.0
1999-01-03,8.1,9.0,16.9,2.7,4.1
1999-01-04,8.3,16.5,26.1,9.1,4.1
1999-01-05,8.4,23.0,30.6,18.5,4.2
1999-01-06,8.4,25.7,43.3,18.7,4.2
1999-01-07,8.4,26.8,42.8,18.3,4.2
1999-01-08,8.4,17.1,32.7,5.7,4.2
1999-01-09,8.4,19.4,34.3,5.7,4.3
1999-01-10,8.4,23.7,41.4,18.1,4.3
1999-01-11,8.4,25.5,48.4,17.2,4.4
1999-01-12,8.4,26.1,37.4,15.3,4.4
1999-01-13,8.4,18.0,29.7,8.8,4.4
1999-01-14,8.5,19.8,37.4,7.5,4.5
1999-01-15,8.5,22.1,35.8,13.8,4.6
1999-01-16,8.8,20.8,29.7,11.3,4.8
