date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-10-01,0.0,40.8,55.2,32.9,0.0
1998-10-02,0.0,45.7,59.2,31.6,0.0
1998-10-03,0.3,34.9,46.2,28.4,0.0
1998-10-04,0.7,27.1,33.4,22.8,0.0
1998-10-05,0.7,27.5,37.4,19.9,0.0
1998-10-06,0.7,35.6,51.3,21.4,0.0
1998-10-07,0.7,45.9,62.6,33.8,0.0
1998-10-08,0.7,44.8,62.2,33.1,0.0
1998-10-09,0.7,43.0,60.8,29.7,0.0
1998-10-10,0.7,38.5,56.7,25.7,0.0
1998-10-11,0.8,40.5,57.6,25.3,0.0
1998-10-12,0.8,46.0,63.3,31.5,0.0
1998-10-13,0.8,48.2,65.5,32.9,0.0
1998-10-14,0.8,42.1,58.3,29.1,0.0
1998-10-15,0.8,34.2,45.3,25.9,0.0
1998-10-16,0.8,26.2,29.5,24.8,0.0
1998-10-17,0.8,29.7,40.1,23.5,0.0
1998-10-18,0.8,32.2,48.4,19.6,0.0
1998-10-19,0.8,37.0,50.9,26.4,0.0
1998-10-20,0.9,37.2,52.7,26.8,0.0
1998-10-21,0.9,41.0,55.4,29.1,0.0
1998-10-22,0.9,41.0,52.7,32.7,0.0
1998-10-23,0.9,34.7,45.3,27.0,0.0
1998-10-24,0.9,38.7,51.1,26.2,0.0
1998-10-25,1.1,39.2,45.0,34.7,0.0
1998-10-26,1.1,39.7,45.3,35.6,0.0
1998-10-27,1.1,37.9,44.4,32.9,0.0
1998-10-28,1.1,35.1,41.7,29.1,0.0
1998-10-29,1.2,34.7,39.9,28.2,0.0
1998-10-30,1.3,32.7,40.1,29.1,0.0
1998-10-31,1.3,32.9,42.3,27.5,0.0
1998-11-01,1.3,33.1,44.6,26.4,0.0
1998-11-02,1.3,29.1,36.7,23.7,0.0
1998-11-03,1.3,24.8,32.7,16.2,0.0
1998-11-04,1.3,25.3,36.5,15.3,0.0
1998-11-05,1.5,28.4,40.3,20.5,0.2
1998-11-06,1.7,20.3,27.1,7.3,0.4
1998-11-07,2.0,19.4,29.5,5.7,0.4
1998-11-08,2.2,18.7,26.4,4.6,0.8
1998-11-09,2.5,13.5,22.5,3.4,0.9
1998-11-10,2.6,16.0,23.0,9.1,1.0
1998-11-11,2.6,21.0,29.7,13.6,1.0
1998-11-12,2.6,18.7,31.5,6.8,1.0
1998-11-13,2.7,26.8,43.2,14.9,1.0
1998-11-14,2.7,34.3,48.0,23.0,1.1
1998-11-15,2.7,34.7,47.5,23.7,1.1
1998-11-16,2.8,32.5,43.7,22.1,1.1
1998-11-17,2.8,32.9,43.0,24.3,1.2
1998-11-18,2.8,22.5,28.0,16.2,1.2
1998-11-19,2.8,17.1,28.9,5.9,1.2
1998-11-20,3.1,19.8,33.1,6.1,1.2
1998-11-21,3.2,33.4,44.1,22.5,1.4
1998-11-22,3.2,30.9,38.3,25.0,1.4
1998-11-23,3.2,34.3,48.0,24.8,1.4
1998-11-24,3.2,27.3,38.3,16.7,1.4
1998-11-25,3.2,30.0,41.2,18.7,1.4
1998-11-26,3.4,37.9,50.4,27.9,1.4
1998-11-27,3.4,38.5,50.2,30.4,1.4
1998-11-28,3.4,35.1,40.1,28.6,1.4
1998-11-29,3.4,30.4,33.8,28.2,1.4
1998-11-30,3.4,34.2,41.7,26.2,1.4
1998-12-01,3.4,35.1,40.1,33.3,1.4
1998-12-02,3.4,31.5,41.7,25.3,1.4
1998-12-03,3.4,34.9,47.1,24.6,1.4
1998-12-04,3.4,23.2,33.3,7.3,1.4
1998-12-05,3.4,4.5,11.1,-5.1,1.4
1998-12-06,3.4,6.8,16.7,-2.6,1.4
1998-12-07,3.4,4.6,15.3,-3.8,1.4
1998-12-08,3.4,18.0,27.7,6.1,1.4
1998-12-09,3.5,7.0,15.8,-2.2,1.4
1998-12-10,3.7,8.6,19.8,-2.9,1.4
1998-12-11,3.7,21.6,33.4,11.5,1.5
1998-12-12,3.7,26.1,34.7,20.5,1.5
1998-12-13,3.7,31.8,45.3,20.3,1.6
1998-12-14,3.7,28.9,39.6,20.8,1.6
1998-12-15,3.7,25.2,35.6,18.5,1.6
1998-12-16,3.7,25.3,36.0,17.6,1.6
1998-12-17,3.7,28.6,42.6,20.5,1.6
1998-12-18,3.7,19.0,28.2,7.0,1.6
1998-12-19,3.7,10.0,20.7,1.0,1.6
1998-12-20,3.7,-0.4,10.6,-12.6,1.6
1998-12-21,3.7,-8.3,0.0,-14.8,1.6
1998-12-22,3.7,-1.5,8.2,-11.4,1.6
1998-12-23,3.8,-2.2,9.0,-12.6,1.6
1998-12-24,4.0,12.7,21.2,1.0,1.7
1998-12-25,4.0,21.0,28.2,14.0,1.7
1998-12-26,4.1,24.4,32.4,19.4,1.8
1998-12-27,4.2,21.9,28.6,17.8,1.9
1998-12-28,4.3,27.0,30.4,21.9,2.1
1998-12-29,4.4,30.7,38.1,24.3,2.2
