date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-10-01,0.0,47.8,65.3,36.3,0.0
1998-10-02,0.9,41.9,46.2,36.9,0.0
1998-10-03,1.2,36.5,42.3,31.3,0.0
1998-10-04,1.2,35.6,45.7,28.8,0.0
1998-10-05,1.2,39.2,44.6,32.5,0.0
1998-10-06,1.2,42.1,60.8,32.2,0.0
1998-10-07,1.2,43.5,59.4,33.6,0.0
1998-10-08,1.3,43.0,55.9,35.6,0.0
1998-10-09,1.3,39.4,47.7,32.0,0.0
1998-10-10,1.4,37.9,43.9,33.3,0.0
1998-10-11,1.4,38.3,48.9,31.5,0.0
1998-10-12,1.4,39.9,54.9,30.6,0.0
1998-10-13,1.7,41.9,53.6,35.2,0.0
1998-10-14,2.6,39.7,42.8,36.5,0.0
1998-10-15,2.6,35.1,39.9,29.3,0.0
1998-10-16,2.6,33.1,45.9,25.7,0.0
1998-10-17,2.7,35.2,37.2,32.9,0.0
1998-10-18,2.7,34.2,45.3,28.9,0.0
1998-10-19,2.7,32.9,47.7,27.5,0.0
1998-10-20,2.7,33.4,51.6,26.2,0.0
1998-10-21,2.7,36.1,55.2,28.6,0.0
1998-10-22,2.7,36.5,56.5,28.8,0.0
1998-10-23,2.7,38.7,53.6,31.5,0.0
1998-10-24,2.7,36.7,54.3,30.4,0.0
1998-10-25,2.7,38.3,53.6,28.8,0.0
1998-10-26,2.7,42.8,50.4,32.5,0.0
1998-10-27,2.7,39.4,53.2,31.8,0.0
1998-10-28,2.7,39.4,44.4,33.4,0.0
1998-10-29,2.8,33.8,46.0,39.2,0.0
1998-10-30,2.8,33.8,46.0,22.1,0.0
1998-10-31,2.8,34.9,46.2,28.8,0.0
1998-11-01,2.8,35.4,44.2,29.7,0.0
1998-11-02,2.9,35.4,37.9,33.8,0.0
1998-11-03,2.9,35.1,40.3,28.8,0.0
1998-11-04,2.9,33.3,38.7,27.7,0.0
1998-11-05,3.0,34.3,38.1,31.1,0.0
1998-11-06,3.0,32.5,37.2,28.6,0.0
1998-11-07,3.0,30.0,37.2,24.4,0.0
1998-11-08,3.0,27.5,32.2,23.9,0.0
1998-11-09,3.0,25.9,32.7,16.0,0.0
1998-11-10,3.0,31.1,34.7,27.3,0.0
1998-11-11,3.0,34.0,36.0,32.7,0.0
1998-11-12,3.1,35.2,38.1,32.4,0.0
1998-11-13,4.6,36.7,38.7,34.9,0.5
1998-11-14,5.2,36.5,38.7,34.3,0.4
1998-11-15,6.1,38.7,39.9,34.3,0.2
1998-11-16,6.3,34.9,41.2,27.1,0.0
1998-11-17,6.3,29.5,33.8,39.2,0.0
1998-11-18,6.4,31.8,35.6,25.5,0.1
1998-11-19,6.4,30.7,34.0,23.2,0.1
1998-11-20,6.5,36.7,39.9,34.2,0.2
1998-11-21,7.4,35.4,36.9,34.2,0.7
1998-11-22,7.7,32.5,34.3,30.7,1.0
1998-11-23,7.9,32.0,34.7,28.8,1.2
1998-11-24,8.1,34.3,36.0,31.1,1.3
1998-11-25,8.1,37.0,40.1,30.9,1.3
1998-11-26,8.2,38.3,41.4,33.1,1.3
1998-11-27,8.3,33.8,37.9,30.6,1.3
1998-11-28,8.6,32.5,36.1,33.8,1.5
1998-11-29,8.9,31.1,34.0,29.7,1.7
1998-11-30,9.2,32.0,34.7,29.1,1.9
1998-12-01,9.5,34.2,36.1,32.4,2.2
1998-12-02,10.0,34.3,36.5,30.7,2.6
1998-12-03,10.2,28.2,31.5,23.2,2.6
1998-12-04,10.2,24.6,28.6,41.0,2.6
1998-12-05,10.5,23.9,26.1,22.3,2.8
1998-12-06,10.6,23.5,37.4,17.8,2.8
1998-12-07,10.7,28.0,30.6,25.7,2.9
1998-12-08,11.0,28.2,30.9,23.4,3.2
1998-12-09,11.0,26.4,29.3,23.2,3.2
1998-12-10,11.1,28.2,32.2,22.3,3.2
1998-12-11,11.3,33.1,35.1,30.7,3.6
1998-12-12,11.6,34.9,36.9,34.3,3.7
1998-12-13,11.7,36.7,41.9,34.0,3.8
1998-12-14,11.8,32.5,40.8,35.6,3.8
1998-12-15,11.9,29.7,31.6,27.9,3.8
1998-12-16,11.9,34.0,37.2,30.7,3.8
1998-12-17,12.2,33.8,39.9,20.1,3.9
1998-12-18,12.2,7.2,19.9,-6.5,3.9
1998-12-19,12.2,-6.5,-1.8,-9.6,3.9
1998-12-20,12.5,-14.3,-0.9,-21.6,3.9
1998-12-21,12.5,-13.4,2.7,-22.2,3.9
1998-12-22,12.5,-10.1,1.9,-16.6,3.9
1998-12-23,12.5,-7.2,1.9,-16.1,3.9
1998-12-24,12.9,53.6,19.0,-1.3,4.3
1998-12-25,13.2,19.6,24.3,50.0,4.8
1998-12-26,13.3,23.9,29.1,12.6,4.9
1998-12-27,13.9,29.8,32.5,27.9,5.5
1998-12-28,14.7,32.9,34.9,30.9,6.4
1998-12-29,15.3,34.7,37.0,34.2,7.0
1998-12-30,15.5,32.5,36.7,39.2,7.0
1998-12-31,15.5,30.6,35.6,24.3,7.1
1999-01-01,15.6,26.1,34.0,18.3,7.1
1999-01-02,15.7,50.0,25.5,6.3,7.1
1999-01-03,15.8,16.7,26.1,5.5,7.1
1999-01-04,15.8,26.8,32.0,19.8,7.1
1999-01-05,15.8,33.4,37.2,30.6,7.1
1999-01-06,15.8,31.6,36.5,26.8,7.1
1999-01-07,15.8,31.5,33.4,27.5,7.0
1999-01-08,16.0,29.5,32.5,24.6,7.1
1999-01-09,16.0,33.3,35.2,30.9,7.1
1999-01-10,16.8,34.0,38.8,31.6,7.9
1999-01-11,17.0,37.8,42.1,33.8,7.9
1999-01-12,17.5,33.1,34.9,32.5,8.2
1999-01-13,17.5,27.7,36.0,15.6,8.2
1999-01-14,18.8,35.6,37.6,31.8,8.7
1999-01-15,18.9,31.6,36.3,37.4,8.7
1999-01-16,19.0,27.9,30.7,39.2,9.0
1999-01-17,19.0,28.2,32.2,26.1,9.1
1999-01-18,19.7,32.7,35.1,27.7,9.6
1999-01-19,20.1,33.6,35.2,31.5,9.8
1999-01-20,20.1,32.7,37.4,33.8,9.8
1999-01-21,20.4,29.3,34.3,22.6,10.0
1999-01-22,20.8,28.8,32.9,46.4,10.4
1999-01-23,21.5,7.3,16.9,-5.4,10.9
1999-01-24,21.5,6.4,18.1,-10.3,10.9
1999-01-25,21.5,19.0,27.7,13.3,10.9
1999-01-26,21.5,18.5,25.0,53.6,10.9
1999-01-27,21.6,23.5,25.7,20.7,10.9
1999-01-28,21.6,30.0,34.0,24.4,11.3
1999-01-29,22.1,31.8,39.0,18.7,11.4
1999-01-30,22.2,37.4,42.4,18.1,11.4
1999-01-31,22.2,27.3,40.5,16.7,11.4
1999-02-01,22.2,28.0,30.9,25.3,11.4
1999-02-02,22.8,30.7,34.0,35.6,12.0
1999-02-03,22.8,30.0,32.9,25.5,12.0
1999-02-04,22.8,30.9,32.9,26.1,12.4
1999-02-05,23.2,30.7,35.4,24.1,12.5
1999-02-06,23.3,33.8,36.3,30.9,12.6
1999-02-07,23.7,31.8,34.3,28.6,13.1
1999-02-08,23.9,29.1,35.6,25.5,13.2
1999-02-09,23.9,27.0,32.4,23.2,13.2
1999-02-10,24.4,41.0,29.1,46.4,13.4
1999-02-11,24.5,19.2,27.7,8.2,13.4
1999-02-12,24.6,18.7,34.3,6.4,13.4
1999-02-13,24.6,29.3,41.0,19.8,13.4
1999-02-14,24.6,28.6,37.4,24.3,13.4
1999-02-15,24.6,26.2,35.2,14.9,13.4
